r_id,amamapare_port_power_station_unit_1,amamapare_port_power_station_unit_2,amamapare_port_power_station_unit_3,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,amamapare_port_power_station_solar,bp_berau_ltd,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_solar,bp_berau_ltd_wind,amamapare_port_power_station_battery,bp_berau_ltd_battery
555,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
556,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
557,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
558,1,1,1,0.026,0.026,0.026,0.026,0.026,1,0.012,0.012,0.012,0.012,0.012,0.046,1,1
559,1,1,1,0.098,0.098,0.098,0.098,0.098,1,0.096,0.096,0.096,0.096,0.096,0.019,1,1
560,1,1,1,0.184,0.184,0.184,0.184,0.184,1,0.202,0.202,0.202,0.202,0.202,0.005,1,1
561,1,1,1,0.276,0.276,0.276,0.276,0.276,1,0.3,0.3,0.3,0.3,0.3,0.004,1,1
562,1,1,1,0.405,0.405,0.405,0.405,0.405,1,0.326,0.326,0.326,0.326,0.326,0.004,1,1
563,1,1,1,0.494,0.494,0.494,0.494,0.494,1,0.361,0.361,0.361,0.361,0.361,0.003,1,1
564,1,1,1,0.479,0.479,0.479,0.479,0.479,1,0.383,0.383,0.383,0.383,0.383,0.002,1,1
565,1,1,1,0.406,0.406,0.406,0.406,0.406,1,0.382,0.382,0.382,0.382,0.382,0,1,1
566,1,1,1,0.302,0.302,0.302,0.302,0.302,1,0.34,0.34,0.34,0.34,0.34,0,1,1
567,1,1,1,0.202,0.202,0.202,0.202,0.202,1,0.26,0.26,0.26,0.26,0.26,0,1,1
568,1,1,1,0.089,0.089,0.089,0.089,0.089,1,0.144,0.144,0.144,0.144,0.144,0,1,1
569,1,1,1,0.011,0.011,0.011,0.011,0.011,1,0.036,0.036,0.036,0.036,0.036,0,1,1
570,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
571,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
572,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
573,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
574,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
575,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
576,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
577,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.032,1,1
578,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
579,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.013,1,1
580,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
581,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1,1
582,1,1,1,0.046,0.046,0.046,0.046,0.046,1,0.027,0.027,0.027,0.027,0.027,0.012,1,1
583,1,1,1,0.151,0.151,0.151,0.151,0.151,1,0.149,0.149,0.149,0.149,0.149,0.001,1,1
584,1,1,1,0.277,0.277,0.277,0.277,0.277,1,0.285,0.285,0.285,0.285,0.285,0.001,1,1
585,1,1,1,0.372,0.372,0.372,0.372,0.372,1,0.401,0.401,0.401,0.401,0.401,0.002,1,1
586,1,1,1,0.422,0.422,0.422,0.422,0.422,1,0.468,0.468,0.468,0.468,0.468,0.002,1,1
587,1,1,1,0.439,0.439,0.439,0.439,0.439,1,0.502,0.502,0.502,0.502,0.502,0.002,1,1
588,1,1,1,0.415,0.415,0.415,0.415,0.415,1,0.501,0.501,0.501,0.501,0.501,0.004,1,1
589,1,1,1,0.372,0.372,0.372,0.372,0.372,1,0.467,0.467,0.467,0.467,0.467,0.006,1,1
590,1,1,1,0.285,0.285,0.285,0.285,0.285,1,0.372,0.372,0.372,0.372,0.372,0.005,1,1
591,1,1,1,0.187,0.187,0.187,0.187,0.187,1,0.248,0.248,0.248,0.248,0.248,0.002,1,1
592,1,1,1,0.088,0.088,0.088,0.088,0.088,1,0.106,0.106,0.106,0.106,0.106,0.001,1,1
593,1,1,1,0.009,0.009,0.009,0.009,0.009,1,0.02,0.02,0.02,0.02,0.02,0.006,1,1
594,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
595,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.059,1,1
596,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.058,1,1
597,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
598,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
599,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
600,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.053,1,1
601,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
602,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
603,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
604,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
605,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.048,1,1
606,1,1,1,0.031,0.031,0.031,0.031,0.031,1,0.017,0.017,0.017,0.017,0.017,0.045,1,1
607,1,1,1,0.081,0.081,0.081,0.081,0.081,1,0.11,0.11,0.11,0.11,0.11,0.004,1,1
608,1,1,1,0.13,0.13,0.13,0.13,0.13,1,0.217,0.217,0.217,0.217,0.217,0,1,1
609,1,1,1,0.164,0.164,0.164,0.164,0.164,1,0.3,0.3,0.3,0.3,0.3,0.001,1,1
610,1,1,1,0.181,0.181,0.181,0.181,0.181,1,0.365,0.365,0.365,0.365,0.365,0,1,1
611,1,1,1,0.2,0.2,0.2,0.2,0.2,1,0.397,0.397,0.397,0.397,0.397,0,1,1
612,1,1,1,0.215,0.215,0.215,0.215,0.215,1,0.396,0.396,0.396,0.396,0.396,0.001,1,1
613,1,1,1,0.193,0.193,0.193,0.193,0.193,1,0.36,0.36,0.36,0.36,0.36,0.001,1,1
614,1,1,1,0.161,0.161,0.161,0.161,0.161,1,0.289,0.289,0.289,0.289,0.289,0.002,1,1
615,1,1,1,0.107,0.107,0.107,0.107,0.107,1,0.208,0.208,0.208,0.208,0.208,0.001,1,1
616,1,1,1,0.049,0.049,0.049,0.049,0.049,1,0.108,0.108,0.108,0.108,0.108,0,1,1
617,1,1,1,0.004,0.004,0.004,0.004,0.004,1,0.026,0.026,0.026,0.026,0.026,0,1,1
618,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
619,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
620,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
621,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
622,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
623,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.064,1,1
624,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.057,1,1
625,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.048,1,1
626,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.04,1,1
627,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.033,1,1
628,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
629,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
630,1,1,1,0.059,0.059,0.059,0.059,0.059,1,0.024,0.024,0.024,0.024,0.024,0.032,1,1
631,1,1,1,0.178,0.178,0.178,0.178,0.178,1,0.14,0.14,0.14,0.14,0.14,0.003,1,1
632,1,1,1,0.324,0.324,0.324,0.324,0.324,1,0.273,0.273,0.273,0.273,0.273,0.001,1,1
633,1,1,1,0.427,0.427,0.427,0.427,0.427,1,0.388,0.388,0.388,0.388,0.388,0.003,1,1
634,1,1,1,0.45,0.45,0.45,0.45,0.45,1,0.47,0.47,0.47,0.47,0.47,0.006,1,1
635,1,1,1,0.404,0.404,0.404,0.404,0.404,1,0.52,0.52,0.52,0.52,0.52,0.012,1,1
636,1,1,1,0.362,0.362,0.362,0.362,0.362,1,0.527,0.527,0.527,0.527,0.527,0.017,1,1
637,1,1,1,0.295,0.295,0.295,0.295,0.295,1,0.482,0.482,0.482,0.482,0.482,0.02,1,1
638,1,1,1,0.231,0.231,0.231,0.231,0.231,1,0.387,0.387,0.387,0.387,0.387,0.013,1,1
639,1,1,1,0.135,0.135,0.135,0.135,0.135,1,0.281,0.281,0.281,0.281,0.281,0.004,1,1
640,1,1,1,0.063,0.063,0.063,0.063,0.063,1,0.14,0.14,0.14,0.14,0.14,0,1,1
641,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.029,0.029,0.029,0.029,0.029,0,1,1
642,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
643,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
644,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.029,1,1
645,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
646,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
647,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
648,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.049,1,1
649,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
650,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.051,1,1
651,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
652,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
653,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
654,1,1,1,0.078,0.078,0.078,0.078,0.078,1,0.016,0.016,0.016,0.016,0.016,0.034,1,1
655,1,1,1,0.223,0.223,0.223,0.223,0.223,1,0.102,0.102,0.102,0.102,0.102,0.004,1,1
656,1,1,1,0.368,0.368,0.368,0.368,0.368,1,0.226,0.226,0.226,0.226,0.226,0.003,1,1
657,1,1,1,0.49,0.49,0.49,0.49,0.49,1,0.331,0.331,0.331,0.331,0.331,0.009,1,1
658,1,1,1,0.57,0.57,0.57,0.57,0.57,1,0.425,0.425,0.425,0.425,0.425,0.014,1,1
659,1,1,1,0.601,0.601,0.601,0.601,0.601,1,0.487,0.487,0.487,0.487,0.487,0.016,1,1
660,1,1,1,0.568,0.568,0.568,0.568,0.568,1,0.491,0.491,0.491,0.491,0.491,0.017,1,1
661,1,1,1,0.482,0.482,0.482,0.482,0.482,1,0.456,0.456,0.456,0.456,0.456,0.018,1,1
662,1,1,1,0.382,0.382,0.382,0.382,0.382,1,0.379,0.379,0.379,0.379,0.379,0.011,1,1
663,1,1,1,0.255,0.255,0.255,0.255,0.255,1,0.269,0.269,0.269,0.269,0.269,0.002,1,1
664,1,1,1,0.116,0.116,0.116,0.116,0.116,1,0.147,0.147,0.147,0.147,0.147,0.001,1,1
665,1,1,1,0.013,0.013,0.013,0.013,0.013,1,0.037,0.037,0.037,0.037,0.037,0.002,1,1
666,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
667,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.012,1,1
668,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
669,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
670,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.034,1,1
671,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
672,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.058,1,1
673,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
674,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.048,1,1
675,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.038,1,1
676,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
677,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
678,1,1,1,0.038,0.038,0.038,0.038,0.038,1,0.008,0.008,0.008,0.008,0.008,0.011,1,1
679,1,1,1,0.145,0.145,0.145,0.145,0.145,1,0.064,0.064,0.064,0.064,0.064,0.002,1,1
680,1,1,1,0.288,0.288,0.288,0.288,0.288,1,0.135,0.135,0.135,0.135,0.135,0,1,1
681,1,1,1,0.42,0.42,0.42,0.42,0.42,1,0.198,0.198,0.198,0.198,0.198,0.001,1,1
682,1,1,1,0.46,0.46,0.46,0.46,0.46,1,0.269,0.269,0.269,0.269,0.269,0.004,1,1
683,1,1,1,0.475,0.475,0.475,0.475,0.475,1,0.332,0.332,0.332,0.332,0.332,0.006,1,1
684,1,1,1,0.454,0.454,0.454,0.454,0.454,1,0.395,0.395,0.395,0.395,0.395,0.013,1,1
685,1,1,1,0.397,0.397,0.397,0.397,0.397,1,0.417,0.417,0.417,0.417,0.417,0.018,1,1
686,1,1,1,0.26,0.26,0.26,0.26,0.26,1,0.38,0.38,0.38,0.38,0.38,0.018,1,1
687,1,1,1,0.161,0.161,0.161,0.161,0.161,1,0.277,0.277,0.277,0.277,0.277,0.012,1,1
688,1,1,1,0.074,0.074,0.074,0.074,0.074,1,0.148,0.148,0.148,0.148,0.148,0.003,1,1
689,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.032,0.032,0.032,0.032,0.032,0.002,1,1
690,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
691,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.036,1,1
692,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
693,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
694,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.046,1,1
695,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.044,1,1
696,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.031,1,1
697,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.023,1,1
698,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
699,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
700,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
701,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
702,1,1,1,0.035,0.035,0.035,0.035,0.035,1,0.013,0.013,0.013,0.013,0.013,0.009,1,1
703,1,1,1,0.12,0.12,0.12,0.12,0.12,1,0.097,0.097,0.097,0.097,0.097,0.002,1,1
704,1,1,1,0.211,0.211,0.211,0.211,0.211,1,0.219,0.219,0.219,0.219,0.219,0,1,1
705,1,1,1,0.287,0.287,0.287,0.287,0.287,1,0.332,0.332,0.332,0.332,0.332,0.001,1,1
706,1,1,1,0.349,0.349,0.349,0.349,0.349,1,0.418,0.418,0.418,0.418,0.418,0.003,1,1
707,1,1,1,0.349,0.349,0.349,0.349,0.349,1,0.48,0.48,0.48,0.48,0.48,0.003,1,1
708,1,1,1,0.331,0.331,0.331,0.331,0.331,1,0.498,0.498,0.498,0.498,0.498,0.005,1,1
709,1,1,1,0.271,0.271,0.271,0.271,0.271,1,0.45,0.45,0.45,0.45,0.45,0.008,1,1
710,1,1,1,0.185,0.185,0.185,0.185,0.185,1,0.344,0.344,0.344,0.344,0.344,0.007,1,1
711,1,1,1,0.112,0.112,0.112,0.112,0.112,1,0.214,0.214,0.214,0.214,0.214,0.001,1,1
712,1,1,1,0.048,0.048,0.048,0.048,0.048,1,0.098,0.098,0.098,0.098,0.098,0,1,1
713,1,1,1,0.003,0.003,0.003,0.003,0.003,1,0.02,0.02,0.02,0.02,0.02,0,1,1
714,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
715,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
716,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
717,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
718,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
719,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
720,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
721,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
722,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
723,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
724,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
725,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
726,1,1,1,0.037,0.037,0.037,0.037,0.037,1,0.021,0.021,0.021,0.021,0.021,0,1,1
727,1,1,1,0.109,0.109,0.109,0.109,0.109,1,0.15,0.15,0.15,0.15,0.15,0,1,1
728,1,1,1,0.165,0.165,0.165,0.165,0.165,1,0.321,0.321,0.321,0.321,0.321,0,1,1
729,1,1,1,0.222,0.222,0.222,0.222,0.222,1,0.465,0.465,0.465,0.465,0.465,0.001,1,1
730,1,1,1,0.299,0.299,0.299,0.299,0.299,1,0.56,0.56,0.56,0.56,0.56,0.002,1,1
731,1,1,1,0.398,0.398,0.398,0.398,0.398,1,0.586,0.586,0.586,0.586,0.586,0.005,1,1
732,1,1,1,0.47,0.47,0.47,0.47,0.47,1,0.571,0.571,0.571,0.571,0.571,0.01,1,1
733,1,1,1,0.43,0.43,0.43,0.43,0.43,1,0.527,0.527,0.527,0.527,0.527,0.015,1,1
734,1,1,1,0.324,0.324,0.324,0.324,0.324,1,0.449,0.449,0.449,0.449,0.449,0.017,1,1
735,1,1,1,0.194,0.194,0.194,0.194,0.194,1,0.337,0.337,0.337,0.337,0.337,0.008,1,1
736,1,1,1,0.079,0.079,0.079,0.079,0.079,1,0.196,0.196,0.196,0.196,0.196,0.001,1,1
737,1,1,1,0.006,0.006,0.006,0.006,0.006,1,0.05,0.05,0.05,0.05,0.05,0,1,1
738,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
739,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.002,1,1
740,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
741,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
742,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
743,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.007,1,1
744,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
745,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.007,1,1
746,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
747,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.013,1,1
748,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.017,1,1
749,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
750,1,1,1,0.076,0.076,0.076,0.076,0.076,1,0.012,0.012,0.012,0.012,0.012,0.027,1,1
751,1,1,1,0.252,0.252,0.252,0.252,0.252,1,0.097,0.097,0.097,0.097,0.097,0.014,1,1
752,1,1,1,0.421,0.421,0.421,0.421,0.421,1,0.222,0.222,0.222,0.222,0.222,0.002,1,1
753,1,1,1,0.549,0.549,0.549,0.549,0.549,1,0.348,0.348,0.348,0.348,0.348,0.013,1,1
754,1,1,1,0.613,0.613,0.613,0.613,0.613,1,0.428,0.428,0.428,0.428,0.428,0.041,1,1
755,1,1,1,0.602,0.602,0.602,0.602,0.602,1,0.474,0.474,0.474,0.474,0.474,0.072,1,1
756,1,1,1,0.525,0.525,0.525,0.525,0.525,1,0.47,0.47,0.47,0.47,0.47,0.084,1,1
757,1,1,1,0.361,0.361,0.361,0.361,0.361,1,0.45,0.45,0.45,0.45,0.45,0.084,1,1
758,1,1,1,0.29,0.29,0.29,0.29,0.29,1,0.393,0.393,0.393,0.393,0.393,0.073,1,1
759,1,1,1,0.201,0.201,0.201,0.201,0.201,1,0.297,0.297,0.297,0.297,0.297,0.043,1,1
760,1,1,1,0.101,0.101,0.101,0.101,0.101,1,0.172,0.172,0.172,0.172,0.172,0.015,1,1
761,1,1,1,0.011,0.011,0.011,0.011,0.011,1,0.047,0.047,0.047,0.047,0.047,0.005,1,1
762,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
763,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.01,1,1
764,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
765,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005,1,1
766,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.004,1,1
767,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
768,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
769,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
770,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
771,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
772,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
773,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
774,1,1,1,0.036,0.036,0.036,0.036,0.036,1,0.012,0.012,0.012,0.012,0.012,0.001,1,1
775,1,1,1,0.141,0.141,0.141,0.141,0.141,1,0.098,0.098,0.098,0.098,0.098,0.001,1,1
776,1,1,1,0.282,0.282,0.282,0.282,0.282,1,0.216,0.216,0.216,0.216,0.216,0,1,1
777,1,1,1,0.386,0.386,0.386,0.386,0.386,1,0.336,0.336,0.336,0.336,0.336,0.003,1,1
778,1,1,1,0.46,0.46,0.46,0.46,0.46,1,0.443,0.443,0.443,0.443,0.443,0.013,1,1
779,1,1,1,0.41,0.41,0.41,0.41,0.41,1,0.504,0.504,0.504,0.504,0.504,0.029,1,1
780,1,1,1,0.379,0.379,0.379,0.379,0.379,1,0.52,0.52,0.52,0.52,0.52,0.037,1,1
781,1,1,1,0.316,0.316,0.316,0.316,0.316,1,0.498,0.498,0.498,0.498,0.498,0.034,1,1
782,1,1,1,0.23,0.23,0.23,0.23,0.23,1,0.43,0.43,0.43,0.43,0.43,0.027,1,1
783,1,1,1,0.144,0.144,0.144,0.144,0.144,1,0.321,0.321,0.321,0.321,0.321,0.013,1,1
784,1,1,1,0.07,0.07,0.07,0.07,0.07,1,0.188,0.188,0.188,0.188,0.188,0.001,1,1
785,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.047,0.047,0.047,0.047,0.047,0,1,1
786,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1,1
787,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
788,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
789,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.066,1,1
790,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.063,1,1
791,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.054,1,1
792,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.044,1,1
793,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.042,1,1
794,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
795,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
796,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.041,1,1
797,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03,1,1
798,1,1,1,0.039,0.039,0.039,0.039,0.039,1,0.016,0.016,0.016,0.016,0.016,0.021,1,1
799,1,1,1,0.171,0.171,0.171,0.171,0.171,1,0.107,0.107,0.107,0.107,0.107,0.005,1,1
800,1,1,1,0.341,0.341,0.341,0.341,0.341,1,0.215,0.215,0.215,0.215,0.215,0,1,1
801,1,1,1,0.431,0.431,0.431,0.431,0.431,1,0.304,0.304,0.304,0.304,0.304,0.002,1,1
802,1,1,1,0.521,0.521,0.521,0.521,0.521,1,0.379,0.379,0.379,0.379,0.379,0.008,1,1
803,1,1,1,0.497,0.497,0.497,0.497,0.497,1,0.433,0.433,0.433,0.433,0.433,0.016,1,1
804,1,1,1,0.44,0.44,0.44,0.44,0.44,1,0.452,0.452,0.452,0.452,0.452,0.027,1,1
805,1,1,1,0.367,0.367,0.367,0.367,0.367,1,0.416,0.416,0.416,0.416,0.416,0.038,1,1
806,1,1,1,0.286,0.286,0.286,0.286,0.286,1,0.346,0.346,0.346,0.346,0.346,0.036,1,1
807,1,1,1,0.174,0.174,0.174,0.174,0.174,1,0.231,0.231,0.231,0.231,0.231,0.016,1,1
808,1,1,1,0.075,0.075,0.075,0.075,0.075,1,0.12,0.12,0.12,0.12,0.12,0.008,1,1
809,1,1,1,0.007,0.007,0.007,0.007,0.007,1,0.025,0.025,0.025,0.025,0.025,0.009,1,1
810,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.035,1,1
811,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.045,1,1
812,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.043,1,1
813,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
814,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.01,1,1
815,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.011,1,1
816,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
817,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.018,1,1
818,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.019,1,1
819,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.014,1,1
820,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.008,1,1
821,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.006,1,1
822,1,1,1,0.021,0.021,0.021,0.021,0.021,1,0.021,0.021,0.021,0.021,0.021,0.006,1,1
823,1,1,1,0.09,0.09,0.09,0.09,0.09,1,0.149,0.149,0.149,0.149,0.149,0,1,1
824,1,1,1,0.203,0.203,0.203,0.203,0.203,1,0.308,0.308,0.308,0.308,0.308,0,1,1
825,1,1,1,0.302,0.302,0.302,0.302,0.302,1,0.435,0.435,0.435,0.435,0.435,0,1,1
826,1,1,1,0.361,0.361,0.361,0.361,0.361,1,0.537,0.537,0.537,0.537,0.537,0.001,1,1
827,1,1,1,0.347,0.347,0.347,0.347,0.347,1,0.597,0.597,0.597,0.597,0.597,0.002,1,1
828,1,1,1,0.295,0.295,0.295,0.295,0.295,1,0.61,0.61,0.61,0.61,0.61,0.003,1,1
829,1,1,1,0.229,0.229,0.229,0.229,0.229,1,0.571,0.571,0.571,0.571,0.571,0.008,1,1
830,1,1,1,0.164,0.164,0.164,0.164,0.164,1,0.481,0.481,0.481,0.481,0.481,0.011,1,1
831,1,1,1,0.097,0.097,0.097,0.097,0.097,1,0.351,0.351,0.351,0.351,0.351,0.006,1,1
832,1,1,1,0.038,0.038,0.038,0.038,0.038,1,0.194,0.194,0.194,0.194,0.194,0,1,1
833,1,1,1,0.002,0.002,0.002,0.002,0.002,1,0.046,0.046,0.046,0.046,0.046,0,1,1
834,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.001,1,1
835,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.007,1,1
836,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.016,1,1
837,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.02,1,1
838,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.021,1,1
839,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.025,1,1
840,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,1,1
841,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.048,1,1
842,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.047,1,1
