Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,r_id,hour,demand_village1,demand_village2,demand_village3,demand_village4
2000,1,1.0,1.0,1,0,0.03,0.02,0.0125,0.0375
