r_id,pltu_bolok_1,pltu_bolok_2,pltmg_kupang_peaker,pltd_tenau,pltd_kuanino,pltd_soe,pltd_kefamenanu,plts_kupang,plts_candidate_kupang,plts_candidate_soe,batt_candidate_kupang,batt_candidate_soe
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
