r_id,pltd_amfoang,plts_amfoang,batt_amfoang,pltd_boking,plts_boking,batt_boking,pltd_raijua,plts_raijua,batt_raijua,pltd_wini,plts_wini,batt_wini
1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
