Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,2000.0,3.601321188992852e-11,2.9807932413920533e-7,4.369847732633178e-11
2,1,1800.0,4.039082571566595e-11,3.327889677683863e-7,4.878691671915087e-11
3,1,1100.0,7.037267279305666e-11,5.581513387512525e-7,8.182507690366625e-11
4,1,400.0,2.726715936627347e-10,1.7650597735882937e-6,2.587580494504472e-10
