r_id,pltm_kokok_putih,pltmh_santon,pltm_segara,pltu_lombok_timure,pltd_ampenan,pltd_taman,pltu_lombok_apbn,pltu_lombok_ftp1,pltu_lombok_ftp1,mpp_lombok,pltmg_sumbawa,pltd_bima,pltu_sumbawa_barat,pltmg_bima,pltd_taliwang,pltmg_lombok_peaker,pltm_sedau_kumbi,pltu_lombok_ftp2,plts_lunyuk_kuota_tersebar,plts_medang,plts_dedieselisasi,pltmg_sumbawa_2,pltm_koko_babak,plts_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,plts_lunyuk_kuota_tersebar,pltbm_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltmg_bima_2,plts_lunyuk_kuota_tersebar,pltu_bima_ftp1,pltp_sumbawa_bima_kuota_tersebar,pltmg_lombok_2,pltmg_sumbawa_3,plt_ebt_base_lombok_3,plt_ebt_base_lombok_4,west_nusa_tenggara_solar_potential_ruen,west_nusa_tenggara_wind_potential_ruen,west_nusa_tenggara_geothermal_potential_ruen,west_nusa_tenggara_hydropower_potential_ruen,west_nusa_tenggara_hydropower_mini_potential_ruen,west_nusa_tenggara_biomass_potential_ruen,west_nusa_tenggara_biogas_potential_ruen,pltd_kefamenanu,pltu_kupang_ftp1,pltmg_kupang_peaker,pltd_labuhan_bajo,mpp_flores_labuan_bajo,pltd_ruteng,pltu_ende_ftp1,pltp_ulumbu_adb,pltd_bajawa,pltmg_maumere,pltmg_alor,plts_lisdes_ntt,pltp_sokoria,pltbm_sumba_kuota_tersebar,pltm_sumba_kuota_tersebar,pltmg_waingapu,plts_adonara,plts_adonara,plts_alor_kalabahi,plts_betun,pltmg_waingapu_2,plts_flores,plts_lembata,pltb_maubesi,plts_reep_1_tersebar,plts_rote,plts_rote,plts_sabu_raijua,pltp_sokoria,pltm_sumba_kuota_tersebar,pltu_timor_1,plts_dedieselisasi,plts_dedieselisasi,plts_lembata,plts_sumba,pltb_sumba_kuota_tersebar,plts_timor_kuota_tersebar,pltm_wae_lega_ruteng,pltmg_kupang_2,plts_sumba,plts_sumba,plts_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltp_sokoria,pltp_atadei,pltu_alor,plts_dedieselisasi,pltm_flores,pltu_rote_ndao,pltm_sumba,pltp_ulumbu_5,pltp_mataloko_ftp2,plts_sumba,plts_sumba,plt_ebt_base_timor_2,pltu_atambua,pltp_ulumbu_6,pltp_oka_ile_ange_ftp2,plts_rote,plts_sumba,plts_sumba,plt_ebt_base_timor_3,pltp_gunung_sirung,plts_sumba,plts_sumba,east_nusa_tenggara_solar_potential_ruen,east_nusa_tenggara_wind_potential_ruen,east_nusa_tenggara_geothermal_potential_ruen,east_nusa_tenggara_hydropower_potential_ruen,east_nusa_tenggara_hydropower_mini_potential_ruen,east_nusa_tenggara_biomass_potential_ruen,east_nusa_tenggara_biogas_potential_ruen
1190,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.217,0.217,0.217,1,0.5,0.217,0.5,0.217,1,0.5,0.5,0.5,0.5,1,0.217,1,1,1,1,1,1,0.217,0.049,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.366,1,1,0.5,1,0.366,0.366,0.366,0.366,1,0.366,0.366,0.11,0.366,0.366,0.366,0.366,1,0.5,1,0.366,0.366,0.366,0.366,0.11,0.366,0.5,1,0.366,0.366,0.366,0.11,0.11,1,1,1,0.366,0.5,1,0.5,1,1,0.366,0.366,1,1,1,1,0.366,0.366,0.366,1,1,0.366,0.366,0.366,0.11,1,0.5,0.5,1,1
1191,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.156,0.156,0.156,1,0.5,0.156,0.5,0.156,1,0.5,0.5,0.5,0.5,1,0.156,1,1,1,1,1,1,0.156,0.04,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.251,1,1,0.5,1,0.251,0.251,0.251,0.251,1,0.251,0.251,0.091,0.251,0.251,0.251,0.251,1,0.5,1,0.251,0.251,0.251,0.251,0.091,0.251,0.5,1,0.251,0.251,0.251,0.091,0.091,1,1,1,0.251,0.5,1,0.5,1,1,0.251,0.251,1,1,1,1,0.251,0.251,0.251,1,1,0.251,0.251,0.251,0.091,1,0.5,0.5,1,1
1192,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.077,0.077,0.077,1,0.5,0.077,0.5,0.077,1,0.5,0.5,0.5,0.5,1,0.077,1,1,1,1,1,1,0.077,0.031,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121,1,1,0.5,1,0.121,0.121,0.121,0.121,1,0.121,0.121,0.053,0.121,0.121,0.121,0.121,1,0.5,1,0.121,0.121,0.121,0.121,0.053,0.121,0.5,1,0.121,0.121,0.121,0.053,0.053,1,1,1,0.121,0.5,1,0.5,1,1,0.121,0.121,1,1,1,1,0.121,0.121,0.121,1,1,0.121,0.121,0.121,0.053,1,0.5,0.5,1,1
1193,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.023,0.023,0.023,1,0.5,0.023,0.5,0.023,1,0.5,0.5,0.5,0.5,1,0.023,1,1,1,1,1,1,0.023,0.035,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025,1,1,0.5,1,0.025,0.025,0.025,0.025,1,0.025,0.025,0.026,0.025,0.025,0.025,0.025,1,0.5,1,0.025,0.025,0.025,0.025,0.026,0.025,0.5,1,0.025,0.025,0.025,0.026,0.026,1,1,1,0.025,0.5,1,0.5,1,1,0.025,0.025,1,1,1,1,0.025,0.025,0.025,1,1,0.025,0.025,0.025,0.026,1,0.5,0.5,1,1
1194,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.055,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.021,0,0,0,0,1,0.5,1,0,0,0,0,0.021,0,0.5,1,0,0,0,0.021,0.021,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.021,1,0.5,0.5,1,1
1195,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.074,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.018,0,0,0,0,1,0.5,1,0,0,0,0,0.018,0,0.5,1,0,0,0,0.018,0.018,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.018,1,0.5,0.5,1,1
1196,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.07,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.013,0,0,0,0,1,0.5,1,0,0,0,0,0.013,0,0.5,1,0,0,0,0.013,0.013,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.013,1,0.5,0.5,1,1
1197,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.009,0,0,0,0,1,0.5,1,0,0,0,0,0.009,0,0.5,1,0,0,0,0.009,0.009,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.009,1,0.5,0.5,1,1
1198,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.057,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.006,0,0,0,0,1,0.5,1,0,0,0,0,0.006,0,0.5,1,0,0,0,0.006,0.006,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.006,1,0.5,0.5,1,1
1199,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.051,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.008,0,0,0,0,1,0.5,1,0,0,0,0,0.008,0,0.5,1,0,0,0,0.008,0.008,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.008,1,0.5,0.5,1,1
1200,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.051,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.019,0,0,0,0,1,0.5,1,0,0,0,0,0.019,0,0.5,1,0,0,0,0.019,0.019,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.019,1,0.5,0.5,1,1
1201,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.055,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.039,0,0,0,0,1,0.5,1,0,0,0,0,0.039,0,0.5,1,0,0,0,0.039,0.039,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.039,1,0.5,0.5,1,1
1202,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.053,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.053,0,0,0,0,1,0.5,1,0,0,0,0,0.053,0,0.5,1,0,0,0,0.053,0.053,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.053,1,0.5,0.5,1,1
1203,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.049,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.052,0,0,0,0,1,0.5,1,0,0,0,0,0.052,0,0.5,1,0,0,0,0.052,0.052,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.052,1,0.5,0.5,1,1
1204,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.049,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.041,0,0,0,0,1,0.5,1,0,0,0,0,0.041,0,0.5,1,0,0,0,0.041,0.041,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.041,1,0.5,0.5,1,1
1205,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.048,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.028,0,0,0,0,1,0.5,1,0,0,0,0,0.028,0,0.5,1,0,0,0,0.028,0.028,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.028,1,0.5,0.5,1,1
1206,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.018,0.018,0.018,1,0.5,0.018,0.5,0.018,1,0.5,0.5,0.5,0.5,1,0.018,1,1,1,1,1,1,0.018,0.045,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,1,1,0.5,1,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1,0.5,1,0.02,0.02,0.02,0.02,0.02,0.02,0.5,1,0.02,0.02,0.02,0.02,0.02,1,1,1,0.02,0.5,1,0.5,1,1,0.02,0.02,1,1,1,1,0.02,0.02,0.02,1,1,0.02,0.02,0.02,0.02,1,0.5,0.5,1,1
1207,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.11,0.11,0.11,1,0.5,0.11,0.5,0.11,1,0.5,0.5,0.5,0.5,1,0.11,1,1,1,1,1,1,0.11,0.03,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.088,1,1,0.5,1,0.088,0.088,0.088,0.088,1,0.088,0.088,0.009,0.088,0.088,0.088,0.088,1,0.5,1,0.088,0.088,0.088,0.088,0.009,0.088,0.5,1,0.088,0.088,0.088,0.009,0.009,1,1,1,0.088,0.5,1,0.5,1,1,0.088,0.088,1,1,1,1,0.088,0.088,0.088,1,1,0.088,0.088,0.088,0.009,1,0.5,0.5,1,1
1208,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.237,0.237,0.237,1,0.5,0.237,0.5,0.237,1,0.5,0.5,0.5,0.5,1,0.237,1,1,1,1,1,1,0.237,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.183,1,1,0.5,1,0.183,0.183,0.183,0.183,1,0.183,0.183,0.005,0.183,0.183,0.183,0.183,1,0.5,1,0.183,0.183,0.183,0.183,0.005,0.183,0.5,1,0.183,0.183,0.183,0.005,0.005,1,1,1,0.183,0.5,1,0.5,1,1,0.183,0.183,1,1,1,1,0.183,0.183,0.183,1,1,0.183,0.183,0.183,0.005,1,0.5,0.5,1,1
1209,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.345,0.345,0.345,1,0.5,0.345,0.5,0.345,1,0.5,0.5,0.5,0.5,1,0.345,1,1,1,1,1,1,0.345,0.015,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.265,1,1,0.5,1,0.265,0.265,0.265,0.265,1,0.265,0.265,0.006,0.265,0.265,0.265,0.265,1,0.5,1,0.265,0.265,0.265,0.265,0.006,0.265,0.5,1,0.265,0.265,0.265,0.006,0.006,1,1,1,0.265,0.5,1,0.5,1,1,0.265,0.265,1,1,1,1,0.265,0.265,0.265,1,1,0.265,0.265,0.265,0.006,1,0.5,0.5,1,1
1210,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.425,0.425,0.425,1,0.5,0.425,0.5,0.425,1,0.5,0.5,0.5,0.5,1,0.425,1,1,1,1,1,1,0.425,0.012,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.291,1,1,0.5,1,0.291,0.291,0.291,0.291,1,0.291,0.291,0.01,0.291,0.291,0.291,0.291,1,0.5,1,0.291,0.291,0.291,0.291,0.01,0.291,0.5,1,0.291,0.291,0.291,0.01,0.01,1,1,1,0.291,0.5,1,0.5,1,1,0.291,0.291,1,1,1,1,0.291,0.291,0.291,1,1,0.291,0.291,0.291,0.01,1,0.5,0.5,1,1
1211,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.457,0.457,0.457,1,0.5,0.457,0.5,0.457,1,0.5,0.5,0.5,0.5,1,0.457,1,1,1,1,1,1,0.457,0.012,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.296,1,1,0.5,1,0.296,0.296,0.296,0.296,1,0.296,0.296,0.022,0.296,0.296,0.296,0.296,1,0.5,1,0.296,0.296,0.296,0.296,0.022,0.296,0.5,1,0.296,0.296,0.296,0.022,0.022,1,1,1,0.296,0.5,1,0.5,1,1,0.296,0.296,1,1,1,1,0.296,0.296,0.296,1,1,0.296,0.296,0.296,0.022,1,0.5,0.5,1,1
1212,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.439,0.439,0.439,1,0.5,0.439,0.5,0.439,1,0.5,0.5,0.5,0.5,1,0.439,1,1,1,1,1,1,0.439,0.018,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.247,1,1,0.5,1,0.247,0.247,0.247,0.247,1,0.247,0.247,0.034,0.247,0.247,0.247,0.247,1,0.5,1,0.247,0.247,0.247,0.247,0.034,0.247,0.5,1,0.247,0.247,0.247,0.034,0.034,1,1,1,0.247,0.5,1,0.5,1,1,0.247,0.247,1,1,1,1,0.247,0.247,0.247,1,1,0.247,0.247,0.247,0.034,1,0.5,0.5,1,1
1213,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.398,0.398,0.398,1,0.5,0.398,0.5,0.398,1,0.5,0.5,0.5,0.5,1,0.398,1,1,1,1,1,1,0.398,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.213,1,1,0.5,1,0.213,0.213,0.213,0.213,1,0.213,0.213,0.046,0.213,0.213,0.213,0.213,1,0.5,1,0.213,0.213,0.213,0.213,0.046,0.213,0.5,1,0.213,0.213,0.213,0.046,0.046,1,1,1,0.213,0.5,1,0.5,1,1,0.213,0.213,1,1,1,1,0.213,0.213,0.213,1,1,0.213,0.213,0.213,0.046,1,0.5,0.5,1,1
1214,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.318,0.318,0.318,1,0.5,0.318,0.5,0.318,1,0.5,0.5,0.5,0.5,1,0.318,1,1,1,1,1,1,0.318,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.167,1,1,0.5,1,0.167,0.167,0.167,0.167,1,0.167,0.167,0.049,0.167,0.167,0.167,0.167,1,0.5,1,0.167,0.167,0.167,0.167,0.049,0.167,0.5,1,0.167,0.167,0.167,0.049,0.049,1,1,1,0.167,0.5,1,0.5,1,1,0.167,0.167,1,1,1,1,0.167,0.167,0.167,1,1,0.167,0.167,0.167,0.049,1,0.5,0.5,1,1
1215,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.213,0.213,0.213,1,0.5,0.213,0.5,0.213,1,0.5,0.5,0.5,0.5,1,0.213,1,1,1,1,1,1,0.213,0.02,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11,1,1,0.5,1,0.11,0.11,0.11,0.11,1,0.11,0.11,0.041,0.11,0.11,0.11,0.11,1,0.5,1,0.11,0.11,0.11,0.11,0.041,0.11,0.5,1,0.11,0.11,0.11,0.041,0.041,1,1,1,0.11,0.5,1,0.5,1,1,0.11,0.11,1,1,1,1,0.11,0.11,0.11,1,1,0.11,0.11,0.11,0.041,1,0.5,0.5,1,1
1216,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.118,0.118,0.118,1,0.5,0.118,0.5,0.118,1,0.5,0.5,0.5,0.5,1,0.118,1,1,1,1,1,1,0.118,0.016,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055,1,1,0.5,1,0.055,0.055,0.055,0.055,1,0.055,0.055,0.025,0.055,0.055,0.055,0.055,1,0.5,1,0.055,0.055,0.055,0.055,0.025,0.055,0.5,1,0.055,0.055,0.055,0.025,0.025,1,1,1,0.055,0.5,1,0.5,1,1,0.055,0.055,1,1,1,1,0.055,0.055,0.055,1,1,0.055,0.055,0.055,0.025,1,0.5,0.5,1,1
1217,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.033,0.033,0.033,1,0.5,0.033,0.5,0.033,1,0.5,0.5,0.5,0.5,1,0.033,1,1,1,1,1,1,0.033,0.017,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012,1,1,0.5,1,0.012,0.012,0.012,0.012,1,0.012,0.012,0.027,0.012,0.012,0.012,0.012,1,0.5,1,0.012,0.012,0.012,0.012,0.027,0.012,0.5,1,0.012,0.012,0.012,0.027,0.027,1,1,1,0.012,0.5,1,0.5,1,1,0.012,0.012,1,1,1,1,0.012,0.012,0.012,1,1,0.012,0.012,0.012,0.027,1,0.5,0.5,1,1
1218,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.03,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.044,0,0,0,0,1,0.5,1,0,0,0,0,0.044,0,0.5,1,0,0,0,0.044,0.044,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.044,1,0.5,0.5,1,1
1219,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.048,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.063,0,0,0,0,1,0.5,1,0,0,0,0,0.063,0,0.5,1,0,0,0,0.063,0.063,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.063,1,0.5,0.5,1,1
1220,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.051,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.069,0,0,0,0,1,0.5,1,0,0,0,0,0.069,0,0.5,1,0,0,0,0.069,0.069,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.069,1,0.5,0.5,1,1
1221,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.049,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.07,0,0,0,0,1,0.5,1,0,0,0,0,0.07,0,0.5,1,0,0,0,0.07,0.07,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.07,1,0.5,0.5,1,1
1222,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.053,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.059,0,0,0,0,1,0.5,1,0,0,0,0,0.059,0,0.5,1,0,0,0,0.059,0.059,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.059,1,0.5,0.5,1,1
1223,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.057,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.051,0,0,0,0,1,0.5,1,0,0,0,0,0.051,0,0.5,1,0,0,0,0.051,0.051,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.051,1,0.5,0.5,1,1
1224,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.054,0,0,0,0,1,0.5,1,0,0,0,0,0.054,0,0.5,1,0,0,0,0.054,0.054,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.054,1,0.5,0.5,1,1
1225,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.066,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.057,0,0,0,0,1,0.5,1,0,0,0,0,0.057,0,0.5,1,0,0,0,0.057,0.057,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.057,1,0.5,0.5,1,1
1226,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.068,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.045,0,0,0,0,1,0.5,1,0,0,0,0,0.045,0,0.5,1,0,0,0,0.045,0.045,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.045,1,0.5,0.5,1,1
1227,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.068,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.022,0,0,0,0,1,0.5,1,0,0,0,0,0.022,0,0.5,1,0,0,0,0.022,0.022,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.022,1,0.5,0.5,1,1
