r_id,pltm_kokok_putih,pltmh_santon,pltm_segara,pltu_lombok_timure,pltd_ampenan,pltd_taman,pltu_lombok_apbn,pltu_lombok_ftp1,pltu_lombok_ftp1,mpp_lombok,pltmg_sumbawa,pltd_bima,pltu_sumbawa_barat,pltmg_bima,pltd_taliwang,pltmg_lombok_peaker,pltm_sedau_kumbi,pltu_lombok_ftp2,plts_lunyuk_kuota_tersebar,plts_medang,plts_dedieselisasi,pltmg_sumbawa_2,pltm_koko_babak,plts_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,plts_lunyuk_kuota_tersebar,pltbm_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltmg_bima_2,plts_lunyuk_kuota_tersebar,pltu_bima_ftp1,pltp_sumbawa_bima_kuota_tersebar,pltmg_lombok_2,pltmg_sumbawa_3,plt_ebt_base_lombok_3,plt_ebt_base_lombok_4,west_nusa_tenggara_solar_potential_ruen,west_nusa_tenggara_wind_potential_ruen,west_nusa_tenggara_geothermal_potential_ruen,west_nusa_tenggara_hydropower_potential_ruen,west_nusa_tenggara_hydropower_mini_potential_ruen,west_nusa_tenggara_biomass_potential_ruen,west_nusa_tenggara_biogas_potential_ruen,pltd_kefamenanu,pltu_kupang_ftp1,pltmg_kupang_peaker,pltd_labuhan_bajo,mpp_flores_labuan_bajo,pltd_ruteng,pltu_ende_ftp1,pltp_ulumbu_adb,pltd_bajawa,pltmg_maumere,pltmg_alor,plts_lisdes_ntt,pltp_sokoria,pltbm_sumba_kuota_tersebar,pltm_sumba_kuota_tersebar,pltmg_waingapu,plts_adonara,plts_adonara,plts_alor_kalabahi,plts_betun,pltmg_waingapu_2,plts_flores,plts_lembata,pltb_maubesi,plts_reep_1_tersebar,plts_rote,plts_rote,plts_sabu_raijua,pltp_sokoria,pltm_sumba_kuota_tersebar,pltu_timor_1,plts_dedieselisasi,plts_dedieselisasi,plts_lembata,plts_sumba,pltb_sumba_kuota_tersebar,plts_timor_kuota_tersebar,pltm_wae_lega_ruteng,pltmg_kupang_2,plts_sumba,plts_sumba,plts_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltp_sokoria,pltp_atadei,pltu_alor,plts_dedieselisasi,pltm_flores,pltu_rote_ndao,pltm_sumba,pltp_ulumbu_5,pltp_mataloko_ftp2,plts_sumba,plts_sumba,plt_ebt_base_timor_2,pltu_atambua,pltp_ulumbu_6,pltp_oka_ile_ange_ftp2,plts_rote,plts_sumba,plts_sumba,plt_ebt_base_timor_3,pltp_gunung_sirung,plts_sumba,plts_sumba,east_nusa_tenggara_solar_potential_ruen,east_nusa_tenggara_wind_potential_ruen,east_nusa_tenggara_geothermal_potential_ruen,east_nusa_tenggara_hydropower_potential_ruen,east_nusa_tenggara_hydropower_mini_potential_ruen,east_nusa_tenggara_biomass_potential_ruen,east_nusa_tenggara_biogas_potential_ruen
161,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.072,0.072,0.072,1,0.5,0.072,0.5,0.072,1,0.5,0.5,0.5,0.5,1,0.072,1,1,1,1,1,1,0.072,0.056,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.023,1,1,0.5,1,0.023,0.023,0.023,0.023,1,0.023,0.023,0.01,0.023,0.023,0.023,0.023,1,0.5,1,0.023,0.023,0.023,0.023,0.01,0.023,0.5,1,0.023,0.023,0.023,0.01,0.01,1,1,1,0.023,0.5,1,0.5,1,1,0.023,0.023,1,1,1,1,0.023,0.023,0.023,1,1,0.023,0.023,0.023,0.01,1,0.5,0.5,1,1
162,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.082,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.032,0,0,0,0,1,0.5,1,0,0,0,0,0.032,0,0.5,1,0,0,0,0.032,0.032,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.032,1,0.5,0.5,1,1
163,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.093,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.05,0,0,0,0,1,0.5,1,0,0,0,0,0.05,0,0.5,1,0,0,0,0.05,0.05,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.05,1,0.5,0.5,1,1
164,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.054,0,0,0,0,1,0.5,1,0,0,0,0,0.054,0,0.5,1,0,0,0,0.054,0.054,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.054,1,0.5,0.5,1,1
165,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.107,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.063,0,0,0,0,1,0.5,1,0,0,0,0,0.063,0,0.5,1,0,0,0,0.063,0.063,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.063,1,0.5,0.5,1,1
166,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.074,0,0,0,0,1,0.5,1,0,0,0,0,0.074,0,0.5,1,0,0,0,0.074,0.074,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.074,1,0.5,0.5,1,1
167,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.09,0,0,0,0,1,0.5,1,0,0,0,0,0.09,0,0.5,1,0,0,0,0.09,0.09,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.09,1,0.5,0.5,1,1
168,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.102,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.1,0,0,0,0,1,0.5,1,0,0,0,0,0.1,0,0.5,1,0,0,0,0.1,0.1,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.1,1,0.5,0.5,1,1
169,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.047,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.092,0,0,0,0,1,0.5,1,0,0,0,0,0.092,0,0.5,1,0,0,0,0.092,0.092,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.092,1,0.5,0.5,1,1
170,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.048,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.085,0,0,0,0,1,0.5,1,0,0,0,0,0.085,0,0.5,1,0,0,0,0.085,0.085,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.085,1,0.5,0.5,1,1
171,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.051,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.073,0,0,0,0,1,0.5,1,0,0,0,0,0.073,0,0.5,1,0,0,0,0.073,0.073,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.073,1,0.5,0.5,1,1
172,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.048,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.07,0,0,0,0,1,0.5,1,0,0,0,0,0.07,0,0.5,1,0,0,0,0.07,0.07,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.07,1,0.5,0.5,1,1
173,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.037,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.063,0,0,0,0,1,0.5,1,0,0,0,0,0.063,0,0.5,1,0,0,0,0.063,0.063,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.063,1,0.5,0.5,1,1
174,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.021,0.021,0.021,1,0.5,0.021,0.5,0.021,1,0.5,0.5,0.5,0.5,1,0.021,1,1,1,1,1,1,0.021,0.027,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,1,1,0.5,1,0.047,0.047,0.047,0.047,1,0.047,0.047,0.045,0.047,0.047,0.047,0.047,1,0.5,1,0.047,0.047,0.047,0.047,0.045,0.047,0.5,1,0.047,0.047,0.047,0.045,0.045,1,1,1,0.047,0.5,1,0.5,1,1,0.047,0.047,1,1,1,1,0.047,0.047,0.047,1,1,0.047,0.047,0.047,0.045,1,0.5,0.5,1,1
175,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.115,0.115,0.115,1,0.5,0.115,0.5,0.115,1,0.5,0.5,0.5,0.5,1,0.115,1,1,1,1,1,1,0.115,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.162,1,1,0.5,1,0.162,0.162,0.162,0.162,1,0.162,0.162,0.02,0.162,0.162,0.162,0.162,1,0.5,1,0.162,0.162,0.162,0.162,0.02,0.162,0.5,1,0.162,0.162,0.162,0.02,0.02,1,1,1,0.162,0.5,1,0.5,1,1,0.162,0.162,1,1,1,1,0.162,0.162,0.162,1,1,0.162,0.162,0.162,0.02,1,0.5,0.5,1,1
176,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.22,0.22,0.22,1,0.5,0.22,0.5,0.22,1,0.5,0.5,0.5,0.5,1,0.22,1,1,1,1,1,1,0.22,0.023,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.301,1,1,0.5,1,0.301,0.301,0.301,0.301,1,0.301,0.301,0.026,0.301,0.301,0.301,0.301,1,0.5,1,0.301,0.301,0.301,0.301,0.026,0.301,0.5,1,0.301,0.301,0.301,0.026,0.026,1,1,1,0.301,0.5,1,0.5,1,1,0.301,0.301,1,1,1,1,0.301,0.301,0.301,1,1,0.301,0.301,0.301,0.026,1,0.5,0.5,1,1
177,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.31,0.31,0.31,1,0.5,0.31,0.5,0.31,1,0.5,0.5,0.5,0.5,1,0.31,1,1,1,1,1,1,0.31,0.038,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.394,1,1,0.5,1,0.394,0.394,0.394,0.394,1,0.394,0.394,0.03,0.394,0.394,0.394,0.394,1,0.5,1,0.394,0.394,0.394,0.394,0.03,0.394,0.5,1,0.394,0.394,0.394,0.03,0.03,1,1,1,0.394,0.5,1,0.5,1,1,0.394,0.394,1,1,1,1,0.394,0.394,0.394,1,1,0.394,0.394,0.394,0.03,1,0.5,0.5,1,1
178,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.369,0.369,0.369,1,0.5,0.369,0.5,0.369,1,0.5,0.5,0.5,0.5,1,0.369,1,1,1,1,1,1,0.369,0.057,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.452,1,1,0.5,1,0.452,0.452,0.452,0.452,1,0.452,0.452,0.038,0.452,0.452,0.452,0.452,1,0.5,1,0.452,0.452,0.452,0.452,0.038,0.452,0.5,1,0.452,0.452,0.452,0.038,0.038,1,1,1,0.452,0.5,1,0.5,1,1,0.452,0.452,1,1,1,1,0.452,0.452,0.452,1,1,0.452,0.452,0.452,0.038,1,0.5,0.5,1,1
179,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.366,0.366,0.366,1,0.5,0.366,0.5,0.366,1,0.5,0.5,0.5,0.5,1,0.366,1,1,1,1,1,1,0.366,0.068,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.465,1,1,0.5,1,0.465,0.465,0.465,0.465,1,0.465,0.465,0.054,0.465,0.465,0.465,0.465,1,0.5,1,0.465,0.465,0.465,0.465,0.054,0.465,0.5,1,0.465,0.465,0.465,0.054,0.054,1,1,1,0.465,0.5,1,0.5,1,1,0.465,0.465,1,1,1,1,0.465,0.465,0.465,1,1,0.465,0.465,0.465,0.054,1,0.5,0.5,1,1
180,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.318,0.318,0.318,1,0.5,0.318,0.5,0.318,1,0.5,0.5,0.5,0.5,1,0.318,1,1,1,1,1,1,0.318,0.073,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.459,1,1,0.5,1,0.459,0.459,0.459,0.459,1,0.459,0.459,0.07,0.459,0.459,0.459,0.459,1,0.5,1,0.459,0.459,0.459,0.459,0.07,0.459,0.5,1,0.459,0.459,0.459,0.07,0.07,1,1,1,0.459,0.5,1,0.5,1,1,0.459,0.459,1,1,1,1,0.459,0.459,0.459,1,1,0.459,0.459,0.459,0.07,1,0.5,0.5,1,1
181,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.268,0.268,0.268,1,0.5,0.268,0.5,0.268,1,0.5,0.5,0.5,0.5,1,0.268,1,1,1,1,1,1,0.268,0.079,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.394,1,1,0.5,1,0.394,0.394,0.394,0.394,1,0.394,0.394,0.068,0.394,0.394,0.394,0.394,1,0.5,1,0.394,0.394,0.394,0.394,0.068,0.394,0.5,1,0.394,0.394,0.394,0.068,0.068,1,1,1,0.394,0.5,1,0.5,1,1,0.394,0.394,1,1,1,1,0.394,0.394,0.394,1,1,0.394,0.394,0.394,0.068,1,0.5,0.5,1,1
182,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.215,0.215,0.215,1,0.5,0.215,0.5,0.215,1,0.5,0.5,0.5,0.5,1,0.215,1,1,1,1,1,1,0.215,0.09,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.286,1,1,0.5,1,0.286,0.286,0.286,0.286,1,0.286,0.286,0.056,0.286,0.286,0.286,0.286,1,0.5,1,0.286,0.286,0.286,0.286,0.056,0.286,0.5,1,0.286,0.286,0.286,0.056,0.056,1,1,1,0.286,0.5,1,0.5,1,1,0.286,0.286,1,1,1,1,0.286,0.286,0.286,1,1,0.286,0.286,0.286,0.056,1,0.5,0.5,1,1
183,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.15,0.15,0.15,1,0.5,0.15,0.5,0.15,1,0.5,0.5,0.5,0.5,1,0.15,1,1,1,1,1,1,0.15,0.089,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.216,1,1,0.5,1,0.216,0.216,0.216,0.216,1,0.216,0.216,0.04,0.216,0.216,0.216,0.216,1,0.5,1,0.216,0.216,0.216,0.216,0.04,0.216,0.5,1,0.216,0.216,0.216,0.04,0.04,1,1,1,0.216,0.5,1,0.5,1,1,0.216,0.216,1,1,1,1,0.216,0.216,0.216,1,1,0.216,0.216,0.216,0.04,1,0.5,0.5,1,1
184,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.081,0.081,0.081,1,0.5,0.081,0.5,0.081,1,0.5,0.5,0.5,0.5,1,0.081,1,1,1,1,1,1,0.081,0.071,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.123,1,1,0.5,1,0.123,0.123,0.123,0.123,1,0.123,0.123,0.022,0.123,0.123,0.123,0.123,1,0.5,1,0.123,0.123,0.123,0.123,0.022,0.123,0.5,1,0.123,0.123,0.123,0.022,0.022,1,1,1,0.123,0.5,1,0.5,1,1,0.123,0.123,1,1,1,1,0.123,0.123,0.123,1,1,0.123,0.123,0.123,0.022,1,0.5,0.5,1,1
185,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.024,0.024,0.024,1,0.5,0.024,0.5,0.024,1,0.5,0.5,0.5,0.5,1,0.024,1,1,1,1,1,1,0.024,0.056,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.023,1,1,0.5,1,0.023,0.023,0.023,0.023,1,0.023,0.023,0.014,0.023,0.023,0.023,0.023,1,0.5,1,0.023,0.023,0.023,0.023,0.014,0.023,0.5,1,0.023,0.023,0.023,0.014,0.014,1,1,1,0.023,0.5,1,0.5,1,1,0.023,0.023,1,1,1,1,0.023,0.023,0.023,1,1,0.023,0.023,0.023,0.014,1,0.5,0.5,1,1
186,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.063,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.025,0,0,0,0,1,0.5,1,0,0,0,0,0.025,0,0.5,1,0,0,0,0.025,0.025,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.025,1,0.5,0.5,1,1
187,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.057,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.047,0,0,0,0,1,0.5,1,0,0,0,0,0.047,0,0.5,1,0,0,0,0.047,0.047,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.047,1,0.5,0.5,1,1
188,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.047,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.065,0,0,0,0,1,0.5,1,0,0,0,0,0.065,0,0.5,1,0,0,0,0.065,0.065,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.065,1,0.5,0.5,1,1
189,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.058,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.106,0,0,0,0,1,0.5,1,0,0,0,0,0.106,0,0.5,1,0,0,0,0.106,0.106,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.106,1,0.5,0.5,1,1
190,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.052,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.142,0,0,0,0,1,0.5,1,0,0,0,0,0.142,0,0.5,1,0,0,0,0.142,0.142,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.142,1,0.5,0.5,1,1
191,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.161,0,0,0,0,1,0.5,1,0,0,0,0,0.161,0,0.5,1,0,0,0,0.161,0.161,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.161,1,0.5,0.5,1,1
192,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.076,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.183,0,0,0,0,1,0.5,1,0,0,0,0,0.183,0,0.5,1,0,0,0,0.183,0.183,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.183,1,0.5,0.5,1,1
193,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.084,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.195,0,0,0,0,1,0.5,1,0,0,0,0,0.195,0,0.5,1,0,0,0,0.195,0.195,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.195,1,0.5,0.5,1,1
194,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.082,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.16,0,0,0,0,1,0.5,1,0,0,0,0,0.16,0,0.5,1,0,0,0,0.16,0.16,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.16,1,0.5,0.5,1,1
195,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.082,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.061,0,0,0,0,1,0.5,1,0,0,0,0,0.061,0,0.5,1,0,0,0,0.061,0.061,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.061,1,0.5,0.5,1,1
196,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.068,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.023,0,0,0,0,1,0.5,1,0,0,0,0,0.023,0,0.5,1,0,0,0,0.023,0.023,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.023,1,0.5,0.5,1,1
197,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.045,0,0,0,0,1,0.5,1,0,0,0,0,0.045,0,0.5,1,0,0,0,0.045,0.045,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.045,1,0.5,0.5,1,1
198,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.004,0.004,0.004,1,0.5,0.004,0.5,0.004,1,0.5,0.5,0.5,0.5,1,0.004,1,1,1,1,1,1,0.004,0.054,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027,1,1,0.5,1,0.027,0.027,0.027,0.027,1,0.027,0.027,0.029,0.027,0.027,0.027,0.027,1,0.5,1,0.027,0.027,0.027,0.027,0.029,0.027,0.5,1,0.027,0.027,0.027,0.029,0.029,1,1,1,0.027,0.5,1,0.5,1,1,0.027,0.027,1,1,1,1,0.027,0.027,0.027,1,1,0.027,0.027,0.027,0.029,1,0.5,0.5,1,1
199,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.04,0.04,0.04,1,0.5,0.04,0.5,0.04,1,0.5,0.5,0.5,0.5,1,0.04,1,1,1,1,1,1,0.04,0.045,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.129,1,1,0.5,1,0.129,0.129,0.129,0.129,1,0.129,0.129,0.01,0.129,0.129,0.129,0.129,1,0.5,1,0.129,0.129,0.129,0.129,0.01,0.129,0.5,1,0.129,0.129,0.129,0.01,0.01,1,1,1,0.129,0.5,1,0.5,1,1,0.129,0.129,1,1,1,1,0.129,0.129,0.129,1,1,0.129,0.129,0.129,0.01,1,0.5,0.5,1,1
