Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,r_id,hour,demand_village1,demand_village2,demand_village3,demand_village4,demand_village5,demand_village6,demand_village7,demand_village8,demand_village9,demand_village10,demand_village11,demand_village12,demand_village13,demand_village14,demand_village15,demand_village16,demand_village17,demand_village18,demand_village19,demand_village20,demand_village21,demand_village22,demand_village23,demand_village24,demand_village25,demand_village26,demand_village27,demand_village28,demand_village29,demand_village30,demand_village31,demand_village32,demand_village33,demand_village34,demand_village35,demand_village36,demand_village37,demand_village38,demand_village39,demand_village40,demand_village41,demand_village42,demand_village43,demand_village44,demand_village45,demand_village46,demand_village47,demand_village48,demand_village49,demand_village50,demand_village51,demand_village52,demand_village53,demand_village54,demand_village55,demand_village56,demand_village57,demand_village58,demand_village59,demand_village60,demand_village61,demand_village62,demand_village63,demand_village64,demand_village65,demand_village66,demand_village67,demand_village68,demand_village69,demand_village70,demand_village71,demand_village72,demand_village73,demand_village74,demand_village75,demand_village76,demand_village77,demand_village78,demand_village79,demand_village80,demand_village81
2000,1,1.0,1.0,1,0,0.063015,0.192265,0.191355,0.088431,0.099563,0.087521,0.081499,0.161108,0.155297,0.090181,0.150045,0.064555,0.133608,0.046701,0.087472,0.111536,0.111718,0.029477,0.046141,0.010082,0.037809,0.026886,0.025976,0.015264,0.011133,0.031157,0.028497,0.021145,0.015054,0.011553,0.023526,0.035288,0.020865,0.016804,0.017224,0.010082,0.017644,0.036058,0.016174,0.014493,0.015684,0.017644,0.031017,0.024296,0.018414,0.024856,0.025696,0.024926,0.045441,0.053353,0.033468,0.036409,0.031227,0.028707,0.046911,0.036269,0.039349,0.056293,0.017784,0.096063,0.012673,0.065115,0.025696,0.024016,0.011763,0.101664,0.082059,0.04138,0.078278,0.014353,0.033748,0.029267,0.022405,0.161668,0.034728,0.015614,0.071557,0.022685,0.015054,0.024506,0.038019
,2,0.9,0.04,2,1,0.055453,0.169193,0.168392,0.077819,0.087616,0.077018,0.071719,0.141775,0.136661,0.079359,0.13204,0.056809,0.126321,0.041097,0.082701,0.098152,0.105624,0.02594,0.040604,0.008872,0.033272,0.02366,0.022859,0.013432,0.009797,0.027418,0.025077,0.018608,0.013247,0.010166,0.020702,0.031054,0.018361,0.014787,0.015157,0.008872,0.015527,0.031731,0.014233,0.012754,0.013802,0.015527,0.027295,0.02138,0.016205,0.021873,0.022613,0.021935,0.039988,0.04695,0.029452,0.03204,0.02748,0.025262,0.041282,0.031916,0.034627,0.049538,0.01565,0.084535,0.011152,0.057301,0.022613,0.021134,0.010351,0.089464,0.072212,0.036414,0.068885,0.012631,0.029698,0.025755,0.019717,0.142268,0.030561,0.01374,0.06297,0.019963,0.013247,0.021565,0.033457
,3,0.55,0.024,3,2,0.050412,0.153812,0.153084,0.070745,0.079651,0.070016,0.065199,0.128886,0.124237,0.072145,0.120036,0.051644,0.121462,0.037361,0.07952,0.089229,0.101562,0.023582,0.036913,0.008066,0.030247,0.021509,0.020781,0.012211,0.008906,0.024926,0.022797,0.016916,0.012043,0.009242,0.01882,0.028231,0.016692,0.013443,0.013779,0.008066,0.014115,0.028847,0.012939,0.011595,0.012547,0.014115,0.024814,0.019437,0.014731,0.019885,0.020557,0.019941,0.036353,0.042682,0.026774,0.029127,0.024982,0.022965,0.037529,0.029015,0.031479,0.045035,0.014227,0.07685,0.010138,0.052092,0.020557,0.019213,0.00941,0.081331,0.065647,0.033104,0.062623,0.011483,0.026998,0.023414,0.017924,0.129334,0.027783,0.012491,0.057245,0.018148,0.012043,0.019605,0.030415
,4,0.2,0.003,4,3,0.050412,0.153812,0.153084,0.070745,0.079651,0.070016,0.065199,0.128886,0.124237,0.072145,0.120036,0.051644,0.121462,0.037361,0.07952,0.089229,0.101562,0.023582,0.036913,0.008066,0.030247,0.021509,0.020781,0.012211,0.008906,0.024926,0.022797,0.016916,0.012043,0.009242,0.01882,0.028231,0.016692,0.013443,0.013779,0.008066,0.014115,0.028847,0.012939,0.011595,0.012547,0.014115,0.024814,0.019437,0.014731,0.019885,0.020557,0.019941,0.036353,0.042682,0.026774,0.029127,0.024982,0.022965,0.037529,0.029015,0.031479,0.045035,0.014227,0.07685,0.010138,0.052092,0.020557,0.019213,0.00941,0.081331,0.065647,0.033104,0.062623,0.011483,0.026998,0.023414,0.017924,0.129334,0.027783,0.012491,0.057245,0.018148,0.012043,0.019605,0.030415
,,,,5,4,0.055453,0.169193,0.168392,0.077819,0.087616,0.077018,0.071719,0.141775,0.136661,0.079359,0.13204,0.056809,0.133608,0.041097,0.087472,0.098152,0.111718,0.02594,0.040604,0.008872,0.033272,0.02366,0.022859,0.013432,0.009797,0.027418,0.025077,0.018608,0.013247,0.010166,0.020702,0.031054,0.018361,0.014787,0.015157,0.008872,0.015527,0.031731,0.014233,0.012754,0.013802,0.015527,0.027295,0.02138,0.016205,0.021873,0.022613,0.021935,0.039988,0.04695,0.029452,0.03204,0.02748,0.025262,0.041282,0.031916,0.034627,0.049538,0.01565,0.084535,0.011152,0.057301,0.022613,0.021134,0.010351,0.089464,0.072212,0.036414,0.068885,0.012631,0.029698,0.025755,0.019717,0.142268,0.030561,0.01374,0.06297,0.019963,0.013247,0.021565,0.033457
,,,,6,5,0.075618,0.230718,0.229626,0.106117,0.119476,0.105025,0.097799,0.193329,0.186356,0.108217,0.180054,0.077466,0.157901,0.056041,0.103376,0.133843,0.13203,0.035372,0.055369,0.012099,0.045371,0.032264,0.031171,0.018316,0.013359,0.037389,0.034196,0.025374,0.018064,0.013863,0.028231,0.042346,0.025038,0.020165,0.020669,0.012099,0.021173,0.04327,0.019409,0.017392,0.01882,0.021173,0.037221,0.029155,0.022097,0.029827,0.030835,0.029911,0.054529,0.064023,0.040161,0.04369,0.037473,0.034448,0.056293,0.043522,0.047219,0.067552,0.021341,0.115275,0.015208,0.078138,0.030835,0.028819,0.014115,0.121997,0.098471,0.049656,0.093934,0.017224,0.040498,0.03512,0.026886,0.194002,0.041674,0.018736,0.085868,0.027222,0.018064,0.029407,0.045623
,,,,7,6,0.113427,0.346077,0.344439,0.159175,0.179214,0.157537,0.146699,0.289994,0.279534,0.162326,0.270082,0.116199,0.194339,0.084062,0.127232,0.200765,0.162499,0.053058,0.083054,0.018148,0.068056,0.048395,0.046757,0.027474,0.020039,0.056083,0.051294,0.038061,0.027096,0.020795,0.042346,0.063519,0.037557,0.030247,0.031003,0.018148,0.031759,0.064905,0.029113,0.026088,0.028231,0.031759,0.055831,0.043732,0.033146,0.044741,0.046253,0.044867,0.081793,0.096035,0.060242,0.065535,0.056209,0.051672,0.08444,0.065283,0.070829,0.101328,0.032012,0.172913,0.022811,0.117208,0.046253,0.043228,0.021173,0.182995,0.147707,0.074484,0.140901,0.025836,0.060746,0.05268,0.040329,0.291002,0.062511,0.028105,0.128802,0.040834,0.027096,0.04411,0.068434
,,,,8,7,0.12603,0.38453,0.38271,0.176862,0.199127,0.175041,0.162998,0.322216,0.310593,0.180362,0.300091,0.12911,0.218632,0.093402,0.143136,0.223072,0.182811,0.058954,0.092282,0.020165,0.075618,0.053773,0.051952,0.030527,0.022265,0.062315,0.056993,0.04229,0.030107,0.023105,0.047051,0.070577,0.04173,0.033608,0.034448,0.020165,0.035288,0.072117,0.032348,0.028987,0.031367,0.035288,0.062035,0.048591,0.036829,0.049712,0.051392,0.049852,0.090881,0.106705,0.066936,0.072817,0.062455,0.057414,0.093822,0.072537,0.078699,0.112586,0.035568,0.192125,0.025346,0.130231,0.051392,0.048031,0.023526,0.203328,0.164119,0.082759,0.156557,0.028707,0.067496,0.058534,0.044811,0.323336,0.069456,0.031227,0.143114,0.045371,0.030107,0.049012,0.076038
,,,,9,8,0.138633,0.422984,0.420981,0.194548,0.21904,0.192545,0.179298,0.354437,0.341652,0.198399,0.3301,0.142021,0.230778,0.102742,0.151088,0.24538,0.192967,0.064849,0.10151,0.022181,0.08318,0.05915,0.057147,0.03358,0.024492,0.068546,0.062693,0.046519,0.033118,0.025416,0.051756,0.077634,0.045903,0.036969,0.037893,0.022181,0.038817,0.079329,0.035582,0.031886,0.034504,0.038817,0.068238,0.053451,0.040512,0.054683,0.056531,0.054837,0.09997,0.117376,0.073629,0.080099,0.0687,0.063155,0.103204,0.079791,0.086568,0.123845,0.039125,0.211338,0.027881,0.143254,0.056531,0.052834,0.025878,0.223661,0.18053,0.091035,0.172213,0.031577,0.074245,0.064387,0.049292,0.35567,0.076402,0.03435,0.157425,0.049908,0.033118,0.053913,0.083642
,,,,10,9,0.151236,0.461437,0.459252,0.212234,0.238952,0.210049,0.195598,0.386659,0.372712,0.216435,0.360109,0.154932,0.242924,0.112082,0.15904,0.267687,0.203124,0.070745,0.110738,0.024198,0.090741,0.064527,0.062343,0.036633,0.026718,0.074778,0.068392,0.050748,0.036129,0.027727,0.056461,0.084692,0.050076,0.040329,0.041338,0.024198,0.042346,0.08654,0.038817,0.034784,0.037641,0.042346,0.074442,0.05831,0.044194,0.059654,0.061671,0.059822,0.109058,0.128046,0.080323,0.087381,0.074946,0.068896,0.112586,0.087044,0.094438,0.135104,0.042682,0.23055,0.030415,0.156277,0.061671,0.057638,0.028231,0.243993,0.196942,0.099311,0.187868,0.034448,0.080995,0.070241,0.053773,0.388003,0.083348,0.037473,0.171736,0.054445,0.036129,0.058814,0.091245
,,,,11,10,0.156277,0.476818,0.47456,0.219308,0.246917,0.217051,0.202118,0.399548,0.385135,0.223649,0.372112,0.160097,0.242924,0.115818,0.15904,0.27661,0.203124,0.073103,0.114429,0.025004,0.093766,0.066678,0.064421,0.037854,0.027609,0.07727,0.070672,0.05244,0.037333,0.028651,0.058343,0.087515,0.051745,0.041674,0.042716,0.025004,0.043757,0.089425,0.040111,0.035944,0.038896,0.043757,0.076923,0.060253,0.045668,0.061643,0.063726,0.061816,0.112693,0.132314,0.083,0.090293,0.077444,0.071193,0.116339,0.089946,0.097586,0.139607,0.044105,0.238235,0.031429,0.161486,0.063726,0.059559,0.029172,0.252127,0.203507,0.102622,0.19413,0.035596,0.083695,0.072582,0.055565,0.400937,0.086126,0.038722,0.177461,0.05626,0.037333,0.060774,0.094287
,,,,12,11,0.151236,0.461437,0.459252,0.212234,0.238952,0.210049,0.195598,0.386659,0.372712,0.216435,0.360109,0.154932,0.238066,0.112082,0.155859,0.267687,0.199061,0.070745,0.110738,0.024198,0.090741,0.064527,0.062343,0.036633,0.026718,0.074778,0.068392,0.050748,0.036129,0.027727,0.056461,0.084692,0.050076,0.040329,0.041338,0.024198,0.042346,0.08654,0.038817,0.034784,0.037641,0.042346,0.074442,0.05831,0.044194,0.059654,0.061671,0.059822,0.109058,0.128046,0.080323,0.087381,0.074946,0.068896,0.112586,0.087044,0.094438,0.135104,0.042682,0.23055,0.030415,0.156277,0.061671,0.057638,0.028231,0.243993,0.196942,0.099311,0.187868,0.034448,0.080995,0.070241,0.053773,0.388003,0.083348,0.037473,0.171736,0.054445,0.036129,0.058814,0.091245
,,,,13,12,0.146194,0.446055,0.443944,0.205159,0.230987,0.203048,0.189078,0.37377,0.360288,0.20922,0.348105,0.149768,0.230778,0.108346,0.151088,0.258764,0.192967,0.068386,0.107047,0.023391,0.087717,0.062376,0.060265,0.035412,0.025828,0.072285,0.066112,0.049056,0.034924,0.026802,0.054579,0.081869,0.048407,0.038985,0.03996,0.023391,0.040934,0.083656,0.037523,0.033625,0.036386,0.040934,0.07196,0.056366,0.042721,0.057666,0.059615,0.057828,0.105422,0.123778,0.077645,0.084468,0.072447,0.0666,0.108834,0.084143,0.09129,0.1306,0.041259,0.222865,0.029401,0.151068,0.059615,0.055716,0.02729,0.23586,0.190378,0.096001,0.181606,0.0333,0.078295,0.067899,0.05198,0.37507,0.080569,0.036224,0.166012,0.05263,0.034924,0.056853,0.088204
,,,,14,13,0.138633,0.422984,0.420981,0.194548,0.21904,0.192545,0.179298,0.354437,0.341652,0.198399,0.3301,0.142021,0.22349,0.102742,0.146316,0.24538,0.186874,0.064849,0.10151,0.022181,0.08318,0.05915,0.057147,0.03358,0.024492,0.068546,0.062693,0.046519,0.033118,0.025416,0.051756,0.077634,0.045903,0.036969,0.037893,0.022181,0.038817,0.079329,0.035582,0.031886,0.034504,0.038817,0.068238,0.053451,0.040512,0.054683,0.056531,0.054837,0.09997,0.117376,0.073629,0.080099,0.0687,0.063155,0.103204,0.079791,0.086568,0.123845,0.039125,0.211338,0.027881,0.143254,0.056531,0.052834,0.025878,0.223661,0.18053,0.091035,0.172213,0.031577,0.074245,0.064387,0.049292,0.35567,0.076402,0.03435,0.157425,0.049908,0.033118,0.053913,0.083642
,,,,15,14,0.12603,0.38453,0.38271,0.176862,0.199127,0.175041,0.162998,0.322216,0.310593,0.180362,0.300091,0.12911,0.213773,0.093402,0.139955,0.223072,0.178749,0.058954,0.092282,0.020165,0.075618,0.053773,0.051952,0.030527,0.022265,0.062315,0.056993,0.04229,0.030107,0.023105,0.047051,0.070577,0.04173,0.033608,0.034448,0.020165,0.035288,0.072117,0.032348,0.028987,0.031367,0.035288,0.062035,0.048591,0.036829,0.049712,0.051392,0.049852,0.090881,0.106705,0.066936,0.072817,0.062455,0.057414,0.093822,0.072537,0.078699,0.112586,0.035568,0.192125,0.025346,0.130231,0.051392,0.048031,0.023526,0.203328,0.164119,0.082759,0.156557,0.028707,0.067496,0.058534,0.044811,0.323336,0.069456,0.031227,0.143114,0.045371,0.030107,0.049012,0.076038
,,,,16,15,0.113427,0.346077,0.344439,0.159175,0.179214,0.157537,0.146699,0.289994,0.279534,0.162326,0.270082,0.116199,0.206485,0.084062,0.135184,0.200765,0.172655,0.053058,0.083054,0.018148,0.068056,0.048395,0.046757,0.027474,0.020039,0.056083,0.051294,0.038061,0.027096,0.020795,0.042346,0.063519,0.037557,0.030247,0.031003,0.018148,0.031759,0.064905,0.029113,0.026088,0.028231,0.031759,0.055831,0.043732,0.033146,0.044741,0.046253,0.044867,0.081793,0.096035,0.060242,0.065535,0.056209,0.051672,0.08444,0.065283,0.070829,0.101328,0.032012,0.172913,0.022811,0.117208,0.046253,0.043228,0.021173,0.182995,0.147707,0.074484,0.140901,0.025836,0.060746,0.05268,0.040329,0.291002,0.062511,0.028105,0.128802,0.040834,0.027096,0.04411,0.068434
,,,,17,16,0.12603,0.38453,0.38271,0.176862,0.199127,0.175041,0.162998,0.322216,0.310593,0.180362,0.300091,0.12911,0.206485,0.093402,0.135184,0.223072,0.172655,0.058954,0.092282,0.020165,0.075618,0.053773,0.051952,0.030527,0.022265,0.062315,0.056993,0.04229,0.030107,0.023105,0.047051,0.070577,0.04173,0.033608,0.034448,0.020165,0.035288,0.072117,0.032348,0.028987,0.031367,0.035288,0.062035,0.048591,0.036829,0.049712,0.051392,0.049852,0.090881,0.106705,0.066936,0.072817,0.062455,0.057414,0.093822,0.072537,0.078699,0.112586,0.035568,0.192125,0.025346,0.130231,0.051392,0.048031,0.023526,0.203328,0.164119,0.082759,0.156557,0.028707,0.067496,0.058534,0.044811,0.323336,0.069456,0.031227,0.143114,0.045371,0.030107,0.049012,0.076038
,,,,18,17,0.201647,0.615249,0.612336,0.282979,0.318603,0.280066,0.260797,0.515545,0.496949,0.28858,0.480145,0.206577,0.22349,0.149443,0.146316,0.356916,0.186874,0.094326,0.147651,0.032264,0.120988,0.086036,0.083124,0.048843,0.035624,0.099703,0.091189,0.067664,0.048171,0.036969,0.075282,0.112923,0.066768,0.053773,0.055117,0.032264,0.056461,0.115387,0.051756,0.046379,0.050188,0.056461,0.099255,0.077746,0.058926,0.079539,0.082227,0.079763,0.14541,0.170728,0.107097,0.116507,0.099928,0.091862,0.150115,0.116059,0.125918,0.180138,0.056909,0.3074,0.040554,0.208369,0.082227,0.07685,0.037641,0.325325,0.26259,0.132415,0.250491,0.045931,0.107993,0.093654,0.071697,0.517338,0.11113,0.049964,0.228982,0.072593,0.048171,0.078418,0.121661
,,,,19,18,0.252059,0.769061,0.76542,0.353723,0.398254,0.350082,0.325997,0.644432,0.621186,0.360725,0.600181,0.258221,0.242924,0.186804,0.15904,0.446145,0.203124,0.117908,0.184563,0.040329,0.151236,0.107545,0.103904,0.061054,0.04453,0.124629,0.113987,0.08458,0.060214,0.046211,0.094102,0.141153,0.08346,0.067216,0.068896,0.040329,0.070577,0.144234,0.064695,0.057974,0.062735,0.070577,0.124069,0.097183,0.073657,0.099423,0.102784,0.099703,0.181763,0.21341,0.133871,0.145634,0.124909,0.114827,0.187644,0.145074,0.157397,0.225173,0.071137,0.38425,0.050692,0.260461,0.102784,0.096063,0.047051,0.406656,0.328237,0.165519,0.313114,0.057414,0.134992,0.117068,0.089621,0.646672,0.138913,0.062455,0.286227,0.090741,0.060214,0.098023,0.152076
,,,,20,19,0.239456,0.730608,0.727149,0.336037,0.378341,0.332578,0.309697,0.61221,0.590127,0.342689,0.570172,0.24531,0.230778,0.177464,0.151088,0.423838,0.192967,0.112012,0.175335,0.038313,0.143674,0.102168,0.098709,0.058002,0.042304,0.118398,0.108287,0.080351,0.057203,0.0439,0.089397,0.134096,0.079287,0.063855,0.065451,0.038313,0.067048,0.137022,0.06146,0.055075,0.059598,0.067048,0.117866,0.092324,0.069974,0.094452,0.097645,0.094718,0.172675,0.20274,0.127178,0.138353,0.118664,0.109086,0.178262,0.13782,0.149527,0.213914,0.06758,0.365038,0.048157,0.247438,0.097645,0.091259,0.044699,0.386323,0.311825,0.157243,0.297458,0.054543,0.128242,0.111214,0.08514,0.614339,0.131967,0.059332,0.271916,0.086204,0.057203,0.093122,0.144472
,,,,21,20,0.201647,0.615249,0.612336,0.282979,0.318603,0.280066,0.260797,0.515545,0.496949,0.28858,0.480145,0.206577,0.206485,0.149443,0.135184,0.356916,0.172655,0.094326,0.147651,0.032264,0.120988,0.086036,0.083124,0.048843,0.035624,0.099703,0.091189,0.067664,0.048171,0.036969,0.075282,0.112923,0.066768,0.053773,0.055117,0.032264,0.056461,0.115387,0.051756,0.046379,0.050188,0.056461,0.099255,0.077746,0.058926,0.079539,0.082227,0.079763,0.14541,0.170728,0.107097,0.116507,0.099928,0.091862,0.150115,0.116059,0.125918,0.180138,0.056909,0.3074,0.040554,0.208369,0.082227,0.07685,0.037641,0.325325,0.26259,0.132415,0.250491,0.045931,0.107993,0.093654,0.071697,0.517338,0.11113,0.049964,0.228982,0.072593,0.048171,0.078418,0.121661
,,,,22,21,0.151236,0.461437,0.459252,0.212234,0.238952,0.210049,0.195598,0.386659,0.372712,0.216435,0.360109,0.154932,0.182193,0.112082,0.11928,0.267687,0.152343,0.070745,0.110738,0.024198,0.090741,0.064527,0.062343,0.036633,0.026718,0.074778,0.068392,0.050748,0.036129,0.027727,0.056461,0.084692,0.050076,0.040329,0.041338,0.024198,0.042346,0.08654,0.038817,0.034784,0.037641,0.042346,0.074442,0.05831,0.044194,0.059654,0.061671,0.059822,0.109058,0.128046,0.080323,0.087381,0.074946,0.068896,0.112586,0.087044,0.094438,0.135104,0.042682,0.23055,0.030415,0.156277,0.061671,0.057638,0.028231,0.243993,0.196942,0.099311,0.187868,0.034448,0.080995,0.070241,0.053773,0.388003,0.083348,0.037473,0.171736,0.054445,0.036129,0.058814,0.091245
,,,,23,22,0.100824,0.307624,0.306168,0.141489,0.159301,0.140033,0.130399,0.257773,0.248474,0.14429,0.240072,0.103288,0.157901,0.074722,0.103376,0.178458,0.13203,0.047163,0.073825,0.016132,0.060494,0.043018,0.041562,0.024422,0.017812,0.049852,0.045595,0.033832,0.024086,0.018484,0.037641,0.056461,0.033384,0.026886,0.027558,0.016132,0.028231,0.057694,0.025878,0.023189,0.025094,0.028231,0.049628,0.038873,0.029463,0.039769,0.041114,0.039881,0.072705,0.085364,0.053549,0.058254,0.049964,0.045931,0.075058,0.05803,0.062959,0.090069,0.028455,0.1537,0.020277,0.104185,0.041114,0.038425,0.01882,0.162662,0.131295,0.066208,0.125245,0.022965,0.053997,0.046827,0.035848,0.258669,0.055565,0.024982,0.114491,0.036297,0.024086,0.039209,0.06083
,,,,24,23,0.075618,0.230718,0.229626,0.106117,0.119476,0.105025,0.097799,0.193329,0.186356,0.108217,0.180054,0.077466,0.140896,0.056041,0.092243,0.133843,0.117812,0.035372,0.055369,0.012099,0.045371,0.032264,0.031171,0.018316,0.013359,0.037389,0.034196,0.025374,0.018064,0.013863,0.028231,0.042346,0.025038,0.020165,0.020669,0.012099,0.021173,0.04327,0.019409,0.017392,0.01882,0.021173,0.037221,0.029155,0.022097,0.029827,0.030835,0.029911,0.054529,0.064023,0.040161,0.04369,0.037473,0.034448,0.056293,0.043522,0.047219,0.067552,0.021341,0.115275,0.015208,0.078138,0.030835,0.028819,0.014115,0.121997,0.098471,0.049656,0.093934,0.017224,0.040498,0.03512,0.026886,0.194002,0.041674,0.018736,0.085868,0.027222,0.018064,0.029407,0.045623
,,,,25,0,0.063015,0.192265,0.191355,0.088431,0.099563,0.087521,0.081499,0.161108,0.155297,0.090181,0.150045,0.064555,0.133608,0.046701,0.087472,0.111536,0.111718,0.029477,0.046141,0.010082,0.037809,0.026886,0.025976,0.015264,0.011133,0.031157,0.028497,0.021145,0.015054,0.011553,0.023526,0.035288,0.020865,0.016804,0.017224,0.010082,0.017644,0.036058,0.016174,0.014493,0.015684,0.017644,0.031017,0.024296,0.018414,0.024856,0.025696,0.024926,0.045441,0.053353,0.033468,0.036409,0.031227,0.028707,0.046911,0.036269,0.039349,0.056293,0.017784,0.096063,0.012673,0.065115,0.025696,0.024016,0.011763,0.101664,0.082059,0.04138,0.078278,0.014353,0.033748,0.029267,0.022405,0.161668,0.034728,0.015614,0.071557,0.022685,0.015054,0.024506,0.038019
,,,,26,1,0.055453,0.169193,0.168392,0.077819,0.087616,0.077018,0.071719,0.141775,0.136661,0.079359,0.13204,0.056809,0.126321,0.041097,0.082701,0.098152,0.105624,0.02594,0.040604,0.008872,0.033272,0.02366,0.022859,0.013432,0.009797,0.027418,0.025077,0.018608,0.013247,0.010166,0.020702,0.031054,0.018361,0.014787,0.015157,0.008872,0.015527,0.031731,0.014233,0.012754,0.013802,0.015527,0.027295,0.02138,0.016205,0.021873,0.022613,0.021935,0.039988,0.04695,0.029452,0.03204,0.02748,0.025262,0.041282,0.031916,0.034627,0.049538,0.01565,0.084535,0.011152,0.057301,0.022613,0.021134,0.010351,0.089464,0.072212,0.036414,0.068885,0.012631,0.029698,0.025755,0.019717,0.142268,0.030561,0.01374,0.06297,0.019963,0.013247,0.021565,0.033457
,,,,27,2,0.050412,0.153812,0.153084,0.070745,0.079651,0.070016,0.065199,0.128886,0.124237,0.072145,0.120036,0.051644,0.121462,0.037361,0.07952,0.089229,0.101562,0.023582,0.036913,0.008066,0.030247,0.021509,0.020781,0.012211,0.008906,0.024926,0.022797,0.016916,0.012043,0.009242,0.01882,0.028231,0.016692,0.013443,0.013779,0.008066,0.014115,0.028847,0.012939,0.011595,0.012547,0.014115,0.024814,0.019437,0.014731,0.019885,0.020557,0.019941,0.036353,0.042682,0.026774,0.029127,0.024982,0.022965,0.037529,0.029015,0.031479,0.045035,0.014227,0.07685,0.010138,0.052092,0.020557,0.019213,0.00941,0.081331,0.065647,0.033104,0.062623,0.011483,0.026998,0.023414,0.017924,0.129334,0.027783,0.012491,0.057245,0.018148,0.012043,0.019605,0.030415
,,,,28,3,0.050412,0.153812,0.153084,0.070745,0.079651,0.070016,0.065199,0.128886,0.124237,0.072145,0.120036,0.051644,0.121462,0.037361,0.07952,0.089229,0.101562,0.023582,0.036913,0.008066,0.030247,0.021509,0.020781,0.012211,0.008906,0.024926,0.022797,0.016916,0.012043,0.009242,0.01882,0.028231,0.016692,0.013443,0.013779,0.008066,0.014115,0.028847,0.012939,0.011595,0.012547,0.014115,0.024814,0.019437,0.014731,0.019885,0.020557,0.019941,0.036353,0.042682,0.026774,0.029127,0.024982,0.022965,0.037529,0.029015,0.031479,0.045035,0.014227,0.07685,0.010138,0.052092,0.020557,0.019213,0.00941,0.081331,0.065647,0.033104,0.062623,0.011483,0.026998,0.023414,0.017924,0.129334,0.027783,0.012491,0.057245,0.018148,0.012043,0.019605,0.030415
,,,,29,4,0.055453,0.169193,0.168392,0.077819,0.087616,0.077018,0.071719,0.141775,0.136661,0.079359,0.13204,0.056809,0.133608,0.041097,0.087472,0.098152,0.111718,0.02594,0.040604,0.008872,0.033272,0.02366,0.022859,0.013432,0.009797,0.027418,0.025077,0.018608,0.013247,0.010166,0.020702,0.031054,0.018361,0.014787,0.015157,0.008872,0.015527,0.031731,0.014233,0.012754,0.013802,0.015527,0.027295,0.02138,0.016205,0.021873,0.022613,0.021935,0.039988,0.04695,0.029452,0.03204,0.02748,0.025262,0.041282,0.031916,0.034627,0.049538,0.01565,0.084535,0.011152,0.057301,0.022613,0.021134,0.010351,0.089464,0.072212,0.036414,0.068885,0.012631,0.029698,0.025755,0.019717,0.142268,0.030561,0.01374,0.06297,0.019963,0.013247,0.021565,0.033457
,,,,30,5,0.075618,0.230718,0.229626,0.106117,0.119476,0.105025,0.097799,0.193329,0.186356,0.108217,0.180054,0.077466,0.157901,0.056041,0.103376,0.133843,0.13203,0.035372,0.055369,0.012099,0.045371,0.032264,0.031171,0.018316,0.013359,0.037389,0.034196,0.025374,0.018064,0.013863,0.028231,0.042346,0.025038,0.020165,0.020669,0.012099,0.021173,0.04327,0.019409,0.017392,0.01882,0.021173,0.037221,0.029155,0.022097,0.029827,0.030835,0.029911,0.054529,0.064023,0.040161,0.04369,0.037473,0.034448,0.056293,0.043522,0.047219,0.067552,0.021341,0.115275,0.015208,0.078138,0.030835,0.028819,0.014115,0.121997,0.098471,0.049656,0.093934,0.017224,0.040498,0.03512,0.026886,0.194002,0.041674,0.018736,0.085868,0.027222,0.018064,0.029407,0.045623
,,,,31,6,0.113427,0.346077,0.344439,0.159175,0.179214,0.157537,0.146699,0.289994,0.279534,0.162326,0.270082,0.116199,0.194339,0.084062,0.127232,0.200765,0.162499,0.053058,0.083054,0.018148,0.068056,0.048395,0.046757,0.027474,0.020039,0.056083,0.051294,0.038061,0.027096,0.020795,0.042346,0.063519,0.037557,0.030247,0.031003,0.018148,0.031759,0.064905,0.029113,0.026088,0.028231,0.031759,0.055831,0.043732,0.033146,0.044741,0.046253,0.044867,0.081793,0.096035,0.060242,0.065535,0.056209,0.051672,0.08444,0.065283,0.070829,0.101328,0.032012,0.172913,0.022811,0.117208,0.046253,0.043228,0.021173,0.182995,0.147707,0.074484,0.140901,0.025836,0.060746,0.05268,0.040329,0.291002,0.062511,0.028105,0.128802,0.040834,0.027096,0.04411,0.068434
,,,,32,7,0.12603,0.38453,0.38271,0.176862,0.199127,0.175041,0.162998,0.322216,0.310593,0.180362,0.300091,0.12911,0.218632,0.093402,0.143136,0.223072,0.182811,0.058954,0.092282,0.020165,0.075618,0.053773,0.051952,0.030527,0.022265,0.062315,0.056993,0.04229,0.030107,0.023105,0.047051,0.070577,0.04173,0.033608,0.034448,0.020165,0.035288,0.072117,0.032348,0.028987,0.031367,0.035288,0.062035,0.048591,0.036829,0.049712,0.051392,0.049852,0.090881,0.106705,0.066936,0.072817,0.062455,0.057414,0.093822,0.072537,0.078699,0.112586,0.035568,0.192125,0.025346,0.130231,0.051392,0.048031,0.023526,0.203328,0.164119,0.082759,0.156557,0.028707,0.067496,0.058534,0.044811,0.323336,0.069456,0.031227,0.143114,0.045371,0.030107,0.049012,0.076038
