Village,kabupaten,kecamatan,desa,archetype,households,ghi,ghi_matched,lat,lon,annual_kwh,peak_mw,diesel_mw
217,KUPANG,KUPANG BARAT,OEMAT NUNU,horticulture,507,5.651,False,,,629187,0.14199,0.1562
218,KUPANG,KUPANG BARAT,OENAEK,rice,209,5.7453,True,-10.28885647960539,123.5157473089659,259369,0.05853,0.0644
219,KUPANG,KUPANG BARAT,OENESU,horticulture,272,5.6331,True,-10.27770810494749,123.5716602010425,337552,0.07618,0.0838
220,KUPANG,KUPANG BARAT,SUMLILI,rice,514,5.7611,True,-10.31107744687623,123.5458753698457,637874,0.14395,0.1583
221,KUPANG,KUPANG BARAT,TABLOLONG,fishing,329,5.8442,True,-10.31626224432595,123.4851623941458,660323,0.09497,0.1045
222,KUPANG,KUPANG BARAT,TESABELA,fishing,290,5.7954,True,-10.30431662235372,123.5071692921133,611924,0.08801,0.0968
223,KUPANG,KUPANG TENGAH,MATA AIR,trade,1312,5.8239,True,-10.13310373239448,123.6937018351888,1628192,0.36745,0.4042
224,KUPANG,KUPANG TENGAH,NOELBAKI,rice,2328,5.8218,True,-10.12769584050022,123.7131188753874,2889048,0.65199,0.7172
225,KUPANG,KUPANG TENGAH,OEBELO,rice,1202,5.8216,True,-10.11242317947708,123.7514930160525,1491682,0.33664,0.3703
226,KUPANG,KUPANG TENGAH,OELNASI,rice,662,5.7381,True,-10.16530848680534,123.7313316361229,821542,0.1854,0.2039
227,KUPANG,KUPANG TENGAH,OELPUAH,rice,410,5.7439,True,-10.15648686758159,123.7573664656656,508810,0.11483,0.1263
228,KUPANG,KUPANG TENGAH,PENFUI TIMUR,trade,1210,5.7506,True,-10.1634842596617,123.6909122852503,1501610,0.33888,0.3728
229,KUPANG,KUPANG TENGAH,TANAH MERAH,trade,1156,5.8327,True,-10.11315831816019,123.7328864678388,1434596,0.32376,0.3561
230,KUPANG,KUPANG TENGAH,TARUS,trade,1457,5.8195,True,-10.14233292242823,123.6869348020271,1808137,0.40806,0.4489
231,KUPANG,KUPANG TIMUR,BABAU,rice,1007,5.8021,True,-10.08566351248552,123.7959215307992,1249687,0.28203,0.3102
232,KUPANG,KUPANG TIMUR,MANUSAK,rice,1038,5.7892,True,-10.10094556358397,123.8829286417078,1288158,0.29071,0.3198
233,KUPANG,KUPANG TIMUR,MERDEKA,rice,710,5.814,True,-10.08206116682106,123.7775078558766,881110,0.19885,0.2187
234,KUPANG,KUPANG TIMUR,NAIBONAT,rice,2183,5.789,True,-10.08846210948228,123.8454631039146,2709103,0.61138,0.6725
235,KUPANG,KUPANG TIMUR,NUNKURUS,rice,782,5.7235,True,-10.0556452778186,123.8364061552588,970462,0.21901,0.2409
236,KUPANG,KUPANG TIMUR,OEFAFI,rice,657,5.762,True,-10.15129625361104,123.787811742995,815337,0.184,0.2024
237,KUPANG,KUPANG TIMUR,OELATIMO,rice,318,5.5623,True,-10.01742997060835,123.8464105872053,394638,0.08906,0.098
238,KUPANG,KUPANG TIMUR,OESAO,livestock,1341,5.79,True,-10.14024693969046,123.8152125889271,1664181,0.37557,0.4131
239,KUPANG,KUPANG TIMUR,OESAO II,rice,307,5.651,False,,,380987,0.08598,0.0946
240,KUPANG,KUPANG TIMUR,PUKDALE,rice,648,5.8026,True,-10.12120180915894,123.836873365423,804168,0.18148,0.1996
241,KUPANG,KUPANG TIMUR,TANAH PUTIH,rice,337,5.8018,True,-10.12840842250197,123.7663061991924,418217,0.09438,0.1038
242,KUPANG,KUPANG TIMUR,TUAPUKAN,rice,725,5.8206,True,-10.1096229341805,123.7734008243201,899725,0.20305,0.2234
243,KUPANG,KUPANG TIMUR,TUATUKA,rice,547,5.7713,True,-10.15896268650308,123.8389357235804,678827,0.1532,0.1685
244,KUPANG,MAULAFA,BELLO,horticulture,2237,5.651,False,,,2776117,0.62651,0.6892
245,KUPANG,MAULAFA,FATUKOA,horticulture,1506,5.651,False,,,1868946,0.42178,0.464
246,KUPANG,MAULAFA,KOLHUA,rice,2358,5.651,False,,,2926278,0.6604,0.7264
247,KUPANG,MAULAFA,MAULAFA,trade,2866,5.651,False,,,3556706,0.80267,0.8829
248,KUPANG,MAULAFA,NAIKOLAN,trade,1449,5.651,False,,,1798209,0.40582,0.4464
249,KUPANG,MAULAFA,NAIMATA,trade,2052,5.651,False,,,2546532,0.5747,0.6322
250,KUPANG,MAULAFA,OEPURA,trade,2194,5.651,False,,,2722754,0.61446,0.6759
251,KUPANG,MAULAFA,PENFUI,government,2102,5.651,False,,,2608582,0.5887,0.6476
252,KUPANG,MAULAFA,SIKUMANA,trade,4176,5.651,False,,,5182416,1.16956,1.2865
253,KUPANG,NEKAMESE,BESMARAK,rice,263,5.651,False,,,326383,0.07366,0.081
254,KUPANG,NEKAMESE,BONE,rice,322,5.7887,True,-10.33151221206044,123.5880121848395,399602,0.09018,0.0992
255,KUPANG,NEKAMESE,OBEN,horticulture,375,5.5914,True,-10.2639975874403,123.6854868757562,465375,0.10502,0.1155
256,KUPANG,NEKAMESE,OELOMIN,horticulture,436,5.5481,True,-10.23089924847382,123.6344739020281,541076,0.12211,0.1343
257,KUPANG,NEKAMESE,OEMASI,rice,258,5.5679,True,-10.26745973505974,123.6479062717095,320178,0.07226,0.0795
258,KUPANG,NEKAMESE,OENIF,rice,166,5.6484,True,-10.30750591717954,123.6503173977123,206006,0.04649,0.0511
259,KUPANG,NEKAMESE,OEPAHA,rice,146,5.7735,True,-10.33737694109312,123.6487246822376,181186,0.04089,0.045
260,KUPANG,NEKAMESE,TALOETAN,livestock,213,5.675,True,-10.3044467591289,123.594461858887,264333,0.05965,0.0656
261,KUPANG,NEKAMESE,TASIKONA,rice,147,5.8321,True,-10.34934258781391,123.6196268149802,182427,0.04117,0.0453
262,KUPANG,NEKAMESE,TUNFEU,horticulture,461,5.5549,True,-10.23862260011677,123.6530088473548,572101,0.12911,0.142
263,KUPANG,NEKAMESE,USAPISONBAI,rice,222,5.651,False,,,275502,0.06217,0.0684
264,KUPANG,OEBOBO,FATULULI,trade,2992,5.651,False,,,3713072,0.83796,0.9218
265,KUPANG,OEBOBO,KAYU PUTIH,trade,1133,5.651,False,,,1406053,0.31731,0.349
266,KUPANG,OEBOBO,LILIBA,government,3528,5.651,False,,,4378248,0.98807,1.0869
267,KUPANG,OEBOBO,OEBOBO,trade,2867,5.651,False,,,3557947,0.80295,0.8832
268,KUPANG,OEBOBO,OEBUFU,trade,4165,5.651,False,,,5168765,1.16647,1.2831
269,KUPANG,OEBOBO,OETETE,government,1106,5.651,False,,,1372546,0.30975,0.3407
270,KUPANG,OEBOBO,TUAK DAUN MERAH,trade,1746,5.651,False,,,2166786,0.489,0.5379
271,KUPANG,SEMAU,BATUINAN,rice,107,5.7937,True,-10.15089111600553,123.4006590596004,132787,0.02997,0.033
272,KUPANG,SEMAU,BOKONUSAN,rice,330,5.7972,True,-10.22748368571928,123.3796054644704,409530,0.09242,0.1017
273,KUPANG,SEMAU,HANSISI,rice,419,5.7379,True,-10.17334680007152,123.4833102448254,519979,0.11735,0.1291
274,KUPANG,SEMAU,HUILELOT,rice,235,5.7391,True,-10.20616334257553,123.4356125531253,291635,0.06582,0.0724
275,KUPANG,SEMAU,LETBAUN,rice,139,5.8035,True,-10.14655046644527,123.4205683102965,172499,0.03893,0.0428
276,KUPANG,SEMAU,OTAN,rice,264,5.7935,True,-10.17928758826456,123.3929859597742,327624,0.07394,0.0813
277,KUPANG,SEMAU,UIASA,rice,283,5.8162,True,-10.15136716643855,123.4532256449554,351203,0.07926,0.0872
278,KUPANG,SEMAU,UITAO,rice,256,5.755,True,-10.18571703768007,123.4160179086501,317696,0.0717,0.0789
279,KUPANG,SEMAU SELATAN,AKLE,fishing,326,5.8829,True,-10.31054245418232,123.3844826015886,656600,0.09443,0.1039
280,KUPANG,SEMAU SELATAN,NAIKEAN,horticulture,186,5.9309,True,-10.308541784777,123.3298532681281,230826,0.05209,0.0573
281,KUPANG,SEMAU SELATAN,ONANSILA,rice,163,5.8014,True,-10.25734606698883,123.3864994451068,202283,0.04565,0.0502
282,KUPANG,SEMAU SELATAN,UIBOA,horticulture,258,5.8278,True,-10.25533537736204,123.3424190660017,320178,0.07226,0.0795
283,KUPANG,SEMAU SELATAN,UITIUH ANA,horticulture,476,5.8368,True,-10.28068695792341,123.3890133793015,590716,0.13331,0.1466
284,KUPANG,SEMAU SELATAN,UITIUHTUAN,horticulture,210,5.651,False,,,260610,0.05881,0.0647
285,KUPANG,SULAMU,BIPOLO,rice,551,5.5096,True,-9.995072609443394,123.8130112444474,683791,0.15432,0.1697
286,KUPANG,SULAMU,OETETA,rice,745,5.5545,True,-9.994292672515783,123.7708522843272,924545,0.20865,0.2295
287,KUPANG,SULAMU,PANTAI BERINGIN,rice,192,5.5872,True,-9.994069459523864,123.6827935382028,238272,0.05377,0.0591
288,KUPANG,SULAMU,PANTULAN,rice,259,5.6823,True,-9.970079869031952,123.6061527437338,321419,0.07254,0.0798
289,KUPANG,SULAMU,PARITI,rice,994,5.5672,True,-9.98924229109228,123.7251184579774,1233554,0.27839,0.3062
290,KUPANG,SULAMU,PITAI,rice,263,5.6125,True,-9.986863173539984,123.6531419017718,326383,0.07366,0.081
291,KUPANG,SULAMU,SULAMU,fishing,1292,5.8067,True,-10.01619489728041,123.6037731202064,1855406,0.26684,0.2935
292,KUPANG,TAEBENU,BAUMATA,rice,558,5.621,True,-10.19930597762545,123.6764636896695,692478,0.15628,0.1719
293,KUPANG,TAEBENU,BAUMATA BARAT,government,885,5.6693,True,-10.18711830214112,123.6700359971966,1098285,0.24786,0.2726
294,KUPANG,TAEBENU,BAUMATA TIMUR,rice,603,5.6014,True,-10.2050681046232,123.7067204523786,748323,0.16888,0.1858
295,KUPANG,TAEBENU,BAUMATA UTARA,rice,420,5.6673,True,-10.1869485406284,123.7113558961912,521220,0.11763,0.1294
296,KUPANG,TAEBENU,BOKONG,rice,678,5.6573,True,-10.20801539002368,123.764619119474,841398,0.18988,0.2089
297,KUPANG,TAEBENU,KUAKLALO,rice,152,5.5767,True,-10.2280969049649,123.7107369545831,188632,0.04257,0.0468
298,KUPANG,TAEBENU,OELETSALA,rice,371,5.5816,True,-10.24000278971844,123.6975466615567,460411,0.1039,0.1143
299,KUPANG,TAEBENU,OELTUA,rice,952,5.651,False,,,1181432,0.26662,0.2933
300,KUPANG,TAKARI,BENU,rice,587,5.6631,True,-9.95012602103088,124.031785840066,728467,0.1644,0.1808
301,KUPANG,TAKARI,FATUKONA,rice,436,5.6349,True,-9.892977547553908,123.9793094637688,541076,0.12211,0.1343
302,KUPANG,TAKARI,HUEKNUTU,rice,595,5.6699,True,-9.872575102969382,124.0267264335277,738395,0.16664,0.1833
303,KUPANG,TAKARI,KAUNIKI,rice,632,5.6576,True,-9.814137384371898,124.0441331684746,784312,0.177,0.1947
304,KUPANG,TAKARI,NOELMINA,rice,578,5.6918,True,-9.99467818763396,124.1040986140407,717298,0.16188,0.1781
305,KUPANG,TAKARI,OELNAINENO,rice,661,5.6038,True,-9.83055571352519,123.9486283680183,820301,0.18512,0.2036
306,KUPANG,TAKARI,OESUSU,rice,495,5.6467,True,-9.99257151762792,124.0186383668872,614295,0.13863,0.1525
307,KUPANG,TAKARI,TAKARI,rice,879,5.6785,True,-9.992498035626758,124.0588833934697,1090839,0.24618,0.2708
308,KUPANG,TAKARI,TANINI,rice,593,5.5359,True,-9.815853859261829,123.8976254918289,735913,0.16608,0.1827
309,KUPANG,TAKARI,TUAPANAF,rice,564,5.676,True,-9.919649405680806,124.0585237521951,699924,0.15796,0.1738
310,TIMOR TENGAH SELATAN,AMANATUN SELATAN,ANIN,livestock,408,5.4672,True,-9.837922205648098,124.5863680138454,506328,0.11427,0.1257
311,TIMOR TENGAH SELATAN,AMANATUN SELATAN,FAE,rice,228,5.4334,True,-9.84958690480842,124.6015685838513,282948,0.06386,0.0702
312,TIMOR TENGAH SELATAN,AMANATUN SELATAN,FATULUNU,rice,363,5.3563,True,-9.86378653639524,124.6268761005017,450483,0.10166,0.1118
313,TIMOR TENGAH SELATAN,AMANATUN SELATAN,FENUN,rice,543,5.3811,True,-9.852462282646542,124.631660711471,673863,0.15208,0.1673
314,TIMOR TENGAH SELATAN,AMANATUN SELATAN,KOKOI,rice,417,5.4219,True,-9.859406194896067,124.6031166069538,517497,0.11679,0.1285
315,TIMOR TENGAH SELATAN,AMANATUN SELATAN,KUALEU,rice,540,5.3911,True,-9.743002571468534,124.3161889742346,670140,0.15124,0.1664
316,TIMOR TENGAH SELATAN,AMANATUN SELATAN,LANU,rice,268,5.3662,True,-9.839189030643269,124.6559686153846,332588,0.07506,0.0826
317,TIMOR TENGAH SELATAN,AMANATUN SELATAN,NETUTNANA,rice,375,5.428,True,-9.83809912578772,124.6113206986507,465375,0.10502,0.1155
318,TIMOR TENGAH SELATAN,AMANATUN SELATAN,NIFULEO,rice,324,5.4306,True,-9.800612107930386,124.6002040268813,402084,0.09074,0.0998
319,TIMOR TENGAH SELATAN,AMANATUN SELATAN,NUNLEU,rice,677,5.496,False,,,840157,0.1896,0.2086
320,TIMOR TENGAH SELATAN,AMANATUN SELATAN,OINLASI,rice,526,5.4975,True,-9.852129286818323,124.5808422374266,652766,0.14731,0.162
321,TIMOR TENGAH SELATAN,AMANATUN SELATAN,SUNU,rice,384,5.3527,True,-9.82367500250686,124.6429967991092,476544,0.10755,0.1183
322,TIMOR TENGAH SELATAN,AMANATUN SELATAN,TOI,rice,328,5.496,False,,,407048,0.09186,0.101
323,TIMOR TENGAH SELATAN,AMANATUN UTARA,FATILO,rice,622,5.496,False,,,771902,0.1742,0.1916
324,TIMOR TENGAH SELATAN,AMANATUN UTARA,FATUONI,rice,621,5.496,False,,,770661,0.17392,0.1913
325,TIMOR TENGAH SELATAN,AMANATUN UTARA,LILO,plantation,514,5.5542,True,-9.722499724272216,124.7229316187356,637874,0.14395,0.1583
326,TIMOR TENGAH SELATAN,AMANATUN UTARA,MUNA,plantation,362,5.5245,True,-9.7011997869158,124.7143342366132,449242,0.10138,0.1115
327,TIMOR TENGAH SELATAN,AMANATUN UTARA,NASI,rice,481,5.5595,True,-9.717621374524809,124.6633022564091,596921,0.13471,0.1482
328,TIMOR TENGAH SELATAN,AMANATUN UTARA,SNOK,rice,652,5.532,True,-9.699250839625774,124.6845548211717,809132,0.1826,0.2009
329,TIMOR TENGAH SELATAN,AMANATUN UTARA,SONO,plantation,801,5.4615,True,-9.682074350606664,124.7332413474013,994041,0.22433,0.2468
330,TIMOR TENGAH SELATAN,AMANATUN UTARA,TAUANAS,plantation,256,5.5497,True,-9.719258224252789,124.7475910465569,317696,0.0717,0.0789
331,TIMOR TENGAH SELATAN,AMANATUN UTARA,TUMU,plantation,677,5.5145,True,-9.656490671197057,124.6895462090754,840157,0.1896,0.2086
332,TIMOR TENGAH SELATAN,AMANUBAN BARAT,HAUMENIBAKI,rice,383,5.496,False,,,475303,0.10727,0.118
333,TIMOR TENGAH SELATAN,AMANUBAN BARAT,MNELALETE,horticulture,1946,5.4672,True,-9.886961580712324,124.3060476797739,2414986,0.54501,0.5995
334,TIMOR TENGAH SELATAN,AMANUBAN BARAT,NIFUKANI,horticulture,572,5.4963,True,-9.908326861780262,124.3010136037307,709852,0.1602,0.1762
335,TIMOR TENGAH SELATAN,AMANUBAN BARAT,NULLE,horticulture,1221,5.496,False,,,1515261,0.34196,0.3762
336,TIMOR TENGAH SELATAN,AMANUBAN BARAT,NUSA,rice,639,5.4569,True,-9.84743208695813,124.3887513979191,792999,0.17896,0.1969
337,TIMOR TENGAH SELATAN,AMANUBAN BARAT,PUSU,horticulture,591,5.4916,True,-9.906371040820376,124.3303394901466,733431,0.16552,0.1821
338,TIMOR TENGAH SELATAN,AMANUBAN BARAT,TUBLOPO/MEOMETAN,horticulture,628,5.496,False,,,779348,0.17588,0.1935
339,TIMOR TENGAH SELATAN,AMANUBAN BARAT,TUBUHUE,rice,815,5.5244,True,-9.891085655494193,124.2504248378222,1011415,0.22825,0.2511
340,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,BATNUN,rice,674,5.7637,True,-10.06773548677383,124.2530469755855,836434,0.18876,0.2076
341,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,BENA,rice,944,5.8607,True,-10.12244278722823,124.2426730949113,1171504,0.26438,0.2908
342,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,ENO NETTEN,rice,375,5.496,False,,,465375,0.10502,0.1155
343,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,KIUBAAT,rice,520,5.7049,True,-10.03157718500616,124.2803325555122,645320,0.14563,0.1602
344,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,LINAMNUTU,rice,704,5.7398,True,-10.03613969616051,124.1879612570709,873664,0.19717,0.2169
345,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,MIO,rice,523,5.6532,True,-9.989528708647835,124.203685721324,649043,0.14647,0.1611
346,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,NOEMUKE,rice,705,5.7284,True,-10.06333066936881,124.3383567999321,874905,0.19745,0.2172
347,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,OEBELO,rice,966,5.8685,True,-10.13255153674344,124.2989267732412,1198806,0.27054,0.2976
348,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,OEKIU,rice,385,5.7635,True,-10.07786825500579,124.2947573328839,477785,0.10783,0.1186
349,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,POLLO,rice,1156,5.7634,True,-10.0589194431433,124.2200216053324,1434596,0.32376,0.3561
350,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,BAKI,rice,250,5.5436,True,-9.894067038413564,124.478815046357,310250,0.07002,0.077
351,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,BONE,rice,274,5.4896,True,-9.805264381493012,124.4613017620288,340034,0.07674,0.0844
352,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,MAUNUM NIKI NIKI,rice,527,5.496,False,,,654007,0.14759,0.1624
353,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NAKFUNU,rice,242,5.5478,True,-9.910526417129716,124.5001226795775,300322,0.06778,0.0746
354,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NIKI NIKI,rice,768,5.496,False,,,953088,0.21509,0.2366
355,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NOBI NOBI,rice,982,5.496,False,,,1218662,0.27502,0.3025
356,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NOEBESA,rice,221,5.5181,True,-9.861884153757222,124.4654044630951,274261,0.06189,0.0681
357,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,OEEKAM,rice,248,5.496,False,,,307768,0.06946,0.0764
358,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,SOPO,rice,424,5.5289,True,-9.783676649723116,124.4661673776433,526184,0.11875,0.1306
359,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,TAEBESA,rice,279,5.5681,True,-9.9414360237378,124.4908847424014,346239,0.07814,0.086
360,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,TUMU,rice,415,5.5162,True,-9.866380562003965,124.4822735540707,515015,0.11623,0.1279
361,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,BILLA,rice,633,5.5814,True,-9.655508131793669,124.5692949326444,785553,0.17728,0.195
362,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,MAULEUM,rice,607,5.5522,True,-9.745015479371991,124.5620802845378,753287,0.17,0.187
363,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,MNELAANEN,rice,900,5.573,True,-9.713172145695962,124.6088106278617,1116900,0.25206,0.2773
364,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,NIFUKIU,rice,358,5.5662,True,-9.690530842734992,124.6459487405322,444278,0.10026,0.1103
365,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,OE EKAM,rice,739,5.496,False,,,917099,0.20697,0.2277
366,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,OELET,rice,502,5.6018,True,-9.71006451374087,124.5309018969022,622982,0.14059,0.1547
367,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,PISAN,rice,533,5.5118,True,-9.739276032938095,124.6047045877243,661453,0.14928,0.1642
368,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,SINI,rice,153,5.5884,True,-9.743967218208516,124.5315524443494,189873,0.04285,0.0471
369,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,TELUK,rice,286,5.553,True,-9.715924416911864,124.6435101204999,354926,0.0801,0.0881
370,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,TLIU,rice,234,5.613,True,-9.721678506354236,124.5494775237277,290394,0.06554,0.0721
371,TIMOR TENGAH SELATAN,BATU PUTIH,BENLUTU,rice,597,5.5518,True,-9.898570501936396,124.2156470449313,740877,0.1672,0.1839
372,TIMOR TENGAH SELATAN,BATU PUTIH,BOENTUKA,rice,575,5.5889,True,-9.924282523696489,124.1747093134492,713575,0.16104,0.1771
373,TIMOR TENGAH SELATAN,BATU PUTIH,HANE,rice,775,5.5546,True,-9.922409242055457,124.2284417121573,961775,0.21705,0.2388
374,TIMOR TENGAH SELATAN,BATU PUTIH,OEBOBO,rice,886,5.6722,True,-9.975700283167884,124.1509206327019,1099526,0.24814,0.273
375,TIMOR TENGAH SELATAN,BATU PUTIH,OEHALA,rice,295,5.496,False,,,366095,0.08262,0.0909
376,TIMOR TENGAH SELATAN,BATU PUTIH,TUAKOLE,rice,346,5.6139,True,-9.95698451763406,124.1962053698176,429386,0.0969,0.1066
377,TIMOR TENGAH SELATAN,BATU PUTIH,TUPPAN,rice,391,5.496,False,,,485231,0.10951,0.1205
378,TIMOR TENGAH SELATAN,BOKING,BAUS,rice,576,5.7679,True,-9.783702027418364,124.776167786042,714816,0.16132,0.1774
379,TIMOR TENGAH SELATAN,BOKING,BOKING,rice,556,5.7324,True,-9.849011608274386,124.7448182971469,689996,0.15572,0.1713
380,TIMOR TENGAH SELATAN,BOKING,FATU MANUFUI,rice,406,5.7778,True,-9.80808485848208,124.7712133093098,503846,0.11371,0.1251
381,TIMOR TENGAH SELATAN,BOKING,LEONMENI,rice,180,5.5104,True,-9.815564875113656,124.7058774372181,223380,0.05041,0.0555
382,TIMOR TENGAH SELATAN,BOKING,MEUSIN,rice,510,5.7115,True,-9.819039243514446,124.7473646900083,632910,0.14283,0.1571
383,TIMOR TENGAH SELATAN,BOKING,NANO,rice,307,5.5908,True,-9.843590651642886,124.7141953842238,380987,0.08598,0.0946
384,TIMOR TENGAH SELATAN,BOKING,SABUN,rice,519,5.4437,True,-9.827883052024614,124.6820998561507,644079,0.14535,0.1599
385,TIMOR TENGAH SELATAN,FATUKOPA,BESNAM,rice,123,5.615,True,-9.63363431281408,124.6513986704564,152643,0.03445,0.0379
386,TIMOR TENGAH SELATAN,FATUKOPA,ELO,rice,152,5.496,False,,,188632,0.04257,0.0468
387,TIMOR TENGAH SELATAN,FATUKOPA,FATUKOPA,rice,664,5.5842,True,-9.669968182238955,124.6020516274097,824024,0.18596,0.2046
388,TIMOR TENGAH SELATAN,FATUKOPA,KIKI,rice,214,5.5867,True,-9.655691029727878,124.6246196631194,265574,0.05993,0.0659
389,TIMOR TENGAH SELATAN,FATUKOPA,NIFULINAH,rice,139,5.6119,True,-9.650188398338186,124.6346888141646,172499,0.03893,0.0428
390,TIMOR TENGAH SELATAN,FATUKOPA,NUNFUTU,rice,209,5.6017,True,-9.618334859245618,124.624486015522,259369,0.05853,0.0644
391,TIMOR TENGAH SELATAN,FATUKOPA,TAEBONE,rice,301,5.576,True,-9.678509835351504,124.6337309689109,373541,0.0843,0.0927
392,TIMOR TENGAH SELATAN,FATUMNASI,FATUMNASI,horticulture,548,4.9609,True,-9.617001387913405,124.224818815062,680068,0.15348,0.1688
393,TIMOR TENGAH SELATAN,FATUMNASI,KUANOEL,horticulture,414,5.1105,True,-9.656662014193012,124.1923511073678,513774,0.11595,0.1275
394,TIMOR TENGAH SELATAN,FATUMNASI,MUTIS,rice,165,4.9519,True,-9.558802281041316,124.1850666182985,204765,0.04621,0.0508
395,TIMOR TENGAH SELATAN,FATUMNASI,NENAS,horticulture,342,5.0117,True,-9.586302815401282,124.1751001977407,424422,0.09578,0.1054
396,TIMOR TENGAH SELATAN,FATUMNASI,NUAPIN,rice,496,4.9821,True,-9.514620343659272,124.1754636924352,615536,0.13891,0.1528
397,TIMOR TENGAH SELATAN,FAUTMOLO,BESLEU,rice,212,5.496,False,,,263092,0.05937,0.0653
398,TIMOR TENGAH SELATAN,FAUTMOLO,BILEON,rice,281,5.5331,True,-9.787490750748187,124.5384983621947,348721,0.0787,0.0866
399,TIMOR TENGAH SELATAN,FAUTMOLO,KAENENO,rice,366,5.4702,True,-9.775768519933688,124.597133954006,454206,0.1025,0.1128
400,TIMOR TENGAH SELATAN,FAUTMOLO,NUNUHAKNITI,rice,320,5.496,False,,,397120,0.08962,0.0986
401,TIMOR TENGAH SELATAN,FAUTMOLO,OELEON,rice,346,5.475,True,-9.795581037121122,124.5716427273273,429386,0.0969,0.1066
402,TIMOR TENGAH SELATAN,FAUTMOLO,SILLU,rice,221,5.528,True,-9.778567497385584,124.5543590962945,274261,0.06189,0.0681
403,TIMOR TENGAH SELATAN,FAUTMOLO,TUNIS,rice,419,5.4782,True,-9.765206162003414,124.6125567928331,519979,0.11735,0.1291
404,TIMOR TENGAH SELATAN,KIE,BELLE,rice,706,5.3931,True,-9.908761516680777,124.5766791465726,876146,0.19773,0.2175
405,TIMOR TENGAH SELATAN,KIE,BOTI,rice,651,5.534,True,-9.906990315903348,124.5333489315666,807891,0.18232,0.2006
406,TIMOR TENGAH SELATAN,KIE,ENONAPI,rice,402,5.496,False,,,498882,0.11259,0.1238
407,TIMOR TENGAH SELATAN,KIE,FALLAS,rice,662,5.496,False,,,821542,0.1854,0.2039
408,TIMOR TENGAH SELATAN,KIE,FATU ULAN,rice,531,5.496,False,,,658971,0.14871,0.1636
409,TIMOR TENGAH SELATAN,KIE,FATUKUSI,rice,192,5.5537,True,-9.767084216738946,124.501035833271,238272,0.05377,0.0591
410,TIMOR TENGAH SELATAN,KIE,NAILEU,rice,247,5.496,False,,,306527,0.06918,0.0761
411,TIMOR TENGAH SELATAN,KIE,NAPI,rice,515,5.499,True,-9.839417699154492,124.5398677047139,639115,0.14423,0.1587
412,TIMOR TENGAH SELATAN,KIE,NEKMESE,rice,477,5.4772,True,-9.88776366374342,124.560171379632,591957,0.13359,0.147
413,TIMOR TENGAH SELATAN,KIE,OENAI,rice,622,5.5243,True,-9.856596981177876,124.5141151740367,771902,0.1742,0.1916
414,TIMOR TENGAH SELATAN,KIE,OINLASI,rice,558,5.4427,True,-9.847479029562162,124.3081559845991,692478,0.15628,0.1719
415,TIMOR TENGAH SELATAN,KIE,PILI,rice,469,5.496,False,,,582029,0.13135,0.1445
416,TIMOR TENGAH SELATAN,KIE,TESI AYOFANU,rice,632,5.496,False,,,784312,0.177,0.1947
417,TIMOR TENGAH SELATAN,KOKBAUN,BENAHE,rice,112,5.496,False,,,138992,0.03137,0.0345
418,TIMOR TENGAH SELATAN,KOKBAUN,KOL OTO,rice,184,5.496,False,,,228344,0.05153,0.0567
419,TIMOR TENGAH SELATAN,KOKBAUN,LOTAS,rice,204,5.4865,True,-9.607718160755573,124.7656537463396,253164,0.05713,0.0628
420,TIMOR TENGAH SELATAN,KOKBAUN,NITI,rice,267,5.4483,True,-9.65675700473329,124.7375108000407,331347,0.07478,0.0823
421,TIMOR TENGAH SELATAN,KOKBAUN,OBAKI,rice,121,5.4731,True,-9.621730069148798,124.7866597930133,150161,0.03389,0.0373
