Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,r_id,hour,demand_village1,demand_village2,demand_village3,demand_village4,demand_village5,demand_village6,demand_village7,demand_village8,demand_village9,demand_village10,demand_village11,demand_village12,demand_village13,demand_village14,demand_village15,demand_village16,demand_village17,demand_village18,demand_village19,demand_village20,demand_village21,demand_village22,demand_village23,demand_village24,demand_village25,demand_village26,demand_village27,demand_village28,demand_village29,demand_village30,demand_village31,demand_village32,demand_village33,demand_village34,demand_village35,demand_village36,demand_village37,demand_village38,demand_village39,demand_village40,demand_village41,demand_village42,demand_village43,demand_village44,demand_village45,demand_village46,demand_village47,demand_village48,demand_village49,demand_village50,demand_village51,demand_village52,demand_village53,demand_village54,demand_village55,demand_village56,demand_village57,demand_village58,demand_village59,demand_village60,demand_village61,demand_village62,demand_village63,demand_village64,demand_village65,demand_village66,demand_village67,demand_village68,demand_village69,demand_village70,demand_village71,demand_village72,demand_village73,demand_village74,demand_village75,demand_village76,demand_village77,demand_village78,demand_village79,demand_village80,demand_village81,demand_village82,demand_village83,demand_village84,demand_village85,demand_village86,demand_village87,demand_village88,demand_village89,demand_village90,demand_village91,demand_village92,demand_village93,demand_village94,demand_village95,demand_village96,demand_village97,demand_village98,demand_village99,demand_village100,demand_village101,demand_village102,demand_village103,demand_village104,demand_village105,demand_village106,demand_village107,demand_village108,demand_village109,demand_village110,demand_village111,demand_village112,demand_village113,demand_village114,demand_village115,demand_village116,demand_village117,demand_village118,demand_village119,demand_village120,demand_village121,demand_village122,demand_village123,demand_village124,demand_village125,demand_village126,demand_village127,demand_village128,demand_village129,demand_village130,demand_village131,demand_village132,demand_village133,demand_village134,demand_village135,demand_village136,demand_village137,demand_village138,demand_village139,demand_village140,demand_village141,demand_village142,demand_village143,demand_village144,demand_village145,demand_village146,demand_village147,demand_village148,demand_village149,demand_village150,demand_village151,demand_village152,demand_village153,demand_village154,demand_village155,demand_village156,demand_village157,demand_village158,demand_village159,demand_village160,demand_village161,demand_village162,demand_village163,demand_village164,demand_village165,demand_village166,demand_village167,demand_village168,demand_village169,demand_village170,demand_village171,demand_village172,demand_village173,demand_village174,demand_village175,demand_village176,demand_village177,demand_village178,demand_village179,demand_village180,demand_village181,demand_village182,demand_village183,demand_village184,demand_village185,demand_village186,demand_village187,demand_village188,demand_village189,demand_village190,demand_village191,demand_village192,demand_village193,demand_village194,demand_village195,demand_village196,demand_village197,demand_village198,demand_village199,demand_village200,demand_village201,demand_village202,demand_village203,demand_village204,demand_village205,demand_village206,demand_village207,demand_village208,demand_village209,demand_village210,demand_village211,demand_village212,demand_village213,demand_village214,demand_village215,demand_village216,demand_village217,demand_village218,demand_village219,demand_village220,demand_village221,demand_village222,demand_village223,demand_village224,demand_village225,demand_village226,demand_village227,demand_village228,demand_village229,demand_village230,demand_village231,demand_village232,demand_village233,demand_village234,demand_village235,demand_village236,demand_village237,demand_village238,demand_village239,demand_village240,demand_village241,demand_village242,demand_village243,demand_village244,demand_village245,demand_village246,demand_village247,demand_village248,demand_village249,demand_village250,demand_village251,demand_village252,demand_village253,demand_village254,demand_village255,demand_village256,demand_village257,demand_village258,demand_village259,demand_village260,demand_village261,demand_village262,demand_village263,demand_village264,demand_village265,demand_village266,demand_village267,demand_village268,demand_village269,demand_village270,demand_village271,demand_village272,demand_village273,demand_village274,demand_village275,demand_village276,demand_village277,demand_village278,demand_village279,demand_village280,demand_village281,demand_village282,demand_village283,demand_village284,demand_village285,demand_village286,demand_village287,demand_village288,demand_village289,demand_village290,demand_village291,demand_village292,demand_village293,demand_village294,demand_village295,demand_village296,demand_village297,demand_village298,demand_village299,demand_village300,demand_village301,demand_village302,demand_village303,demand_village304,demand_village305,demand_village306,demand_village307,demand_village308,demand_village309,demand_village310,demand_village311,demand_village312,demand_village313,demand_village314,demand_village315,demand_village316,demand_village317,demand_village318,demand_village319,demand_village320,demand_village321,demand_village322,demand_village323,demand_village324,demand_village325,demand_village326,demand_village327,demand_village328,demand_village329,demand_village330,demand_village331,demand_village332,demand_village333,demand_village334,demand_village335,demand_village336,demand_village337,demand_village338,demand_village339,demand_village340,demand_village341,demand_village342,demand_village343,demand_village344,demand_village345,demand_village346,demand_village347,demand_village348,demand_village349,demand_village350,demand_village351,demand_village352,demand_village353,demand_village354,demand_village355,demand_village356,demand_village357,demand_village358,demand_village359,demand_village360,demand_village361,demand_village362,demand_village363,demand_village364,demand_village365,demand_village366,demand_village367,demand_village368,demand_village369,demand_village370,demand_village371,demand_village372,demand_village373,demand_village374,demand_village375,demand_village376,demand_village377,demand_village378,demand_village379,demand_village380,demand_village381,demand_village382,demand_village383,demand_village384,demand_village385,demand_village386,demand_village387,demand_village388,demand_village389,demand_village390,demand_village391,demand_village392,demand_village393,demand_village394,demand_village395,demand_village396,demand_village397,demand_village398,demand_village399,demand_village400,demand_village401,demand_village402,demand_village403,demand_village404,demand_village405,demand_village406,demand_village407,demand_village408,demand_village409,demand_village410,demand_village411,demand_village412,demand_village413,demand_village414,demand_village415,demand_village416,demand_village417,demand_village418,demand_village419,demand_village420,demand_village421,demand_village422,demand_village423,demand_village424,demand_village425,demand_village426,demand_village427,demand_village428,demand_village429,demand_village430,demand_village431,demand_village432,demand_village433,demand_village434,demand_village435,demand_village436,demand_village437,demand_village438,demand_village439,demand_village440,demand_village441,demand_village442,demand_village443,demand_village444,demand_village445,demand_village446,demand_village447,demand_village448,demand_village449,demand_village450,demand_village451,demand_village452,demand_village453,demand_village454,demand_village455,demand_village456,demand_village457,demand_village458,demand_village459,demand_village460,demand_village461,demand_village462,demand_village463,demand_village464,demand_village465,demand_village466,demand_village467,demand_village468,demand_village469,demand_village470,demand_village471,demand_village472,demand_village473,demand_village474,demand_village475,demand_village476,demand_village477,demand_village478,demand_village479,demand_village480,demand_village481,demand_village482,demand_village483,demand_village484,demand_village485,demand_village486,demand_village487,demand_village488,demand_village489,demand_village490,demand_village491,demand_village492,demand_village493,demand_village494,demand_village495,demand_village496,demand_village497,demand_village498,demand_village499,demand_village500,demand_village501,demand_village502,demand_village503,demand_village504,demand_village505,demand_village506,demand_village507,demand_village508,demand_village509,demand_village510,demand_village511,demand_village512,demand_village513,demand_village514,demand_village515,demand_village516,demand_village517,demand_village518,demand_village519,demand_village520,demand_village521,demand_village522,demand_village523,demand_village524,demand_village525,demand_village526,demand_village527,demand_village528,demand_village529,demand_village530,demand_village531,demand_village532,demand_village533,demand_village534,demand_village535,demand_village536,demand_village537,demand_village538,demand_village539,demand_village540,demand_village541,demand_village542,demand_village543,demand_village544,demand_village545,demand_village546,demand_village547,demand_village548,demand_village549,demand_village550,demand_village551,demand_village552,demand_village553,demand_village554,demand_village555,demand_village556,demand_village557,demand_village558,demand_village559,demand_village560,demand_village561,demand_village562,demand_village563,demand_village564,demand_village565,demand_village566,demand_village567,demand_village568,demand_village569,demand_village570,demand_village571,demand_village572,demand_village573,demand_village574,demand_village575,demand_village576,demand_village577,demand_village578,demand_village579,demand_village580,demand_village581,demand_village582,demand_village583,demand_village584,demand_village585,demand_village586,demand_village587,demand_village588,demand_village589,demand_village590,demand_village591,demand_village592,demand_village593,demand_village594,demand_village595,demand_village596,demand_village597,demand_village598,demand_village599,demand_village600,demand_village601,demand_village602,demand_village603,demand_village604,demand_village605,demand_village606,demand_village607,demand_village608,demand_village609,demand_village610,demand_village611,demand_village612,demand_village613,demand_village614,demand_village615,demand_village616,demand_village617,demand_village618,demand_village619,demand_village620,demand_village621,demand_village622,demand_village623,demand_village624,demand_village625,demand_village626,demand_village627,demand_village628,demand_village629,demand_village630,demand_village631,demand_village632,demand_village633,demand_village634,demand_village635,demand_village636,demand_village637,demand_village638,demand_village639,demand_village640,demand_village641,demand_village642,demand_village643,demand_village644,demand_village645,demand_village646,demand_village647,demand_village648,demand_village649,demand_village650,demand_village651,demand_village652,demand_village653,demand_village654,demand_village655,demand_village656,demand_village657,demand_village658,demand_village659,demand_village660,demand_village661,demand_village662,demand_village663,demand_village664,demand_village665,demand_village666,demand_village667,demand_village668,demand_village669,demand_village670,demand_village671,demand_village672,demand_village673,demand_village674,demand_village675,demand_village676,demand_village677,demand_village678,demand_village679,demand_village680,demand_village681,demand_village682,demand_village683,demand_village684,demand_village685,demand_village686,demand_village687,demand_village688,demand_village689,demand_village690,demand_village691,demand_village692,demand_village693,demand_village694,demand_village695,demand_village696,demand_village697,demand_village698,demand_village699,demand_village700,demand_village701,demand_village702,demand_village703,demand_village704,demand_village705,demand_village706,demand_village707,demand_village708,demand_village709,demand_village710,demand_village711,demand_village712,demand_village713,demand_village714,demand_village715,demand_village716,demand_village717,demand_village718,demand_village719,demand_village720,demand_village721,demand_village722,demand_village723,demand_village724,demand_village725,demand_village726,demand_village727,demand_village728,demand_village729,demand_village730,demand_village731,demand_village732,demand_village733,demand_village734,demand_village735,demand_village736,demand_village737,demand_village738,demand_village739,demand_village740,demand_village741,demand_village742,demand_village743,demand_village744,demand_village745,demand_village746,demand_village747,demand_village748,demand_village749,demand_village750,demand_village751,demand_village752,demand_village753,demand_village754,demand_village755,demand_village756,demand_village757,demand_village758,demand_village759,demand_village760,demand_village761,demand_village762,demand_village763,demand_village764,demand_village765,demand_village766,demand_village767,demand_village768,demand_village769,demand_village770,demand_village771,demand_village772,demand_village773,demand_village774,demand_village775,demand_village776,demand_village777,demand_village778,demand_village779,demand_village780
2000,1,1.0,1.0,1,0,0.063015,0.192265,0.191355,0.088431,0.099563,0.087521,0.081499,0.161108,0.155297,0.090181,0.150045,0.064555,0.133608,0.046701,0.087472,0.111536,0.111718,0.029477,0.046141,0.010082,0.037809,0.026886,0.025976,0.015264,0.011133,0.031157,0.028497,0.021145,0.015054,0.011553,0.023526,0.035288,0.020865,0.016804,0.017224,0.010082,0.017644,0.036058,0.016174,0.014493,0.015684,0.017644,0.031017,0.024296,0.018414,0.024856,0.025696,0.024926,0.045441,0.053353,0.033468,0.036409,0.031227,0.028707,0.046911,0.036269,0.039349,0.056293,0.017784,0.096063,0.012673,0.065115,0.025696,0.024016,0.011763,0.101664,0.082059,0.04138,0.078278,0.014353,0.033748,0.029267,0.022405,0.161668,0.034728,0.015614,0.071557,0.022685,0.015054,0.024506,0.038019,0.151726,0.08332,0.109786,0.016804,0.106355,0.097253,0.044951,0.21425,0.068686,0.065045,0.054823,0.245058,0.035988,0.012043,0.012323,0.022965,0.011903,0.012673,0.051112,0.027306,0.033328,0.04054,0.047611,0.027306,0.017854,0.018204,0.025906,0.030107,0.020865,0.036199,0.040119,0.057624,0.028847,0.029057,0.029757,0.04369,0.031087,0.026186,0.031507,0.04348,0.032558,0.030457,0.031857,0.04439,0.034028,0.058744,0.050762,0.04418,0.035428,0.04103,0.033468,0.027867,0.04355,0.064625,0.031507,0.013933,0.013443,0.046841,0.009032,0.020165,0.027657,0.035848,0.026886,0.027376,0.024086,0.010502,0.010012,0.019815,0.038089,0.022755,0.034028,0.014213,0.023175,0.028357,0.018134,0.036199,0.018904,0.016384,0.039909,0.037529,0.026466,0.022475,0.020025,0.022685,0.022055,0.013233,0.024296,0.078769,0.058114,0.051252,0.021845,0.04152,0.04117,0.034238,0.022055,0.072467,0.027586,0.023666,0.030247,0.028497,0.050272,0.036199,0.020445,0.04425,0.025346,0.015614,0.243657,0.224613,0.715568,0.133801,0.04124,0.031857,0.023806,0.071487,0.014003,0.018834,0.046351,0.078488,0.095643,0.0439,0.016034,0.100894,0.080799,0.095993,0.068266,0.08353,0.116087,0.033048,0.071487,0.024926,0.050412,0.028777,0.021915,0.026886,0.024086,0.035498,0.014633,0.019044,0.035988,0.052231,0.048403,0.091862,0.162998,0.08416,0.046351,0.028707,0.08472,0.080939,0.102014,0.070507,0.072677,0.049712,0.152846,0.054753,0.046001,0.022265,0.093892,0.021495,0.045371,0.023596,0.050762,0.038299,0.156627,0.105445,0.165099,0.200667,0.101454,0.143674,0.153616,0.147175,0.292389,0.018414,0.022545,0.026256,0.030527,0.018064,0.011623,0.010222,0.014914,0.010292,0.032278,0.015544,0.209489,0.079329,0.247018,0.200737,0.291619,0.077438,0.122249,0.007492,0.023105,0.029337,0.016454,0.009732,0.018484,0.019815,0.017924,0.051937,0.013023,0.011413,0.018064,0.033328,0.014703,0.038579,0.052162,0.013443,0.018134,0.069596,0.018414,0.146762,0.039069,0.061965,0.04222,0.029407,0.047471,0.010643,0.025976,0.066656,0.0411,0.030527,0.04166,0.04425,0.04047,0.046281,0.034658,0.061544,0.04152,0.039489,0.028567,0.015964,0.025416,0.038019,0.029197,0.037809,0.018764,0.026256,0.022685,0.047401,0.036829,0.026886,0.022965,0.04355,0.04348,0.035988,0.025346,0.033678,0.045651,0.056083,0.017924,0.047401,0.026816,0.136252,0.040049,0.08549,0.044741,0.04138,0.04397,0.057063,0.047191,0.066096,0.026256,0.036409,0.049292,0.036619,0.049362,0.067636,0.026956,0.080939,0.017504,0.019185,0.036899,0.016944,0.053773,0.068756,0.015474,0.017364,0.029687,0.019535,0.029057,0.04432,0.0425,0.063015,0.025066,0.051742,0.035148,0.037319,0.010713,0.020025,0.016384,0.0418,0.040259,0.054263,0.062035,0.020655,0.024226,0.027376,0.040329,0.038929,0.028427,0.012603,0.035708,0.021495,0.036339,0.008612,0.010643,0.046491,0.014984,0.009732,0.014633,0.021075,0.038369,0.028987,0.011553,0.023946,0.034728,0.014843,0.019675,0.025626,0.022405,0.024226,0.015474,0.029337,0.049432,0.045581,0.028147,0.046351,0.037179,0.013443,0.017294,0.036058,0.033398,0.04355,0.039069,0.032838,0.04425,0.007842,0.012883,0.014283,0.018694,0.008472,0.027096,0.04439,0.023526,0.04096,0.011343,0.047401,0.049292,0.028287,0.035848,0.030387,0.030597,0.039139,0.019044,0.019745,0.026186,0.046351,0.046701,0.021845,0.019605,0.025206,0.015894,0.051182,0.022195,0.067986,0.030667,0.030877,0.024926,0.031928,0.060424,0.173431,0.054753,0.054753,0.064275,0.04103,0.054683,0.04439,0.070577,0.021985,0.038929,0.060424,0.060634,0.047541,0.066586,0.034728,0.109086,0.011763,0.055173,0.029967,0.018974,0.039559,0.014353,0.009522,0.013723,0.025416,0.012883,0.027937,0.04138,0.0404,0.018484,0.039069,0.037459,0.080659,0.026886,0.031647,0.025906,0.040049,0.033958,0.025556,0.018274,0.035708,0.013793,0.108456,0.038369,0.068966,0.033608,0.019255,0.028287,0.014423,0.032838,0.024926,0.026186,0.035148,0.030667,0.032068,0.033188,0.04075,0.010783,0.013793,0.011483,0.028707,0.015824,0.021705,0.030387,0.025766,0.030597,0.024016,0.015334,0.012603,0.036269,0.029127,0.024646,0.010292,0.024156,0.022265,0.018484,0.018064,0.017504,0.053983,0.033538,0.04152,0.050482,0.012673,0.018274,0.025486,0.019185,0.022685,0.014773,0.019885,0.028077,0.039699,0.038789,0.031647,0.034168,0.030037,0.022895,0.038929,0.023666,0.062315,0.030107,0.019114,0.031437,0.023035,0.045441,0.012673,0.035708,0.033678,0.039909,0.022615,0.036129,0.027446,0.017854,0.031998,0.016034,0.015684,0.045791,0.012883,0.019325,0.058114,0.018414,0.017434,0.048731,0.011063,0.015894,0.008402,0.045581,0.024646,0.029337,0.030107,0.027026,0.026466,0.012673,0.024646,0.04208,0.054473,0.048521,0.0411,0.030177,0.024226,0.039279,0.026186,0.027586,0.018904,0.092982,0.019395,0.025136,0.015194,0.015404,0.016664,0.009592,0.023105,0.018484,0.017644,0.008752,0.036479,0.020025,0.033818,0.010222,0.011273,0.018974,0.020165,0.024296,0.022755,0.016524,0.020235,0.035288,0.034728,0.030457,0.036479,0.038999,0.025276,0.028357,0.021775,0.022475,0.013723,0.017294,0.014703,0.016384,0.012813,0.038159,0.022405,0.021845,0.014914,0.011063,0.009382,0.011203,0.018764,0.007632,0.013163,0.008052,0.009452,0.034448,0.016454,0.036058,0.013653,0.028357,0.016314,0.011693,0.016174,0.012043,0.019325,0.019255,0.022615,0.022055,0.013443,0.007352,0.013933,0.008612,0.010993,0.018204,0.013583,0.021075,0.012953,0.012323,0.022405,0.024436,0.014073,0.031017,0.015264,0.020585,0.022125,0.030317,0.019815,0.016594,0.009382,0.038649,0.044741,0.019044,0.019675,0.013443,0.021635,0.033118,0.020095,0.016524,0.021425,0.012603,0.013023,0.007212,0.013303,0.009942,0.012603,0.026536,0.014423,0.011763,0.014073,0.031017,0.022125,0.022335,0.009382,0.034868,0.038369,0.019255,0.060354,0.008052,0.013933,0.039139,0.020515,0.022405,0.038229,0.077088,0.025766,0.046351,0.054753,0.08479,0.123159,0.097393,0.052162,0.100054,0.130861,0.098653,0.04418,0.028217,0.033958,0.021705,0.019955,0.009102,0.016594,0.013233,0.031297,0.014213,0.04082,0.006161,0.017994,0.016104,0.029407,0.034448,0.012533,0.012673,0.012603,0.024086,0.026746,0.009382,0.009802,0.017084,0.013093,0.010502,0.057554,0.026746,0.017294,0.017294,0.008262,0.018484,0.006932,0.015964,0.023386,0.023526,0.032348,0.016804,0.012393,0.072747,0.030037,0.017574,0.026326,0.023526,0.026956,0.014914,0.022755,0.020445,0.015474,0.023596,0.028427,0.014143,0.020165,0.007702,0.032698,0.011973,0.023245,0.013163,0.018624,0.026326
,2,0.9,0.04,2,1,0.055453,0.169193,0.168392,0.077819,0.087616,0.077018,0.071719,0.141775,0.136661,0.079359,0.13204,0.056809,0.126321,0.041097,0.082701,0.098152,0.105624,0.02594,0.040604,0.008872,0.033272,0.02366,0.022859,0.013432,0.009797,0.027418,0.025077,0.018608,0.013247,0.010166,0.020702,0.031054,0.018361,0.014787,0.015157,0.008872,0.015527,0.031731,0.014233,0.012754,0.013802,0.015527,0.027295,0.02138,0.016205,0.021873,0.022613,0.021935,0.039988,0.04695,0.029452,0.03204,0.02748,0.025262,0.041282,0.031916,0.034627,0.049538,0.01565,0.084535,0.011152,0.057301,0.022613,0.021134,0.010351,0.089464,0.072212,0.036414,0.068885,0.012631,0.029698,0.025755,0.019717,0.142268,0.030561,0.01374,0.06297,0.019963,0.013247,0.021565,0.033457,0.133519,0.073321,0.096612,0.014787,0.093592,0.085583,0.039557,0.18854,0.060444,0.05724,0.048244,0.215651,0.03167,0.010598,0.010844,0.02021,0.010474,0.011152,0.044979,0.02403,0.029329,0.035675,0.041898,0.02403,0.015712,0.01602,0.022797,0.026494,0.018361,0.031855,0.035305,0.050709,0.025385,0.02557,0.026186,0.038447,0.027357,0.023044,0.027727,0.038263,0.028651,0.026802,0.028035,0.039064,0.029945,0.051695,0.044671,0.038879,0.031177,0.036106,0.029452,0.024523,0.038324,0.05687,0.027727,0.012261,0.01183,0.04122,0.007948,0.017745,0.024338,0.031547,0.02366,0.024091,0.021195,0.009242,0.008811,0.017437,0.033518,0.020025,0.029945,0.012508,0.020394,0.024954,0.015958,0.031855,0.016636,0.014418,0.03512,0.033025,0.02329,0.019778,0.017622,0.019963,0.019409,0.011645,0.02138,0.069316,0.05114,0.045102,0.019224,0.036537,0.036229,0.030129,0.019409,0.063771,0.024276,0.020826,0.026617,0.025077,0.044239,0.031855,0.017991,0.03894,0.022304,0.01374,0.214418,0.197659,0.6297,0.117745,0.036291,0.028035,0.020949,0.062908,0.012323,0.016574,0.040789,0.06907,0.084165,0.038632,0.01411,0.088786,0.071103,0.084473,0.060074,0.073506,0.102157,0.029082,0.062908,0.021935,0.044362,0.025324,0.019285,0.02366,0.021195,0.031239,0.012877,0.016759,0.03167,0.049382,0.045763,0.080838,0.143439,0.074061,0.040789,0.025262,0.074554,0.071226,0.089772,0.062046,0.063956,0.043746,0.134504,0.048183,0.040481,0.019593,0.082625,0.018916,0.039926,0.020764,0.044671,0.033703,0.137832,0.092791,0.145287,0.176587,0.089279,0.126433,0.135182,0.129514,0.257302,0.016205,0.01984,0.023105,0.026864,0.015897,0.010228,0.008996,0.013124,0.009057,0.028404,0.013678,0.184351,0.069809,0.217376,0.176649,0.256624,0.068146,0.107579,0.006593,0.020333,0.025816,0.014479,0.008564,0.016266,0.017437,0.015773,0.049104,0.01146,0.010043,0.015897,0.029329,0.012939,0.03395,0.045903,0.01183,0.015958,0.061245,0.016205,0.138757,0.034381,0.054529,0.037154,0.025878,0.041775,0.009365,0.022859,0.058657,0.036168,0.026864,0.036661,0.03894,0.035613,0.040727,0.030499,0.054159,0.036537,0.034751,0.025139,0.014048,0.022366,0.033457,0.025693,0.033272,0.016513,0.023105,0.019963,0.041713,0.032409,0.02366,0.02021,0.038324,0.038263,0.03167,0.022304,0.029637,0.040173,0.049353,0.015773,0.041713,0.023598,0.119902,0.035243,0.075231,0.039372,0.036414,0.038694,0.050216,0.041528,0.058164,0.023105,0.03204,0.043377,0.032224,0.043438,0.05952,0.023722,0.071226,0.015404,0.016882,0.032471,0.014911,0.04732,0.060505,0.013617,0.01528,0.026125,0.01719,0.02557,0.039002,0.0374,0.055453,0.022058,0.045533,0.03093,0.032841,0.009427,0.017622,0.014418,0.036784,0.035428,0.047751,0.05459,0.018176,0.021319,0.024091,0.03549,0.034258,0.025015,0.011091,0.031423,0.018916,0.031978,0.007579,0.009365,0.040912,0.013186,0.008564,0.012877,0.018546,0.033765,0.025508,0.010166,0.021072,0.030561,0.013062,0.017314,0.022551,0.019717,0.021319,0.013617,0.025816,0.0435,0.040111,0.024769,0.040789,0.032717,0.01183,0.015219,0.031731,0.02939,0.038324,0.034381,0.028897,0.03894,0.006901,0.011337,0.012569,0.016451,0.007455,0.023845,0.039064,0.020702,0.036044,0.009982,0.041713,0.043377,0.024892,0.031547,0.026741,0.026926,0.034443,0.016759,0.017375,0.023044,0.040789,0.041097,0.019224,0.017252,0.022181,0.013986,0.04504,0.019532,0.059828,0.026987,0.027172,0.021935,0.028096,0.053173,0.152619,0.048183,0.048183,0.056562,0.036106,0.048121,0.039064,0.062107,0.019347,0.034258,0.053173,0.053358,0.041836,0.058595,0.030561,0.095995,0.010351,0.048552,0.026371,0.016698,0.034812,0.012631,0.00838,0.012076,0.022366,0.011337,0.024584,0.036414,0.035552,0.016266,0.034381,0.032964,0.07098,0.02366,0.02785,0.022797,0.035243,0.029883,0.022489,0.016081,0.031423,0.012138,0.095441,0.033765,0.06069,0.029575,0.016944,0.024892,0.012693,0.028897,0.021935,0.023044,0.03093,0.026987,0.028219,0.029205,0.03586,0.009489,0.012138,0.010105,0.025262,0.013925,0.0191,0.026741,0.022674,0.026926,0.021134,0.013494,0.011091,0.031916,0.025632,0.021688,0.009057,0.021257,0.019593,0.016266,0.015897,0.015404,0.047505,0.029513,0.036537,0.044424,0.011152,0.016081,0.022428,0.016882,0.019963,0.013001,0.017499,0.024707,0.034935,0.034134,0.02785,0.030068,0.026433,0.020148,0.034258,0.020826,0.054837,0.026494,0.016821,0.027665,0.020271,0.039988,0.011152,0.031423,0.029637,0.03512,0.019901,0.031793,0.024153,0.015712,0.028158,0.01411,0.013802,0.040296,0.011337,0.017006,0.05114,0.016205,0.015342,0.042884,0.009735,0.013986,0.007394,0.040111,0.021688,0.025816,0.026494,0.023783,0.02329,0.011152,0.021688,0.03703,0.047936,0.042699,0.036168,0.026556,0.021319,0.034566,0.023044,0.024276,0.016636,0.081824,0.017067,0.02212,0.01337,0.013555,0.014664,0.008441,0.020333,0.016266,0.015527,0.007702,0.032101,0.017622,0.02976,0.008996,0.00992,0.016698,0.017745,0.02138,0.020025,0.014541,0.017807,0.031054,0.030561,0.026802,0.032101,0.034319,0.022243,0.024954,0.019162,0.019778,0.012076,0.015219,0.012939,0.014418,0.011275,0.03358,0.019717,0.019224,0.013124,0.009735,0.008256,0.009858,0.016513,0.006716,0.011584,0.007086,0.008318,0.030314,0.014479,0.031731,0.012015,0.024954,0.014356,0.01029,0.014233,0.010598,0.017006,0.016944,0.019901,0.019409,0.01183,0.00647,0.012261,0.007579,0.009673,0.01602,0.011953,0.018546,0.011399,0.010844,0.019717,0.021503,0.012385,0.027295,0.013432,0.018115,0.01947,0.026679,0.017437,0.014603,0.008256,0.034011,0.039372,0.016759,0.017314,0.01183,0.019039,0.029144,0.017683,0.014541,0.018854,0.011091,0.01146,0.006346,0.011707,0.008749,0.011091,0.023352,0.012693,0.010351,0.012385,0.027295,0.01947,0.019655,0.008256,0.030684,0.033765,0.016944,0.053112,0.007086,0.012261,0.034443,0.018053,0.019717,0.033642,0.067838,0.022674,0.040789,0.048183,0.074615,0.10838,0.085706,0.045903,0.088047,0.115157,0.086815,0.038879,0.024831,0.029883,0.0191,0.01756,0.00801,0.014603,0.011645,0.027542,0.012508,0.035921,0.005422,0.015835,0.014171,0.025878,0.030314,0.011029,0.011152,0.011091,0.021195,0.023537,0.008256,0.008626,0.015034,0.011522,0.009242,0.050647,0.023537,0.015219,0.015219,0.007271,0.016266,0.0061,0.014048,0.020579,0.020702,0.028466,0.014787,0.010906,0.064017,0.026433,0.015465,0.023167,0.020702,0.023722,0.013124,0.020025,0.017991,0.013617,0.020764,0.025015,0.012446,0.017745,0.006778,0.028774,0.010536,0.020456,0.011584,0.016389,0.023167
