r_id,pltgu_muara_karang_blok_1__2_,pltu_muara_karan_4_5_,pltgu_muara_karang_blok_3_gt,pltd_senayan,pltgu_priok_blok_1_2__3,pltgu_jawa2,pltu_ipp_lbe,pltu_suralaya_18,pltu_jawa7,pltgu_cilegon,pltu_lontar_13,pltu_labuhan_12,pltgu_muara_tawar_blok_1__5,pltg_muara_tawar_blok_2_3_4,plta_cirata_18,plta_saguling_14,plta_ipp_jatiluhur,pltg_ipp_cikarang_listrindo,pltgu_ipp_bekasi_power,pltu_indramayu_13,pltu_pelabuhan_ratu_13,plta_rajamandala,pltu_ipp_cirebon,plta_jawa_tengah_tersebar_,pltp_jawa_tengah_tersebar,pltm_jawa_tengah_tersebar,pltgu_tambalorok_blok_1__2,pltgu_tambaklorok,pltu_ipp_tanjung_jati_b_14,pltu_rembang_12,pltu_adipala,pltu_ipp_cilacap_13,pltu_jawa_8,pltu_tanjung_awarwar_12,plta_jawa_timur_tersebar,pltgu_gresik_blok_13,pltu_gresik_14,pltgu_grati_blok_13,grati_addon_blok_2,pltu_paiton_1_29,pltu_ipp_paiton_35678,pltu_pacitan_12,pltg_gilimanuk,pltg_pemaron_12,pltu_ipp_celukan_bawang_13,pltgdgd_pesenggaran,muara_karang,sunter,jawabali_kuota_tersebar,lontar_exp,ciktok,cibareno_1,cikamunding,jawabali_kuota_tersebar,sepanjang,palau_panjang_dedieselisasi,banten,jawabali_kuota_tersebar,sepanjang,banten,rawadano_ftp2,gili_iyang_dedieselisasi,ketapang_dedieselisasi,jawabali_kuota_tersebar,jawa9,raas_dedieselisasi,jawa10,rawadano_ftp2,karimunjawa,sapeken_dedieselisasi,gili_genting_dedieselisasi,jawabali_kuota_tersebar,jatigede_ftp2,jatigede_ftp2,jawal,jawal,muara_tawar_addon_blok_2,cibanteng,cibuni_mandiri,ciherang,cikaengan,cikandang,cikaso_3,cileunca,muara_tawar_addon_blok_3,muara_tawar_addon_blok_4,cibuni,cikaengan2,jayamukti,kertamukti,pareang,nusa_penida,jawal_ftp2,cimandiri,jawabali_kuota_tersebar,patuha_ftp2,mandangin_dedieselisasi,jawa_barat,jawabali_kuota_tersebar,cibuni_ftp2,bawean,sapudi_dedieselisasi,jawabali_kuota_tersebar,gunung_salak_7,gunung_salak_8,gunung_salak_small_scale_binafy,lisdes,kangean_dedieselisasi,jawabali_kuota_tersebar,jawa3_ftp2,upper_cisokan_pump_storage_ftp2,upper_cisokan_pump_storage,upper_cisokan_pump_storage_ftp2,upper_cisokan_pump_storage_ftp2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,patuha_ftp2,tangkuban_perahu_ftp2,tangkuban_perahu_ftp2,wayang_windu_3_ftp2,jawa3_ftp2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,cisolokcisukarame_ftp2,jawabali_kuota_tersebar,tampomas_ftp2,jawabali_1,gunung_wugul,lambur,pageruyung_1,jawa_tengah_ppp,jawa_tengah_ppp,jawa4_ftp2,jawa4_ftp2,harjosari,jawabali_kuota_tersebar,surakarta,b_anyu_biru,gerak_serayu,jatibarang,jawabali_kuota_tersebar,dieng_ftp2,dieng_small_scale,dieng_small_scale_binary,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,bali_barat,jawabali_kuota_tersebar,candradimuka,dieng_ftp2,dieng_ftp2,jawabali_kuota_tersebar,bali_timur,jawabali_kuota_tersebar,jawabali_kuota_tersebar,ungaran_ftp2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,baturaden_ftp2,jawabali_kuota_tersebar,matenggeng_ps,matenggeng_ps,matenggeng_ps,matenggeng_ps,baturaden_ftp2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,baturaden_ftp2,guci_ftp2,jawabali_kuota_tersebar,benowo,kanzy_1,bayu,jatimlerek,sumberarum_2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,ijen_ftp2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,ijen_ftp2,jawabali_kuota_tersebar,telaga_ngebel_ftp2,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,telaga_ngebel_ftp2,telaga_ngebel_ftp2,grindulu,grindulu,grindulu,grindulu,jawabali_kuota_tersebar,bali,titab,jawabali_kuota_tersebar,cirata,bali,bedugul,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,jawabali_kuota_tersebar,bedugul,PLTP_Dieng_(FTP2),PLTP_Dieng_(FTP2),PLTP_Dieng_(FTP2),HLF_Dieng_(H_1-2),PLTP_Dieng_(FTP2),PLTP_Dieng_(FTP2),PLTP_Patuha_(FTP2),PLTP_Patuha_(FTP2),PLTP_Patuha_(FTP2),PLTP_Patuha_(FTP2),PLTP_Patuha_(FTP2),PLTP_Patuha_(FTP2),PLTP_Wayang_Windu_3_(FTP2),PLTP_Wayang_Windu_4_(FTP2),PLTP_Gunung_Ungaran,PLTP_Kaldera_Danau_Banten,PLTP_Gn_Ciremai,PLTP_Songgoriti,PLTP_Gn_Pandan,PLTP_Gn_Willis,PLTA_(PS)_Jatiluhur,PLTSa_Bandung,PLTSa_Bekasi,PLTSa_Tangerang,PLTSa_Tangerang_Selatan,PLTSa_Semarang,PLTB_NEW_1_PLTB_JETP,PLTB_NEW_2_PLTB_JETP,PLTB_NEW_2_PLTB_JETP,PLTB_NEW_3_PLTB_JETP,PLTB_NEW_3_PLTB_JETP,PLTB_NEW_4_PLTB_JETP,PLTB_NEW_4_PLTB_JETP,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_1_PLTB,PLTB_NEW_3_PLTB,PLTB_NEW_3_PLTB,PLTB_KarimunJava,PLTS_Sutami_1_Karangkates,PLTS_Indramayu,PLTS_Wiaduk_Jatiluhur,PLTS_Gajahmungkur_(Hijaunesia),PLTS_Kedung_Ombo_(Hijaunesia),PLTS_Jatigede_(Hijaunesia),PLTS_Banyuwangi_(Hijaunesia),PLTS_Pasuruan_(Hijaunesia),PLTS_Banten_(Hijaunesia),PLTS_Jabar_(Hijaunesia),PLTS_Banjar_(Hljaunesia),PLTS_Jateng_1_(Hijaunesia),PLTS_Jateng_2_(Hijaunesia),PLTS_Guluk_Guluk_(Hijaunesia),PLTS_Buleleng_(Hijaunesia),dki_jakarta_geothermal_potential_ruen,banten_geothermal_potential_ruen,west_jawa_geothermal_potential_ruen,central_jawa_geothermal_potential_ruen,yogyakarta_geothermal_potential_ruen,east_jawa_geothermal_potential_ruen,bali_geothermal_potential_ruen,dki_jakarta_hydropower_potential_ruen,banten_hydropower_potential_ruen,west_jawa_hydropower_potential_ruen,central_jawa_hydropower_potential_ruen,yogyakarta_hydropower_potential_ruen,east_jawa_hydropower_potential_ruen,bali_hydropower_potential_ruen,dki_jakarta_hydropower_mini_potential_ruen,banten_hydropower_mini_potential_ruen,west_jawa_hydropower_mini_potential_ruen,central_jawa_hydropower_mini_potential_ruen,yogyakarta_hydropower_mini_potential_ruen,east_jawa_hydropower_mini_potential_ruen,bali_hydropower_mini_potential_ruen,dki_jakarta_biomass_potential_ruen,banten_biomass_potential_ruen,west_jawa_biomass_potential_ruen,central_jawa_biomass_potential_ruen,yogyakarta_biomass_potential_ruen,east_jawa_biomass_potential_ruen,bali_biomass_potential_ruen,dki_jakarta_biogas_potential_ruen,banten_biogas_potential_ruen,west_jawa_biogas_potential_ruen,central_jawa_biogas_potential_ruen,yogyakarta_biogas_potential_ruen,east_jawa_biogas_potential_ruen,bali_biogas_potential_ruen,dki_jakarta_solar_potential_ruen,banten_solar_potential_ruen,west_jawa_solar_potential_ruen,central_jawa_solar_potential_ruen,yogyakarta_solar_potential_ruen,east_jawa_solar_potential_ruen,bali_solar_potential_ruen,dki_jakarta_wind_potential_ruen,banten_wind_potential_ruen,west_jawa_wind_potential_ruen,central_jawa_wind_potential_ruen,yogyakarta_wind_potential_ruen,east_jawa_wind_potential_ruen,bali_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.236,0.206,0.029,0.5,0.236,0.029,1,0.236,0.236,1,1,0.236,1,1,0.262,0.236,0.236,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.185,1,0.5,0.5,1,0.236,0.075,0.5,1,0.236,0.236,0.5,1,1,1,0.236,0.236,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.206,0.206,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.206,0.5,0.262,0.185,0.5,1,1,1,1,0.185,0.185,1,1,0.185,0.185,1,0.185,0.5,0.5,0.5,0.5,1,1,0.206,1,1,1,0.248,1,0.5,0.5,0.5,0.5,0.248,0.262,0.262,0.206,0.206,0.262,0.262,0.236,0.236,0.236,0.5,1,0.236,0.236,0.236,0.5,0.248,0.206,1,0.248,1,0.248,0.262,0.262,0.236,1,0.236,1,1,0.5,0.5,0.5,0.5,0.236,1,0.5,0.248,0.248,1,1,0.206,0.248,1,0.262,0.236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.029,0.075,0.075,0.073,0.073,0.042,0.042,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.073,0.073,0.073,0.236,0.248,0.248,0.262,0.262,0.248,0.236,0.236,0.206,0.248,0.248,0.262,0.262,0.236,0.185,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.269,0.206,0.248,0.262,0.286,0.236,0.185,0.064,0.029,0.075,0.073,0.096,0.042,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.407,0.41,0.025,0.5,0.407,0.025,1,0.407,0.407,1,1,0.407,1,1,0.482,0.407,0.407,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.309,1,0.5,0.5,1,0.407,0.062,0.5,1,0.407,0.407,0.5,1,1,1,0.407,0.407,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.41,0.41,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.41,0.5,0.482,0.309,0.5,1,1,1,1,0.309,0.309,1,1,0.309,0.309,1,0.309,0.5,0.5,0.5,0.5,1,1,0.41,1,1,1,0.489,1,0.5,0.5,0.5,0.5,0.489,0.482,0.482,0.41,0.41,0.482,0.482,0.407,0.407,0.407,0.5,1,0.407,0.407,0.407,0.5,0.489,0.41,1,0.489,1,0.489,0.482,0.482,0.407,1,0.407,1,1,0.5,0.5,0.5,0.5,0.407,1,0.5,0.489,0.489,1,1,0.41,0.489,1,0.482,0.407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.025,0.062,0.062,0.061,0.061,0.042,0.042,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.061,0.061,0.061,0.407,0.489,0.489,0.482,0.482,0.489,0.407,0.407,0.41,0.489,0.489,0.482,0.482,0.407,0.309,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.459,0.41,0.489,0.482,0.479,0.407,0.309,0.061,0.025,0.062,0.061,0.092,0.042,0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.526,0.559,0.017,0.5,0.526,0.017,1,0.526,0.526,1,1,0.526,1,1,0.593,0.526,0.526,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.429,1,0.5,0.5,1,0.526,0.041,0.5,1,0.526,0.526,0.5,1,1,1,0.526,0.526,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.559,0.559,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.559,0.5,0.593,0.429,0.5,1,1,1,1,0.429,0.429,1,1,0.429,0.429,1,0.429,0.5,0.5,0.5,0.5,1,1,0.559,1,1,1,0.636,1,0.5,0.5,0.5,0.5,0.636,0.593,0.593,0.559,0.559,0.593,0.593,0.526,0.526,0.526,0.5,1,0.526,0.526,0.526,0.5,0.636,0.559,1,0.636,1,0.636,0.593,0.593,0.526,1,0.526,1,1,0.5,0.5,0.5,0.5,0.526,1,0.5,0.636,0.636,1,1,0.559,0.636,1,0.593,0.526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.017,0.041,0.041,0.047,0.047,0.037,0.037,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.047,0.047,0.047,0.526,0.636,0.636,0.593,0.593,0.636,0.526,0.526,0.559,0.636,0.636,0.593,0.593,0.526,0.429,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.593,0.559,0.636,0.593,0.581,0.526,0.429,0.056,0.017,0.041,0.047,0.084,0.037,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.562,0.636,0.008,0.5,0.562,0.008,1,0.562,0.562,1,1,0.562,1,1,0.629,0.562,0.562,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.521,1,0.5,0.5,1,0.562,0.026,0.5,1,0.562,0.562,0.5,1,1,1,0.562,0.562,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.636,0.636,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.636,0.5,0.629,0.521,0.5,1,1,1,1,0.521,0.521,1,1,0.521,0.521,1,0.521,0.5,0.5,0.5,0.5,1,1,0.636,1,1,1,0.715,1,0.5,0.5,0.5,0.5,0.715,0.629,0.629,0.636,0.636,0.629,0.629,0.562,0.562,0.562,0.5,1,0.562,0.562,0.562,0.5,0.715,0.636,1,0.715,1,0.715,0.629,0.629,0.562,1,0.562,1,1,0.5,0.5,0.5,0.5,0.562,1,0.5,0.715,0.715,1,1,0.636,0.715,1,0.629,0.562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.008,0.026,0.026,0.042,0.042,0.04,0.04,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.042,0.042,0.042,0.562,0.715,0.715,0.629,0.629,0.715,0.562,0.562,0.636,0.715,0.715,0.629,0.629,0.562,0.521,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.672,0.636,0.715,0.629,0.626,0.562,0.521,0.047,0.008,0.026,0.042,0.087,0.04,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.53,0.681,0.002,0.5,0.53,0.002,1,0.53,0.53,1,1,0.53,1,1,0.666,0.53,0.53,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.567,1,0.5,0.5,1,0.53,0.017,0.5,1,0.53,0.53,0.5,1,1,1,0.53,0.53,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.681,0.681,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.681,0.5,0.666,0.567,0.5,1,1,1,1,0.567,0.567,1,1,0.567,0.567,1,0.567,0.5,0.5,0.5,0.5,1,1,0.681,1,1,1,0.747,1,0.5,0.5,0.5,0.5,0.747,0.666,0.666,0.681,0.681,0.666,0.666,0.53,0.53,0.53,0.5,1,0.53,0.53,0.53,0.5,0.747,0.681,1,0.747,1,0.747,0.666,0.666,0.53,1,0.53,1,1,0.5,0.5,0.5,0.5,0.53,1,0.5,0.747,0.747,1,1,0.681,0.747,1,0.666,0.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.002,0.017,0.017,0.042,0.042,0.047,0.047,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.042,0.042,0.042,0.53,0.747,0.747,0.666,0.666,0.747,0.53,0.53,0.681,0.747,0.747,0.666,0.666,0.53,0.567,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.708,0.681,0.747,0.666,0.652,0.53,0.567,0.036,0.002,0.017,0.042,0.105,0.047,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.502,0.679,0.001,0.5,0.502,0.001,1,0.502,0.502,1,1,0.502,1,1,0.675,0.502,0.502,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.565,1,0.5,0.5,1,0.502,0.011,0.5,1,0.502,0.502,0.5,1,1,1,0.502,0.502,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.679,0.679,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.679,0.5,0.675,0.565,0.5,1,1,1,1,0.565,0.565,1,1,0.565,0.565,1,0.565,0.5,0.5,0.5,0.5,1,1,0.679,1,1,1,0.737,1,0.5,0.5,0.5,0.5,0.737,0.675,0.675,0.679,0.679,0.675,0.675,0.502,0.502,0.502,0.5,1,0.502,0.502,0.502,0.5,0.737,0.679,1,0.737,1,0.737,0.675,0.675,0.502,1,0.502,1,1,0.5,0.5,0.5,0.5,0.502,1,0.5,0.737,0.737,1,1,0.679,0.737,1,0.675,0.502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.001,0.011,0.011,0.044,0.044,0.054,0.054,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.044,0.044,0.044,0.502,0.737,0.737,0.675,0.675,0.737,0.502,0.502,0.679,0.737,0.737,0.675,0.675,0.502,0.565,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.702,0.679,0.737,0.675,0.645,0.502,0.565,0.025,0.001,0.011,0.044,0.131,0.054,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.417,0.617,0,0.5,0.417,0,1,0.417,0.417,1,1,0.417,1,1,0.616,0.417,0.417,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.479,1,0.5,0.5,1,0.417,0.008,0.5,1,0.417,0.417,0.5,1,1,1,0.417,0.417,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.617,0.617,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.617,0.5,0.616,0.479,0.5,1,1,1,1,0.479,0.479,1,1,0.479,0.479,1,0.479,0.5,0.5,0.5,0.5,1,1,0.617,1,1,1,0.677,1,0.5,0.5,0.5,0.5,0.677,0.616,0.616,0.617,0.617,0.616,0.616,0.417,0.417,0.417,0.5,1,0.417,0.417,0.417,0.5,0.677,0.617,1,0.677,1,0.677,0.616,0.616,0.417,1,0.417,1,1,0.5,0.5,0.5,0.5,0.417,1,0.5,0.677,0.677,1,1,0.617,0.677,1,0.616,0.417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,0.008,0.008,0.047,0.047,0.059,0.059,0,0,0,0,0,0,0,0,0,0,0.047,0.047,0.047,0.417,0.677,0.677,0.616,0.616,0.677,0.417,0.417,0.617,0.677,0.677,0.616,0.616,0.417,0.479,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.643,0.617,0.677,0.616,0.553,0.417,0.479,0.016,0,0.008,0.047,0.165,0.059,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
