Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4,demand_ip5,demand_ip6,demand_ip7,demand_ip8,demand_ip9,demand_ip10,demand_ip11,demand_ip12,demand_ip13,demand_ip14,demand_ip15,demand_ip16,demand_ip17,demand_ip18,demand_ip19,demand_ip20,demand_ip21
,,,,,,,,,212,1,16,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,213,1,16,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,214,1,16,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,215,1,16,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,216,1,16,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,217,1,17,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,218,1,17,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,219,1,17,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,220,1,17,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,221,1,17,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,222,1,17,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,223,1,17,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,224,1,17,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,225,1,17,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,226,1,17,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,227,1,17,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,228,1,17,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,229,1,17,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,230,1,17,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,231,1,17,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,232,1,17,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,233,1,17,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,234,1,17,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,235,1,17,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,236,1,17,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,237,1,17,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,238,1,17,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,239,1,17,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,240,1,17,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,241,1,18,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,242,1,18,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,243,1,18,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,244,1,18,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,245,1,18,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,246,1,18,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,247,1,18,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,248,1,18,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,249,1,18,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,250,1,18,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,251,1,18,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,252,1,18,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,253,1,18,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,254,1,18,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,255,1,18,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,256,1,18,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,257,1,18,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,258,1,18,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,259,1,18,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,260,1,18,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,261,1,18,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,262,1,18,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,263,1,18,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,264,1,18,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,265,1,19,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,266,1,19,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,267,1,19,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,268,1,19,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,269,1,19,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,270,1,19,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,271,1,19,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,272,1,19,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,273,1,19,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,274,1,19,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,275,1,19,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,276,1,19,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,277,1,19,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,278,1,19,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,279,1,19,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,280,1,19,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,281,1,19,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,282,1,19,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,283,1,19,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,284,1,19,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,285,1,19,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,286,1,19,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,287,1,19,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,288,1,19,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,289,1,20,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,290,1,20,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,291,1,20,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,292,1,20,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,293,1,20,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,294,1,20,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,295,1,20,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,296,1,20,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,297,1,20,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,298,1,20,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,299,1,20,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,300,1,20,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,301,1,20,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,302,1,20,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,303,1,20,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,304,1,20,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,305,1,20,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,306,1,20,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,307,1,20,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,308,1,20,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,309,1,20,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,310,1,20,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,311,1,20,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,312,1,20,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,313,1,21,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,314,1,21,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,315,1,21,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,316,1,21,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,317,1,21,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,318,1,21,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,319,1,21,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,320,1,21,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,321,1,21,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,322,1,21,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,323,1,21,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,324,1,21,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,325,1,21,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,326,1,21,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,327,1,21,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,328,1,21,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,329,1,21,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,330,1,21,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,331,1,21,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,332,1,21,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,333,1,21,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,334,1,21,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,335,1,21,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,336,1,21,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,337,1,22,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,338,1,22,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,339,1,22,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,340,1,22,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,341,1,22,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,342,1,22,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,343,1,22,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,344,1,22,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,345,1,22,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,346,1,22,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,347,1,22,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,348,1,22,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,349,1,22,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,350,1,22,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,351,1,22,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,352,1,22,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,353,1,22,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,354,1,22,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,355,1,22,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,356,1,22,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,357,1,22,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,358,1,22,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,359,1,22,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,360,1,22,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,361,1,23,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,362,1,23,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,363,1,23,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,364,1,23,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,365,1,23,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,366,1,23,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,367,1,23,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,368,1,23,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,369,1,23,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,370,1,23,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,371,1,23,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,372,1,23,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,373,1,23,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,374,1,23,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,375,1,23,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,376,1,23,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,377,1,23,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,378,1,23,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,379,1,23,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,380,1,23,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,381,1,23,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,382,1,23,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,383,1,23,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,384,1,23,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,385,1,24,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,386,1,24,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,387,1,24,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,388,1,24,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,389,1,24,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,390,1,24,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,391,1,24,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,392,1,24,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,393,1,24,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,394,1,24,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,395,1,24,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,396,1,24,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,397,1,24,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,398,1,24,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,399,1,24,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,400,1,24,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,401,1,24,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,402,1,24,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,403,1,24,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,404,1,24,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,405,1,24,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,406,1,24,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,407,1,24,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,408,1,24,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,409,1,25,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,410,1,25,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,411,1,25,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,412,1,25,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,413,1,25,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,414,1,25,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,415,1,25,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,416,1,25,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,417,1,25,9,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,418,1,25,10,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,419,1,25,11,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,420,1,25,12,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,421,1,25,13,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,422,1,25,14,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,423,1,25,15,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,424,1,25,16,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,425,1,25,17,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,426,1,25,18,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,13,24,16,33,25,0,12
,,,,,,,,,427,1,25,19,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,428,1,25,20,,180,26,16,65,0,8,9,6,7,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,429,1,25,21,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,430,1,25,22,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,431,1,25,23,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,432,1,25,24,,144,26,13,65,0,7,7,5,6,7,7,85,6,0,9,24,11,33,18,0,12
,,,,,,,,,433,1,26,1,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,434,1,26,2,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,435,1,26,3,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,436,1,26,4,,126,23,11,65,0,6,6,4,5,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,437,1,26,5,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,438,1,26,6,,180,23,16,65,0,8,9,6,7,5,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,439,1,26,7,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
,,,,,,,,,440,1,26,8,,180,29,16,65,0,8,9,6,7,8,7,85,6,0,8,24,9,33,15,0,12
