r_id,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,,,,,,,,,,banten,,,,,,,,,,,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,east_java,east_java,east_java,east_java
385,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
386,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
387,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
388,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
389,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
390,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
391,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,1,1,1,1,1,0.039,0.039,0.039,0.039,1,1,1,1,1,1,0.039,0.039,0.039,0.039,1,1,1,1,1,0.039,0.039,0.039,0.039,1,1,1,0.037,0.037,1,1,1,1,1,0.037,0.037,0.037,0.037,1,1,1,0.037,0.037,1,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,0.037,0.037,1,1,1,0.037,0.037,1,1,0.037,1,1,1,1,1,0.037,0.037,0.037,0.037,1,1,1,0.037,0.037,,,,
392,1,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,1,1,1,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,1,1,1,1,1,0.148,0.148,0.148,0.148,1,1,1,1,1,1,0.148,0.148,0.148,0.148,1,1,1,1,1,0.148,0.148,0.148,0.148,1,1,1,0.152,0.152,1,1,1,1,1,0.152,0.152,0.152,0.152,1,1,1,0.152,0.152,1,1,1,1,1,1,1,0.152,0.152,0.152,0.152,0.152,1,1,1,1,0.152,0.152,1,1,1,0.152,0.152,1,1,0.152,1,1,1,1,1,0.089,0.089,0.089,0.089,1,1,1,0.089,0.089,,,,
393,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,1,1,1,1,1,0.271,0.271,0.271,0.271,1,1,1,1,1,1,0.271,0.271,0.271,0.271,1,1,1,1,1,0.271,0.271,0.271,0.271,1,1,1,0.319,0.319,1,1,1,1,1,0.319,0.319,0.319,0.319,1,1,1,0.319,0.319,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,0.319,0.319,1,1,1,0.319,0.319,1,1,0.319,1,1,1,1,1,0.142,0.142,0.142,0.142,1,1,1,0.142,0.142,,,,
394,1,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,1,1,1,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,1,1,1,1,1,0.367,0.367,0.367,0.367,1,1,1,1,1,1,0.367,0.367,0.367,0.367,1,1,1,1,1,0.367,0.367,0.367,0.367,1,1,1,0.439,0.439,1,1,1,1,1,0.439,0.439,0.439,0.439,1,1,1,0.439,0.439,1,1,1,1,1,1,1,0.439,0.439,0.439,0.439,0.439,1,1,1,1,0.439,0.439,1,1,1,0.439,0.439,1,1,0.439,1,1,1,1,1,0.198,0.198,0.198,0.198,1,1,1,0.198,0.198,,,,
395,1,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,1,1,1,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,1,0.429,0.429,0.429,0.429,1,1,1,1,1,1,0.429,0.429,0.429,0.429,1,1,1,1,1,0.429,0.429,0.429,0.429,1,1,1,0.509,0.509,1,1,1,1,1,0.509,0.509,0.509,0.509,1,1,1,0.509,0.509,1,1,1,1,1,1,1,0.509,0.509,0.509,0.509,0.509,1,1,1,1,0.509,0.509,1,1,1,0.509,0.509,1,1,0.509,1,1,1,1,1,0.222,0.222,0.222,0.222,1,1,1,0.222,0.222,,,,
396,1,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,1,1,1,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,1,1,1,1,1,0.452,0.452,0.452,0.452,1,1,1,1,1,1,0.452,0.452,0.452,0.452,1,1,1,1,1,0.452,0.452,0.452,0.452,1,1,1,0.534,0.534,1,1,1,1,1,0.534,0.534,0.534,0.534,1,1,1,0.534,0.534,1,1,1,1,1,1,1,0.534,0.534,0.534,0.534,0.534,1,1,1,1,0.534,0.534,1,1,1,0.534,0.534,1,1,0.534,1,1,1,1,1,0.221,0.221,0.221,0.221,1,1,1,0.221,0.221,,,,
397,1,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,1,1,1,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,0.438,1,1,1,1,1,0.438,0.438,0.438,0.438,1,1,1,1,1,1,0.438,0.438,0.438,0.438,1,1,1,1,1,0.438,0.438,0.438,0.438,1,1,1,0.486,0.486,1,1,1,1,1,0.486,0.486,0.486,0.486,1,1,1,0.486,0.486,1,1,1,1,1,1,1,0.486,0.486,0.486,0.486,0.486,1,1,1,1,0.486,0.486,1,1,1,0.486,0.486,1,1,0.486,1,1,1,1,1,0.22,0.22,0.22,0.22,1,1,1,0.22,0.22,,,,
398,1,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,1,1,1,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,1,1,1,1,1,0.395,0.395,0.395,0.395,1,1,1,1,1,1,0.395,0.395,0.395,0.395,1,1,1,1,1,0.395,0.395,0.395,0.395,1,1,1,0.415,0.415,1,1,1,1,1,0.415,0.415,0.415,0.415,1,1,1,0.415,0.415,1,1,1,1,1,1,1,0.415,0.415,0.415,0.415,0.415,1,1,1,1,0.415,0.415,1,1,1,0.415,0.415,1,1,0.415,1,1,1,1,1,0.198,0.198,0.198,0.198,1,1,1,0.198,0.198,,,,
399,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,1,1,1,1,1,0.319,0.319,0.319,0.319,1,1,1,1,1,1,0.319,0.319,0.319,0.319,1,1,1,1,1,0.319,0.319,0.319,0.319,1,1,1,0.329,0.329,1,1,1,1,1,0.329,0.329,0.329,0.329,1,1,1,0.329,0.329,1,1,1,1,1,1,1,0.329,0.329,0.329,0.329,0.329,1,1,1,1,0.329,0.329,1,1,1,0.329,0.329,1,1,0.329,1,1,1,1,1,0.152,0.152,0.152,0.152,1,1,1,0.152,0.152,,,,
400,1,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,1,1,1,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,1,1,1,1,1,0.23,0.23,0.23,0.23,1,1,1,1,1,1,0.23,0.23,0.23,0.23,1,1,1,1,1,0.23,0.23,0.23,0.23,1,1,1,0.212,0.212,1,1,1,1,1,0.212,0.212,0.212,0.212,1,1,1,0.212,0.212,1,1,1,1,1,1,1,0.212,0.212,0.212,0.212,0.212,1,1,1,1,0.212,0.212,1,1,1,0.212,0.212,1,1,0.212,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,1,0.1,0.1,,,,
401,1,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,1,1,1,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,1,1,1,1,1,0.117,0.117,0.117,0.117,1,1,1,1,1,1,0.117,0.117,0.117,0.117,1,1,1,1,1,0.117,0.117,0.117,0.117,1,1,1,0.107,0.107,1,1,1,1,1,0.107,0.107,0.107,0.107,1,1,1,0.107,0.107,1,1,1,1,1,1,1,0.107,0.107,0.107,0.107,0.107,1,1,1,1,0.107,0.107,1,1,1,0.107,0.107,1,1,0.107,1,1,1,1,1,0.046,0.046,0.046,0.046,1,1,1,0.046,0.046,,,,
402,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,0.018,0.018,1,1,1,1,1,0.018,0.018,0.018,0.018,1,1,1,0.018,0.018,1,1,1,1,1,1,1,0.018,0.018,0.018,0.018,0.018,1,1,1,1,0.018,0.018,1,1,1,0.018,0.018,1,1,0.018,1,1,1,1,1,0.004,0.004,0.004,0.004,1,1,1,0.004,0.004,,,,
403,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
404,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
405,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
406,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
407,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
408,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
409,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
410,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
411,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
412,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
413,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
414,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0.001,0.001,0.001,0.001,1,1,1,0.001,0.001,,,,
415,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,0.024,0.024,1,1,1,1,1,0.024,0.024,0.024,0.024,1,1,1,0.024,0.024,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,1,1,1,1,0.024,0.024,1,1,1,0.024,0.024,1,1,0.024,1,1,1,1,1,0.069,0.069,0.069,0.069,1,1,1,0.069,0.069,,,,
