r_id,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,,,,,,,,,,banten,,,,,,,,,,,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,east_java,east_java,east_java,east_java
1175,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1176,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1177,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1178,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1179,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1180,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1181,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1182,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0.001,0.001,0.001,0.001,1,1,1,0.001,0.001,,,,
1183,1,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,1,1,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.008,0.008,0.008,0.008,1,1,1,1,1,0.008,0.008,0.008,0.008,1,1,1,0.034,0.034,1,1,1,1,1,0.034,0.034,0.034,0.034,1,1,1,0.034,0.034,1,1,1,1,1,1,1,0.034,0.034,0.034,0.034,0.034,1,1,1,1,0.034,0.034,1,1,1,0.034,0.034,1,1,0.034,1,1,1,1,1,0.062,0.062,0.062,0.062,1,1,1,0.062,0.062,,,,
1184,1,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,1,1,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.048,0.048,0.048,0.048,1,1,1,1,1,0.048,0.048,0.048,0.048,1,1,1,0.112,0.112,1,1,1,1,1,0.112,0.112,0.112,0.112,1,1,1,0.112,0.112,1,1,1,1,1,1,1,0.112,0.112,0.112,0.112,0.112,1,1,1,1,0.112,0.112,1,1,1,0.112,0.112,1,1,0.112,1,1,1,1,1,0.166,0.166,0.166,0.166,1,1,1,0.166,0.166,,,,
1185,1,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,1,1,1,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,1,1,1,1,1,0.098,0.098,0.098,0.098,1,1,1,1,1,1,0.098,0.098,0.098,0.098,1,1,1,1,1,0.098,0.098,0.098,0.098,1,1,1,0.183,0.183,1,1,1,1,1,0.183,0.183,0.183,0.183,1,1,1,0.183,0.183,1,1,1,1,1,1,1,0.183,0.183,0.183,0.183,0.183,1,1,1,1,0.183,0.183,1,1,1,0.183,0.183,1,1,0.183,1,1,1,1,1,0.273,0.273,0.273,0.273,1,1,1,0.273,0.273,,,,
1186,1,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,1,1,1,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,0.21,0.21,0.21,0.21,1,1,1,1,1,1,0.21,0.21,0.21,0.21,1,1,1,1,1,0.21,0.21,0.21,0.21,1,1,1,0.229,0.229,1,1,1,1,1,0.229,0.229,0.229,0.229,1,1,1,0.229,0.229,1,1,1,1,1,1,1,0.229,0.229,0.229,0.229,0.229,1,1,1,1,0.229,0.229,1,1,1,0.229,0.229,1,1,0.229,1,1,1,1,1,0.367,0.367,0.367,0.367,1,1,1,0.367,0.367,,,,
1187,1,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,1,1,1,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,0.33,1,1,1,1,1,0.33,0.33,0.33,0.33,1,1,1,1,1,1,0.33,0.33,0.33,0.33,1,1,1,1,1,0.33,0.33,0.33,0.33,1,1,1,0.259,0.259,1,1,1,1,1,0.259,0.259,0.259,0.259,1,1,1,0.259,0.259,1,1,1,1,1,1,1,0.259,0.259,0.259,0.259,0.259,1,1,1,1,0.259,0.259,1,1,1,0.259,0.259,1,1,0.259,1,1,1,1,1,0.445,0.445,0.445,0.445,1,1,1,0.445,0.445,,,,
1188,1,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,1,1,1,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,1,1,1,1,1,0.443,0.443,0.443,0.443,1,1,1,1,1,1,0.443,0.443,0.443,0.443,1,1,1,1,1,0.443,0.443,0.443,0.443,1,1,1,0.285,0.285,1,1,1,1,1,0.285,0.285,0.285,0.285,1,1,1,0.285,0.285,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285,1,1,1,1,0.285,0.285,1,1,1,0.285,0.285,1,1,0.285,1,1,1,1,1,0.464,0.464,0.464,0.464,1,1,1,0.464,0.464,,,,
1189,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,1,1,1,1,1,0.481,0.481,0.481,0.481,1,1,1,1,1,1,0.481,0.481,0.481,0.481,1,1,1,1,1,0.481,0.481,0.481,0.481,1,1,1,0.344,0.344,1,1,1,1,1,0.344,0.344,0.344,0.344,1,1,1,0.344,0.344,1,1,1,1,1,1,1,0.344,0.344,0.344,0.344,0.344,1,1,1,1,0.344,0.344,1,1,1,0.344,0.344,1,1,0.344,1,1,1,1,1,0.45,0.45,0.45,0.45,1,1,1,0.45,0.45,,,,
1190,1,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,1,1,1,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,0.451,1,1,1,1,1,0.451,0.451,0.451,0.451,1,1,1,1,1,1,0.451,0.451,0.451,0.451,1,1,1,1,1,0.451,0.451,0.451,0.451,1,1,1,0.351,0.351,1,1,1,1,1,0.351,0.351,0.351,0.351,1,1,1,0.351,0.351,1,1,1,1,1,1,1,0.351,0.351,0.351,0.351,0.351,1,1,1,1,0.351,0.351,1,1,1,0.351,0.351,1,1,0.351,1,1,1,1,1,0.367,0.367,0.367,0.367,1,1,1,0.367,0.367,,,,
1191,1,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,1,1,1,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,1,1,1,1,1,0.371,0.371,0.371,0.371,1,1,1,1,1,1,0.371,0.371,0.371,0.371,1,1,1,1,1,0.371,0.371,0.371,0.371,1,1,1,0.26,0.26,1,1,1,1,1,0.26,0.26,0.26,0.26,1,1,1,0.26,0.26,1,1,1,1,1,1,1,0.26,0.26,0.26,0.26,0.26,1,1,1,1,0.26,0.26,1,1,1,0.26,0.26,1,1,0.26,1,1,1,1,1,0.271,0.271,0.271,0.271,1,1,1,0.271,0.271,,,,
1192,1,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,1,1,1,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,1,1,1,1,1,0.258,0.258,0.258,0.258,1,1,1,1,1,1,0.258,0.258,0.258,0.258,1,1,1,1,1,0.258,0.258,0.258,0.258,1,1,1,0.178,0.178,1,1,1,1,1,0.178,0.178,0.178,0.178,1,1,1,0.178,0.178,1,1,1,1,1,1,1,0.178,0.178,0.178,0.178,0.178,1,1,1,1,0.178,0.178,1,1,1,0.178,0.178,1,1,0.178,1,1,1,1,1,0.154,0.154,0.154,0.154,1,1,1,0.154,0.154,,,,
1193,1,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,1,1,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,0.125,0.125,0.125,0.125,1,1,1,1,1,1,0.125,0.125,0.125,0.125,1,1,1,1,1,0.125,0.125,0.125,0.125,1,1,1,0.088,0.088,1,1,1,1,1,0.088,0.088,0.088,0.088,1,1,1,0.088,0.088,1,1,1,1,1,1,1,0.088,0.088,0.088,0.088,0.088,1,1,1,1,0.088,0.088,1,1,1,0.088,0.088,1,1,0.088,1,1,1,1,1,0.056,0.056,0.056,0.056,1,1,1,0.056,0.056,,,,
1194,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,1,0.021,0.021,0.021,0.021,1,1,1,1,1,1,0.021,0.021,0.021,0.021,1,1,1,1,1,0.021,0.021,0.021,0.021,1,1,1,0.014,0.014,1,1,1,1,1,0.014,0.014,0.014,0.014,1,1,1,0.014,0.014,1,1,1,1,1,1,1,0.014,0.014,0.014,0.014,0.014,1,1,1,1,0.014,0.014,1,1,1,0.014,0.014,1,1,0.014,1,1,1,1,1,0.004,0.004,0.004,0.004,1,1,1,0.004,0.004,,,,
1195,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1196,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1197,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1198,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1199,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1200,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1201,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1202,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1203,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1204,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1205,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
1206,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
