Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6,demand_z7
,,,,,,,,,947,11,16,11,2023-11-16T09:00:00+08:00,6717,4439,10539,5663,746,8076,1381
,,,,,,,,,948,11,16,12,2023-11-16T10:00:00+08:00,7079,4678,11107,5968,786,8512,1456
,,,,,,,,,949,11,16,13,2023-11-16T11:00:00+08:00,7299,4823,11451,6153,810,8775,1500
,,,,,,,,,950,11,16,14,2023-11-16T12:00:00+08:00,7265,4800,11398,6124,806,8735,1494
,,,,,,,,,951,11,16,15,2023-11-16T13:00:00+08:00,7176,4742,11257,6049,797,8627,1475
,,,,,,,,,952,11,16,16,2023-11-16T14:00:00+08:00,7510,4964,11784,6331,833,9029,1544
,,,,,,,,,953,11,16,17,2023-11-16T15:00:00+08:00,7796,5151,12230,6572,865,9372,1603
,,,,,,,,,954,11,16,18,2023-11-16T16:00:00+08:00,7809,5161,12252,6584,866,9389,1605
,,,,,,,,,955,11,16,19,2023-11-16T17:00:00+08:00,7640,5049,11986,6440,848,9186,1570
,,,,,,,,,956,11,16,20,2023-11-16T18:00:00+08:00,7229,4777,11341,6094,802,8691,1486
,,,,,,,,,957,11,16,21,2023-11-16T19:00:00+08:00,7370,4870,11562,6213,818,8860,1515
,,,,,,,,,958,11,16,22,2023-11-16T20:00:00+08:00,7540,4982,11829,6355,837,9064,1550
,,,,,,,,,959,11,16,23,2023-11-16T21:00:00+08:00,7427,4908,11652,6261,824,8930,1527
,,,,,,,,,960,11,16,24,2023-11-16T22:00:00+08:00,7211,4764,11313,6078,800,8669,1482
,,,,,,,,,961,11,17,1,2023-11-16T23:00:00+08:00,7032,4646,11032,5928,781,8454,1445
,,,,,,,,,962,11,17,2,2023-11-17T00:00:00+08:00,6720,4441,10544,5665,746,8079,1381
,,,,,,,,,963,11,17,3,2023-11-17T01:00:00+08:00,6379,4215,10008,5377,708,7670,1311
,,,,,,,,,964,11,17,4,2023-11-17T02:00:00+08:00,6181,4084,9697,5210,686,7431,1271
,,,,,,,,,965,11,17,5,2023-11-17T03:00:00+08:00,5983,3953,9387,5044,664,7194,1230
,,,,,,,,,966,11,17,6,2023-11-17T04:00:00+08:00,5841,3860,9163,4924,648,7022,1201
,,,,,,,,,967,11,17,7,2023-11-17T05:00:00+08:00,5777,3818,9064,4870,641,6946,1187
,,,,,,,,,968,11,17,8,2023-11-17T06:00:00+08:00,5733,3788,8995,4833,636,6893,1179
,,,,,,,,,969,11,17,9,2023-11-17T07:00:00+08:00,5799,3832,9098,4889,644,6973,1193
,,,,,,,,,970,11,17,10,2023-11-17T08:00:00+08:00,5938,3924,9316,5006,659,7139,1221
,,,,,,,,,971,11,17,11,2023-11-17T09:00:00+08:00,6574,4345,10314,5542,729,7904,1352
,,,,,,,,,972,11,17,12,2023-11-17T10:00:00+08:00,6888,4552,10806,5806,764,8281,1416
,,,,,,,,,973,11,17,13,2023-11-17T11:00:00+08:00,7158,4731,11230,6034,794,8606,1472
,,,,,,,,,974,11,17,14,2023-11-17T12:00:00+08:00,7159,4731,11232,6035,794,8607,1472
,,,,,,,,,975,11,17,15,2023-11-17T13:00:00+08:00,7026,4642,11022,5922,780,8446,1444
,,,,,,,,,976,11,17,16,2023-11-17T14:00:00+08:00,7237,4782,11353,6100,803,8700,1488
,,,,,,,,,977,11,17,17,2023-11-17T15:00:00+08:00,7588,5014,11905,6396,842,9122,1560
,,,,,,,,,978,11,17,18,2023-11-17T16:00:00+08:00,7619,5034,11952,6422,845,9160,1566
,,,,,,,,,979,11,17,19,2023-11-17T17:00:00+08:00,7486,4947,11745,6312,830,9001,1540
,,,,,,,,,980,11,17,20,2023-11-17T18:00:00+08:00,7115,4702,11162,5998,789,8553,1463
,,,,,,,,,981,11,17,21,2023-11-17T19:00:00+08:00,7293,4819,11441,6147,809,8768,1499
,,,,,,,,,982,11,17,22,2023-11-17T20:00:00+08:00,7450,4923,11687,6280,827,8957,1532
,,,,,,,,,983,11,17,23,2023-11-17T21:00:00+08:00,7313,4833,11474,6165,811,8793,1503
,,,,,,,,,984,11,17,24,2023-11-17T22:00:00+08:00,7110,4699,11156,5995,789,8549,1462
,,,,,,,,,985,11,18,1,2023-11-17T23:00:00+08:00,6931,4581,10875,5843,769,8333,1425
,,,,,,,,,986,11,18,2,2023-11-18T00:00:00+08:00,6682,4415,10483,5633,742,8034,1374
,,,,,,,,,987,11,18,3,2023-11-18T01:00:00+08:00,6360,4203,9978,5361,706,7646,1307
,,,,,,,,,988,11,18,4,2023-11-18T02:00:00+08:00,6168,4076,9676,5199,685,7415,1268
,,,,,,,,,989,11,18,5,2023-11-18T03:00:00+08:00,5996,3963,9407,5054,666,7209,1233
,,,,,,,,,990,11,18,6,2023-11-18T04:00:00+08:00,5798,3831,9097,4888,644,6972,1193
,,,,,,,,,991,11,18,7,2023-11-18T05:00:00+08:00,5741,3794,9007,4840,637,6902,1180
,,,,,,,,,992,11,18,8,2023-11-18T06:00:00+08:00,5759,3806,9035,4854,639,6923,1184
,,,,,,,,,993,11,18,9,2023-11-18T07:00:00+08:00,5653,3736,8869,4766,628,6798,1163
,,,,,,,,,994,11,18,10,2023-11-18T08:00:00+08:00,5552,3669,8710,4681,616,6675,1142
,,,,,,,,,995,11,18,11,2023-11-18T09:00:00+08:00,6016,3976,9439,5072,668,7233,1237
,,,,,,,,,996,11,18,12,2023-11-18T10:00:00+08:00,6316,4173,9908,5324,701,7593,1299
,,,,,,,,,997,11,18,13,2023-11-18T11:00:00+08:00,6560,4335,10292,5530,728,7887,1349
,,,,,,,,,998,11,18,14,2023-11-18T12:00:00+08:00,6557,4332,10286,5527,728,7882,1347
,,,,,,,,,999,11,18,15,2023-11-18T13:00:00+08:00,6470,4276,10151,5454,717,7779,1330
,,,,,,,,,1000,11,18,16,2023-11-18T14:00:00+08:00,6624,4377,10392,5584,735,7963,1361
,,,,,,,,,1001,11,18,17,2023-11-18T15:00:00+08:00,6675,4410,10471,5626,741,8024,1372
,,,,,,,,,1002,11,18,18,2023-11-18T16:00:00+08:00,6718,4440,10541,5663,746,8077,1381
,,,,,,,,,1003,11,18,19,2023-11-18T17:00:00+08:00,6689,4421,10495,5639,743,8043,1375
,,,,,,,,,1004,11,18,20,2023-11-18T18:00:00+08:00,6577,4347,10319,5545,730,7908,1353
,,,,,,,,,1005,11,18,21,2023-11-18T19:00:00+08:00,6891,4554,10812,5809,765,8285,1416
,,,,,,,,,1006,11,18,22,2023-11-18T20:00:00+08:00,7085,4681,11115,5972,786,8517,1457
,,,,,,,,,1007,11,18,23,2023-11-18T21:00:00+08:00,6987,4618,10961,5890,775,8400,1437
,,,,,,,,,1008,11,18,24,2023-11-18T22:00:00+08:00,6827,4511,10710,5755,757,8208,1404
,,,,,,,,,1009,9,24,1,2023-09-23T23:00:00+08:00,6736,4451,10567,5678,747,8098,1385
,,,,,,,,,1010,9,24,2,2023-09-24T00:00:00+08:00,6472,4277,10155,5456,718,7782,1330
,,,,,,,,,1011,9,24,3,2023-09-24T01:00:00+08:00,6187,4089,9707,5215,687,7438,1272
,,,,,,,,,1012,9,24,4,2023-09-24T02:00:00+08:00,5928,3918,9302,4998,658,7128,1219
,,,,,,,,,1013,9,24,5,2023-09-24T03:00:00+08:00,5731,3787,8990,4831,636,6890,1178
,,,,,,,,,1014,9,24,6,2023-09-24T04:00:00+08:00,5622,3715,8820,4739,624,6759,1155
,,,,,,,,,1015,9,24,7,2023-09-24T05:00:00+08:00,5499,3634,8627,4636,610,6612,1131
,,,,,,,,,1016,9,24,8,2023-09-24T06:00:00+08:00,5521,3648,8661,4654,613,6637,1135
,,,,,,,,,1017,9,24,9,2023-09-24T07:00:00+08:00,5383,3557,8445,4539,597,6472,1107
,,,,,,,,,1018,9,24,10,2023-09-24T08:00:00+08:00,5165,3412,8102,4353,573,6209,1062
,,,,,,,,,1019,9,24,11,2023-09-24T09:00:00+08:00,5364,3545,8416,4522,595,6449,1102
,,,,,,,,,1020,9,24,12,2023-09-24T10:00:00+08:00,5620,3714,8818,4737,624,6757,1155
,,,,,,,,,1021,9,24,13,2023-09-24T11:00:00+08:00,5690,3760,8928,4797,632,6842,1170
,,,,,,,,,1022,9,24,14,2023-09-24T12:00:00+08:00,5677,3751,8907,4785,630,6826,1167
,,,,,,,,,1023,9,24,15,2023-09-24T13:00:00+08:00,5708,3772,8955,4812,633,6863,1173
,,,,,,,,,1024,9,24,16,2023-09-24T14:00:00+08:00,5891,3893,9243,4966,654,7083,1212
,,,,,,,,,1025,9,24,17,2023-09-24T15:00:00+08:00,5992,3960,9401,5051,665,7204,1232
,,,,,,,,,1026,9,24,18,2023-09-24T16:00:00+08:00,6009,3971,9429,5066,667,7225,1235
,,,,,,,,,1027,9,24,19,2023-09-24T17:00:00+08:00,5951,3933,9337,5017,660,7154,1223
,,,,,,,,,1028,9,24,20,2023-09-24T18:00:00+08:00,5951,3933,9337,5017,660,7154,1223
,,,,,,,,,1029,9,24,21,2023-09-24T19:00:00+08:00,6286,4154,9861,5298,697,7557,1292
,,,,,,,,,1030,9,24,22,2023-09-24T20:00:00+08:00,6811,4501,10686,5741,755,8189,1401
,,,,,,,,,1031,9,24,23,2023-09-24T21:00:00+08:00,6799,4493,10668,5732,754,8175,1397
,,,,,,,,,1032,9,24,24,2023-09-24T22:00:00+08:00,6724,4443,10550,5668,746,8084,1382
,,,,,,,,,1033,9,25,1,2023-09-24T23:00:00+08:00,6538,4321,10258,5511,726,7860,1344
,,,,,,,,,1034,9,25,2,2023-09-25T00:00:00+08:00,6201,4097,9728,5227,688,7455,1275
,,,,,,,,,1035,9,25,3,2023-09-25T01:00:00+08:00,5933,3921,9307,5001,658,7132,1219
,,,,,,,,,1036,9,25,4,2023-09-25T02:00:00+08:00,5701,3768,8945,4806,633,6855,1172
,,,,,,,,,1037,9,25,5,2023-09-25T03:00:00+08:00,5537,3660,8687,4668,614,6658,1138
,,,,,,,,,1038,9,25,6,2023-09-25T04:00:00+08:00,5389,3561,8456,4544,598,6480,1108
,,,,,,,,,1039,9,25,7,2023-09-25T05:00:00+08:00,5357,3541,8405,4517,595,6441,1101
,,,,,,,,,1040,9,25,8,2023-09-25T06:00:00+08:00,5538,3660,8690,4669,615,6660,1138
,,,,,,,,,1041,9,25,9,2023-09-25T07:00:00+08:00,5631,3721,8835,4747,625,6771,1158
,,,,,,,,,1042,9,25,10,2023-09-25T08:00:00+08:00,5962,3939,9352,5025,661,7167,1225
,,,,,,,,,1043,9,25,11,2023-09-25T09:00:00+08:00,6750,4461,10590,5690,749,8116,1388
,,,,,,,,,1044,9,25,12,2023-09-25T10:00:00+08:00,7092,4686,11126,5978,787,8526,1458
,,,,,,,,,1045,9,25,13,2023-09-25T11:00:00+08:00,7312,4832,11472,6164,811,8791,1503
,,,,,,,,,1046,9,25,14,2023-09-25T12:00:00+08:00,7166,4736,11244,6042,795,8616,1474
,,,,,,,,,1047,9,25,15,2023-09-25T13:00:00+08:00,6990,4619,10967,5892,775,8404,1437
,,,,,,,,,1048,9,25,16,2023-09-25T14:00:00+08:00,7247,4789,11370,6110,804,8713,1490
,,,,,,,,,1049,9,25,17,2023-09-25T15:00:00+08:00,7447,4922,11683,6278,826,8953,1531
,,,,,,,,,1050,9,25,18,2023-09-25T16:00:00+08:00,7500,4955,11766,6322,832,9016,1542
,,,,,,,,,1051,9,25,19,2023-09-25T17:00:00+08:00,7424,4906,11647,6258,824,8925,1527
,,,,,,,,,1052,9,25,20,2023-09-25T18:00:00+08:00,7043,4655,11049,5937,782,8467,1448
,,,,,,,,,1053,9,25,21,2023-09-25T19:00:00+08:00,7154,4727,11224,6031,793,8601,1471
,,,,,,,,,1054,9,25,22,2023-09-25T20:00:00+08:00,7495,4953,11760,6319,831,9012,1541
,,,,,,,,,1055,9,25,23,2023-09-25T21:00:00+08:00,7392,4885,11596,6231,820,8887,1519
,,,,,,,,,1056,9,25,24,2023-09-25T22:00:00+08:00,7182,4746,11268,6054,797,8634,1477
,,,,,,,,,1057,9,26,1,2023-09-25T23:00:00+08:00,6980,4613,10950,5884,774,8391,1434
,,,,,,,,,1058,9,26,2,2023-09-26T00:00:00+08:00,6645,4391,10425,5601,737,7989,1367
,,,,,,,,,1059,9,26,3,2023-09-26T01:00:00+08:00,6303,4166,9889,5314,699,7578,1295
,,,,,,,,,1060,9,26,4,2023-09-26T02:00:00+08:00,6089,4024,9553,5134,675,7321,1252
,,,,,,,,,1061,9,26,5,2023-09-26T03:00:00+08:00,5910,3905,9273,4982,656,7106,1215
,,,,,,,,,1062,9,26,6,2023-09-26T04:00:00+08:00,5755,3803,9029,4851,638,6919,1183
,,,,,,,,,1063,9,26,7,2023-09-26T05:00:00+08:00,5681,3754,8913,4789,631,6830,1168
,,,,,,,,,1064,9,26,8,2023-09-26T06:00:00+08:00,5844,3862,9168,4927,649,7026,1201
,,,,,,,,,1065,9,26,9,2023-09-26T07:00:00+08:00,5883,3888,9230,4959,653,7073,1210
,,,,,,,,,1066,9,26,10,2023-09-26T08:00:00+08:00,6095,4027,9562,5138,676,7327,1253
,,,,,,,,,1067,9,26,11,2023-09-26T09:00:00+08:00,6760,4467,10606,5699,750,8127,1390
,,,,,,,,,1068,9,26,12,2023-09-26T10:00:00+08:00,7102,4694,11143,5987,788,8540,1460
,,,,,,,,,1069,9,26,13,2023-09-26T11:00:00+08:00,7316,4834,11477,6167,811,8796,1504
,,,,,,,,,1070,9,26,14,2023-09-26T12:00:00+08:00,7269,4803,11403,6127,806,8739,1494
,,,,,,,,,1071,9,26,15,2023-09-26T13:00:00+08:00,7135,4715,11194,6015,791,8578,1467
,,,,,,,,,1072,9,26,16,2023-09-26T14:00:00+08:00,7371,4871,11564,6213,818,8861,1515
,,,,,,,,,1073,9,26,17,2023-09-26T15:00:00+08:00,7503,4958,11771,6325,832,9021,1543
,,,,,,,,,1074,9,26,18,2023-09-26T16:00:00+08:00,7616,5032,11948,6420,845,9157,1566
,,,,,,,,,1075,9,26,19,2023-09-26T17:00:00+08:00,7455,4927,11696,6284,827,8963,1533
,,,,,,,,,1076,9,26,20,2023-09-26T18:00:00+08:00,7120,4705,11170,6002,790,8560,1464
,,,,,,,,,1077,9,26,21,2023-09-26T19:00:00+08:00,7212,4765,11314,6079,800,8670,1482
,,,,,,,,,1078,9,26,22,2023-09-26T20:00:00+08:00,7598,5021,11920,6405,843,9135,1562
,,,,,,,,,1079,9,26,23,2023-09-26T21:00:00+08:00,7509,4963,11782,6330,833,9028,1544
,,,,,,,,,1080,9,26,24,2023-09-26T22:00:00+08:00,7334,4847,11506,6183,813,8818,1508
,,,,,,,,,1081,9,27,1,2023-09-26T23:00:00+08:00,7120,4705,11169,6002,790,8559,1464
,,,,,,,,,1082,9,27,2,2023-09-27T00:00:00+08:00,6735,4450,10566,5678,747,8097,1385
,,,,,,,,,1083,9,27,3,2023-09-27T01:00:00+08:00,6388,4221,10021,5385,709,7680,1314
,,,,,,,,,1084,9,27,4,2023-09-27T02:00:00+08:00,6175,4081,9687,5205,685,7424,1269
,,,,,,,,,1085,9,27,5,2023-09-27T03:00:00+08:00,5940,3925,9319,5007,659,7141,1221
,,,,,,,,,1086,9,27,6,2023-09-27T04:00:00+08:00,5780,3820,9069,4873,641,6950,1188
,,,,,,,,,1087,9,27,7,2023-09-27T05:00:00+08:00,5701,3768,8945,4806,633,6855,1172
,,,,,,,,,1088,9,27,8,2023-09-27T06:00:00+08:00,5841,3860,9163,4924,648,7022,1201
,,,,,,,,,1089,9,27,9,2023-09-27T07:00:00+08:00,5830,3853,9148,4915,647,7010,1199
,,,,,,,,,1090,9,27,10,2023-09-27T08:00:00+08:00,6063,4007,9513,5111,673,7290,1247
,,,,,,,,,1091,9,27,11,2023-09-27T09:00:00+08:00,6677,4412,10475,5629,741,8027,1373
,,,,,,,,,1092,9,27,12,2023-09-27T10:00:00+08:00,7004,4628,10988,5904,778,8420,1440
,,,,,,,,,1093,9,27,13,2023-09-27T11:00:00+08:00,7198,4757,11293,6068,799,8655,1480
,,,,,,,,,1094,9,27,14,2023-09-27T12:00:00+08:00,7183,4747,11270,6055,798,8636,1477
,,,,,,,,,1095,9,27,15,2023-09-27T13:00:00+08:00,7089,4684,11121,5976,787,8522,1458
,,,,,,,,,1096,9,27,16,2023-09-27T14:00:00+08:00,7429,4909,11655,6262,824,8932,1528
,,,,,,,,,1097,9,27,17,2023-09-27T15:00:00+08:00,7710,5094,12095,6499,856,9269,1585
,,,,,,,,,1098,9,27,18,2023-09-27T16:00:00+08:00,7853,5189,12319,6619,871,9441,1615
,,,,,,,,,1099,9,27,19,2023-09-27T17:00:00+08:00,7735,5111,12134,6520,859,9299,1590
,,,,,,,,,1100,9,27,20,2023-09-27T18:00:00+08:00,7273,4806,11410,6131,807,8744,1495
,,,,,,,,,1101,9,27,21,2023-09-27T19:00:00+08:00,7335,4848,11508,6184,814,8819,1508
,,,,,,,,,1102,9,27,22,2023-09-27T20:00:00+08:00,7664,5064,12023,6460,850,9214,1576
,,,,,,,,,1103,9,27,23,2023-09-27T21:00:00+08:00,7538,4981,11825,6354,837,9062,1550
,,,,,,,,,1104,9,27,24,2023-09-27T22:00:00+08:00,7356,4861,11540,6201,817,8844,1512
,,,,,,,,,1105,9,28,1,2023-09-27T23:00:00+08:00,7207,4762,11307,6075,800,8665,1482
,,,,,,,,,1106,9,28,2,2023-09-28T00:00:00+08:00,6903,4562,10831,5820,766,8300,1420
,,,,,,,,,1107,9,28,3,2023-09-28T01:00:00+08:00,6610,4367,10369,5571,733,7945,1359
,,,,,,,,,1108,9,28,4,2023-09-28T02:00:00+08:00,6358,4202,9975,5360,706,7644,1307
,,,,,,,,,1109,9,28,5,2023-09-28T03:00:00+08:00,6108,4037,9582,5148,677,7343,1256
,,,,,,,,,1110,9,28,6,2023-09-28T04:00:00+08:00,5919,3912,9287,4990,657,7117,1217
,,,,,,,,,1111,9,28,7,2023-09-28T05:00:00+08:00,5791,3827,9086,4882,642,6962,1190
,,,,,,,,,1112,9,28,8,2023-09-28T06:00:00+08:00,5782,3820,9070,4873,641,6951,1188
,,,,,,,,,1113,9,28,9,2023-09-28T07:00:00+08:00,5651,3735,8866,4763,627,6794,1162
,,,,,,,,,1114,9,28,10,2023-09-28T08:00:00+08:00,5505,3638,8638,4641,611,6619,1132
,,,,,,,,,1115,9,28,11,2023-09-28T09:00:00+08:00,5848,3864,9174,4929,649,7030,1202
,,,,,,,,,1116,9,28,12,2023-09-28T10:00:00+08:00,6145,4061,9641,5180,682,7388,1264
,,,,,,,,,1117,9,28,13,2023-09-28T11:00:00+08:00,6330,4182,9930,5336,703,7610,1302
,,,,,,,,,1118,9,28,14,2023-09-28T12:00:00+08:00,6312,4171,9904,5321,701,7590,1298
,,,,,,,,,1119,9,28,15,2023-09-28T13:00:00+08:00,6336,4188,9941,5341,703,7618,1303
,,,,,,,,,1120,9,28,16,2023-09-28T14:00:00+08:00,6647,4392,10427,5602,737,7991,1367
,,,,,,,,,1121,9,28,17,2023-09-28T15:00:00+08:00,6843,4522,10737,5770,760,8229,1407
,,,,,,,,,1122,9,28,18,2023-09-28T16:00:00+08:00,7030,4645,11029,5926,780,8452,1445
,,,,,,,,,1123,9,28,19,2023-09-28T17:00:00+08:00,7030,4645,11029,5926,780,8452,1445
,,,,,,,,,1124,9,28,20,2023-09-28T18:00:00+08:00,6853,4528,10752,5777,761,8239,1409
,,,,,,,,,1125,9,28,21,2023-09-28T19:00:00+08:00,7040,4652,11044,5934,781,8464,1447
,,,,,,,,,1126,9,28,22,2023-09-28T20:00:00+08:00,7539,4982,11828,6355,837,9064,1550
,,,,,,,,,1127,9,28,23,2023-09-28T21:00:00+08:00,7470,4936,11719,6297,829,8980,1535
,,,,,,,,,1128,9,28,24,2023-09-28T22:00:00+08:00,7346,4855,11526,6193,816,8833,1511
,,,,,,,,,1129,9,29,1,2023-09-28T23:00:00+08:00,7313,4833,11474,6165,811,8793,1503
,,,,,,,,,1130,9,29,2,2023-09-29T00:00:00+08:00,7029,4644,11027,5925,780,8451,1445
,,,,,,,,,1131,9,29,3,2023-09-29T01:00:00+08:00,6658,4400,10445,5613,739,8005,1369
,,,,,,,,,1132,9,29,4,2023-09-29T02:00:00+08:00,6374,4212,9999,5372,707,7662,1310
,,,,,,,,,1133,9,29,5,2023-09-29T03:00:00+08:00,6137,4055,9629,5174,680,7378,1262
,,,,,,,,,1134,9,29,6,2023-09-29T04:00:00+08:00,5972,3946,9369,5034,663,7180,1228
,,,,,,,,,1135,9,29,7,2023-09-29T05:00:00+08:00,5848,3864,9174,4929,649,7030,1202
,,,,,,,,,1136,9,29,8,2023-09-29T06:00:00+08:00,5883,3888,9230,4959,653,7073,1210
,,,,,,,,,1137,9,29,9,2023-09-29T07:00:00+08:00,5845,3862,9169,4927,649,7027,1201
,,,,,,,,,1138,9,29,10,2023-09-29T08:00:00+08:00,6030,3984,9460,5084,669,7250,1239
,,,,,,,,,1139,9,29,11,2023-09-29T09:00:00+08:00,6696,4425,10505,5644,743,8050,1376
,,,,,,,,,1140,9,29,12,2023-09-29T10:00:00+08:00,6988,4619,10965,5891,775,8402,1437
,,,,,,,,,1141,9,29,13,2023-09-29T11:00:00+08:00,7223,4774,11333,6090,802,8685,1485
,,,,,,,,,1142,9,29,14,2023-09-29T12:00:00+08:00,7212,4765,11314,6079,800,8670,1482
,,,,,,,,,1143,9,29,15,2023-09-29T13:00:00+08:00,7114,4701,11161,5997,789,8552,1462
,,,,,,,,,1144,9,29,16,2023-09-29T14:00:00+08:00,7362,4865,11551,6206,817,8852,1514
,,,,,,,,,1145,9,29,17,2023-09-29T15:00:00+08:00,7767,5132,12185,6547,862,9337,1597
,,,,,,,,,1146,9,29,18,2023-09-29T16:00:00+08:00,7864,5197,12338,6630,872,9455,1617
,,,,,,,,,1147,9,29,19,2023-09-29T17:00:00+08:00,7712,5096,12099,6501,856,9272,1585
,,,,,,,,,1148,9,29,20,2023-09-29T18:00:00+08:00,7267,4801,11400,6125,806,8736,1494
,,,,,,,,,1149,9,29,21,2023-09-29T19:00:00+08:00,7317,4835,11481,6168,812,8798,1504
,,,,,,,,,1150,9,29,22,2023-09-29T20:00:00+08:00,7525,4973,11806,6344,835,9047,1547
,,,,,,,,,1151,9,29,23,2023-09-29T21:00:00+08:00,7396,4888,11604,6235,821,8892,1520
,,,,,,,,,1152,9,29,24,2023-09-29T22:00:00+08:00,7229,4778,11343,6095,802,8692,1486
,,,,,,,,,1153,9,30,1,2023-09-29T23:00:00+08:00,7143,4720,11206,6021,792,8587,1468
,,,,,,,,,1154,9,30,2,2023-09-30T00:00:00+08:00,6899,4559,10824,5816,766,8295,1419
,,,,,,,,,1155,9,30,3,2023-09-30T01:00:00+08:00,6647,4393,10428,5603,737,7991,1367
,,,,,,,,,1156,9,30,4,2023-09-30T02:00:00+08:00,6375,4212,10001,5373,707,7663,1310
,,,,,,,,,1157,9,30,5,2023-09-30T03:00:00+08:00,6158,4069,9663,5191,684,7404,1266
,,,,,,,,,1158,9,30,6,2023-09-30T04:00:00+08:00,5991,3959,9398,5050,665,7202,1232
,,,,,,,,,1159,9,30,7,2023-09-30T05:00:00+08:00,5873,3881,9214,4951,652,7061,1207
,,,,,,,,,1160,9,30,8,2023-09-30T06:00:00+08:00,5816,3844,9125,4903,646,6992,1196
,,,,,,,,,1161,9,30,9,2023-09-30T07:00:00+08:00,5699,3766,8941,4804,632,6851,1171
,,,,,,,,,1162,9,30,10,2023-09-30T08:00:00+08:00,5562,3676,8727,4689,617,6688,1144
,,,,,,,,,1163,9,30,11,2023-09-30T09:00:00+08:00,5939,3925,9317,5006,659,7140,1221
,,,,,,,,,1164,9,30,12,2023-09-30T10:00:00+08:00,6205,4100,9735,5231,689,7460,1275
,,,,,,,,,1165,9,30,13,2023-09-30T11:00:00+08:00,6362,4204,9982,5363,706,7649,1308
,,,,,,,,,1166,9,30,14,2023-09-30T12:00:00+08:00,6353,4198,9967,5356,705,7638,1306
,,,,,,,,,1167,9,30,15,2023-09-30T13:00:00+08:00,6236,4121,9783,5256,692,7496,1282
,,,,,,,,,1168,9,30,16,2023-09-30T14:00:00+08:00,6438,4254,10100,5427,714,7740,1323
,,,,,,,,,1169,9,30,17,2023-09-30T15:00:00+08:00,6658,4400,10446,5613,739,8005,1369
,,,,,,,,,1170,9,30,18,2023-09-30T16:00:00+08:00,6789,4486,10651,5723,753,8162,1396
,,,,,,,,,1171,9,30,19,2023-09-30T17:00:00+08:00,6695,4425,10504,5644,743,8049,1376
,,,,,,,,,1172,9,30,20,2023-09-30T18:00:00+08:00,6563,4336,10297,5532,728,7891,1350
,,,,,,,,,1173,9,30,21,2023-09-30T19:00:00+08:00,6732,4448,10561,5675,747,8093,1384
,,,,,,,,,1174,9,30,22,2023-09-30T20:00:00+08:00,7133,4714,11192,6013,791,8576,1466
,,,,,,,,,1175,9,30,23,2023-09-30T21:00:00+08:00,7091,4685,11125,5977,787,8525,1458
,,,,,,,,,1176,9,30,24,2023-09-30T22:00:00+08:00,6909,4565,10839,5824,767,8306,1421
,,,,,,,,,1177,1,29,1,2023-01-28T23:00:00+08:00,5961,3939,9351,5025,661,7167,1225
,,,,,,,,,1178,1,29,2,2023-01-29T00:00:00+08:00,5728,3785,8986,4828,635,6887,1178
,,,,,,,,,1179,1,29,3,2023-01-29T01:00:00+08:00,5502,3636,8633,4639,611,6615,1131
,,,,,,,,,1180,1,29,4,2023-01-29T02:00:00+08:00,5282,3490,8286,4452,586,6350,1085
,,,,,,,,,1181,1,29,5,2023-01-29T03:00:00+08:00,5153,3405,8086,4344,572,6196,1060
,,,,,,,,,1182,1,29,6,2023-01-29T04:00:00+08:00,5019,3317,7875,4231,557,6034,1032
,,,,,,,,,1183,1,29,7,2023-01-29T05:00:00+08:00,4944,3267,7756,4167,549,5944,1016
,,,,,,,,,1184,1,29,8,2023-01-29T06:00:00+08:00,4976,3288,7806,4194,552,5982,1023
,,,,,,,,,1185,1,29,9,2023-01-29T07:00:00+08:00,4970,3284,7797,4189,552,5975,1022
,,,,,,,,,1186,1,29,10,2023-01-29T08:00:00+08:00,4809,3177,7544,4053,534,5781,989
,,,,,,,,,1187,1,29,11,2023-01-29T09:00:00+08:00,4979,3290,7812,4198,553,5987,1024
,,,,,,,,,1188,1,29,12,2023-01-29T10:00:00+08:00,5174,3420,8118,4362,574,6221,1064
,,,,,,,,,1189,1,29,13,2023-01-29T11:00:00+08:00,5302,3504,8318,4470,589,6374,1090
,,,,,,,,,1190,1,29,14,2023-01-29T12:00:00+08:00,5273,3485,8274,4446,586,6340,1084
,,,,,,,,,1191,1,29,15,2023-01-29T13:00:00+08:00,5274,3485,8275,4446,586,6341,1084
,,,,,,,,,1192,1,29,16,2023-01-29T14:00:00+08:00,5414,3578,8493,4564,600,6508,1113
,,,,,,,,,1193,1,29,17,2023-01-29T15:00:00+08:00,5490,3628,8612,4628,609,6599,1129
,,,,,,,,,1194,1,29,18,2023-01-29T16:00:00+08:00,5493,3630,8617,4631,610,6604,1129
,,,,,,,,,1195,1,29,19,2023-01-29T17:00:00+08:00,5476,3619,8591,4616,608,6584,1126
,,,,,,,,,1196,1,29,20,2023-01-29T18:00:00+08:00,5505,3638,8637,4641,611,6618,1132
,,,,,,,,,1197,1,29,21,2023-01-29T19:00:00+08:00,5704,3770,8948,4808,633,6858,1172
,,,,,,,,,1198,1,29,22,2023-01-29T20:00:00+08:00,6245,4127,9798,5265,693,7509,1284
