Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6,demand_z7
,,,,,,,,,691,2,19,19,2023-02-19T17:50:00+08:00,5877,3884,9219,4954,652,7065,1208
,,,,,,,,,692,2,19,20,2023-02-19T18:50:00+08:00,5910,3905,9273,4982,656,7106,1215
,,,,,,,,,693,2,19,21,2023-02-19T19:50:00+08:00,6537,4320,10256,5511,726,7859,1344
,,,,,,,,,694,2,19,22,2023-02-19T20:50:00+08:00,6570,4341,10308,5539,729,7900,1351
,,,,,,,,,695,2,19,23,2023-02-19T21:50:00+08:00,6504,4297,10203,5482,722,7819,1337
,,,,,,,,,696,2,19,24,2023-02-19T22:50:00+08:00,6390,4222,10026,5387,709,7682,1314
,,,,,,,,,697,2,20,1,2023-02-19T23:50:00+08:00,6165,4075,9673,5198,684,7412,1268
,,,,,,,,,698,2,20,2,2023-02-20T00:50:00+08:00,5830,3853,9148,4915,647,7010,1199
,,,,,,,,,699,2,20,3,2023-02-20T01:50:00+08:00,5579,3687,8753,4703,619,6707,1147
,,,,,,,,,700,2,20,4,2023-02-20T02:50:00+08:00,5421,3583,8507,4571,601,6519,1115
,,,,,,,,,701,2,20,5,2023-02-20T03:50:00+08:00,5307,3507,8327,4474,589,6381,1091
,,,,,,,,,702,2,20,6,2023-02-20T04:50:00+08:00,5243,3465,8226,4420,581,6304,1078
,,,,,,,,,703,2,20,7,2023-02-20T05:50:00+08:00,5291,3497,8301,4460,587,6361,1088
,,,,,,,,,704,2,20,8,2023-02-20T06:50:00+08:00,5447,3599,8546,4592,605,6549,1119
,,,,,,,,,705,2,20,9,2023-02-20T07:50:00+08:00,5678,3752,8909,4786,630,6827,1167
,,,,,,,,,706,2,20,10,2023-02-20T08:50:00+08:00,6391,4223,10027,5388,709,7683,1314
,,,,,,,,,707,2,20,11,2023-02-20T09:50:00+08:00,6790,4486,10652,5724,753,8162,1396
,,,,,,,,,708,2,20,12,2023-02-20T10:50:00+08:00,7011,4633,11000,5911,778,8430,1442
,,,,,,,,,709,2,20,13,2023-02-20T11:50:00+08:00,7057,4663,11071,5949,783,8484,1450
,,,,,,,,,710,2,20,14,2023-02-20T12:50:00+08:00,6970,4605,10935,5875,773,8380,1433
,,,,,,,,,711,2,20,15,2023-02-20T13:50:00+08:00,7192,4753,11284,6064,799,8648,1479
,,,,,,,,,712,2,20,16,2023-02-20T14:50:00+08:00,7443,4918,11676,6274,826,8947,1530
,,,,,,,,,713,2,20,17,2023-02-20T15:50:00+08:00,7445,4919,11680,6276,826,8950,1531
,,,,,,,,,714,2,20,18,2023-02-20T16:50:00+08:00,7396,4888,11605,6235,821,8892,1520
,,,,,,,,,715,2,20,19,2023-02-20T17:50:00+08:00,6932,4581,10877,5844,769,8334,1425
,,,,,,,,,716,2,20,20,2023-02-20T18:50:00+08:00,6753,4463,10595,5693,749,8120,1389
,,,,,,,,,717,2,20,21,2023-02-20T19:50:00+08:00,7199,4757,11295,6069,799,8656,1480
,,,,,,,,,718,2,20,22,2023-02-20T20:50:00+08:00,7193,4753,11286,6064,799,8649,1479
,,,,,,,,,719,2,20,23,2023-02-20T21:50:00+08:00,6974,4608,10941,5879,773,8384,1433
,,,,,,,,,720,2,20,24,2023-02-20T22:50:00+08:00,6756,4465,10600,5695,750,8123,1389
,,,,,,,,,721,2,21,1,2023-02-20T23:50:00+08:00,6509,4301,10212,5487,723,7825,1338
,,,,,,,,,722,2,21,2,2023-02-21T00:50:00+08:00,6171,4078,9680,5202,685,7419,1269
,,,,,,,,,723,2,21,3,2023-02-21T01:50:00+08:00,5920,3912,9288,4990,657,7118,1217
,,,,,,,,,724,2,21,4,2023-02-21T02:50:00+08:00,5761,3807,9037,4856,639,6925,1184
,,,,,,,,,725,2,21,5,2023-02-21T03:50:00+08:00,5569,3680,8737,4694,618,6696,1145
,,,,,,,,,726,2,21,6,2023-02-21T04:50:00+08:00,5494,3631,8620,4632,610,6606,1130
,,,,,,,,,727,2,21,7,2023-02-21T05:50:00+08:00,5534,3657,8682,4665,614,6653,1137
,,,,,,,,,728,2,21,8,2023-02-21T06:50:00+08:00,5677,3751,8907,4785,630,6826,1167
,,,,,,,,,729,2,21,9,2023-02-21T07:50:00+08:00,5765,3810,9045,4861,639,6931,1185
,,,,,,,,,730,2,21,10,2023-02-21T08:50:00+08:00,6440,4256,10104,5429,714,7743,1324
,,,,,,,,,731,2,21,11,2023-02-21T09:50:00+08:00,6786,4485,10648,5722,753,8159,1395
,,,,,,,,,732,2,21,12,2023-02-21T10:50:00+08:00,6984,4616,10957,5888,775,8397,1436
,,,,,,,,,733,2,21,13,2023-02-21T11:50:00+08:00,6987,4618,10964,5891,775,8401,1437
,,,,,,,,,734,2,21,14,2023-02-21T12:50:00+08:00,6908,4565,10838,5823,767,8305,1421
,,,,,,,,,735,2,21,15,2023-02-21T13:50:00+08:00,7142,4719,11206,6021,792,8586,1468
,,,,,,,,,736,2,21,16,2023-02-21T14:50:00+08:00,7423,4906,11647,6258,824,8925,1526
,,,,,,,,,737,2,21,17,2023-02-21T15:50:00+08:00,7504,4958,11773,6326,832,9022,1543
,,,,,,,,,738,2,21,18,2023-02-21T16:50:00+08:00,7422,4905,11645,6257,824,8923,1526
,,,,,,,,,739,2,21,19,2023-02-21T17:50:00+08:00,6954,4596,10911,5863,771,8361,1430
,,,,,,,,,740,2,21,20,2023-02-21T18:50:00+08:00,6786,4485,10648,5722,753,8159,1395
,,,,,,,,,741,2,21,21,2023-02-21T19:50:00+08:00,7262,4798,11392,6121,806,8729,1493
,,,,,,,,,742,2,21,22,2023-02-21T20:50:00+08:00,7226,4775,11337,6092,802,8688,1485
,,,,,,,,,743,2,21,23,2023-02-21T21:50:00+08:00,7013,4635,11004,5912,779,8432,1442
,,,,,,,,,744,2,21,24,2023-02-21T22:50:00+08:00,6876,4544,10787,5796,763,8266,1413
,,,,,,,,,745,2,22,1,2023-02-21T23:50:00+08:00,6568,4340,10305,5536,729,7897,1351
,,,,,,,,,746,2,22,2,2023-02-22T00:50:00+08:00,6205,4100,9735,5231,689,7460,1275
,,,,,,,,,747,2,22,3,2023-02-22T01:50:00+08:00,5965,3941,9358,5028,661,7171,1227
,,,,,,,,,748,2,22,4,2023-02-22T02:50:00+08:00,5737,3791,9001,4837,636,6898,1180
,,,,,,,,,749,2,22,5,2023-02-22T03:50:00+08:00,5645,3730,8856,4758,627,6786,1161
,,,,,,,,,750,2,22,6,2023-02-22T04:50:00+08:00,5571,3681,8741,4697,618,6698,1146
,,,,,,,,,751,2,22,7,2023-02-22T05:50:00+08:00,5612,3708,8804,4731,622,6747,1153
,,,,,,,,,752,2,22,8,2023-02-22T06:50:00+08:00,5727,3784,8985,4827,635,6886,1178
,,,,,,,,,753,2,22,9,2023-02-22T07:50:00+08:00,5798,3831,9096,4887,644,6971,1192
,,,,,,,,,754,2,22,10,2023-02-22T08:50:00+08:00,6429,4248,10087,5419,713,7730,1322
,,,,,,,,,755,2,22,11,2023-02-22T09:50:00+08:00,6781,4481,10639,5716,752,8153,1394
,,,,,,,,,756,2,22,12,2023-02-22T10:50:00+08:00,6931,4581,10875,5843,769,8333,1425
,,,,,,,,,757,2,22,13,2023-02-22T11:50:00+08:00,7001,4627,10984,5902,776,8417,1440
,,,,,,,,,758,2,22,14,2023-02-22T12:50:00+08:00,6828,4512,10713,5756,757,8210,1404
,,,,,,,,,759,2,22,15,2023-02-22T13:50:00+08:00,7058,4664,11073,5950,783,8486,1451
,,,,,,,,,760,2,22,16,2023-02-22T14:50:00+08:00,7328,4842,11497,6178,813,8810,1507
,,,,,,,,,761,2,22,17,2023-02-22T15:50:00+08:00,7396,4888,11605,6235,821,8892,1520
,,,,,,,,,762,2,22,18,2023-02-22T16:50:00+08:00,7379,4876,11576,6221,819,8870,1517
,,,,,,,,,763,2,22,19,2023-02-22T17:50:00+08:00,6942,4588,10891,5852,770,8346,1427
,,,,,,,,,764,2,22,20,2023-02-22T18:50:00+08:00,6828,4512,10712,5756,757,8209,1404
,,,,,,,,,765,2,22,21,2023-02-22T19:50:00+08:00,7293,4819,11441,6147,809,8768,1499
,,,,,,,,,766,2,22,22,2023-02-22T20:50:00+08:00,7222,4773,11332,6089,802,8684,1485
,,,,,,,,,767,2,22,23,2023-02-22T21:50:00+08:00,7042,4654,11049,5937,782,8467,1448
,,,,,,,,,768,2,22,24,2023-02-22T22:50:00+08:00,6908,4564,10836,5823,766,8304,1420
,,,,,,,,,769,2,23,1,2023-02-22T23:50:00+08:00,6615,4371,10377,5576,734,7953,1360
,,,,,,,,,770,2,23,2,2023-02-23T00:50:00+08:00,6272,4145,9840,5288,696,7541,1289
,,,,,,,,,771,2,23,3,2023-02-23T01:50:00+08:00,5993,3960,9402,5052,665,7205,1232
,,,,,,,,,772,2,23,4,2023-02-23T02:50:00+08:00,5813,3841,9119,4899,645,6987,1195
,,,,,,,,,773,2,23,5,2023-02-23T03:50:00+08:00,5639,3727,8847,4753,626,6779,1160
,,,,,,,,,774,2,23,6,2023-02-23T04:50:00+08:00,5554,3670,8713,4682,616,6677,1142
,,,,,,,,,775,2,23,7,2023-02-23T05:50:00+08:00,5568,3679,8736,4694,618,6695,1145
,,,,,,,,,776,2,23,8,2023-02-23T06:50:00+08:00,5708,3772,8955,4812,633,6863,1173
,,,,,,,,,777,2,23,9,2023-02-23T07:50:00+08:00,5797,3831,9095,4887,644,6970,1192
,,,,,,,,,778,2,23,10,2023-02-23T08:50:00+08:00,6438,4254,10099,5427,714,7739,1323
,,,,,,,,,779,2,23,11,2023-02-23T09:50:00+08:00,6796,4491,10662,5729,754,8171,1397
,,,,,,,,,780,2,23,12,2023-02-23T10:50:00+08:00,7014,4635,11005,5913,779,8433,1442
,,,,,,,,,781,2,23,13,2023-02-23T11:50:00+08:00,7017,4637,11010,5916,779,8437,1443
,,,,,,,,,782,2,23,14,2023-02-23T12:50:00+08:00,6914,4569,10848,5828,767,8313,1422
,,,,,,,,,783,2,23,15,2023-02-23T13:50:00+08:00,7184,4747,11271,6055,798,8636,1477
,,,,,,,,,784,2,23,16,2023-02-23T14:50:00+08:00,7298,4823,11450,6153,810,8774,1500
,,,,,,,,,785,2,23,17,2023-02-23T15:50:00+08:00,7366,4867,11556,6209,818,8856,1514
,,,,,,,,,786,2,23,18,2023-02-23T16:50:00+08:00,7328,4842,11496,6177,813,8809,1507
,,,,,,,,,787,2,23,19,2023-02-23T17:50:00+08:00,6950,4593,10904,5859,771,8356,1429
,,,,,,,,,788,2,23,20,2023-02-23T18:50:00+08:00,6789,4486,10650,5723,753,8161,1395
,,,,,,,,,789,2,23,21,2023-02-23T19:50:00+08:00,7307,4829,11464,6160,811,8785,1502
,,,,,,,,,790,2,23,22,2023-02-23T20:50:00+08:00,7235,4781,11350,6098,803,8698,1488
,,,,,,,,,791,2,23,23,2023-02-23T21:50:00+08:00,7007,4630,10992,5907,778,8424,1441
,,,,,,,,,792,2,23,24,2023-02-23T22:50:00+08:00,6890,4553,10809,5808,765,8284,1416
,,,,,,,,,793,2,24,1,2023-02-23T23:50:00+08:00,6626,4378,10395,5586,735,7966,1362
,,,,,,,,,794,2,24,2,2023-02-24T00:50:00+08:00,6299,4163,9882,5309,699,7573,1295
,,,,,,,,,795,2,24,3,2023-02-24T01:50:00+08:00,6033,3986,9465,5086,670,7253,1240
,,,,,,,,,796,2,24,4,2023-02-24T02:50:00+08:00,5847,3864,9174,4929,649,7030,1202
,,,,,,,,,797,2,24,5,2023-02-24T03:50:00+08:00,5645,3731,8856,4758,627,6787,1161
,,,,,,,,,798,2,24,6,2023-02-24T04:50:00+08:00,5543,3663,8697,4672,615,6664,1140
,,,,,,,,,799,2,24,7,2023-02-24T05:50:00+08:00,5629,3720,8831,4746,625,6767,1158
,,,,,,,,,800,2,24,8,2023-02-24T06:50:00+08:00,5676,3751,8905,4784,630,6823,1167
,,,,,,,,,801,2,24,9,2023-02-24T07:50:00+08:00,5726,3783,8982,4826,635,6884,1177
,,,,,,,,,802,2,24,10,2023-02-24T08:50:00+08:00,6303,4166,9889,5314,699,7578,1295
,,,,,,,,,803,2,24,11,2023-02-24T09:50:00+08:00,6620,4374,10387,5580,734,7959,1361
,,,,,,,,,804,2,24,12,2023-02-24T10:50:00+08:00,6771,4475,10623,5708,751,8141,1392
,,,,,,,,,805,2,24,13,2023-02-24T11:50:00+08:00,6863,4536,10768,5785,762,8251,1411
,,,,,,,,,806,2,24,14,2023-02-24T12:50:00+08:00,6711,4435,10528,5657,745,8068,1379
,,,,,,,,,807,2,24,15,2023-02-24T13:50:00+08:00,6796,4491,10662,5729,754,8171,1397
,,,,,,,,,808,2,24,16,2023-02-24T14:50:00+08:00,7091,4686,11125,5978,787,8525,1458
,,,,,,,,,809,2,24,17,2023-02-24T15:50:00+08:00,7280,4811,11422,6137,808,8753,1497
,,,,,,,,,810,2,24,18,2023-02-24T16:50:00+08:00,7307,4829,11464,6160,811,8785,1502
,,,,,,,,,811,2,24,19,2023-02-24T17:50:00+08:00,6940,4586,10887,5850,770,8343,1427
,,,,,,,,,812,2,24,20,2023-02-24T18:50:00+08:00,6768,4472,10617,5705,751,8136,1391
,,,,,,,,,813,2,24,21,2023-02-24T19:50:00+08:00,7220,4772,11328,6087,801,8681,1484
,,,,,,,,,814,2,24,22,2023-02-24T20:50:00+08:00,7157,4730,11228,6033,794,8605,1472
,,,,,,,,,815,2,24,23,2023-02-24T21:50:00+08:00,6977,4610,10946,5882,774,8388,1434
,,,,,,,,,816,2,24,24,2023-02-24T22:50:00+08:00,6876,4544,10787,5796,763,8266,1413
,,,,,,,,,817,2,25,1,2023-02-24T23:50:00+08:00,6636,4386,10411,5594,736,7979,1364
,,,,,,,,,818,2,25,2,2023-02-25T00:50:00+08:00,6285,4153,9859,5298,697,7556,1292
,,,,,,,,,819,2,25,3,2023-02-25T01:50:00+08:00,6057,4003,9502,5106,672,7282,1246
,,,,,,,,,820,2,25,4,2023-02-25T02:50:00+08:00,5835,3856,9154,4918,648,7015,1200
,,,,,,,,,821,2,25,5,2023-02-25T03:50:00+08:00,5648,3733,8862,4761,627,6791,1162
,,,,,,,,,822,2,25,6,2023-02-25T04:50:00+08:00,5527,3653,8671,4659,613,6645,1136
,,,,,,,,,823,2,25,7,2023-02-25T05:50:00+08:00,5512,3642,8648,4646,612,6627,1133
,,,,,,,,,824,2,25,8,2023-02-25T06:50:00+08:00,5491,3628,8614,4629,609,6601,1129
,,,,,,,,,825,2,25,9,2023-02-25T07:50:00+08:00,5304,3505,8321,4472,589,6377,1091
,,,,,,,,,826,2,25,10,2023-02-25T08:50:00+08:00,5713,3776,8964,4817,634,6869,1175
,,,,,,,,,827,2,25,11,2023-02-25T09:50:00+08:00,5990,3958,9397,5049,665,7201,1232
,,,,,,,,,828,2,25,12,2023-02-25T10:50:00+08:00,6214,4106,9749,5238,690,7471,1277
,,,,,,,,,829,2,25,13,2023-02-25T11:50:00+08:00,6219,4109,9757,5243,690,7477,1279
,,,,,,,,,830,2,25,14,2023-02-25T12:50:00+08:00,6057,4003,9503,5107,672,7283,1246
,,,,,,,,,831,2,25,15,2023-02-25T13:50:00+08:00,6175,4081,9687,5205,685,7424,1269
,,,,,,,,,832,2,25,16,2023-02-25T14:50:00+08:00,6290,4157,9867,5302,698,7562,1293
,,,,,,,,,833,2,25,17,2023-02-25T15:50:00+08:00,6383,4218,10014,5381,708,7674,1312
,,,,,,,,,834,2,25,18,2023-02-25T16:50:00+08:00,6410,4236,10057,5404,711,7707,1318
,,,,,,,,,835,2,25,19,2023-02-25T17:50:00+08:00,6240,4124,9790,5260,692,7503,1283
,,,,,,,,,836,2,25,20,2023-02-25T18:50:00+08:00,6263,4138,9825,5279,695,7529,1287
,,,,,,,,,837,2,25,21,2023-02-25T19:50:00+08:00,6779,4480,10636,5714,752,8151,1394
,,,,,,,,,838,2,25,22,2023-02-25T20:50:00+08:00,6759,4467,10604,5698,750,8126,1390
,,,,,,,,,839,2,25,23,2023-02-25T21:50:00+08:00,6596,4359,10348,5561,732,7930,1356
,,,,,,,,,840,2,25,24,2023-02-25T22:50:00+08:00,6471,4276,10152,5455,718,7780,1330
,,,,,,,,,841,11,12,1,2023-11-11T23:00:00+08:00,6623,4376,10391,5584,735,7963,1361
,,,,,,,,,842,11,12,2,2023-11-12T00:00:00+08:00,6383,4218,10014,5381,708,7675,1312
,,,,,,,,,843,11,12,3,2023-11-12T01:00:00+08:00,6146,4061,9643,5181,682,7390,1264
,,,,,,,,,844,11,12,4,2023-11-12T02:00:00+08:00,5955,3935,9343,5020,660,7159,1224
,,,,,,,,,845,11,12,5,2023-11-12T03:00:00+08:00,5724,3782,8980,4825,635,6882,1177
,,,,,,,,,846,11,12,6,2023-11-12T04:00:00+08:00,5570,3681,8739,4695,618,6697,1145
,,,,,,,,,847,11,12,7,2023-11-12T05:00:00+08:00,5473,3617,8587,4614,608,6581,1126
,,,,,,,,,848,11,12,8,2023-11-12T06:00:00+08:00,5458,3606,8562,4601,606,6562,1123
,,,,,,,,,849,11,12,9,2023-11-12T07:00:00+08:00,5310,3509,8330,4476,589,6383,1092
,,,,,,,,,850,11,12,10,2023-11-12T08:00:00+08:00,4884,3228,7663,4117,542,5873,1004
,,,,,,,,,851,11,12,11,2023-11-12T09:00:00+08:00,4860,3212,7625,4097,539,5843,999
,,,,,,,,,852,11,12,12,2023-11-12T10:00:00+08:00,5095,3367,7994,4295,565,6126,1047
,,,,,,,,,853,11,12,13,2023-11-12T11:00:00+08:00,5248,3469,8235,4425,582,6310,1079
,,,,,,,,,854,11,12,14,2023-11-12T12:00:00+08:00,5258,3474,8249,4432,583,6322,1081
,,,,,,,,,855,11,12,15,2023-11-12T13:00:00+08:00,5329,3522,8362,4493,592,6408,1096
,,,,,,,,,856,11,12,16,2023-11-12T14:00:00+08:00,5486,3625,8606,4624,609,6594,1128
,,,,,,,,,857,11,12,17,2023-11-12T15:00:00+08:00,5691,3761,8929,4798,632,6843,1170
,,,,,,,,,858,11,12,18,2023-11-12T16:00:00+08:00,5816,3844,9124,4903,646,6991,1196
,,,,,,,,,859,11,12,19,2023-11-12T17:00:00+08:00,5826,3850,9140,4912,647,7005,1198
,,,,,,,,,860,11,12,20,2023-11-12T18:00:00+08:00,5844,3861,9167,4926,649,7026,1201
,,,,,,,,,861,11,12,21,2023-11-12T19:00:00+08:00,6253,4132,9811,5272,694,7518,1286
,,,,,,,,,862,11,12,22,2023-11-12T20:00:00+08:00,6534,4318,10251,5508,725,7855,1343
,,,,,,,,,863,11,12,23,2023-11-12T21:00:00+08:00,6489,4289,10182,5471,721,7802,1335
,,,,,,,,,864,11,12,24,2023-11-12T22:00:00+08:00,6368,4208,9991,5368,707,7656,1309
,,,,,,,,,865,11,13,1,2023-11-12T23:00:00+08:00,6321,4177,9916,5328,702,7599,1300
,,,,,,,,,866,11,13,2,2023-11-13T00:00:00+08:00,6173,4080,9684,5204,685,7422,1269
,,,,,,,,,867,11,13,3,2023-11-13T01:00:00+08:00,5888,3891,9239,4964,653,7080,1211
,,,,,,,,,868,11,13,4,2023-11-13T02:00:00+08:00,5689,3759,8925,4796,631,6840,1169
,,,,,,,,,869,11,13,5,2023-11-13T03:00:00+08:00,5488,3627,8610,4626,609,6597,1128
,,,,,,,,,870,11,13,6,2023-11-13T04:00:00+08:00,5293,3498,8305,4462,588,6364,1089
,,,,,,,,,871,11,13,7,2023-11-13T05:00:00+08:00,5258,3474,8248,4432,583,6321,1081
,,,,,,,,,872,11,13,8,2023-11-13T06:00:00+08:00,5255,3473,8244,4430,583,6317,1080
,,,,,,,,,873,11,13,9,2023-11-13T07:00:00+08:00,5138,3395,8061,4331,570,6177,1057
,,,,,,,,,874,11,13,10,2023-11-13T08:00:00+08:00,4999,3304,7843,4213,555,6009,1028
,,,,,,,,,875,11,13,11,2023-11-13T09:00:00+08:00,5238,3462,8218,4415,581,6298,1077
,,,,,,,,,876,11,13,12,2023-11-13T10:00:00+08:00,5548,3666,8703,4677,615,6669,1141
,,,,,,,,,877,11,13,13,2023-11-13T11:00:00+08:00,5764,3809,9042,4859,639,6929,1185
,,,,,,,,,878,11,13,14,2023-11-13T12:00:00+08:00,5849,3865,9177,4931,649,7032,1202
,,,,,,,,,879,11,13,15,2023-11-13T13:00:00+08:00,5940,3925,9318,5007,659,7141,1221
,,,,,,,,,880,11,13,16,2023-11-13T14:00:00+08:00,6138,4056,9629,5174,682,7378,1262
,,,,,,,,,881,11,13,17,2023-11-13T15:00:00+08:00,6300,4164,9885,5312,699,7575,1295
,,,,,,,,,882,11,13,18,2023-11-13T16:00:00+08:00,6314,4172,9906,5322,701,7591,1298
,,,,,,,,,883,11,13,19,2023-11-13T17:00:00+08:00,6246,4128,9800,5266,693,7510,1284
,,,,,,,,,884,11,13,20,2023-11-13T18:00:00+08:00,6129,4050,9616,5167,680,7369,1260
,,,,,,,,,885,11,13,21,2023-11-13T19:00:00+08:00,6548,4327,10274,5521,727,7873,1346
,,,,,,,,,886,11,13,22,2023-11-13T20:00:00+08:00,6749,4460,10588,5689,749,8115,1388
,,,,,,,,,887,11,13,23,2023-11-13T21:00:00+08:00,6700,4427,10511,5647,744,8054,1377
,,,,,,,,,888,11,13,24,2023-11-13T22:00:00+08:00,6585,4351,10330,5550,731,7916,1354
,,,,,,,,,889,11,14,1,2023-11-13T23:00:00+08:00,6498,4294,10195,5478,721,7813,1336
,,,,,,,,,890,11,14,2,2023-11-14T00:00:00+08:00,6246,4128,9800,5266,693,7510,1284
,,,,,,,,,891,11,14,3,2023-11-14T01:00:00+08:00,5922,3913,9292,4993,657,7121,1218
,,,,,,,,,892,11,14,4,2023-11-14T02:00:00+08:00,5744,3796,9012,4843,637,6906,1181
,,,,,,,,,893,11,14,5,2023-11-14T03:00:00+08:00,5593,3696,8775,4715,620,6725,1150
,,,,,,,,,894,11,14,6,2023-11-14T04:00:00+08:00,5431,3589,8520,4578,602,6529,1116
,,,,,,,,,895,11,14,7,2023-11-14T05:00:00+08:00,5360,3543,8410,4519,595,6445,1102
,,,,,,,,,896,11,14,8,2023-11-14T06:00:00+08:00,5441,3595,8535,4587,603,6541,1118
,,,,,,,,,897,11,14,9,2023-11-14T07:00:00+08:00,5524,3651,8667,4657,613,6642,1135
,,,,,,,,,898,11,14,10,2023-11-14T08:00:00+08:00,5862,3873,9196,4941,651,7047,1205
,,,,,,,,,899,11,14,11,2023-11-14T09:00:00+08:00,6634,4384,10408,5592,736,7976,1363
,,,,,,,,,900,11,14,12,2023-11-14T10:00:00+08:00,6973,4608,10940,5879,773,8384,1433
,,,,,,,,,901,11,14,13,2023-11-14T11:00:00+08:00,7154,4727,11224,6031,793,8602,1471
,,,,,,,,,902,11,14,14,2023-11-14T12:00:00+08:00,7163,4734,11239,6039,794,8612,1473
,,,,,,,,,903,11,14,15,2023-11-14T13:00:00+08:00,7084,4681,11112,5972,786,8516,1457
,,,,,,,,,904,11,14,16,2023-11-14T14:00:00+08:00,7330,4843,11500,6179,813,8812,1507
,,,,,,,,,905,11,14,17,2023-11-14T15:00:00+08:00,7501,4956,11768,6323,832,9018,1542
,,,,,,,,,906,11,14,18,2023-11-14T16:00:00+08:00,7622,5036,11957,6425,846,9163,1567
,,,,,,,,,907,11,14,19,2023-11-14T17:00:00+08:00,7423,4905,11646,6257,824,8924,1526
,,,,,,,,,908,11,14,20,2023-11-14T18:00:00+08:00,7027,4643,11024,5923,780,8447,1444
,,,,,,,,,909,11,14,21,2023-11-14T19:00:00+08:00,7255,4794,11383,6116,805,8723,1492
,,,,,,,,,910,11,14,22,2023-11-14T20:00:00+08:00,7449,4923,11686,6279,826,8956,1531
,,,,,,,,,911,11,14,23,2023-11-14T21:00:00+08:00,7354,4860,11537,6199,816,8841,1512
,,,,,,,,,912,11,14,24,2023-11-14T22:00:00+08:00,7158,4731,11230,6034,794,8606,1472
,,,,,,,,,913,11,15,1,2023-11-14T23:00:00+08:00,6978,4611,10948,5883,774,8389,1434
,,,,,,,,,914,11,15,2,2023-11-15T00:00:00+08:00,6605,4365,10363,5568,733,7941,1358
,,,,,,,,,915,11,15,3,2023-11-15T01:00:00+08:00,6327,4181,9926,5334,702,7606,1301
,,,,,,,,,916,11,15,4,2023-11-15T02:00:00+08:00,6108,4037,9582,5148,677,7343,1256
,,,,,,,,,917,11,15,5,2023-11-15T03:00:00+08:00,5881,3887,9227,4958,653,7070,1210
,,,,,,,,,918,11,15,6,2023-11-15T04:00:00+08:00,5767,3811,9048,4862,640,6933,1186
,,,,,,,,,919,11,15,7,2023-11-15T05:00:00+08:00,5706,3771,8951,4810,633,6860,1173
,,,,,,,,,920,11,15,8,2023-11-15T06:00:00+08:00,5788,3825,9080,4879,642,6958,1189
,,,,,,,,,921,11,15,9,2023-11-15T07:00:00+08:00,5775,3817,9062,4869,640,6944,1187
,,,,,,,,,922,11,15,10,2023-11-15T08:00:00+08:00,5969,3944,9365,5032,663,7176,1228
,,,,,,,,,923,11,15,11,2023-11-15T09:00:00+08:00,6672,4409,10467,5624,741,8021,1372
,,,,,,,,,924,11,15,12,2023-11-15T10:00:00+08:00,7054,4662,11067,5947,783,8481,1450
,,,,,,,,,925,11,15,13,2023-11-15T11:00:00+08:00,7291,4818,11438,6146,809,8766,1499
,,,,,,,,,926,11,15,14,2023-11-15T12:00:00+08:00,7342,4852,11520,6190,814,8828,1510
,,,,,,,,,927,11,15,15,2023-11-15T13:00:00+08:00,7261,4798,11392,6121,806,8729,1493
,,,,,,,,,928,11,15,16,2023-11-15T14:00:00+08:00,7531,4977,11816,6348,836,9054,1548
,,,,,,,,,929,11,15,17,2023-11-15T15:00:00+08:00,7683,5078,12053,6477,852,9238,1580
,,,,,,,,,930,11,15,18,2023-11-15T16:00:00+08:00,7740,5115,12142,6524,859,9305,1592
,,,,,,,,,931,11,15,19,2023-11-15T17:00:00+08:00,7595,5019,11915,6403,843,9131,1562
,,,,,,,,,932,11,15,20,2023-11-15T18:00:00+08:00,7129,4711,11185,6010,791,8571,1465
,,,,,,,,,933,11,15,21,2023-11-15T19:00:00+08:00,7326,4841,11494,6176,813,8808,1507
,,,,,,,,,934,11,15,22,2023-11-15T20:00:00+08:00,7456,4928,11699,6285,827,8965,1533
,,,,,,,,,935,11,15,23,2023-11-15T21:00:00+08:00,7356,4861,11541,6201,817,8844,1512
,,,,,,,,,936,11,15,24,2023-11-15T22:00:00+08:00,7175,4742,11257,6048,797,8626,1475
,,,,,,,,,937,11,16,1,2023-11-15T23:00:00+08:00,7003,4628,10987,5904,778,8419,1440
,,,,,,,,,938,11,16,2,2023-11-16T00:00:00+08:00,6610,4368,10370,5572,733,7947,1359
,,,,,,,,,939,11,16,3,2023-11-16T01:00:00+08:00,6286,4154,9861,5299,697,7557,1292
,,,,,,,,,940,11,16,4,2023-11-16T02:00:00+08:00,6059,4004,9505,5108,672,7285,1246
,,,,,,,,,941,11,16,5,2023-11-16T03:00:00+08:00,5897,3897,9252,4972,654,7090,1213
,,,,,,,,,942,11,16,6,2023-11-16T04:00:00+08:00,5739,3792,9004,4838,637,6900,1180
,,,,,,,,,943,11,16,7,2023-11-16T05:00:00+08:00,5715,3777,8966,4818,634,6871,1175
,,,,,,,,,944,11,16,8,2023-11-16T06:00:00+08:00,5884,3889,9231,4960,653,7074,1210
,,,,,,,,,945,11,16,9,2023-11-16T07:00:00+08:00,5841,3860,9163,4924,648,7023,1201
,,,,,,,,,946,11,16,10,2023-11-16T08:00:00+08:00,6031,3985,9461,5084,669,7251,1240
