r_id,plta_orya_genyem,pltd_genyem,pltd_sentani,pltmg_jayapura_peaker,mpp_jayapura,pltu_jayapura_ftp_1,pltd_jayapura,pltd_wamena,pltmg_merauke,pltg_merauke_2,pltbm_merauke,pltmg_biak_2,pltmg_biak,pltmg_nabire_2,mpp_nabire,mpp_timika,pltmg_biak_3,pltm_wabudori,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_jayapura,plta_orya_2,pltm_amai,plt_ebt_base_jayapura_2,pltm_mamberamo_raya,pltbm_merauke_3,pltm_kalibumi_1,pltu_nabire_kalibobo,pltm_digoel,pltd_sarmi,plts_sarmi,pltmg_serui_1,plts_serui,pltmg_serui_2,pltmg_timika_2,pltmg_timika_2,plts_timika,pltmg_timika_3,pltm_cascade_walesi,pltm_uwe,pltm_walesi_blok_2,plta_baliem,papua_solar_potential_ruen,papua_wind_potential_ruen,papua_hydropower_potential_ruen,papua_hydropower_mini_potential_ruen,papua_biomass_potential_ruen,papua_biogas_potential_ruen,pltd_sorong,pltg_sorong,pltmg_manokawari_2,pltmg_bintuni,pltmg_mpp_fak_fak,pltmg_dedieselisasi,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_kaimana,pltbm_kaimana_2,pltmg_mpp_manokwari,pltmg_manokwari_3,pltm_warnasi_warkai,plts_manokwari,plts_manokwari_eks_apbn,pltmg_raja_ampat,pltmg_sorong_2,pltu_sorong_ex_timika,plt_ebt_base_sorong_3,pltm_waigo,pltmg_sorong,west_papua_solar_potential_ruen,west_papua_wind_potential_ruen,west_papua_hydropower_mini_potential_ruen,west_papua_biomass_potential_ruen,west_papua_biogas_potential_ruen
317,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.021,0.5,1,
318,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.033,1,0.033,1,1,1,0.033,1,0.5,0.5,0.5,0.5,0.033,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,1,1,1,1,0.5,0.011,0.011,1,1,1,1,0.5,1,0.011,0.035,0.5,1,
319,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,0.106,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.106,1,0.106,1,1,1,0.106,1,0.5,0.5,0.5,0.5,0.106,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,1,1,1,1,0.5,0.069,0.069,1,1,1,1,0.5,1,0.069,0.02,0.5,1,
320,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.244,1,0.244,1,1,1,0.244,1,0.5,0.5,0.5,0.5,0.244,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,1,1,1,1,0.5,0.163,0.163,1,1,1,1,0.5,1,0.163,0.002,0.5,1,
321,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.398,1,0.398,1,1,1,0.398,1,0.5,0.5,0.5,0.5,0.398,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,1,1,1,1,0.5,0.268,0.268,1,1,1,1,0.5,1,0.268,0.004,0.5,1,
322,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.452,1,0.452,1,1,1,0.452,1,0.5,0.5,0.5,0.5,0.452,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,1,1,1,1,0.5,0.34,0.34,1,1,1,1,0.5,1,0.34,0.015,0.5,1,
323,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.387,1,0.387,1,1,1,0.387,1,0.5,0.5,0.5,0.5,0.387,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.371,0.371,0.371,0.371,0.371,0.371,0.371,0.371,0.371,1,1,1,1,0.5,0.371,0.371,1,1,1,1,0.5,1,0.371,0.031,0.5,1,
324,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.272,1,0.272,1,1,1,0.272,1,0.5,0.5,0.5,0.5,0.272,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.373,1,1,1,1,0.5,0.373,0.373,1,1,1,1,0.5,1,0.373,0.045,0.5,1,
325,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.174,1,0.174,1,1,1,0.174,1,0.5,0.5,0.5,0.5,0.174,0,0.5,0.5,1,1,1,1,1,1,1,1,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,1,1,1,1,0.5,0.348,0.348,1,1,1,1,0.5,1,0.348,0.047,0.5,1,
326,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.118,1,0.118,1,1,1,0.118,1,0.5,0.5,0.5,0.5,0.118,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,1,1,1,1,0.5,0.298,0.298,1,1,1,1,0.5,1,0.298,0.04,0.5,1,
327,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.069,1,0.069,1,1,1,0.069,1,0.5,0.5,0.5,0.5,0.069,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,0.5,0.2,0.2,1,1,1,1,0.5,1,0.2,0.017,0.5,1,
328,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.027,1,0.027,1,1,1,0.027,1,0.5,0.5,0.5,0.5,0.027,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,1,1,1,1,0.5,0.087,0.087,1,1,1,1,0.5,1,0.087,0.007,0.5,1,
329,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.002,1,0.002,1,1,1,0.002,1,0.5,0.5,0.5,0.5,0.002,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,1,1,1,1,0.5,0.017,0.017,1,1,1,1,0.5,1,0.017,0.013,0.5,1,
330,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.053,0.5,1,
331,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.079,0.5,1,
332,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.012,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.079,0.5,1,
333,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.078,0.5,1,
334,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.076,0.5,1,
335,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.077,0.5,1,
336,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.02,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.082,0.5,1,
337,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.043,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.079,0.5,1,
338,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.043,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.066,0.5,1,
339,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.037,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.088,0.5,1,
340,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.035,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.077,0.5,1,
341,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.035,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.047,0.5,1,
342,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.02,1,0.02,1,1,1,0.02,1,0.5,0.5,0.5,0.5,0.02,0.02,0.5,0.5,1,1,1,1,1,1,1,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,1,1,1,0.5,0.01,0.01,1,1,1,1,0.5,1,0.01,0.044,0.5,1,
343,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.081,1,0.081,1,1,1,0.081,1,0.5,0.5,0.5,0.5,0.081,0.01,0.5,0.5,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,1,1,1,1,0.5,0.061,0.061,1,1,1,1,0.5,1,0.061,0.037,0.5,1,
344,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.168,1,0.168,1,1,1,0.168,1,0.5,0.5,0.5,0.5,0.168,0.017,0.5,0.5,1,1,1,1,1,1,1,1,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,1,1,1,1,0.5,0.117,0.117,1,1,1,1,0.5,1,0.117,0.028,0.5,1,
345,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.255,1,0.255,1,1,1,0.255,1,0.5,0.5,0.5,0.5,0.255,0.02,0.5,0.5,1,1,1,1,1,1,1,1,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,1,1,1,1,0.5,0.203,0.203,1,1,1,1,0.5,1,0.203,0.022,0.5,1,
346,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.298,1,0.298,1,1,1,0.298,1,0.5,0.5,0.5,0.5,0.298,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,1,1,1,1,0.5,0.291,0.291,1,1,1,1,0.5,1,0.291,0.044,0.5,1,
347,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.32,1,0.32,1,1,1,0.32,1,0.5,0.5,0.5,0.5,0.32,0.019,0.5,0.5,1,1,1,1,1,1,1,1,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,1,1,1,1,0.5,0.315,0.315,1,1,1,1,0.5,1,0.315,0.062,0.5,1,
348,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.314,1,0.314,1,1,1,0.314,1,0.5,0.5,0.5,0.5,0.314,0.026,0.5,0.5,1,1,1,1,1,1,1,1,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,1,1,1,1,0.5,0.295,0.295,1,1,1,1,0.5,1,0.295,0.072,0.5,1,
349,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.29,1,0.29,1,1,1,0.29,1,0.5,0.5,0.5,0.5,0.29,0.041,0.5,0.5,1,1,1,1,1,1,1,1,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,1,1,1,1,0.5,0.247,0.247,1,1,1,1,0.5,1,0.247,0.061,0.5,1,
350,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.217,1,0.217,1,1,1,0.217,1,0.5,0.5,0.5,0.5,0.217,0.059,0.5,0.5,1,1,1,1,1,1,1,1,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.195,1,1,1,1,0.5,0.195,0.195,1,1,1,1,0.5,1,0.195,0.049,0.5,1,
351,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.152,1,0.152,1,1,1,0.152,1,0.5,0.5,0.5,0.5,0.152,0.081,0.5,0.5,1,1,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,1,1,1,1,0.5,0.166,0.166,1,1,1,1,0.5,1,0.166,0.031,0.5,1,
352,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,0.067,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.067,1,0.067,1,1,1,0.067,1,0.5,0.5,0.5,0.5,0.067,0.077,0.5,0.5,1,1,1,1,1,1,1,1,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,1,1,1,1,0.5,0.113,0.113,1,1,1,1,0.5,1,0.113,0.016,0.5,1,
353,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.004,1,0.004,1,1,1,0.004,1,0.5,0.5,0.5,0.5,0.004,0.049,0.5,0.5,1,1,1,1,1,1,1,1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,1,1,1,1,0.5,0.035,0.035,1,1,1,1,0.5,1,0.035,0.01,0.5,1,
354,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.061,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.022,0.5,1,
355,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.07,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.043,0.5,1,
356,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.061,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.081,0.5,1,
357,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.046,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.077,0.5,1,
358,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.034,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.047,0.5,1,
359,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.031,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.027,0.5,1,
360,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.031,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.052,0.5,1,
361,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.028,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.079,0.5,1,
362,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.024,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.086,0.5,1,
363,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.011,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.087,0.5,1,
364,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.062,0.5,1,
365,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.063,0.5,1,
366,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.071,1,0.071,1,1,1,0.071,1,0.5,0.5,0.5,0.5,0.071,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,1,1,1,1,0.5,0.026,0.026,1,1,1,1,0.5,1,0.026,0.065,0.5,1,
367,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.204,1,0.204,1,1,1,0.204,1,0.5,0.5,0.5,0.5,0.204,0.016,0.5,0.5,1,1,1,1,1,1,1,1,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,1,1,1,1,0.5,0.142,0.142,1,1,1,1,0.5,1,0.142,0.009,0.5,1,
368,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.319,1,0.319,1,1,1,0.319,1,0.5,0.5,0.5,0.5,0.319,0.031,0.5,0.5,1,1,1,1,1,1,1,1,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,1,1,1,1,0.5,0.275,0.275,1,1,1,1,0.5,1,0.275,0.018,0.5,1,
