ID,Zone,Village,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
3,1,1,batt_bel1,0.01004755199306757,0.0,0.01004755199306757
6,1,2,batt_bel2,0.6949250730434782,0.0,0.6949250730434782
9,1,3,batt_bel3,0.6915635008695651,0.0,0.6915635008695651
12,1,4,batt_bel4,0.15313371822115815,0.0,0.15313371822115815
15,1,5,batt_bel5,0.35989108173913054,0.0,0.35989108173913054
18,1,6,batt_bel6,0.009662759999999986,0.0,0.009662759999999986
21,1,7,batt_bel7,0.29457316695652175,0.0,0.29457316695652175
24,1,8,batt_bel8,0.5822091599999999,0.0,0.5822091599999999
27,1,9,batt_bel9,0.5613301339130434,0.0,0.5613301339130434
30,1,10,batt_bel10,0.017091760000000074,0.0,0.017091760000000074
33,1,11,batt_bel11,0.5423644939130434,0.0,0.5423644939130434
36,1,12,batt_bel12,0.01223416000000003,0.0,0.01223416000000003
39,1,13,batt_bel13,0.23266230608695654,0.0,0.23266230608695654
42,1,14,batt_bel14,0.005498361088086823,0.0,0.005498361088086823
45,1,15,batt_bel15,0.008345871464226273,0.0,0.008345871464226273
48,1,16,batt_bel16,0.021137920000000143,0.0,0.021137920000000143
51,1,17,batt_bel17,0.010659504991680516,0.0,0.010659504991680516
54,1,18,batt_bel18,0.0047001516464471454,0.0,0.0047001516464471454
57,1,19,batt_bel19,0.06989423913043474,0.0,0.06989423913043474
60,1,20,batt_bel20,0.2862196901054064,0.0,0.2862196901054064
63,1,21,batt_bel21,0.2560322113070116,0.0,0.2560322113070116
66,1,22,batt_bel22,0.3146675878917433,0.0,0.3146675878917433
69,1,23,batt_bel23,0.0028233695652173938,0.0,0.0028233695652173938
72,1,24,batt_bel24,0.3212368657719204,0.0,0.3212368657719204
75,1,25,batt_bel25,0.31601044576007126,0.0,0.31601044576007126
78,1,26,batt_bel26,0.35612707809499344,0.0,0.35612707809499344
81,1,27,batt_bel27,0.1393651437666495,0.0,0.1393651437666495
84,1,28,batt_bel28,0.24168725273202174,0.0,0.24168725273202174
87,1,29,batt_bel29,0.22820135235239508,0.0,0.22820135235239508
90,1,30,batt_bel30,0.3279329747624227,0.0,0.3279329747624227
93,1,31,batt_bel31,0.2753363419681749,0.0,0.2753363419681749
96,1,32,batt_bel32,0.2389655416866498,0.0,0.2389655416866498
99,1,33,batt_bel33,0.24419693833745892,0.0,0.24419693833745892
102,1,34,batt_bel34,0.25473584998907495,0.0,0.25473584998907495
105,1,35,batt_bel35,0.20156778434391287,0.0,0.20156778434391287
108,1,36,batt_bel36,0.2862218496103782,0.0,0.2862218496103782
111,1,37,batt_bel37,0.20650231161680122,0.0,0.20650231161680122
114,1,38,batt_bel38,0.054622083695651885,0.0,0.054622083695651885
117,1,39,batt_bel39,0.07228695652173915,0.0,0.07228695652173915
120,1,40,batt_bel40,0.16962538273464522,0.0,0.16962538273464522
123,1,41,batt_bel41,0.17926447949397284,0.0,0.17926447949397284
126,1,42,batt_bel42,0.026729258695652174,0.0,0.026729258695652174
129,1,43,batt_bel43,0.22033677475643154,0.0,0.22033677475643154
132,1,44,batt_bel44,0.2641109404611049,0.0,0.2641109404611049
135,1,45,batt_bel45,0.215496015331895,0.0,0.215496015331895
138,1,46,batt_bel46,0.21182519640172068,0.0,0.21182519640172068
141,1,47,batt_bel47,0.0027929347826086983,0.0,0.0027929347826086983
144,1,48,batt_bel48,0.2917208078723119,0.0,0.2917208078723119
147,1,49,batt_bel49,0.06883625217391291,0.0,0.06883625217391291
150,1,50,batt_bel50,0.01122995760869564,0.0,0.01122995760869564
153,1,51,batt_bel51,0.2928860034746827,0.0,0.2928860034746827
156,1,52,batt_bel52,0.23550252212483347,0.0,0.23550252212483347
159,1,53,batt_bel53,0.3569308451690185,0.0,0.3569308451690185
162,1,54,batt_bel54,0.32808700562264426,0.0,0.32808700562264426
165,1,55,batt_bel55,0.21669910538252862,0.0,0.21669910538252862
168,1,56,batt_bel56,0.2456003206561927,0.0,0.2456003206561927
171,1,57,batt_bel57,0.1817703590328939,0.0,0.1817703590328939
174,1,58,batt_bel58,0.08527414782608671,0.0,0.08527414782608671
177,1,59,batt_bel59,0.20812297975431385,0.0,0.20812297975431385
180,1,60,batt_bel60,0.01044130434782603,0.0,0.01044130434782603
183,1,61,batt_bel61,0.35326440995965364,0.0,0.35326440995965364
186,1,62,batt_bel62,0.0076665049732499435,0.0,0.0076665049732499435
189,1,63,batt_bel63,0.0027929347826086983,0.0,0.0027929347826086983
192,1,64,batt_bel64,0.26609847861657576,0.0,0.26609847861657576
195,1,65,batt_bel65,0.1376572649356171,0.0,0.1376572649356171
198,1,66,batt_bel66,0.011223079999999998,0.0,0.011223079999999998
201,1,67,batt_bel67,0.009661574108959405,0.0,0.009661574108959405
204,1,68,batt_bel68,0.0626842880434783,0.0,0.0626842880434783
207,1,69,batt_bel69,0.008034553726169845,0.0,0.008034553726169845
210,1,70,batt_bel70,0.15602815751224472,0.0,0.15602815751224472
213,1,71,batt_bel71,0.007104210869565215,0.0,0.007104210869565215
216,1,72,batt_bel72,0.003181521739130464,0.0,0.003181521739130464
219,1,73,batt_bel73,0.1352048808845643,0.0,0.1352048808845643
222,1,74,batt_bel74,0.030638759999999977,0.0,0.030638759999999977
225,1,75,batt_bel75,0.003775000000000004,0.0,0.003775000000000004
228,1,76,batt_bel76,0.13664150997991764,0.0,0.13664150997991764
231,1,77,batt_bel77,0.010968627253032937,0.0,0.010968627253032937
234,1,78,batt_bel78,0.15361907821232573,0.0,0.15361907821232573
237,1,79,batt_bel79,0.09083892180260728,0.0,0.09083892180260728
240,1,80,batt_bel80,0.002663586956521748,0.0,0.002663586956521748
243,1,81,batt_bel81,0.004476395900836416,0.0,0.004476395900836416
246,1,82,batt_kup82,0.02875552000000006,0.0,0.02875552000000006
249,1,83,batt_kup83,0.009199079999999998,0.0,0.009199079999999998
252,1,84,batt_kup84,0.01126880415944542,0.0,0.01126880415944542
255,1,85,batt_kup85,0.04615852644087936,0.0,0.04615852644087936
258,1,86,batt_kup86,0.010916529462738309,0.0,0.010916529462738309
261,1,87,batt_kup87,0.010313151980159635,0.0,0.010313151980159635
264,1,88,batt_kup88,0.005292319719689589,0.0,0.005292319719689589
267,1,89,batt_kup89,0.04797391304347842,0.0,0.04797391304347842
270,1,90,batt_kup90,0.010951906412478339,0.0,0.010951906412478339
273,1,91,batt_kup91,0.010371425476603089,0.0,0.010371425476603089
276,1,92,batt_kup92,0.006793478260869541,0.0,0.006793478260869541
279,1,93,batt_kup93,0.8856332208695651,0.0,0.8856332208695651
282,1,94,batt_kup94,0.0039119565217391504,0.0,0.0039119565217391504
285,1,95,batt_kup95,0.001308695652173917,0.0,0.001308695652173917
288,1,96,batt_kup96,0.08340361067057145,0.0,0.08340361067057145
291,1,97,batt_kup97,0.0024961956521739053,0.0,0.0024961956521739053
294,1,98,batt_kup98,0.1418632057247442,0.0,0.1418632057247442
297,1,99,batt_kup99,0.001377717391304353,0.0,0.001377717391304353
300,1,100,batt_kup100,0.006332608695652171,0.0,0.006332608695652171
303,1,101,batt_kup101,0.3120718868258983,0.0,0.3120718868258983
306,1,102,batt_kup102,0.2013624139377329,0.0,0.2013624139377329
309,1,103,batt_kup103,0.061408620652173874,0.0,0.061408620652173874
312,1,104,batt_kup104,0.07212339782608691,0.0,0.07212339782608691
315,1,105,batt_kup105,0.3254489052314879,0.0,0.3254489052314879
318,1,106,batt_kup106,0.21278988316462072,0.0,0.21278988316462072
321,1,107,batt_kup107,0.15875044158957408,0.0,0.15875044158957408
324,1,108,batt_kup108,0.0028157608695652124,0.0,0.0028157608695652124
327,1,109,batt_kup109,0.13907563408885393,0.0,0.13907563408885393
330,1,110,batt_kup110,0.24416992368517834,0.0,0.24416992368517834
333,1,111,batt_kup111,0.0076191152173912865,0.0,0.0076191152173912865
336,1,112,batt_kup112,0.004360869565217408,0.0,0.004360869565217408
339,1,113,batt_kup113,0.007140217391304338,0.0,0.007140217391304338
342,1,114,batt_kup114,0.006072231521739121,0.0,0.006072231521739121
345,1,115,batt_kup115,0.006116149999999998,0.0,0.006116149999999998
348,1,116,batt_kup116,0.04507848152173907,0.0,0.04507848152173907
351,1,117,batt_kup117,0.004748913043478243,0.0,0.004748913043478243
354,1,118,batt_kup118,0.003378804347826087,0.0,0.003378804347826087
