ID,Zone,Total_Import_MWh,Peak_Import_MW
1,1,2164.1153880981906,0.2503772521663778
2,1,10063.489834301196,1.1536
3,1,10019.452753107733,1.1481
4,1,3849.754561595416,0.44010430716178256
5,1,5202.634126493389,0.5974
6,1,3036.9807468007552,0.3516952608
7,1,4259.519995376409,0.489
8,1,8423.334189755782,0.9666
9,1,8138.547475943261,0.9318
10,1,3212.8477731952958,0.37154700000000007
11,1,7857.39555041226,0.9003
12,1,2294.5696936970426,0.265967
13,1,3190.9196778839896,0.3644
14,1,1579.4467688646719,0.1825224922010399
15,1,1337.0022010089447,0.16015959941763735
16,1,3972.151215814794,0.4595290000000002
17,1,1711.243967293488,0.20455341846921796
18,1,1009.3770028861982,0.11712086048526864
19,1,1221.7998939204683,0.147651
20,1,0.0,0.0
21,1,642.8603922531946,0.0762553790644747
22,1,247.2881444711091,0.029860234743117824
23,1,875.0553082932681,0.1013065
24,1,50.37555802868597,0.0073372063479996245
25,1,0.0,0.0
26,1,290.76926227218917,0.0358012614111765
27,1,545.4427177572883,0.06782561354693649
28,1,197.63701281419495,0.024296884971817364
29,1,102.61276952410243,0.013247
30,1,0.0,0.0
31,1,214.72597113372714,0.026127942287584215
32,1,597.821873782632,0.07117186308973648
33,1,189.08589577624872,0.023172576165783734
34,1,114.01644988357813,0.014787000000000008
35,1,150.04279343650575,0.0190629999844813
36,1,0.0,0.0
37,1,159.436392635681,0.019594766756277145
38,1,955.0729412416325,0.11538700000000007
39,1,322.80804501198776,0.039982
40,1,129.985881577402,0.016095752223592337
41,1,144.82177284135452,0.01802140488989228
42,1,464.71768185266785,0.056461
43,1,507.38013702234673,0.06043646772789445
44,1,246.68823442340405,0.03003
45,1,161.66279013898705,0.02038105390234319
46,1,344.6659480258669,0.040962
47,1,865.513609053533,0.1002145
48,1,225.8920486174137,0.027681907079856467
49,1,1203.921614881639,0.14541
50,1,1754.395374928587,0.20274
51,1,449.3606767309732,0.053549
52,1,623.206451896474,0.07555784000869092
53,1,290.40608472947787,0.035881186015076075
54,1,260.99882718075594,0.032860118848417205
55,1,934.850667093887,0.11434770576201843
56,1,614.0216304070501,0.07314829132054194
57,1,786.455226795735,0.09591531742243439
58,1,1481.8707134623844,0.18013800000000002
59,1,155.68425163533965,0.01968234730158861
60,1,3244.7658732973714,0.374644
61,1,2.463808065476182,0.0004149999999999997
62,1,2201.7725798284782,0.25449118457538994
63,1,865.513609053533,0.1002145
64,1,233.12399145714738,0.028819
65,1,102.96825172906331,0.01301856784813488
66,1,3530.20042065391,0.4085297664
67,1,2777.7193812182027,0.32071364818024267
68,1,1102.3755230311854,0.132415
69,1,2717.310656290623,0.3151152105719237
70,1,144.30959093920254,0.017741
71,1,1110.009104311105,0.128242
72,1,985.915325213148,0.11414099999999999
73,1,399.5232345729185,0.048415158731119345
74,1,5757.121720649791,0.666072
75,1,1169.9265044565275,0.13544
76,1,208.69266938512143,0.024982
77,1,2454.312129864234,0.28383842092720973
78,1,384.03318025936835,0.04575320272044515
79,1,266.7763097981724,0.03252663708902071
80,1,825.4623645777026,0.0955725
81,1,1282.8868893528565,0.1485902842287695
82,1,5404.304308440315,0.62511
83,1,2892.395767460759,0.3348138464
84,1,3818.123988599602,0.44195070017331023
85,1,394.04161663556096,0.048890077837195525
86,1,3698.0160222768386,0.4281397928942807
87,1,3379.740913428929,0.3911939001782531
88,1,1520.0610989056665,0.17568093414211441
89,1,7748.309091768902,0.8907215576559548
90,1,2359.201506984215,0.2729112461005199
91,1,2234.0942851648033,0.2584452885615251
92,1,1855.8485370374879,0.214577
93,1,12832.370898688116,1.4703
94,1,1212.5636916798696,0.140355
95,1,405.6881272949566,0.046966999999999995
96,1,206.3792835395311,0.024831355092973684
97,1,773.6392637437162,0.0895655
98,1,100.1540506663141,0.013095160632606118
99,1,426.91568789213323,0.049424499999999996
100,1,1730.3451388300837,0.200052
101,1,242.98896218155028,0.031221875344079778
102,1,586.3551986430116,0.07189370406705131
103,1,1081.4626588009833,0.129727
104,1,1260.0316914318785,0.15235600000000002
105,1,229.46697982729435,0.030043065573141875
106,1,147.59844775824405,0.01962868151487566
107,1,238.49727780968087,0.02912700000000001
108,1,872.6074640953084,0.1010335
109,1,600.3863769409072,0.07338760415956358
110,1,181.21920553784892,0.023065449096396885
111,1,1190.3259360635282,0.137554
112,1,1351.7506932218907,0.156466
113,1,1951.0516073035794,0.225539
114,1,948.8506222083906,0.10961800000000001
115,1,955.9529542443091,0.110416
116,1,786.3272587940053,0.095222
117,1,1471.7662142103948,0.170392
118,1,1047.3610557348575,0.1212405
119,1,716.4035157968501,0.08631
120,1,621.6825976316343,0.07680063723150357
121,1,1430.1833958874022,0.16522499999999998
122,1,891.9396665542197,0.10731
123,1,1026.2352369009684,0.118783
124,1,1047.8277979182685,0.121058
125,1,1495.5794276714364,0.173123
126,1,903.6580342802563,0.10889
127,1,1982.3537969977083,0.229101
128,1,1710.3813927529598,0.19797150000000002
129,1,1488.4676486281285,0.172304
130,1,686.8593261998349,0.085028
131,1,990.2457230379829,0.11956832798960138
132,1,862.2650053235841,0.10375
133,1,241.8295198331846,0.031714403286828396
134,1,1467.2395864556954,0.169846
135,1,2180.8608773096566,0.2520385
136,1,608.1460358168453,0.075618
137,1,245.0881668261924,0.03005625612208921
138,1,0.0,0.0
139,1,424.782721942134,0.05361714772288133
140,1,0.0,0.0
141,1,0.0,0.0
142,1,208.92297004356217,0.025068000000000007
143,1,302.3876464772557,0.03941174753725923
144,1,5.293862267857157,0.0008870000000000822
145,1,5.321570983418368,0.0008963571428572889
146,1,0.0,0.0
