ID,Zone,Village,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
3,1,1,batt_bel1,0.05603751774860139,0.0,0.05603751774860139
6,1,2,batt_bel2,0.05508683755055276,0.0,0.05508683755055276
9,1,3,batt_bel3,0.05502200158349737,0.0,0.05502200158349737
12,1,4,batt_bel4,0.05499390223764771,0.0,0.05499390223764771
15,1,5,batt_bel5,0.05503711703630046,0.0,0.05503711703630046
18,1,6,batt_bel6,0.0558081197484377,0.0,0.0558081197484377
21,1,7,batt_bel7,0.05505021495590853,0.0,0.05505021495590853
24,1,8,batt_bel8,0.054896439817362176,0.0,0.054896439817362176
27,1,9,batt_bel9,0.05491517980048904,0.0,0.05491517980048904
30,1,10,batt_bel10,0.055003098690762905,0.0,0.055003098690762905
33,1,11,batt_bel11,0.054943840614598,0.0,0.054943840614598
36,1,12,batt_bel12,0.055012703431269405,0.0,0.055012703431269405
39,1,13,batt_bel13,7.461571510028393,0.0,7.461571510028393
42,1,14,batt_bel14,0.05626230246000295,0.0,0.05626230246000295
45,1,15,batt_bel15,4.885448329623677,0.0,4.885448329623677
48,1,16,batt_bel16,0.05493645198607213,0.0,0.05493645198607213
51,1,17,batt_bel17,6.239741307492994,0.0,6.239741307492994
54,1,18,batt_bel18,0.05470087377078451,0.0,0.05470087377078451
57,1,19,batt_bel19,0.055035829411724364,0.0,0.055035829411724364
60,1,20,batt_bel20,0.2701622555021313,0.0,0.2701622555021313
63,1,21,batt_bel21,0.05492328327043407,0.0,0.05492328327043407
66,1,22,batt_bel22,0.05444279736255703,0.0,0.05444279736255703
69,1,23,batt_bel23,0.05662234859502023,0.0,0.05662234859502023
72,1,24,batt_bel24,0.053375391686701225,0.0,0.053375391686701225
75,1,25,batt_bel25,0.29830391007538054,0.0,0.29830391007538054
78,1,26,batt_bel26,0.055178356839725246,0.0,0.055178356839725246
81,1,27,batt_bel27,0.05458391664399751,0.0,0.05458391664399751
84,1,28,batt_bel28,0.05425425082205245,0.0,0.05425425082205245
87,1,29,batt_bel29,0.05351361035662469,0.0,0.05351361035662469
90,1,30,batt_bel30,0.30613896654558864,0.0,0.30613896654558864
93,1,31,batt_bel31,0.05418089958480529,0.0,0.05418089958480529
96,1,32,batt_bel32,0.054872182762088696,0.0,0.054872182762088696
99,1,33,batt_bel33,0.05415504743783378,0.0,0.05415504743783378
