ID,Zone,Connected,Total_Import_MWh,Total_Export_MWh
1,1,1,1640.959004358905,1637.9937678658173
2,1,1,6838.421714621915,3426.7492847709736
3,1,1,6516.847247258326,3121.3065403728087
4,1,1,3060.536356473595,1489.2620250317661
5,1,1,3504.194213758128,1735.607531571885
6,1,1,2330.0053807145177,2189.502912772025
7,1,1,2865.2192490636025,1416.8078295351283
8,1,1,5502.1281373827205,2642.7256652061515
9,1,1,5563.940688334017,2807.539725813622
10,1,1,3110.5089137004497,1508.2288447246071
11,1,1,5292.079329920202,2628.7455132315313
12,1,1,2287.7010336625567,1139.6245413315949
13,1,1,524.2454731456447,2643.8037437787148
14,1,1,1188.4772399453927,1228.0334061761275
15,1,1,360.142416278005,1732.9254558353498
16,1,1,3922.2281004694582,1941.4268137549946
17,1,1,416.84726987351,2234.7355235392556
18,1,1,1039.920091645306,513.6069549180378
19,1,1,1613.0431652384013,791.3484775353796
20,1,0,0.0,0.0
21,1,1,1338.5995960599423,664.5746045312459
22,1,1,936.7305499530829,456.3386556917571
23,1,1,668.917439847245,713.123520331735
24,1,1,539.8500834476035,265.5378694347561
25,1,0,0.0,0.0
26,1,1,1110.1164722176259,553.9634758766565
27,1,1,1012.065242978274,503.14165528716075
28,1,1,749.2601756353774,370.6482708014577
29,1,1,530.0809728596286,259.49099172899093
30,1,0,0.0,0.0
31,1,1,832.3301165889618,411.53088425140817
32,1,1,1281.7462121957722,652.4022772298677
33,1,1,737.2555088691158,363.6090163361734
34,1,1,575.0344440353531,273.39216474520845
35,1,1,609.4472664231869,300.3566146489044
36,1,1,361.50111573958253,179.12187966544562
37,1,1,623.3248363480005,306.7913107126575
38,1,1,1282.4432163373708,639.4455244561688
39,1,1,407.4672875410191,437.23555800996445
40,1,1,512.721372613715,252.06649097946854
41,1,1,546.3082748899607,264.50379621601326
42,1,1,462.0104359186994,494.7279497388033
43,1,1,1100.047990186483,546.4363560446765
44,1,1,845.3788701132979,410.88889421029324
45,1,1,654.1288667173908,323.9393522328044
46,1,1,885.7496868390871,441.3901391408766
47,1,1,652.0162147572116,695.9495821475874
48,1,1,868.5653723459532,422.9300014749006
49,1,1,1599.7583138385774,790.461933590635
50,1,1,1854.6303439381677,905.1141240829045
51,1,1,1149.803729349204,552.7673909318968
52,1,1,1276.6868270807367,627.4836587409501
53,1,1,1110.8630095385427,553.5036818177978
54,1,1,997.5226535339543,484.82023632495407
55,1,1,1636.4779130794598,801.1227225051784
56,1,1,1298.5866493563717,651.8218415770962
57,1,1,1400.4869953254017,699.1160643394467
58,1,1,1961.9690949668056,960.2592919892746
59,1,1,636.2036303516722,317.1845877830635
60,1,1,3338.551551954945,1631.9720548745022
61,1,1,442.68458507365625,214.32477796292162
62,1,1,2296.4284278441355,1138.4268145623614
63,1,1,666.3027117418363,710.2360794215127
64,1,1,850.8392997076407,421.3730095843369
65,1,1,419.4705174927384,207.262026064721
66,1,1,3673.9179766053157,1868.0778862352206
67,1,1,2863.7298258509945,1405.3926364214014
68,1,1,1469.6585657195858,732.3605207383251
69,1,1,2695.1724468668885,1303.8710588008273
70,1,1,496.2884774240309,238.11604068372006
71,1,1,1205.9668380808257,603.9472952689451
72,1,1,728.0711360737199,774.3953993163033
73,1,1,785.1096599063793,384.1603636217508
74,1,1,5663.425390272246,2794.09829206027
75,1,1,853.9404480061056,902.028412809057
76,1,1,541.5727259425621,261.0519283987545
77,1,1,2446.815431189525,1174.5488524702018
78,1,1,809.3669241623144,403.4570156705491
79,1,1,536.0211529123716,265.45896929510224
80,1,1,856.3907274095664,418.1997838837027
81,1,1,1326.3834885722977,648.6355846106493
82,1,1,4429.591653260041,3557.6914254160515
83,1,1,2224.351619320551,2113.928881429838
84,1,1,3085.0778539880116,2742.4256541746627
85,1,1,440.06492626545605,471.08724942356906
86,1,1,2959.1373855796232,2651.9903546686737
87,1,1,2755.7413503733083,2535.414814902255
88,1,1,1182.5441777153571,1224.4938685674786
89,1,1,6593.539317106464,4752.818904845524
90,1,1,1794.3738185061916,1767.637382058073
91,1,1,1774.4833624762646,1763.5939810585803
92,1,1,1436.5066091780475,1459.4890243506504
93,1,1,7663.748503907923,5310.2929900809595
94,1,1,908.1043902417607,956.0075442649005
95,1,1,421.06727403833804,203.82192748069502
96,1,1,219.03164671014738,430.57432257555934
97,1,1,798.8469733741003,387.9445760756838
98,1,1,205.99438772330643,408.2793106582814
99,1,1,226.8662555416159,439.4478395919898
100,1,1,1798.7839825762655,888.982892601472
101,1,1,401.3523205090941,1042.9471304874128
102,1,1,1163.6231261034725,569.0530085062147
103,1,1,1396.3631216935312,673.9528391666794
104,1,1,1696.2401584126744,848.5000668261389
105,1,1,409.38029917074067,1051.0191461706186
106,1,1,265.91193191774386,679.62177900416
107,1,1,317.24513658522153,638.152676950097
108,1,1,676.4754409933657,720.4506389600464
109,1,1,504.0850623387319,1062.183461464945
110,1,1,726.4687280389477,352.8170648197961
111,1,1,629.5059261327832,1297.679385035034
112,1,1,1392.2043445553395,677.266839548115
113,1,1,2037.4375166153864,1012.2167690165799
114,1,1,516.797144228453,1042.610384361495
115,1,1,493.61716445327806,1022.9873866456852
116,1,1,1065.2305480218292,533.9677689543128
117,1,1,1512.7647758979458,734.5120833784888
118,1,1,551.9275274547765,1122.431858598161
119,1,1,437.0051480811126,910.552816318039
120,1,1,1089.1075011480868,526.8004116517218
121,1,1,1510.5265678363328,735.9931123686868
122,1,1,1156.8617278831152,575.9264882960002
123,1,1,1097.4506100890642,553.7612838520562
124,1,1,1108.6674910323798,540.1836157261249
125,1,1,1547.1624589576609,756.526768729639
126,1,1,1202.8518024877246,595.9417735233366
127,1,1,2067.7217548727776,1022.6459087337661
128,1,1,822.696745583713,1783.9279340439741
129,1,1,767.865397346313,1593.2047527055456
130,1,1,1221.5354275026789,589.6907474790345
131,1,1,1435.0616582364871,703.9310312703042
132,1,1,1189.308332424234,592.2823178961575
133,1,1,355.8634828475924,1115.8800325178108
134,1,1,701.145926468106,1525.454846575315
135,1,1,1090.138799532302,2321.2362358632727
136,1,1,524.7621414319797,1116.8364176340526
137,1,1,349.0735270262748,374.50499216092703
138,1,0,0.0,0.0
139,1,1,1037.6411161693516,1338.2359055569054
140,1,0,0.0,0.0
141,1,0,0.0,0.0
142,1,1,517.8992339870653,925.6617751115518
143,1,1,488.5040201882939,1372.7899218082418
144,1,1,383.0384003711393,1037.0427882848207
145,1,1,373.8357620470895,1049.8813098410903
146,1,1,340.98912241990746,927.0824189875799
147,1,0,0.0,0.0
148,1,0,0.0,0.0
149,1,1,697.7714352802631,342.7302374205454
150,1,1,1352.0746311377745,673.0875480310813
151,1,1,543.1576736108846,670.3509092945089
152,1,1,876.6170226800563,924.6621163738041
153,1,1,355.3213875461883,381.30256271653053
154,1,1,827.4739654257099,412.9927924120939
155,1,1,547.6763567916487,968.6443539716123
156,1,1,327.0709863057898,580.8877089453131
157,1,1,1285.4891095786006,640.2358626792696
158,1,0,0.0,0.0
159,1,0,0.0,0.0
160,1,1,473.9255151494949,1551.036410288851
161,1,1,708.9904323465954,1265.6765954381408
162,1,1,504.66481670976447,897.4738678952999
163,1,0,0.0,0.0
164,1,0,0.0,0.0
165,1,0,0.0,0.0
166,1,0,0.0,0.0
167,1,0,0.0,0.0
168,1,1,323.0880770027577,915.8754746835682
169,1,1,2787.9733337841576,1387.9611234193683
170,1,1,2068.0627245286446,1034.1678553629188
171,1,1,1782.9648413685936,870.6734195849243
172,1,1,769.2832037373311,378.22905917621557
173,1,1,1452.195559255645,712.3914937307388
174,1,1,1072.4580067845977,1118.157689131246
175,1,1,1199.4262226447079,588.6979402492883
176,1,1,778.6399533473228,383.8797659209553
