Date,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2
,,,,,,,,,719,2,20,23,2023-02-20T21:50:00+08:00,62,27
,,,,,,,,,720,2,20,24,2023-02-20T22:50:00+08:00,62,27
,,,,,,,,,721,2,21,1,2023-02-20T23:50:00+08:00,47,20
,,,,,,,,,722,2,21,2,2023-02-21T00:50:00+08:00,47,20
,,,,,,,,,723,2,21,3,2023-02-21T01:50:00+08:00,47,20
,,,,,,,,,724,2,21,4,2023-02-21T02:50:00+08:00,47,20
,,,,,,,,,725,2,21,5,2023-02-21T03:50:00+08:00,47,20
,,,,,,,,,726,2,21,6,2023-02-21T04:50:00+08:00,47,20
,,,,,,,,,727,2,21,7,2023-02-21T05:50:00+08:00,78,33
,,,,,,,,,728,2,21,8,2023-02-21T06:50:00+08:00,78,33
,,,,,,,,,729,2,21,9,2023-02-21T07:50:00+08:00,78,33
,,,,,,,,,730,2,21,10,2023-02-21T08:50:00+08:00,78,33
,,,,,,,,,731,2,21,11,2023-02-21T09:50:00+08:00,78,33
,,,,,,,,,732,2,21,12,2023-02-21T10:50:00+08:00,78,33
,,,,,,,,,733,2,21,13,2023-02-21T11:50:00+08:00,78,33
,,,,,,,,,734,2,21,14,2023-02-21T12:50:00+08:00,78,33
,,,,,,,,,735,2,21,15,2023-02-21T13:50:00+08:00,78,33
,,,,,,,,,736,2,21,16,2023-02-21T14:50:00+08:00,78,33
,,,,,,,,,737,2,21,17,2023-02-21T15:50:00+08:00,62,33
,,,,,,,,,738,2,21,18,2023-02-21T16:50:00+08:00,62,33
,,,,,,,,,739,2,21,19,2023-02-21T17:50:00+08:00,62,27
,,,,,,,,,740,2,21,20,2023-02-21T18:50:00+08:00,62,27
,,,,,,,,,741,2,21,21,2023-02-21T19:50:00+08:00,62,27
,,,,,,,,,742,2,21,22,2023-02-21T20:50:00+08:00,62,27
,,,,,,,,,743,2,21,23,2023-02-21T21:50:00+08:00,62,27
,,,,,,,,,744,2,21,24,2023-02-21T22:50:00+08:00,62,27
,,,,,,,,,745,2,22,1,2023-02-21T23:50:00+08:00,47,20
,,,,,,,,,746,2,22,2,2023-02-22T00:50:00+08:00,47,20
,,,,,,,,,747,2,22,3,2023-02-22T01:50:00+08:00,47,20
,,,,,,,,,748,2,22,4,2023-02-22T02:50:00+08:00,47,20
,,,,,,,,,749,2,22,5,2023-02-22T03:50:00+08:00,47,20
,,,,,,,,,750,2,22,6,2023-02-22T04:50:00+08:00,47,20
,,,,,,,,,751,2,22,7,2023-02-22T05:50:00+08:00,78,33
,,,,,,,,,752,2,22,8,2023-02-22T06:50:00+08:00,78,33
,,,,,,,,,753,2,22,9,2023-02-22T07:50:00+08:00,78,33
,,,,,,,,,754,2,22,10,2023-02-22T08:50:00+08:00,78,33
,,,,,,,,,755,2,22,11,2023-02-22T09:50:00+08:00,78,33
,,,,,,,,,756,2,22,12,2023-02-22T10:50:00+08:00,78,33
,,,,,,,,,757,2,22,13,2023-02-22T11:50:00+08:00,78,33
,,,,,,,,,758,2,22,14,2023-02-22T12:50:00+08:00,78,33
,,,,,,,,,759,2,22,15,2023-02-22T13:50:00+08:00,78,33
,,,,,,,,,760,2,22,16,2023-02-22T14:50:00+08:00,78,33
,,,,,,,,,761,2,22,17,2023-02-22T15:50:00+08:00,62,33
,,,,,,,,,762,2,22,18,2023-02-22T16:50:00+08:00,62,33
,,,,,,,,,763,2,22,19,2023-02-22T17:50:00+08:00,62,27
,,,,,,,,,764,2,22,20,2023-02-22T18:50:00+08:00,62,27
,,,,,,,,,765,2,22,21,2023-02-22T19:50:00+08:00,62,27
,,,,,,,,,766,2,22,22,2023-02-22T20:50:00+08:00,62,27
,,,,,,,,,767,2,22,23,2023-02-22T21:50:00+08:00,62,27
,,,,,,,,,768,2,22,24,2023-02-22T22:50:00+08:00,62,27
,,,,,,,,,769,2,23,1,2023-02-22T23:50:00+08:00,47,20
,,,,,,,,,770,2,23,2,2023-02-23T00:50:00+08:00,47,20
,,,,,,,,,771,2,23,3,2023-02-23T01:50:00+08:00,47,20
,,,,,,,,,772,2,23,4,2023-02-23T02:50:00+08:00,47,20
,,,,,,,,,773,2,23,5,2023-02-23T03:50:00+08:00,47,20
,,,,,,,,,774,2,23,6,2023-02-23T04:50:00+08:00,47,20
,,,,,,,,,775,2,23,7,2023-02-23T05:50:00+08:00,78,33
,,,,,,,,,776,2,23,8,2023-02-23T06:50:00+08:00,78,33
,,,,,,,,,777,2,23,9,2023-02-23T07:50:00+08:00,78,33
,,,,,,,,,778,2,23,10,2023-02-23T08:50:00+08:00,78,33
,,,,,,,,,779,2,23,11,2023-02-23T09:50:00+08:00,78,33
,,,,,,,,,780,2,23,12,2023-02-23T10:50:00+08:00,78,33
,,,,,,,,,781,2,23,13,2023-02-23T11:50:00+08:00,78,33
,,,,,,,,,782,2,23,14,2023-02-23T12:50:00+08:00,78,33
,,,,,,,,,783,2,23,15,2023-02-23T13:50:00+08:00,78,33
,,,,,,,,,784,2,23,16,2023-02-23T14:50:00+08:00,78,33
,,,,,,,,,785,2,23,17,2023-02-23T15:50:00+08:00,62,33
,,,,,,,,,786,2,23,18,2023-02-23T16:50:00+08:00,62,33
,,,,,,,,,787,2,23,19,2023-02-23T17:50:00+08:00,62,27
,,,,,,,,,788,2,23,20,2023-02-23T18:50:00+08:00,62,27
,,,,,,,,,789,2,23,21,2023-02-23T19:50:00+08:00,62,27
,,,,,,,,,790,2,23,22,2023-02-23T20:50:00+08:00,62,27
,,,,,,,,,791,2,23,23,2023-02-23T21:50:00+08:00,62,27
,,,,,,,,,792,2,23,24,2023-02-23T22:50:00+08:00,62,27
,,,,,,,,,793,2,24,1,2023-02-23T23:50:00+08:00,47,20
,,,,,,,,,794,2,24,2,2023-02-24T00:50:00+08:00,47,20
,,,,,,,,,795,2,24,3,2023-02-24T01:50:00+08:00,47,20
,,,,,,,,,796,2,24,4,2023-02-24T02:50:00+08:00,47,20
,,,,,,,,,797,2,24,5,2023-02-24T03:50:00+08:00,47,20
,,,,,,,,,798,2,24,6,2023-02-24T04:50:00+08:00,47,20
,,,,,,,,,799,2,24,7,2023-02-24T05:50:00+08:00,78,33
,,,,,,,,,800,2,24,8,2023-02-24T06:50:00+08:00,78,33
,,,,,,,,,801,2,24,9,2023-02-24T07:50:00+08:00,78,33
,,,,,,,,,802,2,24,10,2023-02-24T08:50:00+08:00,78,33
,,,,,,,,,803,2,24,11,2023-02-24T09:50:00+08:00,78,33
,,,,,,,,,804,2,24,12,2023-02-24T10:50:00+08:00,78,33
,,,,,,,,,805,2,24,13,2023-02-24T11:50:00+08:00,78,33
,,,,,,,,,806,2,24,14,2023-02-24T12:50:00+08:00,78,33
,,,,,,,,,807,2,24,15,2023-02-24T13:50:00+08:00,78,33
,,,,,,,,,808,2,24,16,2023-02-24T14:50:00+08:00,78,33
,,,,,,,,,809,2,24,17,2023-02-24T15:50:00+08:00,62,33
,,,,,,,,,810,2,24,18,2023-02-24T16:50:00+08:00,62,33
,,,,,,,,,811,2,24,19,2023-02-24T17:50:00+08:00,62,27
,,,,,,,,,812,2,24,20,2023-02-24T18:50:00+08:00,62,27
,,,,,,,,,813,2,24,21,2023-02-24T19:50:00+08:00,62,27
,,,,,,,,,814,2,24,22,2023-02-24T20:50:00+08:00,62,27
,,,,,,,,,815,2,24,23,2023-02-24T21:50:00+08:00,62,27
,,,,,,,,,816,2,24,24,2023-02-24T22:50:00+08:00,62,27
,,,,,,,,,817,2,25,1,2023-02-24T23:50:00+08:00,47,20
,,,,,,,,,818,2,25,2,2023-02-25T00:50:00+08:00,47,20
,,,,,,,,,819,2,25,3,2023-02-25T01:50:00+08:00,47,20
,,,,,,,,,820,2,25,4,2023-02-25T02:50:00+08:00,47,20
,,,,,,,,,821,2,25,5,2023-02-25T03:50:00+08:00,47,20
,,,,,,,,,822,2,25,6,2023-02-25T04:50:00+08:00,47,20
,,,,,,,,,823,2,25,7,2023-02-25T05:50:00+08:00,78,33
,,,,,,,,,824,2,25,8,2023-02-25T06:50:00+08:00,78,33
,,,,,,,,,825,2,25,9,2023-02-25T07:50:00+08:00,78,33
,,,,,,,,,826,2,25,10,2023-02-25T08:50:00+08:00,78,33
,,,,,,,,,827,2,25,11,2023-02-25T09:50:00+08:00,78,33
,,,,,,,,,828,2,25,12,2023-02-25T10:50:00+08:00,78,33
,,,,,,,,,829,2,25,13,2023-02-25T11:50:00+08:00,78,33
,,,,,,,,,830,2,25,14,2023-02-25T12:50:00+08:00,78,33
,,,,,,,,,831,2,25,15,2023-02-25T13:50:00+08:00,78,33
,,,,,,,,,832,2,25,16,2023-02-25T14:50:00+08:00,78,33
,,,,,,,,,833,2,25,17,2023-02-25T15:50:00+08:00,62,33
,,,,,,,,,834,2,25,18,2023-02-25T16:50:00+08:00,62,33
,,,,,,,,,835,2,25,19,2023-02-25T17:50:00+08:00,62,27
,,,,,,,,,836,2,25,20,2023-02-25T18:50:00+08:00,62,27
,,,,,,,,,837,2,25,21,2023-02-25T19:50:00+08:00,62,27
,,,,,,,,,838,2,25,22,2023-02-25T20:50:00+08:00,62,27
,,,,,,,,,839,2,25,23,2023-02-25T21:50:00+08:00,62,27
,,,,,,,,,840,2,25,24,2023-02-25T22:50:00+08:00,62,27
,,,,,,,,,841,11,12,1,2023-11-11T23:00:00+08:00,47,20
,,,,,,,,,842,11,12,2,2023-11-12T00:00:00+08:00,47,20
,,,,,,,,,843,11,12,3,2023-11-12T01:00:00+08:00,47,20
,,,,,,,,,844,11,12,4,2023-11-12T02:00:00+08:00,47,20
,,,,,,,,,845,11,12,5,2023-11-12T03:00:00+08:00,47,20
,,,,,,,,,846,11,12,6,2023-11-12T04:00:00+08:00,47,20
,,,,,,,,,847,11,12,7,2023-11-12T05:00:00+08:00,78,33
,,,,,,,,,848,11,12,8,2023-11-12T06:00:00+08:00,78,33
,,,,,,,,,849,11,12,9,2023-11-12T07:00:00+08:00,78,33
,,,,,,,,,850,11,12,10,2023-11-12T08:00:00+08:00,78,33
,,,,,,,,,851,11,12,11,2023-11-12T09:00:00+08:00,78,33
,,,,,,,,,852,11,12,12,2023-11-12T10:00:00+08:00,78,33
,,,,,,,,,853,11,12,13,2023-11-12T11:00:00+08:00,78,33
,,,,,,,,,854,11,12,14,2023-11-12T12:00:00+08:00,78,33
,,,,,,,,,855,11,12,15,2023-11-12T13:00:00+08:00,78,33
,,,,,,,,,856,11,12,16,2023-11-12T14:00:00+08:00,78,33
,,,,,,,,,857,11,12,17,2023-11-12T15:00:00+08:00,62,33
,,,,,,,,,858,11,12,18,2023-11-12T16:00:00+08:00,62,33
,,,,,,,,,859,11,12,19,2023-11-12T17:00:00+08:00,62,27
,,,,,,,,,860,11,12,20,2023-11-12T18:00:00+08:00,62,27
,,,,,,,,,861,11,12,21,2023-11-12T19:00:00+08:00,62,27
,,,,,,,,,862,11,12,22,2023-11-12T20:00:00+08:00,62,27
,,,,,,,,,863,11,12,23,2023-11-12T21:00:00+08:00,62,27
,,,,,,,,,864,11,12,24,2023-11-12T22:00:00+08:00,62,27
,,,,,,,,,865,11,13,1,2023-11-12T23:00:00+08:00,47,20
,,,,,,,,,866,11,13,2,2023-11-13T00:00:00+08:00,47,20
,,,,,,,,,867,11,13,3,2023-11-13T01:00:00+08:00,47,20
,,,,,,,,,868,11,13,4,2023-11-13T02:00:00+08:00,47,20
,,,,,,,,,869,11,13,5,2023-11-13T03:00:00+08:00,47,20
,,,,,,,,,870,11,13,6,2023-11-13T04:00:00+08:00,47,20
,,,,,,,,,871,11,13,7,2023-11-13T05:00:00+08:00,78,33
,,,,,,,,,872,11,13,8,2023-11-13T06:00:00+08:00,78,33
,,,,,,,,,873,11,13,9,2023-11-13T07:00:00+08:00,78,33
,,,,,,,,,874,11,13,10,2023-11-13T08:00:00+08:00,78,33
,,,,,,,,,875,11,13,11,2023-11-13T09:00:00+08:00,78,33
,,,,,,,,,876,11,13,12,2023-11-13T10:00:00+08:00,78,33
,,,,,,,,,877,11,13,13,2023-11-13T11:00:00+08:00,78,33
,,,,,,,,,878,11,13,14,2023-11-13T12:00:00+08:00,78,33
,,,,,,,,,879,11,13,15,2023-11-13T13:00:00+08:00,78,33
,,,,,,,,,880,11,13,16,2023-11-13T14:00:00+08:00,78,33
,,,,,,,,,881,11,13,17,2023-11-13T15:00:00+08:00,62,33
,,,,,,,,,882,11,13,18,2023-11-13T16:00:00+08:00,62,33
,,,,,,,,,883,11,13,19,2023-11-13T17:00:00+08:00,62,27
,,,,,,,,,884,11,13,20,2023-11-13T18:00:00+08:00,62,27
,,,,,,,,,885,11,13,21,2023-11-13T19:00:00+08:00,62,27
,,,,,,,,,886,11,13,22,2023-11-13T20:00:00+08:00,62,27
,,,,,,,,,887,11,13,23,2023-11-13T21:00:00+08:00,62,27
,,,,,,,,,888,11,13,24,2023-11-13T22:00:00+08:00,62,27
,,,,,,,,,889,11,14,1,2023-11-13T23:00:00+08:00,47,20
,,,,,,,,,890,11,14,2,2023-11-14T00:00:00+08:00,47,20
,,,,,,,,,891,11,14,3,2023-11-14T01:00:00+08:00,47,20
,,,,,,,,,892,11,14,4,2023-11-14T02:00:00+08:00,47,20
,,,,,,,,,893,11,14,5,2023-11-14T03:00:00+08:00,47,20
,,,,,,,,,894,11,14,6,2023-11-14T04:00:00+08:00,47,20
,,,,,,,,,895,11,14,7,2023-11-14T05:00:00+08:00,78,33
,,,,,,,,,896,11,14,8,2023-11-14T06:00:00+08:00,78,33
,,,,,,,,,897,11,14,9,2023-11-14T07:00:00+08:00,78,33
,,,,,,,,,898,11,14,10,2023-11-14T08:00:00+08:00,78,33
,,,,,,,,,899,11,14,11,2023-11-14T09:00:00+08:00,78,33
,,,,,,,,,900,11,14,12,2023-11-14T10:00:00+08:00,78,33
,,,,,,,,,901,11,14,13,2023-11-14T11:00:00+08:00,78,33
,,,,,,,,,902,11,14,14,2023-11-14T12:00:00+08:00,78,33
,,,,,,,,,903,11,14,15,2023-11-14T13:00:00+08:00,78,33
,,,,,,,,,904,11,14,16,2023-11-14T14:00:00+08:00,78,33
,,,,,,,,,905,11,14,17,2023-11-14T15:00:00+08:00,62,33
,,,,,,,,,906,11,14,18,2023-11-14T16:00:00+08:00,62,33
,,,,,,,,,907,11,14,19,2023-11-14T17:00:00+08:00,62,27
,,,,,,,,,908,11,14,20,2023-11-14T18:00:00+08:00,62,27
,,,,,,,,,909,11,14,21,2023-11-14T19:00:00+08:00,62,27
,,,,,,,,,910,11,14,22,2023-11-14T20:00:00+08:00,62,27
,,,,,,,,,911,11,14,23,2023-11-14T21:00:00+08:00,62,27
,,,,,,,,,912,11,14,24,2023-11-14T22:00:00+08:00,62,27
,,,,,,,,,913,11,15,1,2023-11-14T23:00:00+08:00,47,20
,,,,,,,,,914,11,15,2,2023-11-15T00:00:00+08:00,47,20
,,,,,,,,,915,11,15,3,2023-11-15T01:00:00+08:00,47,20
,,,,,,,,,916,11,15,4,2023-11-15T02:00:00+08:00,47,20
,,,,,,,,,917,11,15,5,2023-11-15T03:00:00+08:00,47,20
,,,,,,,,,918,11,15,6,2023-11-15T04:00:00+08:00,47,20
,,,,,,,,,919,11,15,7,2023-11-15T05:00:00+08:00,78,33
,,,,,,,,,920,11,15,8,2023-11-15T06:00:00+08:00,78,33
,,,,,,,,,921,11,15,9,2023-11-15T07:00:00+08:00,78,33
,,,,,,,,,922,11,15,10,2023-11-15T08:00:00+08:00,78,33
,,,,,,,,,923,11,15,11,2023-11-15T09:00:00+08:00,78,33
,,,,,,,,,924,11,15,12,2023-11-15T10:00:00+08:00,78,33
,,,,,,,,,925,11,15,13,2023-11-15T11:00:00+08:00,78,33
,,,,,,,,,926,11,15,14,2023-11-15T12:00:00+08:00,78,33
,,,,,,,,,927,11,15,15,2023-11-15T13:00:00+08:00,78,33
,,,,,,,,,928,11,15,16,2023-11-15T14:00:00+08:00,78,33
,,,,,,,,,929,11,15,17,2023-11-15T15:00:00+08:00,62,33
,,,,,,,,,930,11,15,18,2023-11-15T16:00:00+08:00,62,33
,,,,,,,,,931,11,15,19,2023-11-15T17:00:00+08:00,62,27
,,,,,,,,,932,11,15,20,2023-11-15T18:00:00+08:00,62,27
,,,,,,,,,933,11,15,21,2023-11-15T19:00:00+08:00,62,27
,,,,,,,,,934,11,15,22,2023-11-15T20:00:00+08:00,62,27
,,,,,,,,,935,11,15,23,2023-11-15T21:00:00+08:00,62,27
,,,,,,,,,936,11,15,24,2023-11-15T22:00:00+08:00,62,27
,,,,,,,,,937,11,16,1,2023-11-15T23:00:00+08:00,47,20
,,,,,,,,,938,11,16,2,2023-11-16T00:00:00+08:00,47,20
,,,,,,,,,939,11,16,3,2023-11-16T01:00:00+08:00,47,20
,,,,,,,,,940,11,16,4,2023-11-16T02:00:00+08:00,47,20
,,,,,,,,,941,11,16,5,2023-11-16T03:00:00+08:00,47,20
,,,,,,,,,942,11,16,6,2023-11-16T04:00:00+08:00,47,20
,,,,,,,,,943,11,16,7,2023-11-16T05:00:00+08:00,78,33
,,,,,,,,,944,11,16,8,2023-11-16T06:00:00+08:00,78,33
,,,,,,,,,945,11,16,9,2023-11-16T07:00:00+08:00,78,33
,,,,,,,,,946,11,16,10,2023-11-16T08:00:00+08:00,78,33
,,,,,,,,,947,11,16,11,2023-11-16T09:00:00+08:00,78,33
,,,,,,,,,948,11,16,12,2023-11-16T10:00:00+08:00,78,33
,,,,,,,,,949,11,16,13,2023-11-16T11:00:00+08:00,78,33
,,,,,,,,,950,11,16,14,2023-11-16T12:00:00+08:00,78,33
,,,,,,,,,951,11,16,15,2023-11-16T13:00:00+08:00,78,33
,,,,,,,,,952,11,16,16,2023-11-16T14:00:00+08:00,78,33
,,,,,,,,,953,11,16,17,2023-11-16T15:00:00+08:00,62,33
,,,,,,,,,954,11,16,18,2023-11-16T16:00:00+08:00,62,33
,,,,,,,,,955,11,16,19,2023-11-16T17:00:00+08:00,62,27
,,,,,,,,,956,11,16,20,2023-11-16T18:00:00+08:00,62,27
,,,,,,,,,957,11,16,21,2023-11-16T19:00:00+08:00,62,27
,,,,,,,,,958,11,16,22,2023-11-16T20:00:00+08:00,62,27
,,,,,,,,,959,11,16,23,2023-11-16T21:00:00+08:00,62,27
,,,,,,,,,960,11,16,24,2023-11-16T22:00:00+08:00,62,27
,,,,,,,,,961,11,17,1,2023-11-16T23:00:00+08:00,47,20
,,,,,,,,,962,11,17,2,2023-11-17T00:00:00+08:00,47,20
,,,,,,,,,963,11,17,3,2023-11-17T01:00:00+08:00,47,20
,,,,,,,,,964,11,17,4,2023-11-17T02:00:00+08:00,47,20
,,,,,,,,,965,11,17,5,2023-11-17T03:00:00+08:00,47,20
,,,,,,,,,966,11,17,6,2023-11-17T04:00:00+08:00,47,20
,,,,,,,,,967,11,17,7,2023-11-17T05:00:00+08:00,78,33
,,,,,,,,,968,11,17,8,2023-11-17T06:00:00+08:00,78,33
,,,,,,,,,969,11,17,9,2023-11-17T07:00:00+08:00,78,33
,,,,,,,,,970,11,17,10,2023-11-17T08:00:00+08:00,78,33
,,,,,,,,,971,11,17,11,2023-11-17T09:00:00+08:00,78,33
,,,,,,,,,972,11,17,12,2023-11-17T10:00:00+08:00,78,33
,,,,,,,,,973,11,17,13,2023-11-17T11:00:00+08:00,78,33
,,,,,,,,,974,11,17,14,2023-11-17T12:00:00+08:00,78,33
,,,,,,,,,975,11,17,15,2023-11-17T13:00:00+08:00,78,33
,,,,,,,,,976,11,17,16,2023-11-17T14:00:00+08:00,78,33
,,,,,,,,,977,11,17,17,2023-11-17T15:00:00+08:00,62,33
,,,,,,,,,978,11,17,18,2023-11-17T16:00:00+08:00,62,33
,,,,,,,,,979,11,17,19,2023-11-17T17:00:00+08:00,62,27
,,,,,,,,,980,11,17,20,2023-11-17T18:00:00+08:00,62,27
,,,,,,,,,981,11,17,21,2023-11-17T19:00:00+08:00,62,27
,,,,,,,,,982,11,17,22,2023-11-17T20:00:00+08:00,62,27
,,,,,,,,,983,11,17,23,2023-11-17T21:00:00+08:00,62,27
,,,,,,,,,984,11,17,24,2023-11-17T22:00:00+08:00,62,27
,,,,,,,,,985,11,18,1,2023-11-17T23:00:00+08:00,47,20
,,,,,,,,,986,11,18,2,2023-11-18T00:00:00+08:00,47,20
,,,,,,,,,987,11,18,3,2023-11-18T01:00:00+08:00,47,20
,,,,,,,,,988,11,18,4,2023-11-18T02:00:00+08:00,47,20
,,,,,,,,,989,11,18,5,2023-11-18T03:00:00+08:00,47,20
,,,,,,,,,990,11,18,6,2023-11-18T04:00:00+08:00,47,20
,,,,,,,,,991,11,18,7,2023-11-18T05:00:00+08:00,78,33
,,,,,,,,,992,11,18,8,2023-11-18T06:00:00+08:00,78,33
,,,,,,,,,993,11,18,9,2023-11-18T07:00:00+08:00,78,33
,,,,,,,,,994,11,18,10,2023-11-18T08:00:00+08:00,78,33
,,,,,,,,,995,11,18,11,2023-11-18T09:00:00+08:00,78,33
,,,,,,,,,996,11,18,12,2023-11-18T10:00:00+08:00,78,33
,,,,,,,,,997,11,18,13,2023-11-18T11:00:00+08:00,78,33
,,,,,,,,,998,11,18,14,2023-11-18T12:00:00+08:00,78,33
,,,,,,,,,999,11,18,15,2023-11-18T13:00:00+08:00,78,33
,,,,,,,,,1000,11,18,16,2023-11-18T14:00:00+08:00,78,33
,,,,,,,,,1001,11,18,17,2023-11-18T15:00:00+08:00,62,33
,,,,,,,,,1002,11,18,18,2023-11-18T16:00:00+08:00,62,33
,,,,,,,,,1003,11,18,19,2023-11-18T17:00:00+08:00,62,27
,,,,,,,,,1004,11,18,20,2023-11-18T18:00:00+08:00,62,27
,,,,,,,,,1005,11,18,21,2023-11-18T19:00:00+08:00,62,27
,,,,,,,,,1006,11,18,22,2023-11-18T20:00:00+08:00,62,27
,,,,,,,,,1007,11,18,23,2023-11-18T21:00:00+08:00,62,27
,,,,,,,,,1008,11,18,24,2023-11-18T22:00:00+08:00,62,27
,,,,,,,,,1009,9,24,1,2023-09-23T23:00:00+08:00,47,20
,,,,,,,,,1010,9,24,2,2023-09-24T00:00:00+08:00,47,20
,,,,,,,,,1011,9,24,3,2023-09-24T01:00:00+08:00,47,20
,,,,,,,,,1012,9,24,4,2023-09-24T02:00:00+08:00,47,20
,,,,,,,,,1013,9,24,5,2023-09-24T03:00:00+08:00,47,20
,,,,,,,,,1014,9,24,6,2023-09-24T04:00:00+08:00,47,20
,,,,,,,,,1015,9,24,7,2023-09-24T05:00:00+08:00,78,33
,,,,,,,,,1016,9,24,8,2023-09-24T06:00:00+08:00,78,33
,,,,,,,,,1017,9,24,9,2023-09-24T07:00:00+08:00,78,33
,,,,,,,,,1018,9,24,10,2023-09-24T08:00:00+08:00,78,33
,,,,,,,,,1019,9,24,11,2023-09-24T09:00:00+08:00,78,33
,,,,,,,,,1020,9,24,12,2023-09-24T10:00:00+08:00,78,33
,,,,,,,,,1021,9,24,13,2023-09-24T11:00:00+08:00,78,33
,,,,,,,,,1022,9,24,14,2023-09-24T12:00:00+08:00,78,33
,,,,,,,,,1023,9,24,15,2023-09-24T13:00:00+08:00,78,33
,,,,,,,,,1024,9,24,16,2023-09-24T14:00:00+08:00,78,33
,,,,,,,,,1025,9,24,17,2023-09-24T15:00:00+08:00,62,33
,,,,,,,,,1026,9,24,18,2023-09-24T16:00:00+08:00,62,33
,,,,,,,,,1027,9,24,19,2023-09-24T17:00:00+08:00,62,27
,,,,,,,,,1028,9,24,20,2023-09-24T18:00:00+08:00,62,27
,,,,,,,,,1029,9,24,21,2023-09-24T19:00:00+08:00,62,27
,,,,,,,,,1030,9,24,22,2023-09-24T20:00:00+08:00,62,27
,,,,,,,,,1031,9,24,23,2023-09-24T21:00:00+08:00,62,27
,,,,,,,,,1032,9,24,24,2023-09-24T22:00:00+08:00,62,27
,,,,,,,,,1033,9,25,1,2023-09-24T23:00:00+08:00,47,20
,,,,,,,,,1034,9,25,2,2023-09-25T00:00:00+08:00,47,20
,,,,,,,,,1035,9,25,3,2023-09-25T01:00:00+08:00,47,20
,,,,,,,,,1036,9,25,4,2023-09-25T02:00:00+08:00,47,20
,,,,,,,,,1037,9,25,5,2023-09-25T03:00:00+08:00,47,20
,,,,,,,,,1038,9,25,6,2023-09-25T04:00:00+08:00,47,20
,,,,,,,,,1039,9,25,7,2023-09-25T05:00:00+08:00,78,33
,,,,,,,,,1040,9,25,8,2023-09-25T06:00:00+08:00,78,33
,,,,,,,,,1041,9,25,9,2023-09-25T07:00:00+08:00,78,33
,,,,,,,,,1042,9,25,10,2023-09-25T08:00:00+08:00,78,33
,,,,,,,,,1043,9,25,11,2023-09-25T09:00:00+08:00,78,33
,,,,,,,,,1044,9,25,12,2023-09-25T10:00:00+08:00,78,33
,,,,,,,,,1045,9,25,13,2023-09-25T11:00:00+08:00,78,33
,,,,,,,,,1046,9,25,14,2023-09-25T12:00:00+08:00,78,33
,,,,,,,,,1047,9,25,15,2023-09-25T13:00:00+08:00,78,33
,,,,,,,,,1048,9,25,16,2023-09-25T14:00:00+08:00,78,33
,,,,,,,,,1049,9,25,17,2023-09-25T15:00:00+08:00,62,33
,,,,,,,,,1050,9,25,18,2023-09-25T16:00:00+08:00,62,33
,,,,,,,,,1051,9,25,19,2023-09-25T17:00:00+08:00,62,27
,,,,,,,,,1052,9,25,20,2023-09-25T18:00:00+08:00,62,27
,,,,,,,,,1053,9,25,21,2023-09-25T19:00:00+08:00,62,27
,,,,,,,,,1054,9,25,22,2023-09-25T20:00:00+08:00,62,27
,,,,,,,,,1055,9,25,23,2023-09-25T21:00:00+08:00,62,27
,,,,,,,,,1056,9,25,24,2023-09-25T22:00:00+08:00,62,27
,,,,,,,,,1057,9,26,1,2023-09-25T23:00:00+08:00,47,20
,,,,,,,,,1058,9,26,2,2023-09-26T00:00:00+08:00,47,20
,,,,,,,,,1059,9,26,3,2023-09-26T01:00:00+08:00,47,20
,,,,,,,,,1060,9,26,4,2023-09-26T02:00:00+08:00,47,20
,,,,,,,,,1061,9,26,5,2023-09-26T03:00:00+08:00,47,20
,,,,,,,,,1062,9,26,6,2023-09-26T04:00:00+08:00,47,20
,,,,,,,,,1063,9,26,7,2023-09-26T05:00:00+08:00,78,33
,,,,,,,,,1064,9,26,8,2023-09-26T06:00:00+08:00,78,33
,,,,,,,,,1065,9,26,9,2023-09-26T07:00:00+08:00,78,33
,,,,,,,,,1066,9,26,10,2023-09-26T08:00:00+08:00,78,33
,,,,,,,,,1067,9,26,11,2023-09-26T09:00:00+08:00,78,33
,,,,,,,,,1068,9,26,12,2023-09-26T10:00:00+08:00,78,33
,,,,,,,,,1069,9,26,13,2023-09-26T11:00:00+08:00,78,33
,,,,,,,,,1070,9,26,14,2023-09-26T12:00:00+08:00,78,33
,,,,,,,,,1071,9,26,15,2023-09-26T13:00:00+08:00,78,33
,,,,,,,,,1072,9,26,16,2023-09-26T14:00:00+08:00,78,33
,,,,,,,,,1073,9,26,17,2023-09-26T15:00:00+08:00,62,33
,,,,,,,,,1074,9,26,18,2023-09-26T16:00:00+08:00,62,33
,,,,,,,,,1075,9,26,19,2023-09-26T17:00:00+08:00,62,27
,,,,,,,,,1076,9,26,20,2023-09-26T18:00:00+08:00,62,27
,,,,,,,,,1077,9,26,21,2023-09-26T19:00:00+08:00,62,27
,,,,,,,,,1078,9,26,22,2023-09-26T20:00:00+08:00,62,27
,,,,,,,,,1079,9,26,23,2023-09-26T21:00:00+08:00,62,27
,,,,,,,,,1080,9,26,24,2023-09-26T22:00:00+08:00,62,27
,,,,,,,,,1081,9,27,1,2023-09-26T23:00:00+08:00,47,20
