Date,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,62,33
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,62,27
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,62,27
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,62,27
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,62,27
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,62,27
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,62,27
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,47,20
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,47,20
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,47,20
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,47,20
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,47,20
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,47,20
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,78,33
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,78,33
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,78,33
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,78,33
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,78,33
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,78,33
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,78,33
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,78,33
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,78,33
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,78,33
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,62,33
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,62,33
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,62,27
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,62,27
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,62,27
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,62,27
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,62,27
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,62,27
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,47,20
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,47,20
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,47,20
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,47,20
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,47,20
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,47,20
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,78,33
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,78,33
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,78,33
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,78,33
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,78,33
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,78,33
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,78,33
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,78,33
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,78,33
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,78,33
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,62,33
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,62,33
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,62,27
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,62,27
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,62,27
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,62,27
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,62,27
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,62,27
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,47,20
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,47,20
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,47,20
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,47,20
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,47,20
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,47,20
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,78,33
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,78,33
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,78,33
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,78,33
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,78,33
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,78,33
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,78,33
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,78,33
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,78,33
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,78,33
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,62,33
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,62,33
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,62,27
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,62,27
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,62,27
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,62,27
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,62,27
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,62,27
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,47,20
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,47,20
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,47,20
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,47,20
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,47,20
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,47,20
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,78,33
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,78,33
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,78,33
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,78,33
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,78,33
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,78,33
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,78,33
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,78,33
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,78,33
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,78,33
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,62,33
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,62,33
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,62,27
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,62,27
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,62,27
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,62,27
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,62,27
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,62,27
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,47,20
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,47,20
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,47,20
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,47,20
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,47,20
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,47,20
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,78,33
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,78,33
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,78,33
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,78,33
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,78,33
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,78,33
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,78,33
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,78,33
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,78,33
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,78,33
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,62,33
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,62,33
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,62,27
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,62,27
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,62,27
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,62,27
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,62,27
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,62,27
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,47,20
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,47,20
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,47,20
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,47,20
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,47,20
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,47,20
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,78,33
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,78,33
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,78,33
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,78,33
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,78,33
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,78,33
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,78,33
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,78,33
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,78,33
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,78,33
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,62,33
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,62,33
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,62,27
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,62,27
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,62,27
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,62,27
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,62,27
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,62,27
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,47,20
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,47,20
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,47,20
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,47,20
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,47,20
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,47,20
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,78,33
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,78,33
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,78,33
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,78,33
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,78,33
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,78,33
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,78,33
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,78,33
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,78,33
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,78,33
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,62,33
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,62,33
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,62,27
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,62,27
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,62,27
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,62,27
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,62,27
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,62,27
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,47,20
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,47,20
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,47,20
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,47,20
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,47,20
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,47,20
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,78,33
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,78,33
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,78,33
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,78,33
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,78,33
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,78,33
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,78,33
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,78,33
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,78,33
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,78,33
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,62,33
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,62,33
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,62,27
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,62,27
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,62,27
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,62,27
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,62,27
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,62,27
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,47,20
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,47,20
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,47,20
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,47,20
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,47,20
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,47,20
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,78,33
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,78,33
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,78,33
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,78,33
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,78,33
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,78,33
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,78,33
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,78,33
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,78,33
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,78,33
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,62,33
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,62,33
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,62,27
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,62,27
,,,,,,,,,573,11,7,21,2023-11-07T19:00:00+08:00,62,27
,,,,,,,,,574,11,7,22,2023-11-07T20:00:00+08:00,62,27
,,,,,,,,,575,11,7,23,2023-11-07T21:00:00+08:00,62,27
,,,,,,,,,576,11,7,24,2023-11-07T22:00:00+08:00,62,27
,,,,,,,,,577,11,8,1,2023-11-07T23:00:00+08:00,47,20
,,,,,,,,,578,11,8,2,2023-11-08T00:00:00+08:00,47,20
,,,,,,,,,579,11,8,3,2023-11-08T01:00:00+08:00,47,20
,,,,,,,,,580,11,8,4,2023-11-08T02:00:00+08:00,47,20
,,,,,,,,,581,11,8,5,2023-11-08T03:00:00+08:00,47,20
,,,,,,,,,582,11,8,6,2023-11-08T04:00:00+08:00,47,20
,,,,,,,,,583,11,8,7,2023-11-08T05:00:00+08:00,78,33
,,,,,,,,,584,11,8,8,2023-11-08T06:00:00+08:00,78,33
,,,,,,,,,585,11,8,9,2023-11-08T07:00:00+08:00,78,33
,,,,,,,,,586,11,8,10,2023-11-08T08:00:00+08:00,78,33
,,,,,,,,,587,11,8,11,2023-11-08T09:00:00+08:00,78,33
,,,,,,,,,588,11,8,12,2023-11-08T10:00:00+08:00,78,33
,,,,,,,,,589,11,8,13,2023-11-08T11:00:00+08:00,78,33
,,,,,,,,,590,11,8,14,2023-11-08T12:00:00+08:00,78,33
,,,,,,,,,591,11,8,15,2023-11-08T13:00:00+08:00,78,33
,,,,,,,,,592,11,8,16,2023-11-08T14:00:00+08:00,78,33
,,,,,,,,,593,11,8,17,2023-11-08T15:00:00+08:00,62,33
,,,,,,,,,594,11,8,18,2023-11-08T16:00:00+08:00,62,33
,,,,,,,,,595,11,8,19,2023-11-08T17:00:00+08:00,62,27
,,,,,,,,,596,11,8,20,2023-11-08T18:00:00+08:00,62,27
,,,,,,,,,597,11,8,21,2023-11-08T19:00:00+08:00,62,27
,,,,,,,,,598,11,8,22,2023-11-08T20:00:00+08:00,62,27
,,,,,,,,,599,11,8,23,2023-11-08T21:00:00+08:00,62,27
,,,,,,,,,600,11,8,24,2023-11-08T22:00:00+08:00,62,27
,,,,,,,,,601,11,9,1,2023-11-08T23:00:00+08:00,47,20
,,,,,,,,,602,11,9,2,2023-11-09T00:00:00+08:00,47,20
,,,,,,,,,603,11,9,3,2023-11-09T01:00:00+08:00,47,20
,,,,,,,,,604,11,9,4,2023-11-09T02:00:00+08:00,47,20
,,,,,,,,,605,11,9,5,2023-11-09T03:00:00+08:00,47,20
,,,,,,,,,606,11,9,6,2023-11-09T04:00:00+08:00,47,20
,,,,,,,,,607,11,9,7,2023-11-09T05:00:00+08:00,78,33
,,,,,,,,,608,11,9,8,2023-11-09T06:00:00+08:00,78,33
,,,,,,,,,609,11,9,9,2023-11-09T07:00:00+08:00,78,33
,,,,,,,,,610,11,9,10,2023-11-09T08:00:00+08:00,78,33
,,,,,,,,,611,11,9,11,2023-11-09T09:00:00+08:00,78,33
,,,,,,,,,612,11,9,12,2023-11-09T10:00:00+08:00,78,33
,,,,,,,,,613,11,9,13,2023-11-09T11:00:00+08:00,78,33
,,,,,,,,,614,11,9,14,2023-11-09T12:00:00+08:00,78,33
,,,,,,,,,615,11,9,15,2023-11-09T13:00:00+08:00,78,33
,,,,,,,,,616,11,9,16,2023-11-09T14:00:00+08:00,78,33
,,,,,,,,,617,11,9,17,2023-11-09T15:00:00+08:00,62,33
,,,,,,,,,618,11,9,18,2023-11-09T16:00:00+08:00,62,33
,,,,,,,,,619,11,9,19,2023-11-09T17:00:00+08:00,62,27
,,,,,,,,,620,11,9,20,2023-11-09T18:00:00+08:00,62,27
,,,,,,,,,621,11,9,21,2023-11-09T19:00:00+08:00,62,27
,,,,,,,,,622,11,9,22,2023-11-09T20:00:00+08:00,62,27
,,,,,,,,,623,11,9,23,2023-11-09T21:00:00+08:00,62,27
,,,,,,,,,624,11,9,24,2023-11-09T22:00:00+08:00,62,27
,,,,,,,,,625,11,10,1,2023-11-09T23:00:00+08:00,47,20
,,,,,,,,,626,11,10,2,2023-11-10T00:00:00+08:00,47,20
,,,,,,,,,627,11,10,3,2023-11-10T01:00:00+08:00,47,20
,,,,,,,,,628,11,10,4,2023-11-10T02:00:00+08:00,47,20
,,,,,,,,,629,11,10,5,2023-11-10T03:00:00+08:00,47,20
,,,,,,,,,630,11,10,6,2023-11-10T04:00:00+08:00,47,20
,,,,,,,,,631,11,10,7,2023-11-10T05:00:00+08:00,78,33
,,,,,,,,,632,11,10,8,2023-11-10T06:00:00+08:00,78,33
,,,,,,,,,633,11,10,9,2023-11-10T07:00:00+08:00,78,33
,,,,,,,,,634,11,10,10,2023-11-10T08:00:00+08:00,78,33
,,,,,,,,,635,11,10,11,2023-11-10T09:00:00+08:00,78,33
,,,,,,,,,636,11,10,12,2023-11-10T10:00:00+08:00,78,33
,,,,,,,,,637,11,10,13,2023-11-10T11:00:00+08:00,78,33
,,,,,,,,,638,11,10,14,2023-11-10T12:00:00+08:00,78,33
,,,,,,,,,639,11,10,15,2023-11-10T13:00:00+08:00,78,33
,,,,,,,,,640,11,10,16,2023-11-10T14:00:00+08:00,78,33
,,,,,,,,,641,11,10,17,2023-11-10T15:00:00+08:00,62,33
,,,,,,,,,642,11,10,18,2023-11-10T16:00:00+08:00,62,33
,,,,,,,,,643,11,10,19,2023-11-10T17:00:00+08:00,62,27
,,,,,,,,,644,11,10,20,2023-11-10T18:00:00+08:00,62,27
,,,,,,,,,645,11,10,21,2023-11-10T19:00:00+08:00,62,27
,,,,,,,,,646,11,10,22,2023-11-10T20:00:00+08:00,62,27
,,,,,,,,,647,11,10,23,2023-11-10T21:00:00+08:00,62,27
,,,,,,,,,648,11,10,24,2023-11-10T22:00:00+08:00,62,27
,,,,,,,,,649,11,11,1,2023-11-10T23:00:00+08:00,47,20
,,,,,,,,,650,11,11,2,2023-11-11T00:00:00+08:00,47,20
,,,,,,,,,651,11,11,3,2023-11-11T01:00:00+08:00,47,20
,,,,,,,,,652,11,11,4,2023-11-11T02:00:00+08:00,47,20
,,,,,,,,,653,11,11,5,2023-11-11T03:00:00+08:00,47,20
,,,,,,,,,654,11,11,6,2023-11-11T04:00:00+08:00,47,20
,,,,,,,,,655,11,11,7,2023-11-11T05:00:00+08:00,78,33
,,,,,,,,,656,11,11,8,2023-11-11T06:00:00+08:00,78,33
,,,,,,,,,657,11,11,9,2023-11-11T07:00:00+08:00,78,33
,,,,,,,,,658,11,11,10,2023-11-11T08:00:00+08:00,78,33
,,,,,,,,,659,11,11,11,2023-11-11T09:00:00+08:00,78,33
,,,,,,,,,660,11,11,12,2023-11-11T10:00:00+08:00,78,33
,,,,,,,,,661,11,11,13,2023-11-11T11:00:00+08:00,78,33
,,,,,,,,,662,11,11,14,2023-11-11T12:00:00+08:00,78,33
,,,,,,,,,663,11,11,15,2023-11-11T13:00:00+08:00,78,33
,,,,,,,,,664,11,11,16,2023-11-11T14:00:00+08:00,78,33
,,,,,,,,,665,11,11,17,2023-11-11T15:00:00+08:00,62,33
,,,,,,,,,666,11,11,18,2023-11-11T16:00:00+08:00,62,33
,,,,,,,,,667,11,11,19,2023-11-11T17:00:00+08:00,62,27
,,,,,,,,,668,11,11,20,2023-11-11T18:00:00+08:00,62,27
,,,,,,,,,669,11,11,21,2023-11-11T19:00:00+08:00,62,27
,,,,,,,,,670,11,11,22,2023-11-11T20:00:00+08:00,62,27
,,,,,,,,,671,11,11,23,2023-11-11T21:00:00+08:00,62,27
,,,,,,,,,672,11,11,24,2023-11-11T22:00:00+08:00,62,27
,,,,,,,,,673,2,19,1,2023-02-18T23:50:00+08:00,47,20
,,,,,,,,,674,2,19,2,2023-02-19T00:50:00+08:00,47,20
,,,,,,,,,675,2,19,3,2023-02-19T01:50:00+08:00,47,20
,,,,,,,,,676,2,19,4,2023-02-19T02:50:00+08:00,47,20
,,,,,,,,,677,2,19,5,2023-02-19T03:50:00+08:00,47,20
,,,,,,,,,678,2,19,6,2023-02-19T04:50:00+08:00,47,20
,,,,,,,,,679,2,19,7,2023-02-19T05:50:00+08:00,78,33
,,,,,,,,,680,2,19,8,2023-02-19T06:50:00+08:00,78,33
,,,,,,,,,681,2,19,9,2023-02-19T07:50:00+08:00,78,33
,,,,,,,,,682,2,19,10,2023-02-19T08:50:00+08:00,78,33
,,,,,,,,,683,2,19,11,2023-02-19T09:50:00+08:00,78,33
,,,,,,,,,684,2,19,12,2023-02-19T10:50:00+08:00,78,33
,,,,,,,,,685,2,19,13,2023-02-19T11:50:00+08:00,78,33
,,,,,,,,,686,2,19,14,2023-02-19T12:50:00+08:00,78,33
,,,,,,,,,687,2,19,15,2023-02-19T13:50:00+08:00,78,33
,,,,,,,,,688,2,19,16,2023-02-19T14:50:00+08:00,78,33
,,,,,,,,,689,2,19,17,2023-02-19T15:50:00+08:00,62,33
,,,,,,,,,690,2,19,18,2023-02-19T16:50:00+08:00,62,33
,,,,,,,,,691,2,19,19,2023-02-19T17:50:00+08:00,62,27
,,,,,,,,,692,2,19,20,2023-02-19T18:50:00+08:00,62,27
,,,,,,,,,693,2,19,21,2023-02-19T19:50:00+08:00,62,27
,,,,,,,,,694,2,19,22,2023-02-19T20:50:00+08:00,62,27
,,,,,,,,,695,2,19,23,2023-02-19T21:50:00+08:00,62,27
,,,,,,,,,696,2,19,24,2023-02-19T22:50:00+08:00,62,27
,,,,,,,,,697,2,20,1,2023-02-19T23:50:00+08:00,47,20
,,,,,,,,,698,2,20,2,2023-02-20T00:50:00+08:00,47,20
,,,,,,,,,699,2,20,3,2023-02-20T01:50:00+08:00,47,20
,,,,,,,,,700,2,20,4,2023-02-20T02:50:00+08:00,47,20
,,,,,,,,,701,2,20,5,2023-02-20T03:50:00+08:00,47,20
,,,,,,,,,702,2,20,6,2023-02-20T04:50:00+08:00,47,20
,,,,,,,,,703,2,20,7,2023-02-20T05:50:00+08:00,78,33
,,,,,,,,,704,2,20,8,2023-02-20T06:50:00+08:00,78,33
,,,,,,,,,705,2,20,9,2023-02-20T07:50:00+08:00,78,33
,,,,,,,,,706,2,20,10,2023-02-20T08:50:00+08:00,78,33
,,,,,,,,,707,2,20,11,2023-02-20T09:50:00+08:00,78,33
,,,,,,,,,708,2,20,12,2023-02-20T10:50:00+08:00,78,33
,,,,,,,,,709,2,20,13,2023-02-20T11:50:00+08:00,78,33
,,,,,,,,,710,2,20,14,2023-02-20T12:50:00+08:00,78,33
,,,,,,,,,711,2,20,15,2023-02-20T13:50:00+08:00,78,33
,,,,,,,,,712,2,20,16,2023-02-20T14:50:00+08:00,78,33
,,,,,,,,,713,2,20,17,2023-02-20T15:50:00+08:00,62,33
,,,,,,,,,714,2,20,18,2023-02-20T16:50:00+08:00,62,33
,,,,,,,,,715,2,20,19,2023-02-20T17:50:00+08:00,62,27
,,,,,,,,,716,2,20,20,2023-02-20T18:50:00+08:00,62,27
,,,,,,,,,717,2,20,21,2023-02-20T19:50:00+08:00,62,27
,,,,,,,,,718,2,20,22,2023-02-20T20:50:00+08:00,62,27
