Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
26.441223022501212,3.175,0.3,0.0,0.0234,0.0,22.673228627984,0.2225066198526788,0.0,0.0,0.0,0.03793527151071437,0.0,0.0019469099999999996,0.0016651169642857141
