Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,2000.0,4.221133119836446e-14,2.5134495857770885e-10,3.684721174544291e-14
2,1,1800.0,4.959835788864254e-14,2.798934950943834e-10,4.1032431835016287e-14
3,1,1100.0,1.280178853589178e-13,4.656773091230711e-10,6.826836914256555e-14
4,1,400.0,0.3056696999997798,9.502654421024305,0.0013930906813354536
