r_id,pltd_poka,pltmg_ambon_peaker,lmvpp_ambon,pltd_hative_kecil,pltd_masohi,pltmg_seram,pltd_namlea,pltd_mako,pltmg_langgur,pltd_masohi,pltmg_ambon_2,pltmg_mpp_sambelia,pltp_tueihu,plt_ebt_base_ambon,pltmg_buia,plts_buia,plts_buia,pltmg_nambea,pltmg_namrole,plts_namlea,pltbio_namlea,plta_wai_tina,pltp_buru,pltmg_dobo,pltbio_dobo_2,plts_lisdes,plts_dedieselisasi,plts_lisdes,plts_lisded,pltmg_masela,plts_saparua_2,pltmg_saumlaki,pltbio_saumlaki_2,pltmg_seram_2,pltm_nua_masohi,pltm_seram,pltm_wae_maia,plta_wai_tala,pltbio_seram,pltmg_seram_utara,pltbio_langgur_2,maluku_solar_potential_ruen,maluku_wind_potential_ruen,maluku_geothermal_potential_ruen,maluku_hydropower_potential_ruen,maluku_hydropower_mini_potential_ruen,maluku_biomass_potential_ruen,maluku_biogas_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
1052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.11,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.113,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.111,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.111,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.125,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.135,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.136,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.155,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.149,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.144,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,1,1,1,1,1,0.5,1,1,1,0.002,0.002,0.002,0.002,1,0.002,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.002,0.155,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.112,1,1,1,1,1,0.5,1,1,1,0.112,0.112,0.112,0.112,1,0.112,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.112,0.144,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.296,1,1,1,1,1,0.5,1,1,1,0.296,0.296,0.296,0.296,1,0.296,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.296,0.234,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.485,1,1,1,1,1,0.5,1,1,1,0.485,0.485,0.485,0.485,1,0.485,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.485,0.27,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.608,1,1,1,1,1,0.5,1,1,1,0.608,0.608,0.608,0.608,1,0.608,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.608,0.249,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.675,1,1,1,1,1,0.5,1,1,1,0.675,0.675,0.675,0.675,1,0.675,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.675,0.209,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.699,1,1,1,1,1,0.5,1,1,1,0.699,0.699,0.699,0.699,1,0.699,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.699,0.192,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.678,1,1,1,1,1,0.5,1,1,1,0.678,0.678,0.678,0.678,1,0.678,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.678,0.192,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.609,1,1,1,1,1,0.5,1,1,1,0.609,0.609,0.609,0.609,1,0.609,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.609,0.186,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.491,1,1,1,1,1,0.5,1,1,1,0.491,0.491,0.491,0.491,1,0.491,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.491,0.178,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.337,1,1,1,1,1,0.5,1,1,1,0.337,0.337,0.337,0.337,1,0.337,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.337,0.163,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153,1,1,1,1,1,0.5,1,1,1,0.153,0.153,0.153,0.153,1,0.153,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.153,0.121,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006,1,1,1,1,1,0.5,1,1,1,0.006,0.006,0.006,0.006,1,0.006,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.006,0.087,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.073,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.06,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.054,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.058,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.064,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.075,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.078,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.079,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.078,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.081,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.088,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,1,1,1,1,1,0.5,1,1,1,0.002,0.002,0.002,0.002,1,0.002,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.002,0.099,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.119,1,1,1,1,1,0.5,1,1,1,0.119,0.119,0.119,0.119,1,0.119,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.119,0.087,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.295,1,1,1,1,1,0.5,1,1,1,0.295,0.295,0.295,0.295,1,0.295,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.295,0.14,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.476,1,1,1,1,1,0.5,1,1,1,0.476,0.476,0.476,0.476,1,0.476,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.476,0.189,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.59,1,1,1,1,1,0.5,1,1,1,0.59,0.59,0.59,0.59,1,0.59,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.59,0.207,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.661,1,1,1,1,1,0.5,1,1,1,0.661,0.661,0.661,0.661,1,0.661,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.661,0.208,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.688,1,1,1,1,1,0.5,1,1,1,0.688,0.688,0.688,0.688,1,0.688,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.688,0.192,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.671,1,1,1,1,1,0.5,1,1,1,0.671,0.671,0.671,0.671,1,0.671,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.671,0.179,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.607,1,1,1,1,1,0.5,1,1,1,0.607,0.607,0.607,0.607,1,0.607,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.607,0.171,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.495,1,1,1,1,1,0.5,1,1,1,0.495,0.495,0.495,0.495,1,0.495,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.495,0.165,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339,1,1,1,1,1,0.5,1,1,1,0.339,0.339,0.339,0.339,1,0.339,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.339,0.155,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153,1,1,1,1,1,0.5,1,1,1,0.153,0.153,0.153,0.153,1,0.153,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.153,0.119,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006,1,1,1,1,1,0.5,1,1,1,0.006,0.006,0.006,0.006,1,0.006,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.006,0.094,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.11,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.118,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.118,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.103,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.094,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.081,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.101,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.129,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.136,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.144,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.144,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0.137,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105,1,1,1,1,1,0.5,1,1,1,0.105,0.105,0.105,0.105,1,0.105,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.105,0.118,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.289,1,1,1,1,1,0.5,1,1,1,0.289,0.289,0.289,0.289,1,0.289,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.289,0.178,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.484,1,1,1,1,1,0.5,1,1,1,0.484,0.484,0.484,0.484,1,0.484,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.484,0.231,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.599,1,1,1,1,1,0.5,1,1,1,0.599,0.599,0.599,0.599,1,0.599,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.599,0.208,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.669,1,1,1,1,1,0.5,1,1,1,0.669,0.669,0.669,0.669,1,0.669,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.669,0.184,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.694,1,1,1,1,1,0.5,1,1,1,0.694,0.694,0.694,0.694,1,0.694,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.694,0.179,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.673,1,1,1,1,1,0.5,1,1,1,0.673,0.673,0.673,0.673,1,0.673,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.673,0.185,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.603,1,1,1,1,1,0.5,1,1,1,0.603,0.603,0.603,0.603,1,0.603,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.603,0.187,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.487,1,1,1,1,1,0.5,1,1,1,0.487,0.487,0.487,0.487,1,0.487,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.487,0.179,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.325,1,1,1,1,1,0.5,1,1,1,0.325,0.325,0.325,0.325,1,0.325,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.325,0.173,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.149,1,1,1,1,1,0.5,1,1,1,0.149,0.149,0.149,0.149,1,0.149,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.149,0.149,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005,1,1,1,1,1,0.5,1,1,1,0.005,0.005,0.005,0.005,1,0.005,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.005,0.112,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.119,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.086,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.073,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.062,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.062,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.064,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.069,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.073,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0.069,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.096,1,1,1,1,1,0.5,1,1,1,0.096,0.096,0.096,0.096,1,0.096,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.096,0.037,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28,1,1,1,1,1,0.5,1,1,1,0.28,0.28,0.28,0.28,1,0.28,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.28,0.035,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.457,1,1,1,1,1,0.5,1,1,1,0.457,0.457,0.457,0.457,1,0.457,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.457,0.061,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.59,1,1,1,1,1,0.5,1,1,1,0.59,0.59,0.59,0.59,1,0.59,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.59,0.066,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655,1,1,1,1,1,0.5,1,1,1,0.655,0.655,0.655,0.655,1,0.655,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.655,0.07,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.675,1,1,1,1,1,0.5,1,1,1,0.675,0.675,0.675,0.675,1,0.675,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.675,0.084,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.635,1,1,1,1,1,0.5,1,1,1,0.635,0.635,0.635,0.635,1,0.635,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.635,0.098,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.583,1,1,1,1,1,0.5,1,1,1,0.583,0.583,0.583,0.583,1,0.583,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.583,0.114,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
