r_id,pltd_poka,pltmg_ambon_peaker,lmvpp_ambon,pltd_hative_kecil,pltd_masohi,pltmg_seram,pltd_namlea,pltd_mako,pltmg_langgur,pltd_masohi,pltmg_ambon_2,pltmg_mpp_sambelia,pltp_tueihu,plt_ebt_base_ambon,pltmg_buia,plts_buia,plts_buia,pltmg_nambea,pltmg_namrole,plts_namlea,pltbio_namlea,plta_wai_tina,pltp_buru,pltmg_dobo,pltbio_dobo_2,plts_lisdes,plts_dedieselisasi,plts_lisdes,plts_lisded,pltmg_masela,plts_saparua_2,pltmg_saumlaki,pltbio_saumlaki_2,pltmg_seram_2,pltm_nua_masohi,pltm_seram,pltm_wae_maia,plta_wai_tala,pltbio_seram,pltmg_seram_utara,pltbio_langgur_2,maluku_solar_potential_ruen,maluku_wind_potential_ruen,maluku_geothermal_potential_ruen,maluku_hydropower_potential_ruen,maluku_hydropower_mini_potential_ruen,maluku_biomass_potential_ruen,maluku_biogas_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.346,1,1,1,1,1,0.5,1,1,1,0.346,0.346,0.346,0.346,1,0.346,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.346,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.272,1,1,1,1,1,0.5,1,1,1,0.272,0.272,0.272,0.272,1,0.272,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.272,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.183,1,1,1,1,1,0.5,1,1,1,0.183,0.183,0.183,0.183,1,0.183,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.183,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,1,1,1,1,1,0.5,1,1,1,0.086,0.086,0.086,0.086,1,0.086,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.086,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027,1,1,1,1,1,0.5,1,1,1,0.027,0.027,0.027,0.027,1,0.027,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.027,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.01,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.03,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.058,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.079,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.075,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.054,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.066,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.099,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.118,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.119,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.102,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0.094,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064,1,1,1,1,1,0.5,1,1,1,0.064,0.064,0.064,0.064,1,0.064,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.064,0.062,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.173,1,1,1,1,1,0.5,1,1,1,0.173,0.173,0.173,0.173,1,0.173,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.173,0.031,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.301,1,1,1,1,1,0.5,1,1,1,0.301,0.301,0.301,0.301,1,0.301,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.301,0.03,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41,1,1,1,1,1,0.5,1,1,1,0.41,0.41,0.41,0.41,1,0.41,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.41,0.028,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435,1,1,1,1,1,0.5,1,1,1,0.435,0.435,0.435,0.435,1,0.435,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.435,0.03,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.389,1,1,1,1,1,0.5,1,1,1,0.389,0.389,0.389,0.389,1,0.389,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.389,0.035,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.37,1,1,1,1,1,0.5,1,1,1,0.37,0.37,0.37,0.37,1,0.37,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.37,0.041,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.322,1,1,1,1,1,0.5,1,1,1,0.322,0.322,0.322,0.322,1,0.322,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.322,0.041,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.249,1,1,1,1,1,0.5,1,1,1,0.249,0.249,0.249,0.249,1,0.249,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.249,0.031,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.146,1,1,1,1,1,0.5,1,1,1,0.146,0.146,0.146,0.146,1,0.146,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.146,0.022,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055,1,1,1,1,1,0.5,1,1,1,0.055,0.055,0.055,0.055,1,0.055,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.055,0.019,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,1,1,1,1,1,0.5,1,1,1,0.002,0.002,0.002,0.002,1,0.002,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.002,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.026,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.035,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.044,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.042,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.046,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.066,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.086,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.097,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.102,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.102,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,1,1,1,1,1,0.5,1,1,1,0.002,0.002,0.002,0.002,1,0.002,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.002,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.075,1,1,1,1,1,0.5,1,1,1,0.075,0.075,0.075,0.075,1,0.075,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.075,0.086,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.191,1,1,1,1,1,0.5,1,1,1,0.191,0.191,0.191,0.191,1,0.191,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.191,0.048,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.302,1,1,1,1,1,0.5,1,1,1,0.302,0.302,0.302,0.302,1,0.302,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.302,0.05,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339,1,1,1,1,1,0.5,1,1,1,0.339,0.339,0.339,0.339,1,0.339,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.339,0.04,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.344,1,1,1,1,1,0.5,1,1,1,0.344,0.344,0.344,0.344,1,0.344,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.344,0.026,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.363,1,1,1,1,1,0.5,1,1,1,0.363,0.363,0.363,0.363,1,0.363,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.363,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.411,1,1,1,1,1,0.5,1,1,1,0.411,0.411,0.411,0.411,1,0.411,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.411,0.012,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.405,1,1,1,1,1,0.5,1,1,1,0.405,0.405,0.405,0.405,1,0.405,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.405,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.353,1,1,1,1,1,0.5,1,1,1,0.353,0.353,0.353,0.353,1,0.353,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.353,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.236,1,1,1,1,1,0.5,1,1,1,0.236,0.236,0.236,0.236,1,0.236,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.236,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.093,1,1,1,1,1,0.5,1,1,1,0.093,0.093,0.093,0.093,1,0.093,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.093,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004,1,1,1,1,1,0.5,1,1,1,0.004,0.004,0.004,0.004,1,0.004,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.004,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.004,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.012,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.02,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.027,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.029,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.032,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0.032,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.072,1,1,1,1,1,0.5,1,1,1,0.072,0.072,0.072,0.072,1,0.072,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.072,0.028,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.196,1,1,1,1,1,0.5,1,1,1,0.196,0.196,0.196,0.196,1,0.196,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.196,0.008,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.322,1,1,1,1,1,0.5,1,1,1,0.322,0.322,0.322,0.322,1,0.322,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.322,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.424,1,1,1,1,1,0.5,1,1,1,0.424,0.424,0.424,0.424,1,0.424,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.424,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.492,1,1,1,1,1,0.5,1,1,1,0.492,0.492,0.492,0.492,1,0.492,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.492,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.524,1,1,1,1,1,0.5,1,1,1,0.524,0.524,0.524,0.524,1,0.524,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.524,0.014,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.507,1,1,1,1,1,0.5,1,1,1,0.507,0.507,0.507,0.507,1,0.507,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.507,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.457,1,1,1,1,1,0.5,1,1,1,0.457,0.457,0.457,0.457,1,0.457,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.457,0.024,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.364,1,1,1,1,1,0.5,1,1,1,0.364,0.364,0.364,0.364,1,0.364,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.364,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.239,1,1,1,1,1,0.5,1,1,1,0.239,0.239,0.239,0.239,1,0.239,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.239,0.014,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.103,1,1,1,1,1,0.5,1,1,1,0.103,0.103,0.103,0.103,1,0.103,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.103,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006,1,1,1,1,1,0.5,1,1,1,0.006,0.006,0.006,0.006,1,0.006,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.006,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.004,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.019,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.031,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.031,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.013,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003,1,1,1,1,1,0.5,1,1,1,0.003,0.003,0.003,0.003,1,0.003,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.003,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.084,1,1,1,1,1,0.5,1,1,1,0.084,0.084,0.084,0.084,1,0.084,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.084,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.225,1,1,1,1,1,0.5,1,1,1,0.225,0.225,0.225,0.225,1,0.225,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.225,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
