Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Variable_Costs_Grid,Variable_Costs_IP,NSE_Costs,Grid_Import_Costs
424368.69029559154,42489.67232358454,0.0,47.37364357276614,0.0,369788.62934432726,0.0
