Village,gen_cost,solar_cost,diesel_cost,battery_power_cost,battery_energy_cost,total_cost
193,34477.23342460122,25809.217026485494,3566.8657232683927,5101.150674847337,37078.221508998446,71555.45493359966
194,25763.298928182518,19285.960402887613,2665.501397430378,3811.8371278645277,27706.68032115637,53469.97924933889
195,77365.59986339622,57914.71296296314,8004.140985385901,11446.74591504718,83201.70379250679,160567.303655903
196,15154.776513680663,11344.774443668195,1567.7292382987107,2242.2728317137576,16298.218893800788,31452.995407481452
197,19955.42372975097,14830.811825106042,2108.785551863853,3015.8263527810764,21921.230179416914,41876.653909167886
198,50162.60687361265,37550.96504792449,5189.760594755685,7421.881230932472,53946.655205429255,104109.2620790419
199,84943.01398528939,63587.00828333762,8788.118295949105,12567.887406002661,91350.7093968466,176293.723382136
200,103507.77258812533,77484.31590527273,10708.787996038614,15314.66868681398,111315.88196540404,214823.65455352937
201,47510.48020175796,35565.65943917112,4915.325536303257,7029.495226283579,51094.5176927919,98604.99789454986
202,17352.297003570653,12989.724994470902,1795.1674853364134,2567.4045237633363,18661.36598028405,36013.6629838547
203,109190.80336895154,81738.58510268822,11296.719286630072,16155.498979633245,117427.65254285203,226618.45591180358
204,87443.60813955533,65458.92253805122,9046.834134200923,12937.85146730319,94039.90378411375,181483.51192366908
205,103886.54681844873,77767.94301398973,10747.885307546061,15370.718496912928,111723.38214140166,215609.9289598504
206,73879.95786841674,55305.41255445486,7643.523995584552,10931.021318377316,79453.12461421196,153333.0824826287
207,90398.6635433488,67671.21288757081,9352.34294368193,13375.107712096054,97218.17952416833,187616.84306751713
208,125633.84416042671,94047.59014319484,12997.892437692746,18588.361579539127,135111.13321239682,260744.97737282352
209,35765.45423034597,26773.460264819518,3700.2500313719124,5291.743934154536,38463.434369714385,74228.88860006035
210,77365.59986339622,57914.71296296314,8004.140985385901,11446.74591504718,83201.70379250679,160567.303655903
211,27121.741155799573,20339.38646761163,2790.913459471248,3991.4412287166915,29010.614019276974,56132.35517507655
212,54663.058230525734,40946.68106126931,5644.322495411038,8072.054673845386,58673.80480352835,113336.86303405408
213,30698.171462828184,22868.390845335904,3222.0018575437853,4607.778759948494,33491.53435465205,64189.70581748024
214,22982.856766327783,17020.23094337041,2453.6389272469487,3508.986895710423,25506.690732311516,48489.547498639295
215,29372.863803836244,22057.29097495087,3010.3453136572543,4305.227515228123,31292.582957320417,60665.446761156665
216,26163.867212462053,19609.876010739616,2696.834195965464,3857.1570057569747,28033.978844502897,54197.84605696495
