Village,gen_cost,solar_cost,diesel_cost,battery_power_cost,battery_energy_cost,total_cost
273,31390.813400954485,23408.141305616962,3284.747592803928,4697.924502533594,34144.72621163517,65535.53961258965
274,17602.650193271522,13125.204551280645,1842.356105252087,2635.0895367387902,19150.854409872354,36753.504603143876
275,10325.372998719813,7677.317589598735,1089.552052482659,1558.5033566384195,11327.31193419375,21652.684932913566
276,19635.91709409245,14606.298642494281,2069.686674472243,2959.9317771259243,21513.650248334892,41149.56734242734
277,20988.799156646775,15596.97384742762,2218.550404380991,3173.274904838164,23062.99558929967,44051.79474594645
278,19136.41045142232,14259.080215551885,2006.8750477310493,2870.455188139387,20862.499602648324,39998.91005407064
279,34324.15531746112,29224.206180294645,2016.8791586096947,3083.069978556779,33011.12167755222,67335.27699501334
280,13595.990393073933,10052.446658575373,1458.1332331832007,2085.4105013153608,15157.488541966257,28753.47893504019
281,12110.894025641803,9005.563993761702,1277.7612618004357,1827.5687700796652,13282.649577663618,25393.54360330542
282,19105.91242044331,14190.783943957598,2022.6139898230754,2892.514486662638,21024.21963243346,40130.13205287677
283,35209.08380704197,26140.873599740262,3731.50936009379,5336.700847207916,38788.180932095245,73997.26473913722
284,15912.606934907259,11911.971149359291,1646.249096476781,2354.3866890711874,17113.03969810006,33025.646633007316
285,42554.47730363148,32056.71535467397,4319.760876442366,6178.001072515146,44901.62014945129,87456.09745308277
286,57186.66338408093,42993.05337092507,5840.491035042405,8353.118978113458,60710.23978955413,117896.90317363506
287,14673.42959288404,11015.264514685721,1505.2696665137698,2152.8954116845493,15646.742495184297,30320.172088068335
288,19545.125589905918,14610.425571055424,2030.4364258110954,2904.263593039401,21106.345785945097,40651.47137585102
289,76171.28297562101,57233.20636761749,7792.3400516276015,11145.736556375925,81005.04382904776,157176.32680466876
290,20031.84370941171,15021.319599068178,2061.717012537816,2948.8070978057167,21432.740670805455,41464.584380217166
291,99068.89799852487,83165.07672259815,7268.953897501436,8634.867378425288,92286.99165451381,191355.8896530387
292,42451.59113356146,31820.319213479976,4374.366356019099,6256.905564062387,45472.111462179884,87923.70259574134
293,66900.16691357717,50039.70960544335,6938.020941153866,9922.436366979944,72116.08296485076,139016.24987842795
294,45994.854018805796,34507.02442698802,4727.175787498701,6760.653804319077,49139.835678491,95134.6896972968
295,31758.013979420048,23756.219001793033,3292.585165181793,4709.209812445221,34226.54670668604,65984.56068610608
296,51331.502608412404,38414.95578669495,5315.251732596189,7601.295089121266,55251.82617671718,106583.32878512959
297,11633.312608317452,8737.317027643378,1191.685474323595,1704.3101063504798,12386.82293646846,24020.13554478591
298,28373.13258157123,21304.87056543397,2908.441217554866,4159.820798582397,30234.08082606932,58607.21340764055
299,72137.21438883114,54000.77778581987,7463.273249772462,10673.1633532388,77578.8327125351,149716.04710136625
300,44409.868879284084,33225.7939227457,4601.776934736501,6582.298021801876,47836.56993634045,92246.43881562454
301,33108.09792558341,24801.57993862717,3417.8946825382063,4888.6233044180335,35529.39697817259,68637.494903756
302,44971.0914340547,33635.8751141097,4664.525066141017,6670.69125380398,48485.88823930068,93456.97967335538
303,47847.399533963726,35806.2878654856,4954.580839882492,7086.530828595633,51503.50303499744,99350.90256896117
304,43562.55273190442,32550.748072031245,4531.141520241816,6480.663139631363,47101.76489423226,90664.31762613668
305,50401.12451396814,37808.08287647574,5181.993790125205,7411.047847367201,53863.86044700288,104264.98496097102
306,37528.93328577374,28098.153842392083,3880.6632182364847,5550.116225145173,40338.45277613881,77867.38606191255
307,66365.0878063755,49619.387305214674,6890.759402291998,9854.941098868818,71632.81343561907,137997.90124199458
308,45634.61979740119,34336.51133202264,4648.706477685784,6649.401987692766,48325.33949847006,93959.95929587125
309,42597.44340880622,31851.653435852157,4421.465639623388,6324.324333330674,45960.2573210287,88557.70072983492
310,31692.448792273106,23919.494313834213,3198.437899278232,4574.516579160661,33247.65418836109,64940.1029806342
311,17793.79173975541,13450.033833253137,1787.4227697141343,2556.335136788136,18580.147713023885,36373.93945277929
312,28637.33864790034,21721.604359959765,2845.7340622226893,4070.0002257178817,29581.007001426777,58218.345649327115
313,42687.97259190941,32343.03747494693,4256.847283847654,6088.087833114833,44248.820077293174,86936.79266920258
314,32596.55994750785,24652.459887080346,3268.9808515315603,4675.119208895943,33981.085228952696,66577.64517646054
315,42392.992622234546,32105.00097262996,4233.352540486667,6054.6391091179175,44004.135809936684,86397.12843217123
316,21113.84778552669,16008.265044749929,2101.0690470874465,3004.513693689313,21839.17801319127,42953.025798717965
317,29289.929013396228,22145.36205215837,2939.774016134191,4204.792945103668,30558.999713028184,59848.92872642441
318,25296.310571573846,19123.466122682963,2540.0008044632914,3632.8436444275917,26404.407199443045,51700.71777101689
319,52383.84335721273,39485.719779014195,5307.352909824263,7590.770668374275,55171.24978146577,107555.0931386785
320,40689.98432575204,30668.721025983166,4123.50405938405,5897.7592403848275,42863.04954156967,83553.0338673217
321,30311.78573848382,22995.547297636203,3010.345313326237,4305.893127521379,31292.94839728537,61604.73413576919
322,25379.396367775607,19130.432433127513,2571.305699671994,3677.658234976101,26730.00913922406,52109.40550699967
323,48128.12863176736,36277.87302502892,4876.15235438779,6974.103252350644,50689.067819838754,98817.19645160611
324,48050.834018283786,36219.541041191165,4868.395993932935,6962.896983159682,50607.52765384707,98658.36167213085
325,39454.9277902905,29662.269361926174,4029.5670452646236,5763.091383099705,41885.92896132172,81340.85675161221
326,27900.820261518063,21004.295632500558,2837.834513489558,4058.69011552795,29499.71726475097,57400.537526269036
327,36896.857422881,27733.452954996814,3770.753066332037,5392.651401552153,39196.69526743433,76093.55269031532
328,50200.549056651245,37779.4838078359,5111.289278672094,7309.775970143255,53134.514446258465,103335.0635029097
329,62272.23404472342,47012.516583033765,6279.46322382624,8980.254237863406,65271.519285571296,127543.75333029471
330,19663.105226919288,14785.840900002897,2006.87504806579,2870.3892788506,20861.704496635946,40524.809723555234
331,52249.80448957615,39352.306376349195,5307.352910413872,7590.145202813082,55169.51211868001,107419.31660825617
332,29635.140558737,22338.305168550563,3002.503340117132,4294.332050069305,31212.093235631393,60847.233794368396
333,151160.78363885105,114086.56655671187,15255.590309647136,21818.62677249205,158578.0574256091,309738.8410644601
334,44257.39621821337,33360.129414571646,4484.18407412085,6413.082729520875,46614.62523823858,90872.02145645194
335,94476.57832307875,71214.27477265052,9571.98244155009,13690.321108878145,99503.81684567318,193980.39516875194
336,49707.83728522336,37534.68250706064,5009.450239188844,7163.704538973872,52071.16567253505,101779.0029577584
337,45756.91683444474,34497.471271695096,4633.206856811946,6626.238705937696,48163.35817906044,93920.27501350518
338,48592.45205723472,36627.7654100208,4923.310778008701,7041.375869205212,51177.9940263656,99770.44608360031
339,62815.52048943791,47288.63690932461,6389.264002953793,9137.61957715951,66415.00946382977,129230.52995326769
340,50325.23682242224,37484.91937677603,5283.749930569695,7556.567515076507,54925.55956416589,105250.79638658813
341,69618.03047024325,51633.414536284545,7400.437236604107,10584.178697354597,76928.98325481823,146547.0137250615
342,29016.133023138907,21871.719954269603,2939.7740159424407,4204.639052926864,30560.13794121564,59576.270964354546
343,39123.49309216849,29217.17497750024,4076.3682023604924,5829.949912307765,42373.76537367598,81497.25846584447
344,52728.56320906908,39316.5066391268,5518.961022235334,7893.0955477069465,57371.79963363592,110100.362842705
345,39618.12495281784,29653.939408539867,4100.110832616204,5864.074711661767,42621.33141497165,82239.45636778949
346,52879.68614908115,39448.31722435923,5526.923260632465,7904.445664089458,57452.25638223913,110331.94253132028
347,71164.0027648372,52760.72219890486,7572.967578089855,10830.31298784248,78719.3989880127,149883.40175284992
348,28747.761182508184,21412.92004624389,3018.1525811652104,4316.688555099084,31374.226208007734,60121.98739051592
349,86317.97405557701,64294.4182177767,9062.274433276289,12961.281404524027,94204.2585364109,180522.2325919879
350,19218.104866327158,14455.3467484119,1959.8350340283291,2802.92308388693,20372.3389400093,39590.44380633646
351,21218.84078037465,15998.808153769462,2148.0456985580086,3071.986928047179,22328.77218154762,43547.61296192227
352,40777.4695128844,30737.004971525985,4131.550942941078,5908.913598417344,42947.12325274191,83724.59276562632
353,18592.180806503227,13981.664897579838,1897.167979886637,2713.3479290367513,19720.12694446257,38312.307750965796
354,59425.068882331696,44793.236795794386,6020.734361230545,8611.09772530677,62587.178169832856,122012.24705216454
355,75983.60223882718,57274.72278629695,7698.32527065346,11010.554181876767,80026.83994754183,156010.442186369
356,17048.23646517853,12837.94561367451,1732.4788845936043,2477.8119669104153,18009.082185009942,35057.31865018847
357,19189.290687955032,14464.485062100812,1944.1348847859504,2780.6707410682707,20210.470062428216,39399.76075038325
358,32660.100374233392,24582.05459553036,3324.0418713086133,4754.003907394419,34551.61176901084,67211.71214324422
359,21376.56256645586,16061.093123037717,2187.245509304305,3128.22393411384,22735.09454574657,44111.65711220243
360,32022.821385801493,24116.371655626874,3253.2815379119193,4653.1681922627,33819.845227788304,65842.6666135898
361,48411.60284989911,36352.78153029178,4962.288328374198,7096.532991233127,51585.019597781706,99996.62244768081
362,46610.315798027674,35046.053745371464,4758.5512359862805,6805.710816669934,49466.84580185273,96077.1615998804
363,68910.01714767037,51764.233703684,7055.588013041358,10090.195430945003,73338.94448904917,142248.96163671953
364,27437.169302765822,20616.334250500855,2806.629658682309,4014.20539358266,29174.304883872093,56611.47418663792
365,57181.27958084832,43101.78226080408,5793.552114203186,8285.945205841057,60223.758252419204,117405.03783326753
366,38289.67155528815,28725.315956293904,3935.3407402509683,5629.014858743274,40909.41034303814,79199.08189832629
367,41152.72678579296,30998.290584635713,4178.462252213365,5975.973948943881,43436.58944679463,84589.31623258759
368,11690.35263595235,8775.599183044025,1199.3706562127325,1715.3827966955926,12467.754541328155,24158.107177280504
369,21957.673207622596,16509.127525835018,2242.1251769898545,3206.4205047977216,23305.56662234937,45263.239829971964
370,17820.936109118426,13362.943081831341,1834.3088605745395,2623.6841667125436,19069.77372883876,36890.70983795718
371,45842.458384807745,34468.725121531534,4680.144686834005,6693.588576442208,48651.943046715016,94494.40143152277
372,43931.18080489057,32976.373318452606,4507.6522313441,6447.155255093867,46856.27100115112,90787.4518060417
373,59489.34821040922,44724.367203481066,6075.475525830888,8689.505481097265,63155.096353208304,122644.44456361752
374,66947.35952732584,50068.77826380099,6945.796767689097,9932.784495835745,72201.74790138917,139149.107428715
375,22826.049129850646,17205.759591744623,2312.641236741321,3307.648301364702,24040.647795450106,46866.696925300756
376,26346.32988015963,19754.70417099684,2712.4135383800267,3879.212170782762,28195.127166235918,54541.457046395546
377,30254.2060367457,22804.90337400043,3065.274319348197,4384.028343397073,31863.999598132592,62118.20563487829
378,42983.70036852182,32010.05731545523,4515.5662949859725,6458.07675808062,46938.70568608324,89922.40605460506
379,41682.91133000176,31090.485664591877,4358.751061319008,6233.674604090877,45308.851970140815,86991.76330014257
380,30258.845574537012,22523.83099297717,3182.8357087900213,4552.178872769818,33085.14188835056,63343.98746288757
381,13899.364943142677,10470.12291548899,1411.1224024638318,2018.1196251898552,14668.760458670502,28568.12540181318
382,38339.12540891301,28623.127290210545,3998.141448653763,5717.8566700487,41559.76136205661,79898.88677096962
383,23450.1138914433,17601.041104756237,2406.786392757433,3442.286393929628,25017.922946845476,48468.036838288775
384,40448.57501723705,30560.670025196545,4068.687526817544,5819.217465222963,42294.04051063758,82742.61552787463
385,9364.787175202451,7021.570696199968,964.1749987651498,1379.0414802373343,10023.31380738087,19388.10098258332
386,11761.28546024786,8865.316770536074,1191.6854741405377,1704.2832155712497,12386.980714557238,24148.266174805096
387,50764.599251580396,38114.87797821219,5205.523693679283,7444.197579688927,54108.73940038918,104873.33865196958
388,16355.919235524987,12278.77179340351,1677.7421202371088,2399.40532188437,17439.368916074185,33795.288151599176
389,10587.113290246007,7939.068427993595,1089.5520525074135,1558.4928097449983,11327.613362824475,21914.72665307048
390,15941.714901652102,11960.1469751652,1638.3150971650534,2343.252829321847,17031.91771216347,32973.63261381557
391,23037.579392017833,17303.357950193677,2359.7004228725905,3374.5210189515665,24529.13436273647,47566.7137547543
392,45845.962331947296,35405.89353303802,4295.946886376261,6144.121912533016,44656.9401041473,90502.90243609459
393,33854.10830472271,25966.850302839368,3245.5897313150167,4641.668270568326,33738.62164943998,67592.72995416269
394,13824.20829293526,10680.568565621783,1293.6083519140616,1850.0313753994164,13446.09676927165,27270.30506220691
395,28389.423171136732,21873.988074172416,2681.044027510609,3834.391069453706,27869.72791982805,56259.15109096478
396,41360.69223501553,31911.15158579613,3888.3446521788746,5561.195997040523,40420.042366607915,81780.73460162344
397,16403.791262772054,12364.793168260301,1661.9620934555153,2377.036001056239,17276.632706734053,33680.42396950611
398,21632.158847905972,16278.44214505335,2202.917469146885,3150.7992337057385,22898.39633862715,44530.55518653312
399,28419.881282259346,21446.939838475384,2869.1799461464575,4103.761497637506,29826.57334924561,58246.45463150495
400,24760.404004835076,18663.844338494608,2508.5954465721125,3587.964219768356,26078.00722402827,50838.41122886335
401,26849.549217730015,20257.7022576752,2712.4135382261497,3879.4334218286667,28196.525199164884,55046.0744168949
402,17024.502985527637,12814.28456781134,1732.4788846145993,2477.7395331016955,18009.09760155745,35033.600587085086
403,32498.691461079256,24515.882924691105,3284.7475929217753,4698.060943466375,34144.383891135825,66643.07535221508
404,55414.01236299792,41962.698336323716,5534.707160014306,7916.606866659893,57532.98642683187,112946.99878982978
405,50107.860903702036,37705.026024084495,5103.687025688261,7299.147853929278,53050.22854986885,103158.0894535709
406,31105.27594527671,23446.47877930053,3151.427069274096,4507.370096702081,32760.482149020394,63865.7580942971
407,51223.188718429665,38610.84671122793,5189.760594596702,7422.581412605034,53948.83735986199,105172.02607829164
408,41086.80148932151,30970.358888510556,4162.665155610976,5953.7774451999785,43273.18605245173,84359.98754177324
409,14739.1790591124,11081.328190267119,1505.2696665694868,2152.5812022757937,15645.902321511227,30385.081380623626
410,19112.02382835091,14406.13432698151,1936.430632015281,2769.45886935412,20128.88558712072,39240.90941547163
411,39830.92099297582,30019.85322068206,4037.313250110542,5773.7545221832215,41967.7632655525,81798.68425852832
412,37001.76353331217,27913.94797435705,3739.4938433352413,5348.321715619882,38870.19921050985,75871.96274382202
413,47940.162609405976,36090.248180623785,4876.152354498613,6973.762074283577,50687.273509949075,98627.43611935506
414,43493.155238507665,32862.377754303714,4374.366356055863,6256.41112814809,45471.51743135473,88964.6726698624
415,36289.45342412901,27354.22716142852,3676.611435448932,5258.614827251555,38220.59358489453,74510.04700902355
416,48901.89160016533,36861.081823914166,4954.580840661314,7086.228935589845,51503.96820640653,100405.85980657185
417,8666.081087901941,6532.402221945717,877.8879687370863,1255.7908972191378,9127.390731462378,17793.47181936432
418,14237.237250333445,10731.72399186041,1442.439625326703,2063.0736331463318,14994.839265226727,29232.07651556017
419,15805.1001535368,11918.411036277717,1599.2828418028341,2287.406275456248,16624.940550611223,32430.04070414802
420,20794.34382840344,15707.83487398847,2093.0498115585915,2993.459142856378,21758.230272074903,42552.57410047834
421,9391.72481963741,7086.612110837874,948.4554876658963,1356.6572211336386,9860.337940124262,19252.06275976167
422,30064.79145367724,22691.997723058157,3033.788797856084,4339.0049327629995,31535.840958307446,61600.63241198468
423,48870.77658763428,36792.3607394679,4970.192673724444,7108.223174441939,51664.36158074468,100535.13816837897
424,26152.40940547237,19751.127341458156,2634.0895265598515,3767.1925374543607,27380.674694864363,53533.08410033673
425,43827.31835989546,32682.004109416444,4586.179767905379,6559.134482573637,47672.23127021722,91499.54963011268
426,12039.962281064396,8953.456271866125,1270.0780821622661,1816.4279270360043,13201.834348656179,25241.796629720575
427,51629.630565093765,38731.33558500477,5307.352909832042,7590.942070256954,55171.73924910877,106801.36981420254
428,54211.26876446693,40798.082768650296,5518.961021938786,7894.224973877846,57371.40413582586,111582.67290029279
429,30552.494230232038,22856.272711836842,3167.054847322713,4529.166671072483,32921.95924052556,63474.453470757595
430,39405.51095351049,29651.697476446607,4013.887087912078,5739.9263891518085,41723.50555924383,81129.01651275432
431,33485.17675786831,25216.50903717527,3402.4044949573517,4866.263225735689,35368.76567432044,68853.94243218875
432,33073.76839815969,24748.46216439294,3425.8715870454816,4899.4346467212745,35610.58693589021,68684.3553340499
433,43253.42262012119,32603.443936902084,4382.266038385039,6267.712644834073,45554.97718481657,88808.39980493777
434,20663.306090916423,15481.59191630962,2132.2081437797883,3049.5060308270135,22165.85262163177,42829.15871254819
435,22129.574965471584,16757.070540766777,2210.703768730369,3161.800655974439,22981.30645399641,45110.881419467994
436,29126.879607594125,22001.17675116845,2932.05029775469,4193.652558670986,30477.87640090489,59604.75600849901
437,50168.321265972394,37556.765022705295,5189.7605957382875,7421.79564752881,53945.78638467885,104114.10765065125
438,51609.99094107075,38902.49798907491,5228.819587229849,7478.673364765989,54356.39832650444,105966.38926757518
439,23757.39744315607,17813.475778050873,2445.9099723221593,3498.0116927830404,25424.4536371899,49181.85108034597
440,21962.54595180992,16628.46691941482,2195.064061289663,3139.0149711054364,22817.4300631329,44779.97601494282
441,27855.445357015487,20996.868518096177,2822.120575628589,4036.456263290723,29337.816450006812,57193.261807022296
442,17564.47296615749,13239.663355550696,1779.6167773780146,2545.1928332287803,18498.998506866697,36063.47147302418
443,56550.14446623422,42624.26349740899,5730.718759948066,8195.162208877162,59567.75768340317,116117.90214963739
444,24599.155289182392,18559.775416115586,2485.1208525906704,3554.259020476136,25833.13456951245,50432.28985869484
445,75132.60080612032,56633.09688745824,7612.305412042062,10887.198506620014,79130.31771047028,154262.9185165906
446,34097.01198674541,25752.294022497612,3433.6534554783907,4911.06450876941,35691.95783878524,69788.96982553066
447,34251.86829059433,25850.034322128973,3457.2502403542057,4944.583728111148,35937.317962210305,70189.18625280463
448,27612.333366392773,20829.75579484486,2790.91345933883,3991.6641122090837,29010.509830293257,56622.84319668603
449,35446.630829792804,26759.406267673345,3574.825930938385,5112.3986311810695,37158.916044041674,72605.54687383448
450,67016.96254324392,50575.93812678238,6765.426307381133,9675.59810908042,70327.90906431813,137344.87160756206
451,192694.16970378958,145504.8305902531,19418.38985734256,27770.94925619391,201846.22377034978,394540.3934741394
452,60822.66083131835,45923.87550293296,6130.62038810718,8768.164940278217,63725.4887563973,124548.14958771566
453,60508.43455658767,45609.743257512506,6130.620388001525,8768.070911073639,63728.0084276228,124236.44298421047
454,71031.54253833827,53541.911220676266,7196.688243426911,10292.943074235089,74811.16945948456,145842.71199782283
455,45543.06201305541,34378.803899646984,4593.7916926891685,6570.466420719256,47753.939257075814,93297.00127013122
456,57907.615187507145,43028.106777881476,6122.619279430673,8756.889130195,63643.77748134971,121551.39266885686
457,47496.29951201647,35417.98303502799,4970.192673791278,7108.123803197204,51665.59089014742,99161.89040216389
458,76591.2949942333,57386.80036890638,7902.13463227576,11302.359993051172,82141.85421079415,158733.14920502744
459,23932.38683052722,17949.950906305316,2461.514453514495,3520.92147070741,25588.988801667896,49521.375632195115
460,41488.30681533666,30895.26374308257,4358.751061205061,6234.292011049034,45309.43474380909,86797.74155914575
461,63606.74390943329,47165.50077660693,6765.4263076058705,9675.816825220485,70327.57859642617,133934.32250585945
462,63913.144699447104,47413.852907288434,6788.987685795678,9710.304106362992,70571.64158469629,134484.7862841434
463,50433.24454915651,37496.993263830984,5323.047746524647,7613.203538800878,55333.223688337304,105766.46823749381
464,72330.82543220406,54212.188093186836,7455.3854512445405,10663.25188777269,77500.96192605824,149831.78735826229
465,38104.59072081116,28655.328197332594,3888.3446522806785,5560.917871197886,40418.40479135152,78522.99551216268
466,119632.08319432139,89947.40195058667,12213.936699733466,17470.744544001256,126968.48402112014,246600.56721544152
467,13032.963581069884,9832.48477686454,1316.9242565662153,1883.5545476391296,13690.09489957514,26723.058480645024
468,60259.855444437584,45246.22414174839,6177.577833824628,8836.053468864566,64217.491129012604,124477.3465734502
469,32525.649340857122,24372.003358650338,3355.3355915097272,4798.310390697057,34876.85273392727,67402.5020747844
470,20710.80545611724,15547.60305694166,2124.461682158714,3038.740717016864,22084.82778382467,42795.633239941904
471,43248.280276485646,32484.82859286965,4429.2958642044205,6334.155819411577,46042.28795274624,89290.5682292319
472,15582.120568043552,11676.437135330638,1607.1241357880558,2298.559296924859,16706.185839990223,32288.306408033775
473,10415.970794411587,7825.00829306249,1066.1282609872299,1524.8342403618678,11083.03044045759,21499.001234869178
474,14911.790604678123,11177.778683481974,1536.5493466221837,2197.462574573965,15972.206877499397,30883.997482177518
475,27632.481378509157,20716.56292539052,2845.734061853878,4070.1843912647596,29581.64962973113,57214.13100824029
476,14184.958587860334,10679.594900009368,1442.439625158675,2062.924062692291,14993.814383215054,29178.77297107539
477,31142.784784442993,23541.397749000993,3127.8384662982685,4473.548569143731,32514.729191619383,63657.51397606237
478,45556.26600092147,34296.94197471979,4633.206856407781,6626.1171697939,48160.25117932414,93716.5171802456
479,44620.94564388745,33628.55003823593,4523.48188962185,6468.913716029669,47020.906175475284,91641.85181936272
480,20427.411251011137,15397.665601581855,2069.686674585465,2960.058974843817,21514.285098312215,41941.69634932335
481,43175.952033170906,32545.085971140215,4374.366355898378,6256.499706132314,45473.53488277214,88649.48691594304
482,41311.97545236794,31119.593841759222,4194.054724466485,5998.326886142228,43598.89819053684,84910.87364290477
483,89448.94944216458,67501.94531182233,9031.096648425333,12915.907481916915,93880.70218562573,183329.6516277903
484,29389.228088189455,22073.250215842152,3010.345313419297,4305.632558928004,31293.190494633032,60682.41858282249
485,34857.26943676924,26245.49487284488,3543.564987181435,5068.209576742922,36834.47490517251,71691.74434194175
486,28308.465461121024,21259.770599242158,2900.534837170732,4148.160024708133,30150.763835650494,58459.22929677152
487,43294.18266614791,32397.447100460584,4484.184074368615,6412.551491318716,46611.05769717962,89905.24036332752
488,37527.67760871915,28287.35720735723,3802.3313395085156,5437.989061853398,39524.368934278114,77052.04654299727
489,27750.87925385243,20797.588660033944,2861.3832279483418,4091.9073658701423,29744.01816734322,57494.89742119565
490,20139.730512420756,15167.161152701494,2046.1376701117879,2926.431689607475,21269.73136857645,41409.4618809972
491,39216.202931841995,29499.741854941283,3998.141448432095,5718.319628468614,41561.90252390501,80778.105455747
492,15133.652420478198,11380.686707723627,1544.43542586767,2208.5302868869003,16053.294099939263,31186.946520417463
493,119512.46797739575,90000.77431667647,12143.445569635454,17368.248091083824,126235.45658265961,245747.92456005537
494,42402.18537251359,31961.842549748882,4295.9468863359625,6144.395936428742,44658.59249827047,87060.77787078405
495,76775.69964697956,58009.73750222843,7721.934976161287,11044.027168589844,80267.72193662143,157043.42158360098
496,36580.296926763855,27435.056779570175,3762.881971175431,5382.358176018246,39117.528837305035,75697.8257640689
497,21448.78566272673,16209.468742001256,2155.8998670929036,3083.41705363257,22409.953784354086,43858.739447080814
498,31716.18114113568,24019.33315468152,3167.0548472881324,4529.793139166027,32921.67759433059,64637.858735466274
499,15939.55129115066,12014.837298764282,1614.9678262461837,2309.746166140193,16787.715746070753,32727.267037221412
500,36982.55472723922,28048.02159932915,3676.6114355197687,5257.921692390302,38217.61770168335,75200.17242892258
501,27546.081110480613,20763.56221477931,2790.913459361539,3991.605436339764,29011.746716666712,56557.827827147325
502,29032.804666030814,21907.537993790673,2932.0502974092487,4193.216374830891,30476.670269606868,59509.474935637685
503,40120.57188895195,30556.671233836496,3935.3407403884053,5628.559914727048,40908.727794181585,81029.29968313353
504,35154.104503123344,26809.59638933652,3433.653455282294,4910.854658504533,35694.13791250835,70848.24241563168
505,36310.75053326571,27585.130197969876,3590.558570654654,5135.061764641178,37323.12275568145,73633.87328894716
506,36676.381253254585,27645.83805648212,3715.879659780295,5314.663536992175,38628.01931223518,75304.40056548976
507,46257.04238795582,35169.077518184364,4562.521630835085,6525.443238936371,47426.14102539504,93683.18341335087
508,11915.98403015054,8981.993728801093,1207.2909424061063,1726.6993589433378,12550.012114023788,24465.99614417433
509,15243.161862785899,11489.888358506085,1544.4354258682536,2208.83807841156,16054.224908750752,31297.38677153665
510,12689.694503214228,9565.255901133,1285.5986200090013,1838.839982072228,13364.998807052727,26054.693310266957
511,32401.738486876005,24590.240813851415,3214.1157788391533,4597.381894185435,33413.06602053202,65814.80450740803
512,17728.400209341686,13422.770278984886,1771.6734589839348,2533.956471372864,18416.779762365768,36145.179971707454
513,24426.644476452468,18520.95480008766,2430.120274098766,3475.5694022660414,25261.24554840492,49687.89002485739
514,34566.50068679054,26298.092847221746,3402.40449525388,4866.003344314917,35366.26920895491,69932.76989574544
515,28474.523514507757,21463.41334948276,2884.9727415548987,4126.1374234701,29989.636504645765,58464.160019153525
516,34903.69326820143,26577.851735642333,3425.8715870006977,4899.969945558402,35611.24526664184,70514.93853484327
517,27157.077091060186,20622.6710800472,2688.8645338631095,3845.5414771498768,27951.254185243088,55108.33127630327
518,16945.48200046194,12773.131515134331,1716.8357864336538,2455.514698893954,17847.12952020275,34792.611520664694
519,13927.75058594202,10498.407578037013,1411.1224025084446,2018.2206053965613,14668.865085252442,28596.615671194464
520,42088.20166894024,32219.254508590744,4061.082660381414,5807.864499968081,42211.554116767235,84299.75578570747
521,32062.82791350645,24137.57171935534,3261.1207460043306,4664.135448146781,33900.24296871855,65963.070882225
522,27449.963197312485,20743.86195844324,2759.5305090609804,3946.5707298082643,28685.34710455125,56135.310301863734
523,11374.396240642576,8573.687124521946,1152.4799810364593,1648.2291350841697,11979.510678612956,23353.906919255533
524,26670.141638569272,20097.461444968518,2704.7219952415885,3867.958198359168,28113.43083774337,54783.57247631264
525,24796.585450953746,18738.070695899114,2492.873826464247,3565.6409285903865,25914.985255414493,50711.570706368235
526,20335.54157035821,15305.816053083257,2069.6866746879505,2960.038842587005,21513.254045637263,41848.79561599548
527,19478.619379144675,14563.041946699139,2022.613989806946,2892.9634426385905,21025.45227418082,40504.071653325496
528,18788.090916293342,14025.137883341125,1959.8350340987822,2803.1179988534345,20373.332487872038,39161.42340416538
529,59657.16372894742,44968.25872890519,6044.1498902207495,8644.755109821475,62831.700803305204,122488.86453225263
530,36600.86127029317,27475.094389768114,3755.0792573106446,5370.687623214413,39032.675384380476,75633.53665467365
531,45301.1563961948,34003.40548959135,4648.706477483385,6649.044429120058,48323.91158635782,93625.06798255262
532,55572.93184793998,41836.410140474254,5652.277353307799,8084.24435415793,58754.637094296966,114327.56894223695
533,14005.185284144629,10556.733801258566,1419.026567204347,2029.4249156817161,14750.312009423065,28755.497293567692
534,20195.267723246845,15222.710033452737,2046.137670164658,2926.4200196294487,21269.799840501117,41465.06756374796
535,28856.15680788654,21920.96416910952,2853.7541579367035,4081.4384808403142,29663.225807201954,58519.38261508849
536,21839.439813925095,16619.492945651444,2148.0456985206392,3071.9011697530127,22327.857635165416,44167.29744909051
537,25069.95460509386,18897.14200111349,2540.000804500049,3632.811799480317,26403.937094957244,51473.8917000511
538,16779.2757914014,12759.434795659987,1654.0032699544195,2365.8377257869925,17194.512635344534,33973.78842674593
539,22271.90408187938,16861.361245715198,2226.3999856405508,3184.1428505236345,23144.060730854497,45415.96481273387
540,31740.073267565713,24100.87087505331,3143.5833790734146,4495.619013438989,32678.90130858049,64418.9745761462
541,43872.38546129463,33069.97865742208,4444.983794273074,6357.423009599478,46206.89279195412,90079.27825324875
542,42572.43353477211,32017.965457157326,4342.931116802222,6211.536960812566,45147.340176599544,87719.77371137166
543,34064.91107282361,25453.747807610023,3543.564987230201,5067.598277983385,36833.93614372951,70898.84721655311
544,37527.24275698382,28230.392758262038,3825.6122023337543,5471.2377963880235,39768.60479719582,77295.84755417964
545,33865.15464411146,25692.16242724749,3363.2017683189715,4809.790448544999,34959.80697468758,68824.96161879905
546,24973.768931557388,18743.90702901069,2563.4871482749286,3666.3747542717692,26648.327703463685,51622.09663502107
547,42815.91133284641,32223.358383147013,4358.751060954188,6233.801888745206,45310.033695905986,88125.9450287524
