Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
69.13435043096167,0.0,0.0,0.0,29.96041333696658,35.600185826965216,0.0,3.573751267029864,0.0,2.980715480295904e-11,0.0,0.0,0.0,0.0,0.0
