ID,Zone,Village,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
3,1,1,batt_bel1,0.00395114555445758,0.0,0.00395114555445758
6,1,2,batt_bel2,0.00395934480292083,0.0,0.00395934480292083
9,1,3,batt_bel3,0.003959364959990178,0.0,0.003959364959990178
12,1,4,batt_bel4,0.003955982982191781,0.0,0.003955982982191781
15,1,5,batt_bel5,0.0039574589098216,0.0,0.0039574589098216
18,1,6,batt_bel6,0.003954668439459106,0.0,0.003954668439459106
21,1,7,batt_bel7,0.003954961245872522,0.0,0.003954961245872522
24,1,8,batt_bel8,0.003959001374294312,0.0,0.003959001374294312
27,1,9,batt_bel9,0.003958763244911762,0.0,0.003958763244911762
30,1,10,batt_bel10,0.003956288136368558,0.0,0.003956288136368558
33,1,11,batt_bel11,0.003959906188803469,0.0,0.003959906188803469
36,1,12,batt_bel12,0.003952684583881836,0.0,0.003952684583881836
39,1,13,batt_bel13,0.33061738804324714,0.0,0.33061738804324714
42,1,14,batt_bel14,0.003951498729204496,0.0,0.003951498729204496
45,1,15,batt_bel15,0.21651956227258498,0.0,0.21651956227258498
48,1,16,batt_bel16,0.003958608943317543,0.0,0.003958608943317543
51,1,17,batt_bel17,0.2764565184402246,0.0,0.2764565184402246
54,1,18,batt_bel18,0.00395762524870928,0.0,0.00395762524870928
57,1,19,batt_bel19,0.0039526750866898715,0.0,0.0039526750866898715
60,1,20,batt_bel20,0.2572669637244129,0.0,0.2572669637244129
63,1,21,batt_bel21,0.003954642108294907,0.0,0.003954642108294907
66,1,22,batt_bel22,0.003959774265563706,0.0,0.003959774265563706
69,1,23,batt_bel23,0.003959186695712065,0.0,0.003959186695712065
72,1,24,batt_bel24,0.003963852799353643,0.0,0.003963852799353643
75,1,25,batt_bel25,0.28406574993426903,0.0,0.28406574993426903
78,1,26,batt_bel26,0.003958216332118885,0.0,0.003958216332118885
81,1,27,batt_bel27,0.003957809251282461,0.0,0.003957809251282461
84,1,28,batt_bel28,0.003961333933316423,0.0,0.003961333933316423
87,1,29,batt_bel29,0.003963551178163438,0.0,0.003963551178163438
90,1,30,batt_bel30,0.2976904880835265,0.0,0.2976904880835265
93,1,31,batt_bel31,0.003960639669203384,0.0,0.003960639669203384
96,1,32,batt_bel32,0.003954585551039319,0.0,0.003954585551039319
99,1,33,batt_bel33,0.003961437216006218,0.0,0.003961437216006218
102,1,34,batt_bel34,0.003962414181028652,0.0,0.003962414181028652
105,1,35,batt_bel35,0.003962356063326001,0.0,0.003962356063326001
108,1,36,batt_bel36,0.003960274544275875,0.0,0.003960274544275875
111,1,37,batt_bel37,0.003963469282301086,0.0,0.003963469282301086
114,1,38,batt_bel38,0.00395531116925887,0.0,0.00395531116925887
117,1,39,batt_bel39,0.0039615601203569694,0.0,0.0039615601203569694
120,1,40,batt_bel40,0.003963433212357238,0.0,0.003963433212357238
123,1,41,batt_bel41,0.003963567472902694,0.0,0.003963567472902694
126,1,42,batt_bel42,0.003961633572592941,0.0,0.003961633572592941
129,1,43,batt_bel43,0.0039565791369352305,0.0,0.0039565791369352305
132,1,44,batt_bel44,0.003959995199152016,0.0,0.003959995199152016
135,1,45,batt_bel45,0.003962188489505899,0.0,0.003962188489505899
138,1,46,batt_bel46,0.003959752117605697,0.0,0.003959752117605697
141,1,47,batt_bel47,0.003959317944274998,0.0,0.003959317944274998
144,1,48,batt_bel48,0.003959662973688778,0.0,0.003959662973688778
147,1,49,batt_bel49,0.003951630906574573,0.0,0.003951630906574573
150,1,50,batt_bel50,0.003950926519942262,0.0,0.003950926519942262
153,1,51,batt_bel51,0.003955377204810972,0.0,0.003955377204810972
156,1,52,batt_bel52,0.003954079514167854,0.0,0.003954079514167854
159,1,53,batt_bel53,0.0039564099358861075,0.0,0.0039564099358861075
162,1,54,batt_bel54,0.003958299044457993,0.0,0.003958299044457993
165,1,55,batt_bel55,0.003951552474682893,0.0,0.003951552474682893
168,1,56,batt_bel56,0.003955225128587636,0.0,0.003955225128587636
171,1,57,batt_bel57,0.003954161351503006,0.0,0.003954161351503006
174,1,58,batt_bel58,0.00395321664996799,0.0,0.00395321664996799
177,1,59,batt_bel59,0.003963420086848667,0.0,0.003963420086848667
180,1,60,batt_bel60,0.003957057922093098,0.0,0.003957057922093098
183,1,61,batt_bel61,0.003962741845818331,0.0,0.003962741845818331
186,1,62,batt_bel62,0.003951865116740843,0.0,0.003951865116740843
189,1,63,batt_bel63,0.0039593179437647785,0.0,0.0039593179437647785
192,1,64,batt_bel64,0.003960165695177738,0.0,0.003960165695177738
195,1,65,batt_bel65,0.003961092418344488,0.0,0.003961092418344488
198,1,66,batt_bel66,0.003956427958592252,0.0,0.003956427958592252
201,1,67,batt_bel67,0.0039541588708150565,0.0,0.0039541588708150565
204,1,68,batt_bel68,0.00395252513794693,0.0,0.00395252513794693
207,1,69,batt_bel69,0.003953222788032805,0.0,0.003953222788032805
210,1,70,batt_bel70,0.003963387201995373,0.0,0.003963387201995373
213,1,71,batt_bel71,0.003955256457689944,0.0,0.003955256457689944
216,1,72,batt_bel72,0.003957605293424573,0.0,0.003957605293424573
219,1,73,batt_bel73,0.003961986331472984,0.0,0.003961986331472984
222,1,74,batt_bel74,0.003958674291928891,0.0,0.003958674291928891
225,1,75,batt_bel75,0.0039550081508842845,0.0,0.0039550081508842845
228,1,76,batt_bel76,0.003963566266280863,0.0,0.003963566266280863
231,1,77,batt_bel77,0.0039553835185290875,0.0,0.0039553835185290875
234,1,78,batt_bel78,0.0039607174092075,0.0,0.0039607174092075
237,1,79,batt_bel79,0.003962498294623335,0.0,0.003962498294623335
240,1,80,batt_bel80,0.003961321751669937,0.0,0.003961321751669937
243,1,81,batt_bel81,0.003954588381504905,0.0,0.003954588381504905
246,1,82,batt_kup82,0.003959809357863367,0.0,0.003959809357863367
249,1,83,batt_kup83,0.003953973839877907,0.0,0.003953973839877907
252,1,84,batt_kup84,0.003957758666281801,0.0,0.003957758666281801
255,1,85,batt_kup85,0.003961622862007485,0.0,0.003961622862007485
258,1,86,batt_kup86,0.003957372835878503,0.0,0.003957372835878503
261,1,87,batt_kup87,0.003956177648112478,0.0,0.003956177648112478
264,1,88,batt_kup88,0.003951814959357711,0.0,0.003951814959357711
267,1,89,batt_kup89,0.003959084325641121,0.0,0.003959084325641121
270,1,90,batt_kup90,0.003951764113746569,0.0,0.003951764113746569
273,1,91,batt_kup91,0.003951341459292129,0.0,0.003951341459292129
276,1,92,batt_kup92,0.003950811691975327,0.0,0.003950811691975327
279,1,93,batt_kup93,0.003958541876439148,0.0,0.003958541876439148
282,1,94,batt_kup94,0.003954489218923798,0.0,0.003954489218923798
285,1,95,batt_kup95,0.003961720034446165,0.0,0.003961720034446165
288,1,96,batt_kup96,0.003960938830321804,0.0,0.003960938830321804
291,1,97,batt_kup97,0.003960499217177008,0.0,0.003960499217177008
294,1,98,batt_kup98,0.003960730695638232,0.0,0.003960730695638232
297,1,99,batt_kup99,0.0039610217485265805,0.0,0.0039610217485265805
300,1,100,batt_kup100,0.0039512335433074235,0.0,0.0039512335433074235
303,1,101,batt_kup101,0.00395717747553027,0.0,0.00395717747553027
306,1,102,batt_kup102,0.003955279109172382,0.0,0.003955279109172382
309,1,103,batt_kup103,0.003952776108652376,0.0,0.003952776108652376
312,1,104,batt_kup104,0.003951499071773119,0.0,0.003951499071773119
315,1,105,batt_kup105,0.003957178271032591,0.0,0.003957178271032591
318,1,106,batt_kup106,0.003960692271860673,0.0,0.003960692271860673
321,1,107,batt_kup107,0.003961773093520186,0.0,0.003961773093520186
324,1,108,batt_kup108,0.00395922316660354,0.0,0.00395922316660354
327,1,109,batt_kup109,0.003956778919117112,0.0,0.003956778919117112
330,1,110,batt_kup110,0.0039611622376190675,0.0,0.0039611622376190675
333,1,111,batt_kup111,0.0039540714451327666,0.0,0.0039540714451327666
336,1,112,batt_kup112,0.003953311171610457,0.0,0.003953311171610457
339,1,113,batt_kup113,0.003951928958108461,0.0,0.003951928958108461
342,1,114,batt_kup114,0.003957349877182338,0.0,0.003957349877182338
345,1,115,batt_kup115,0.003957267419261188,0.0,0.003957267419261188
348,1,116,batt_kup116,0.003957161329098144,0.0,0.003957161329098144
351,1,117,batt_kup117,0.003952525391038911,0.0,0.003952525391038911
354,1,118,batt_kup118,0.003956243035946773,0.0,0.003956243035946773
357,1,119,batt_kup119,0.003958672816017356,0.0,0.003958672816017356
360,1,120,batt_kup120,0.003956363968397519,0.0,0.003956363968397519
363,1,121,batt_kup121,0.003952556977985406,0.0,0.003952556977985406
366,1,122,batt_kup122,0.00395586784657637,0.0,0.00395586784657637
369,1,123,batt_kup123,0.003956861753858109,0.0,0.003956861753858109
372,1,124,batt_kup124,0.0039562206926998114,0.0,0.0039562206926998114
375,1,125,batt_kup125,0.00395246911143534,0.0,0.00395246911143534
378,1,126,batt_kup126,0.003955292269966338,0.0,0.003955292269966338
381,1,127,batt_kup127,0.0039520863033943865,0.0,0.0039520863033943865
384,1,128,batt_kup128,0.003951187357305296,0.0,0.003951187357305296
387,1,129,batt_kup129,0.003951941590476931,0.0,0.003951941590476931
390,1,130,batt_kup130,0.003954717240262333,0.0,0.003954717240262333
393,1,131,batt_kup131,0.003953065479581937,0.0,0.003953065479581937
396,1,132,batt_kup132,0.003955516006715008,0.0,0.003955516006715008
399,1,133,batt_kup133,0.045439741456551136,0.0,0.045439741456551136
402,1,134,batt_kup134,0.003952124337319826,0.0,0.003952124337319826
405,1,135,batt_kup135,0.0039518581163688685,0.0,0.0039518581163688685
408,1,136,batt_kup136,0.003956103598285304,0.0,0.003956103598285304
411,1,137,batt_kup137,0.003960867944157501,0.0,0.003960867944157501
414,1,138,batt_kup138,0.34611481470399313,0.0,0.34611481470399313
417,1,139,batt_kup139,0.003951812298283453,0.0,0.003951812298283453
420,1,140,batt_kup140,0.23254767079313107,0.0,0.23254767079313107
423,1,141,batt_kup141,0.5191757475668294,0.0,0.5191757475668294
426,1,142,batt_kup142,0.003957464020558482,0.0,0.003957464020558482
429,1,143,batt_kup143,0.003954719667137554,0.0,0.003954719667137554
432,1,144,batt_kup144,0.00396698468042945,0.0,0.00396698468042945
435,1,145,batt_kup145,0.003957879422819865,0.0,0.003957879422819865
438,1,146,batt_kup146,0.00396030019433544,0.0,0.00396030019433544
441,1,147,batt_kup147,0.2711615438118151,0.0,0.2711615438118151
444,1,148,batt_kup148,0.25778373241017627,0.0,0.25778373241017627
447,1,149,batt_kup149,0.003961206480120912,0.0,0.003961206480120912
450,1,150,batt_kup150,0.003953094054351944,0.0,0.003953094054351944
453,1,151,batt_kup151,0.003968953074328606,0.0,0.003968953074328606
456,1,152,batt_kup152,0.003955311794526334,0.0,0.003955311794526334
459,1,153,batt_kup153,0.00396099747950624,0.0,0.00396099747950624
462,1,154,batt_kup154,0.003960129162108189,0.0,0.003960129162108189
465,1,155,batt_kup155,0.0039571375608721876,0.0,0.0039571375608721876
468,1,156,batt_kup156,0.003961216084780226,0.0,0.003961216084780226
471,1,157,batt_kup157,0.0039539852285617435,0.0,0.0039539852285617435
474,1,158,batt_kup158,0.4903620042625896,0.0,0.4903620042625896
477,1,159,batt_kup159,0.42374616469089216,0.0,0.42374616469089216
480,1,160,batt_kup160,0.003980056574498434,0.0,0.003980056574498434
483,1,161,batt_kup161,0.003966110503155779,0.0,0.003966110503155779
486,1,162,batt_kup162,0.0039580762378664015,0.0,0.0039580762378664015
489,1,163,batt_kup163,0.582084072379292,0.0,0.582084072379292
492,1,164,batt_kup164,0.5194220381837787,0.0,0.5194220381837787
495,1,165,batt_kup165,0.5875241861458981,0.0,0.5875241861458981
498,1,166,batt_kup166,0.5720886156442857,0.0,0.5720886156442857
501,1,167,batt_kup167,0.34325190630353375,0.0,0.34325190630353375
504,1,168,batt_kup168,0.003959232607140067,0.0,0.003959232607140067
507,1,169,batt_kup169,0.003953818910208901,0.0,0.003953818910208901
510,1,170,batt_kup170,0.00395131354955157,0.0,0.00395131354955157
513,1,171,batt_kup171,0.003951215796185884,0.0,0.003951215796185884
516,1,172,batt_kup172,0.003960774150115035,0.0,0.003960774150115035
519,1,173,batt_kup173,0.003952487265169662,0.0,0.003952487265169662
522,1,174,batt_kup174,0.00395272374464832,0.0,0.00395272374464832
525,1,175,batt_kup175,0.003954855049440887,0.0,0.003954855049440887
528,1,176,batt_kup176,0.003960694566563168,0.0,0.003960694566563168
531,1,177,batt_kup177,0.0039529181060699555,0.0,0.0039529181060699555
534,1,178,batt_kup178,0.003958015284671722,0.0,0.003958015284671722
537,1,179,batt_kup179,0.003960543190873613,0.0,0.003960543190873613
540,1,180,batt_kup180,0.00395706625017978,0.0,0.00395706625017978
543,1,181,batt_kup181,0.003957925441984641,0.0,0.003957925441984641
546,1,182,batt_kup182,0.003952185963015262,0.0,0.003952185963015262
549,1,183,batt_kup183,0.003954425115114871,0.0,0.003954425115114871
552,1,184,batt_kup184,0.003961477384629541,0.0,0.003961477384629541
555,1,185,batt_kup185,0.003952147414895672,0.0,0.003952147414895672
558,1,186,batt_kup186,0.00396136134778038,0.0,0.00396136134778038
561,1,187,batt_kup187,0.003962609190140453,0.0,0.003962609190140453
564,1,188,batt_kup188,0.003958564919164727,0.0,0.003958564919164727
567,1,189,batt_kup189,0.00395890428884383,0.0,0.00395890428884383
570,1,190,batt_kup190,0.003992440814900978,0.0,0.003992440814900978
573,1,191,batt_kup191,0.003959442463254302,0.0,0.003959442463254302
576,1,192,batt_kup192,0.003952707443091793,0.0,0.003952707443091793
579,1,193,batt_kup193,0.003956330675556589,0.0,0.003956330675556589
582,1,194,batt_kup194,0.003960146894728227,0.0,0.003960146894728227
585,1,195,batt_kup195,0.0039521323813701175,0.0,0.0039521323813701175
588,1,196,batt_kup196,0.003960898168222763,0.0,0.003960898168222763
591,1,197,batt_kup197,0.00397608134886233,0.0,0.00397608134886233
594,1,198,batt_kup198,0.003951554942505155,0.0,0.003951554942505155
597,1,199,batt_kup199,0.003953179403725401,0.0,0.003953179403725401
600,1,200,batt_kup200,0.003955944007419801,0.0,0.003955944007419801
603,1,201,batt_kup201,0.003952037431547687,0.0,0.003952037431547687
606,1,202,batt_kup202,0.0039615381040836355,0.0,0.0039615381040836355
609,1,203,batt_kup203,0.003956685489271068,0.0,0.003956685489271068
612,1,204,batt_kup204,0.0039535570680600575,0.0,0.0039535570680600575
615,1,205,batt_kup205,0.003955996278889694,0.0,0.003955996278889694
618,1,206,batt_kup206,0.00395171298733502,0.0,0.00395171298733502
621,1,207,batt_kup207,0.003954009984888605,0.0,0.003954009984888605
624,1,208,batt_kup208,0.00395836823147359,0.0,0.00395836823147359
627,1,209,batt_kup209,0.0039557574565063985,0.0,0.0039557574565063985
630,1,210,batt_kup210,0.003952132382169413,0.0,0.003952132382169413
633,1,211,batt_kup211,0.003959367009728898,0.0,0.003959367009728898
636,1,212,batt_kup212,0.0039517769928835355,0.0,0.0039517769928835355
639,1,213,batt_kup213,0.003957614343662474,0.0,0.003957614343662474
642,1,214,batt_kup214,0.003961542083298539,0.0,0.003961542083298539
645,1,215,batt_kup215,0.003958357910628826,0.0,0.003958357910628826
648,1,216,batt_kup216,0.003959789198583657,0.0,0.003959789198583657
651,1,217,batt_kup217,0.003954687732959139,0.0,0.003954687732959139
654,1,218,batt_kup218,0.00396260420888702,0.0,0.00396260420888702
657,1,219,batt_kup219,0.00396196152993333,0.0,0.00396196152993333
660,1,220,batt_kup220,0.003954306536497764,0.0,0.003954306536497764
663,1,221,batt_kup221,0.19603043110160184,0.0,0.19603043110160184
666,1,222,batt_kup222,0.1815413008123144,0.0,0.1815413008123144
669,1,223,batt_kup223,0.003958421763262006,0.0,0.003958421763262006
672,1,224,batt_kup224,0.003961646568939573,0.0,0.003961646568939573
675,1,225,batt_kup225,0.003954330357553635,0.0,0.003954330357553635
678,1,226,batt_kup226,0.003952109894883994,0.0,0.003952109894883994
681,1,227,batt_kup227,0.003957661834923658,0.0,0.003957661834923658
684,1,228,batt_kup228,0.003955799739678984,0.0,0.003955799739678984
687,1,229,batt_kup229,0.003949721101980161,0.0,0.003949721101980161
690,1,230,batt_kup230,0.003959712947221361,0.0,0.003959712947221361
693,1,231,batt_kup231,0.003954914862156075,0.0,0.003954914862156075
696,1,232,batt_kup232,0.003952883972986561,0.0,0.003952883972986561
699,1,233,batt_kup233,0.003967473444636035,0.0,0.003967473444636035
702,1,234,batt_kup234,0.003959692232181693,0.0,0.003959692232181693
705,1,235,batt_kup235,0.0039521088775605305,0.0,0.0039521088775605305
708,1,236,batt_kup236,0.00395215204073115,0.0,0.00395215204073115
711,1,237,batt_kup237,0.003961779695713902,0.0,0.003961779695713902
714,1,238,batt_kup238,0.00395670428472948,0.0,0.00395670428472948
717,1,239,batt_kup239,0.003960986867906804,0.0,0.003960986867906804
720,1,240,batt_kup240,0.003952439688468363,0.0,0.003952439688468363
723,1,241,batt_kup241,0.003961004790233639,0.0,0.003961004790233639
726,1,242,batt_kup242,0.003954902128539731,0.0,0.003954902128539731
729,1,243,batt_kup243,0.003953719278508241,0.0,0.003953719278508241
732,1,244,batt_kup244,0.003959822629131883,0.0,0.003959822629131883
735,1,245,batt_kup245,0.003957265751826278,0.0,0.003957265751826278
738,1,246,batt_kup246,0.003959787978251135,0.0,0.003959787978251135
741,1,247,batt_kup247,0.003959340568499165,0.0,0.003959340568499165
744,1,248,batt_kup248,0.003956758933304385,0.0,0.003956758933304385
747,1,249,batt_kup249,0.003959721512525972,0.0,0.003959721512525972
750,1,250,batt_kup250,0.003959816682638364,0.0,0.003959816682638364
753,1,251,batt_kup251,0.003959774313768314,0.0,0.003959774313768314
756,1,252,batt_kup252,0.003957918903132075,0.0,0.003957918903132075
759,1,253,batt_kup253,0.00396159044616194,0.0,0.00396159044616194
762,1,254,batt_kup254,0.0039605492954229325,0.0,0.0039605492954229325
765,1,255,batt_kup255,0.0039589261566445435,0.0,0.0039589261566445435
768,1,256,batt_kup256,0.003956766057585938,0.0,0.003956766057585938
771,1,257,batt_kup257,0.003962317818309384,0.0,0.003962317818309384
774,1,258,batt_kup258,0.003961539197150809,0.0,0.003961539197150809
777,1,259,batt_kup259,0.003960189188311725,0.0,0.003960189188311725
780,1,260,batt_kup260,0.003962677292488253,0.0,0.003962677292488253
783,1,261,batt_kup261,0.003960429368078271,0.0,0.003960429368078271
786,1,262,batt_kup262,0.003955950547113542,0.0,0.003955950547113542
789,1,263,batt_kup263,0.003961445169508604,0.0,0.003961445169508604
792,1,264,batt_kup264,0.003959176556960666,0.0,0.003959176556960666
795,1,265,batt_kup265,0.003953317316680067,0.0,0.003953317316680067
798,1,266,batt_kup266,0.003958508537622052,0.0,0.003958508537622052
801,1,267,batt_kup267,0.00395933958506685,0.0,0.00395933958506685
804,1,268,batt_kup268,0.003957925867760256,0.0,0.003957925867760256
807,1,269,batt_kup269,0.003953012949213603,0.0,0.003953012949213603
810,1,270,batt_kup270,0.003958844983027893,0.0,0.003958844983027893
813,1,271,batt_kup271,0.003967210030184006,0.0,0.003967210030184006
816,1,272,batt_kup272,0.00396203200465492,0.0,0.00396203200465492
819,1,273,batt_kup273,0.003958628800688206,0.0,0.003958628800688206
822,1,274,batt_kup274,0.003963403058029597,0.0,0.003963403058029597
825,1,275,batt_kup275,0.003970577065333419,0.0,0.003970577065333419
828,1,276,batt_kup276,0.003967289848282794,0.0,0.003967289848282794
831,1,277,batt_kup277,0.003981753810893333,0.0,0.003981753810893333
834,1,278,batt_kup278,0.0039670409591343,0.0,0.0039670409591343
837,1,279,batt_kup279,0.19471521372372896,0.0,0.19471521372372896
840,1,280,batt_kup280,0.03696527338649832,0.0,0.03696527338649832
843,1,281,batt_kup281,0.003961805982692137,0.0,0.003961805982692137
846,1,282,batt_kup282,0.051295380082649014,0.0,0.051295380082649014
849,1,283,batt_kup283,0.003955576662177873,0.0,0.003955576662177873
852,1,284,batt_kup284,0.003961191027028777,0.0,0.003961191027028777
855,1,285,batt_kup285,0.0039547233930818555,0.0,0.0039547233930818555
858,1,286,batt_kup286,0.003952028709708656,0.0,0.003952028709708656
861,1,287,batt_kup287,0.003962605336729044,0.0,0.003962605336729044
864,1,288,batt_kup288,0.003962215001265818,0.0,0.003962215001265818
867,1,289,batt_kup289,0.003953354257495561,0.0,0.003953354257495561
870,1,290,batt_kup290,0.003962591361497016,0.0,0.003962591361497016
873,1,291,batt_kup291,0.7133346499200576,0.0,0.7133346499200576
876,1,292,batt_kup292,0.00395351570109883,0.0,0.00395351570109883
879,1,293,batt_kup293,0.003952357042468937,0.0,0.003952357042468937
882,1,294,batt_kup294,0.003952765027850228,0.0,0.003952765027850228
885,1,295,batt_kup295,0.003957311600640523,0.0,0.003957311600640523
888,1,296,batt_kup296,0.003952052159383724,0.0,0.003952052159383724
891,1,297,batt_kup297,0.003960680804451514,0.0,0.003960680804451514
894,1,298,batt_kup298,0.003959038088738867,0.0,0.003959038088738867
897,1,299,batt_kup299,0.0039515178598295685,0.0,0.0039515178598295685
900,1,300,batt_kup300,0.003952663632924381,0.0,0.003952663632924381
903,1,301,batt_kup301,0.003956560122803175,0.0,0.003956560122803175
906,1,302,batt_kup302,0.0039521473310675,0.0,0.0039521473310675
909,1,303,batt_kup303,0.003951786741738001,0.0,0.003951786741738001
912,1,304,batt_kup304,0.003952775008017988,0.0,0.003952775008017988
915,1,305,batt_kup305,0.003951475240134176,0.0,0.003951475240134176
918,1,306,batt_kup306,0.0039547286087708005,0.0,0.0039547286087708005
921,1,307,batt_kup307,0.0039516105364814915,0.0,0.0039516105364814915
924,1,308,batt_kup308,0.003952418087792012,0.0,0.003952418087792012
927,1,309,batt_kup309,0.0039530869065909835,0.0,0.0039530869065909835
930,1,310,batt_tim310,0.0039929420271420735,0.0,0.0039929420271420735
933,1,311,batt_tim311,0.004008553462533054,0.0,0.004008553462533054
936,1,312,batt_tim312,0.004016786786263475,0.0,0.004016786786263475
939,1,313,batt_tim313,0.004017475845639641,0.0,0.004017475845639641
942,1,314,batt_tim314,0.004005717909166325,0.0,0.004005717909166325
945,1,315,batt_tim315,0.003977551377434518,0.0,0.003977551377434518
948,1,316,batt_tim316,0.004034335360838134,0.0,0.004034335360838134
951,1,317,batt_tim317,0.004011223542726588,0.0,0.004011223542726588
954,1,318,batt_tim318,0.003985420449733204,0.0,0.003985420449733204
957,1,319,batt_tim319,0.003951390421276809,0.0,0.003951390421276809
960,1,320,batt_tim320,0.003990482421819014,0.0,0.003990482421819014
963,1,321,batt_tim321,0.0040315120650862915,0.0,0.0040315120650862915
966,1,322,batt_tim322,0.003960480254252072,0.0,0.003960480254252072
969,1,323,batt_tim323,0.003952115011941625,0.0,0.003952115011941625
