Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6,demand_z7,demand_z8,demand_z9
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,577,2301,1200,163,821,423,1273,239,1315
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,575,2293,1196,162,818,421,1268,238,1310
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,581,2312,1205,165,824,425,1279,240,1322
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,578,2307,1202,163,822,424,1275,240,1317
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,592,2358,1229,168,841,434,1305,245,1348
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,645,2565,1338,183,915,471,1419,267,1466
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,636,2535,1322,181,903,466,1402,263,1449
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,624,2485,1295,176,886,457,1375,258,1420
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,616,2454,1279,174,875,451,1357,255,1402
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,599,2390,1246,170,853,439,1322,248,1365
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,576,2294,1196,163,818,422,1269,239,1311
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,560,2227,1161,158,794,409,1232,231,1273
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,532,2121,1106,151,756,390,1174,221,1212
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,522,2080,1084,147,742,382,1151,216,1189
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,506,2017,1052,143,719,371,1116,210,1153
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,502,1997,1041,142,713,367,1105,208,1141
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,498,1985,1035,141,707,364,1097,206,1134
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,476,1894,987,135,675,348,1048,197,1083
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,477,1898,989,135,678,349,1050,197,1085
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,496,1975,1029,140,704,363,1093,205,1128
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,504,2007,1046,142,716,369,1110,209,1146
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,501,1996,1041,142,712,366,1105,207,1141
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,498,1981,1033,141,706,364,1096,206,1132
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,499,1987,1036,141,708,365,1099,207,1135
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,500,1990,1038,141,709,365,1101,207,1138
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,499,1987,1036,141,708,365,1099,207,1136
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,505,2011,1048,143,717,370,1112,209,1149
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,516,2052,1069,145,732,377,1135,213,1173
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,532,2120,1105,151,756,390,1174,221,1212
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,588,2342,1221,167,836,431,1295,243,1339
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,586,2332,1216,166,831,428,1290,242,1332
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,574,2286,1191,162,815,420,1265,238,1307
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,562,2237,1166,159,797,411,1238,232,1279
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,546,2175,1134,155,775,400,1203,226,1243
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,526,2097,1094,148,748,386,1160,217,1198
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,510,2033,1060,144,725,374,1124,211,1161
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,492,1960,1021,139,699,360,1084,204,1120
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,478,1905,993,136,679,350,1053,198,1088
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,473,1884,982,134,671,346,1042,196,1076
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,473,1882,981,134,671,346,1041,195,1075
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,477,1900,991,135,678,349,1051,197,1086
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,459,1829,954,130,652,337,1011,190,1046
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,470,1869,974,132,666,343,1033,194,1068
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,484,1927,1004,137,687,354,1066,200,1101
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,502,1998,1042,142,713,367,1106,208,1142
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,500,1990,1038,141,709,365,1100,207,1137
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,495,1972,1028,140,703,362,1091,205,1127
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,508,2026,1056,144,722,373,1120,210,1158
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,512,2042,1064,145,727,375,1129,212,1167
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,520,2069,1079,147,738,380,1144,215,1183
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,527,2101,1096,150,749,386,1162,219,1201
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,533,2125,1107,151,757,390,1175,221,1213
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,552,2198,1146,156,784,404,1216,228,1256
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,598,2383,1243,170,850,438,1318,247,1362
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,592,2360,1230,168,842,434,1306,245,1349
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,581,2311,1205,165,824,425,1278,240,1321
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,572,2279,1188,162,812,419,1261,237,1302
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,556,2215,1155,157,790,407,1225,230,1265
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,537,2138,1115,152,762,393,1183,222,1222
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,516,2054,1070,146,733,377,1136,213,1174
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,501,1995,1040,142,712,366,1104,207,1140
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,489,1949,1016,139,695,358,1078,203,1114
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,480,1913,997,136,682,351,1059,198,1093
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,480,1910,996,136,681,351,1056,198,1091
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,486,1938,1010,138,691,357,1072,201,1108
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,477,1897,989,135,677,348,1050,197,1084
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,496,1976,1030,140,704,363,1093,206,1129
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,523,2083,1085,147,742,382,1152,216,1190
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,536,2132,1111,152,760,392,1179,222,1218
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,533,2124,1107,151,757,390,1175,221,1213
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,530,2113,1101,150,753,388,1168,220,1207
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,536,2132,1111,152,760,392,1179,222,1219
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,537,2138,1115,152,762,393,1183,222,1222
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,537,2137,1115,152,762,393,1182,222,1222
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,540,2149,1120,153,766,395,1188,223,1228
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,536,2133,1112,152,760,392,1180,222,1219
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,553,2205,1149,157,786,405,1220,229,1260
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,604,2404,1253,171,857,442,1330,249,1374
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,596,2373,1238,169,846,436,1313,246,1357
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,583,2321,1210,165,828,426,1284,241,1327
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,571,2275,1186,161,811,418,1258,237,1299
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,547,2180,1137,155,777,401,1206,226,1246
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,523,2085,1086,148,743,384,1153,216,1191
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,509,2028,1057,144,723,373,1121,211,1159
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,493,1961,1022,139,699,360,1085,204,1120
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,480,1911,996,136,682,351,1057,198,1092
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,478,1905,993,136,680,350,1054,198,1089
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,493,1964,1024,140,700,361,1087,204,1122
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,514,2045,1066,145,730,376,1131,212,1169
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,533,2123,1106,151,757,390,1175,221,1213
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,587,2339,1219,167,833,429,1294,243,1336
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,616,2454,1280,174,875,451,1358,255,1402
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,637,2536,1322,181,905,466,1403,263,1449
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,639,2546,1327,181,908,468,1408,264,1455
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,626,2491,1299,177,889,458,1378,259,1423
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,630,2509,1308,178,895,462,1387,260,1434
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,645,2566,1338,183,915,471,1420,267,1466
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,639,2547,1328,181,909,468,1409,264,1455
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,633,2522,1315,179,899,464,1396,262,1442
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,608,2423,1263,172,864,445,1340,252,1384
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,616,2454,1280,174,875,451,1358,255,1402
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,662,2640,1376,188,942,485,1461,274,1508
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,655,2611,1361,186,931,480,1444,271,1491
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,635,2529,1318,179,901,465,1399,262,1445
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,620,2473,1289,175,882,454,1368,257,1413
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,594,2368,1233,168,844,435,1310,246,1352
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,563,2239,1167,159,798,411,1239,232,1280
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,543,2164,1128,154,772,397,1197,225,1237
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,527,2101,1096,150,750,386,1162,219,1201
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,517,2059,1074,146,734,378,1139,214,1176
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,514,2044,1065,145,728,376,1131,212,1168
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,532,2121,1106,151,756,390,1174,221,1212
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,550,2190,1141,156,780,403,1211,227,1252
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,559,2224,1159,158,793,409,1230,231,1271
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,609,2424,1264,172,864,445,1341,252,1385
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,637,2538,1323,181,905,467,1404,263,1450
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,654,2604,1357,185,929,479,1441,271,1488
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,653,2600,1355,185,927,478,1438,270,1485
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,641,2555,1331,182,911,469,1413,265,1460
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,658,2621,1366,186,934,482,1450,272,1498
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,671,2669,1391,190,952,490,1476,277,1525
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,674,2683,1398,190,956,494,1484,278,1533
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,675,2688,1402,191,959,494,1487,279,1536
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,650,2588,1349,184,923,475,1431,269,1479
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,648,2578,1344,183,919,474,1426,268,1473
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,698,2779,1449,198,990,511,1537,289,1588
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,687,2740,1428,194,977,503,1516,285,1566
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,669,2663,1388,189,950,489,1473,277,1522
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,651,2591,1350,184,924,476,1433,269,1480
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,624,2485,1295,176,886,456,1375,258,1420
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,590,2352,1226,167,839,433,1300,244,1344
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,570,2269,1183,161,809,417,1255,236,1296
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,549,2186,1140,155,779,402,1209,227,1249
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,537,2137,1114,152,762,393,1182,222,1221
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,534,2129,1109,152,759,391,1178,221,1216
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,540,2148,1120,153,766,395,1188,223,1227
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,563,2241,1168,159,798,411,1240,232,1280
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,566,2254,1175,160,804,415,1247,235,1288
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,621,2477,1291,176,883,455,1371,257,1416
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,658,2623,1367,186,935,482,1451,273,1499
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,677,2698,1406,191,962,496,1492,280,1541
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,681,2715,1415,193,968,499,1501,282,1551
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,667,2654,1384,188,946,488,1468,276,1517
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,674,2683,1398,190,956,494,1485,278,1534
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,703,2801,1461,199,999,515,1550,291,1601
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,716,2852,1487,203,1017,525,1578,296,1630
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,713,2840,1481,202,1013,522,1571,295,1623
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,678,2701,1408,192,963,497,1494,280,1543
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,667,2653,1383,188,946,487,1468,275,1516
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,706,2815,1467,200,1003,517,1557,292,1608
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,697,2777,1448,198,990,511,1536,289,1587
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,675,2689,1402,191,959,495,1488,279,1537
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,663,2642,1377,188,942,486,1462,274,1509
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,641,2553,1331,182,910,469,1412,265,1459
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,632,2516,1311,178,897,463,1391,261,1437
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,603,2399,1250,170,856,441,1327,249,1370
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,581,2314,1206,165,825,425,1280,240,1323
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,566,2253,1175,160,804,415,1246,235,1288
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,550,2194,1143,156,783,403,1213,228,1254
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,542,2159,1125,154,770,396,1195,224,1233
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,549,2187,1140,155,779,402,1209,227,1249
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,550,2193,1143,156,782,403,1212,228,1253
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,543,2161,1127,154,771,397,1196,225,1236
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,585,2328,1213,166,830,427,1288,242,1330
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,612,2439,1271,173,870,449,1350,254,1394
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,626,2492,1299,177,889,458,1379,259,1423
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,621,2476,1290,176,883,455,1369,257,1415
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,605,2410,1257,171,859,443,1333,251,1377
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,616,2456,1281,174,876,452,1359,255,1403
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,618,2464,1285,175,879,453,1363,256,1409
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,624,2485,1295,176,886,457,1375,258,1420
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,624,2485,1295,176,886,457,1375,258,1420
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,615,2450,1277,174,874,450,1355,255,1400
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,632,2517,1312,178,897,463,1393,261,1438
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,671,2672,1392,190,952,491,1478,277,1526
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,661,2633,1372,187,938,484,1456,274,1505
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,642,2561,1334,182,913,471,1417,267,1464
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,721,2874,1498,204,1024,528,1589,298,1642
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,694,2763,1441,197,985,507,1529,287,1578
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,662,2639,1375,187,941,485,1460,274,1507
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,640,2551,1329,182,910,469,1411,265,1457
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,606,2413,1258,171,860,443,1335,251,1379
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,591,2353,1226,167,839,433,1301,244,1345
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,577,2299,1199,163,820,423,1272,239,1314
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,575,2291,1195,162,817,421,1268,238,1309
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,555,2211,1152,157,788,406,1223,229,1263
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,537,2139,1115,152,762,393,1183,222,1223
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,555,2211,1152,157,788,406,1223,229,1263
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,582,2318,1208,165,826,426,1283,241,1325
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,607,2419,1261,172,862,444,1338,252,1382
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,608,2421,1262,172,863,444,1339,252,1383
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,613,2442,1273,173,871,449,1351,254,1396
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,633,2523,1315,179,899,464,1396,262,1442
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,652,2598,1354,185,926,478,1436,270,1484
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,662,2640,1376,188,942,485,1461,274,1508
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,661,2634,1372,187,938,484,1456,274,1505
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,655,2608,1360,185,930,480,1443,271,1490
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,692,2754,1435,195,982,506,1523,286,1573
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,725,2888,1506,205,1030,531,1598,300,1651
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,723,2882,1502,205,1028,530,1594,300,1646
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,714,2843,1482,202,1014,522,1573,295,1624
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,698,2779,1448,198,990,511,1537,289,1588
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,665,2649,1381,188,945,487,1466,275,1514
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,633,2522,1314,179,899,464,1396,262,1442
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,609,2425,1264,172,864,445,1341,252,1385
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,591,2354,1227,168,840,433,1302,244,1345
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,569,2267,1182,161,808,417,1254,236,1295
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,570,2269,1183,161,809,417,1255,236,1296
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,589,2348,1224,167,837,432,1298,244,1342
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,590,2350,1225,167,838,432,1299,244,1343
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,610,2428,1266,172,865,447,1343,253,1387
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,702,2795,1457,199,997,514,1546,290,1598
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,741,2953,1539,209,1053,543,1633,307,1688
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,767,3054,1592,217,1089,561,1690,318,1745
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,769,3064,1597,218,1092,563,1695,318,1750
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,769,3062,1596,218,1092,563,1694,318,1749
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,799,3180,1657,225,1134,584,1759,330,1817
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,821,3271,1704,232,1166,601,1809,340,1869
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,831,3311,1727,235,1180,609,1832,344,1893
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,808,3221,1678,229,1148,592,1781,335,1840
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,757,3013,1571,214,1074,553,1667,313,1722
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,773,3081,1606,219,1099,566,1705,320,1761
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,793,3161,1648,224,1127,581,1748,328,1806
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,781,3110,1621,221,1109,572,1720,323,1777
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,756,3010,1570,214,1073,553,1666,312,1721
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,740,2949,1537,209,1052,542,1631,306,1685
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,702,2796,1457,199,997,514,1546,290,1598
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,663,2642,1377,188,942,485,1462,274,1509
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,643,2564,1336,183,914,471,1419,267,1465
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,624,2482,1293,176,885,456,1373,258,1418
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,608,2421,1262,172,863,444,1339,252,1383
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,603,2400,1251,171,856,441,1328,249,1371
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,619,2470,1287,175,880,454,1365,257,1411
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,618,2463,1284,175,878,453,1363,256,1408
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,634,2525,1316,179,900,465,1397,262,1444
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,703,2800,1459,199,999,515,1549,291,1600
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,739,2944,1535,209,1050,542,1629,306,1682
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,769,3064,1597,218,1092,563,1695,319,1750
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,768,3062,1596,218,1092,563,1694,318,1749
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,760,3026,1577,215,1079,557,1674,314,1729
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,793,3161,1648,224,1127,581,1748,328,1806
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,817,3255,1697,231,1161,598,1801,338,1861
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,829,3303,1721,235,1177,607,1827,343,1887
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,798,3177,1656,225,1133,584,1758,330,1816
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,756,3009,1569,214,1073,553,1665,312,1720
,,,,,,,,,573,11,7,21,2023-11-07T19:00:00+08:00,768,3059,1594,217,1090,562,1692,318,1747
