r_id,pltmg_arun_lng,pltmg_sumbagut2_peaker,pltu_meulaboh_nagan_raya_1_2,plta_krueng_isep_1,pltu_pangkalan_susu_1_2,pltu_pangkala_sus_3_4,pltgu_belawan,mpp_paya_pasir,plta_wampu,plta_renun,plta_asahan,plta_hasang,pltu_labuhan_angin,pltp_sarulla_i_1_2,pltp_sarulla_1_3,pltp_sorik_merapi,medan_steel_mill_power_station,pltmg_teluk_lembu_sewa,pltg_teluk_lembu,pltgu_riau_power,pltmg_duri,pltg_duri,pltu_tenayan,plta_kotopanjang,pltu_tembilahan,nanshan_industrial_park_power_station,perwarang_mill_power_station,pltu_air_anyir,mpp_bangka,plta_maninjau,pltu_ombilin,plta_singkarak,pltu_sumbar_peisirteluk_sirih,pltp_muara_laboh,pltg_batan_hari,pltg_sewa_batang_hari,pltg_payoselincah_sewa_beli,pltg_cng_sungai_gelam,sinar_mas_jambi_lontar_power_station,pltu_sumsel5,pltgu_agp_borang_ipp,pltg_sako_ipp,pltg_bot_borang,pltd_sungai_juaro,pltgu_musi_ii_ipp,pltu_keramasan_hsd,pltgu_keramasan,pltg_jakabaring_cng,pltg_keramasan,pltu_keban_agung,pltp_lumut_balai_i,plta_air_putih,plta_tes,plta_musi,pltu_bengkulu_1,pltu_bengkulu_2,pltd_teluk_betung,pltd_tarahan,pltg_mpp_lampung,pltu_tarahan,plta_semangka,pltp_ulubelu,pltp_ulubelu_34,plta_besai,pltd_tegineneng,plta_batutegi,pltu_tarahan,excerpt_1,excerpt_2,tanjung_semanto,meulaboh_nagan_raya,pltp_jaboi,pltm_alur_cincin,pltm_pantan_cuaca,aek_sisira_simandame,anggoci,lae_kombih_3,parmonangan2,sei_wampu,sorik_marapi_ftp2,sorik_marapi_ftp2,sorik_marapi_ftp2,sorik_marapi_ftp2,kandibata_1,parluasan,sungai_buaya,aek_sibundong_ipp,aek_sigeaon,asahan_iii_ftp2,batang_toru_3,batu_gajah,deli_serdang,kandibata_2,kineppen,lae_ordi1,rahu_2,sidikalang_2,simbelin1,sumu1,sidikalang1,batang_toru_tapsel,pltp_simbolon_samosir,plta_simonggo,pltm_simonggo,pltm_aek_situmandi,riau,rantau_sakti_ebtke,ujung_batu,riau_peaker,pltm_tuik,induring,lintau_i,siamang_bunyi,pelangai_hulu,pltp_muara_laboh_ftp2,pltp_muara_laboh_ftp2,pltp_gunung_talang_bukit_kili,pltp_cubadak,plta_masang2_ftp2,pltm_sumpur,pltm_bayang_nyalo,pltm_tongar,pltm_bendungan_pu_batanghari,pltm_rabi_jonggor,pltm_tarusan,pltm_tras,plts_singkarak,karang_anyer_ebtke,endikat,rantau_dedap_ftp2,kenali,pembangkit_ebt_lisdes,sukawinatan_ebtke,sumsel8,pltm_muara_saka,pltsa_palembang,padang_guci2,sengak_1,tunggang,pltm_ketaun_3,batu_brak,besai_kemu,aceh_tamiang,langsa,dedieselsasi,kumbh3,hydro_sumatra_quota_spread,hydro_sumatra_quota_spread,hydro_sumatra_quota_spread,hydro_sumatra_quota_spread,minihydro_quota_spread,minihydro_quota_spread,minihydro_quota_spread,geothermal_sumatra_quota_spread,geothermal_sumatra_quota_spread,bayu_generator,bayu_generator,surya_sumatra_quota_spread,pltbio_sumatra_quota_spread,aceh_solar_potential_ruen,aceh_wind_potential_ruen,aceh_geothermal_potential_ruen,aceh_hydropower_potential_ruen,aceh_hydropower_mini_potential_ruen,aceh_biomass_potential_ruen,aceh_biogas_potential_ruen,pembangkit_ebt_lisdes,pltbio_kuota_sumatera,dediesalisasi,asahan_iii_ftp2,aek_pungga,aek_sibundong_ipp,aek_situmandi,aek_tomuan1,batang_toru_1,batang_toru_4,batang_toru_5,huta_padan,ordi_hulu,rasian_hutadolok,rasian_nagatimbul,simonggo,sisira,simonggo,sumatera_pump_storage1,sumatera_pump_storage2,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,panas_bumi_sumatera_kuota_tersebar,panas_bumi_sumatera_kuota_tersebar,pembangkit_bayu,pembangkit_bayu,surya_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,north_sumatera_solar_potential_ruen,north_sumatera_wind_potential_ruen,north_sumatera_geothermal_potential_ruen,north_sumatera_hydropower_potential_ruen,north_sumatera_hydropower_mini_potential_ruen,north_sumatera_biomass_potential_ruen,north_sumatera_biogas_potential_ruen,dedieseisasi,pembangkit_ebt_lisdes,riau2sumbagselteng_relokasi,dedieselisasi,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,miniidro_kuota_tersebar,miniidro_kuota_tersebar,miniidro_kuota_tersebar,surya_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,riau_solar_potential_ruen,riau_wind_potential_ruen,riau_geothermal_potential_ruen,riau_hydropower_potential_ruen,riau_hydropower_mini_potential_ruen,riau_biomass_potential_ruen,riau_biogas_potential_ruen,pembangkit_ebt_lisdes,plts_belinyu_pemda,dedieselisasi,sadai_bangka_selatan,pltbio_bangka_kuota_tersebar,pltbio_bangka_kuota_tersebar,pltbio_bangka_kuota_tersebar,pltbio_bangka_kuota_tersebar,surya_bangka_kuota_tersebar,bangka_belitung_solar_potential_ruen,bangka_belitung_wind_potential_ruen,bangka_belitung_geothermal_potential_ruen,bangka_belitung_biomass_potential_ruen,bangka_belitung_biogas_potential_ruen,bangka_belitung_hydropower_potential_ruen,bangka_belitung_hydropower_mini_potential_ruen,pembangkit_ebt_lisdes,tongar,bayang_nyalo,rabi_jonggor,dedieselisasi,muara_sako,sikarbau,tras,tuik,dedieselisasi,bendungan_pu_batanghari,tarusan,muara_laboh_ftp2,muara_laboh_ftp2,masang2_ftp2,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,surya_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,west_sumatera_solar_potential_ruen,west_sumatera_wind_potential_ruen,west_sumatera_geothermal_potential_ruen,west_sumatera_hydropower_potential_ruen,west_sumatera_hydropower_mini_potential_ruen,west_sumatera_biomass_potential_ruen,west_sumatera_biogas_potential_ruen,meragin,jambi2,jambi1,bendungan_merangin_pupr,sungai_penuh_ftp2,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,surya_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,jambi_solar_potential_ruen,jambi_wind_potential_ruen,jambi_geothermal_potential_ruen,jambi_hydropower_potential_ruen,jambi_hydropower_mini_potential_ruen,jambi_biomass_potential_ruen,jambi_biogas_potential_ruen,lumut_balai_ftp2_2,sumsel1,pembangkit_sampah_kuota_tersebar,sumbagsel1,semendo,danau_ranau_fpt2,tanjung_sakti,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,surya_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,south_sumatera_solar_potential_ruen,south_sumatera_wind_potential_ruen,south_sumatera_geothermal_potential_ruen,south_sumatera_hydropower_potential_ruen,south_sumatera_hydropower_mini_potential_ruen,south_sumatera_biomass_potential_ruen,south_sumatera_biogas_potential_ruen,pembangkit_ebt_lisdes,kanzy_3,ketaun_3,dedieselisasi,hululais_ftp2,kepahiang_1,kepahian_2,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,surya_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,bengkulu_solar_potential_ruen,bengkulu_wind_potential_ruen,bengkulu_geothermal_potential_ruen,bengkulu_hydropower_potential_ruen,bengkulu_hydropower_mini_potential_ruen,bengkulu_biomass_potential_ruen,bengkulu_biogas_potential_ruen,pembangkit_ebt_lisdes,pembangkit_ebt_lisdes,dedieselisasi,rajabasa_ftp2,rajabasa_ftp2,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,hidro_sumatera_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,minihidro_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,panas_bumi_sematera_kuota_tersebar,suray_sumatera_kuota_tersebar,pltbio_sumatera_kuota_tersebar,pltm_sukarame,pltm_sumber_jaya,pltm_kukusan_2,pltm_way_meleson_2,lampung_solar_potential_ruen,lampung_wind_potential_ruen,lampung_geothermal_potential_ruen,lampung_hydropower_potential_ruen,lampung_hydropower_mini_potential_ruen,lampung_biomass_potential_ruen,lampung_biogas_potential_ruen
1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.022,0.022,0,1,0,0.022,1,0.5,0.5,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.022,0.022,0,1,0,0.022,1,0.5,0.5,1,1,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.052,1,0.5,0.5,1,1,0,0,0,1,1,1,1,1,0,0,0.183,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.012,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.056,1,0.5,0.5,1,1,0,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0.5,0.5,0.5,0.5,0,0.033,1,0.5,0.5,1,1
2,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.021,0.021,0,1,0,0.021,1,0.5,0.5,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.035,0.035,0,1,0,0.035,1,0.5,0.5,1,1,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.071,1,0.5,0.5,1,1,0,0,0,1,1,1,1,1,0,0,0.167,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.019,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.046,1,0.5,0.5,1,1,0,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0.5,0.5,0.5,0.5,0,0.026,1,0.5,0.5,1,1
3,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.016,0.016,0,1,0,0.016,1,0.5,0.5,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.05,0.05,0,1,0,0.05,1,0.5,0.5,1,1,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.079,1,0.5,0.5,1,1,0,0,0,1,1,1,1,1,0,0,0.159,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.025,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.043,1,0.5,0.5,1,1,0,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0.5,0.5,0.5,0.5,0,0.023,1,0.5,0.5,1,1
4,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.021,0.021,0,1,0,0.021,1,0.5,0.5,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.062,0.062,0,1,0,0.062,1,0.5,0.5,1,1,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.08,1,0.5,0.5,1,1,0,0,0,1,1,1,1,1,0,0,0.162,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.03,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.004,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.046,1,0.5,0.5,1,1,0,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0.5,0.5,0.5,0.5,0,0.025,1,0.5,0.5,1,1
5,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.043,0.043,0,1,0,0.043,1,0.5,0.5,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.054,0.054,0,1,0,0.054,1,0.5,0.5,1,1,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.077,1,0.5,0.5,1,1,0,0,0,1,1,1,1,1,0,0,0.175,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.026,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.009,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.05,1,0.5,0.5,1,1,0,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0.5,0.5,0.5,0.5,0,0.029,1,0.5,0.5,1,1
6,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.057,0.057,0,1,0,0.057,1,0.5,0.5,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.046,0.046,0,1,0,0.046,1,0.5,0.5,1,1,0,0,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.076,1,0.5,0.5,1,1,0,0,0,1,1,1,1,1,0,0,0.19,1,1,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.018,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.018,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0.053,1,0.5,0.5,1,1,0,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0.5,0.5,1,1,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,1,0.5,0.5,0.5,0.5,0,0.024,1,0.5,0.5,1,1
7,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.012,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.054,0.054,0.002,1,0.002,0.054,1,0.5,0.5,1,1,0.002,1,0.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.047,0.047,0.002,1,0.002,0.047,1,0.5,0.5,1,1,0.009,0.009,1,0.009,0.5,0.5,0.5,0.5,1,1,1,1,1,0.009,0.064,1,0.5,0.5,1,1,0.055,0.055,0.055,1,1,1,1,1,0.055,0.055,0.199,1,1,1,0.5,0.5,0.012,0.5,0.5,0.5,0.012,0.5,0.5,0.5,0.5,0.012,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.012,1,0.012,0.01,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.029,1,0.029,0.03,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.053,1,0.053,0.048,1,0.5,0.5,1,1,0.02,0.5,0.5,0.02,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.02,1,0.02,0.001,1,0.5,0.5,1,1,0.037,0.037,0.037,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.037,1,0.5,0.5,0.5,0.5,0.037,0.017,1,0.5,0.5,1,1
8,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.137,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.063,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.045,0.045,0.063,1,0.063,0.045,1,0.5,0.5,1,1,0.05,1,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.024,0.024,0.05,1,0.05,0.024,1,0.5,0.5,1,1,0.09,0.09,1,0.09,0.5,0.5,0.5,0.5,1,1,1,1,1,0.09,0.008,1,0.5,0.5,1,1,0.233,0.233,0.233,1,1,1,1,1,0.233,0.233,0.196,1,1,1,0.5,0.5,0.137,0.5,0.5,0.5,0.137,0.5,0.5,0.5,0.5,0.137,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.137,1,0.137,0.002,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.186,1,0.186,0.012,1,0.5,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.244,1,0.244,0.034,1,0.5,0.5,1,1,0.163,0.5,0.5,0.163,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.163,1,0.163,0.003,1,0.5,0.5,1,1,0.198,0.198,0.198,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.198,1,0.5,0.5,0.5,0.5,0.198,0.008,1,0.5,0.5,1,1
