Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
26.37741325714561,3.175,0.3,0.0,0.0234,0.0,22.72150923404199,0.08336575818749974,0.0,0.0,0.0,0.0,0.0,0.0020674329999999987,0.002608965249999996
