Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
104.57536416308808,7.0907976837665245,0.0,5.96246722870666,31.77424726386855,34.07398910220394,18.71909220491106,6.1438843749389855,0.0038010617692409224,9.102598038250184e-10,0.0,0.0,0.0,0.8070852431232433,0.0
