Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
101.72299714238238,6.987992315640318,0.0,6.181592946129388,30.717817961043703,37.56783182807291,18.661443122720645,0.8121423460559495,2.4165978247640564e-14,2.76187435581849e-12,0.0,0.0,0.0,0.7941766227243086,0.0
