Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6,demand_z7,demand_z8,demand_z9
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,530,2102,1096,147,743,380,1168,215,1190
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,512,2034,1060,142,719,368,1130,208,1152
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,530,2102,1096,147,743,380,1168,215,1190
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,555,2204,1149,154,779,399,1225,226,1248
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,579,2300,1199,161,813,416,1278,236,1302
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,580,2302,1200,161,814,416,1279,236,1303
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,585,2322,1211,162,821,420,1290,238,1315
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,604,2399,1251,168,848,434,1333,246,1358
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,622,2470,1288,173,873,447,1372,253,1398
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,632,2510,1309,176,888,454,1395,257,1421
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,631,2504,1305,175,885,453,1391,257,1418
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,625,2480,1293,173,877,449,1378,254,1404
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,660,2618,1365,183,926,474,1455,268,1482
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,692,2746,1432,192,971,497,1526,281,1555
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,690,2740,1428,192,969,496,1522,281,1551
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,681,2703,1409,189,956,489,1502,277,1530
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,666,2642,1377,185,934,478,1468,271,1496
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,635,2519,1313,176,891,456,1400,258,1426
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,604,2398,1250,168,848,434,1333,246,1358
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,581,2306,1202,161,815,417,1281,236,1305
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,564,2238,1167,157,792,405,1244,229,1267
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,543,2155,1124,151,762,390,1198,221,1220
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,544,2157,1125,151,763,390,1199,221,1221
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,562,2232,1164,156,789,404,1240,229,1264
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,563,2234,1165,156,790,404,1241,229,1265
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,582,2308,1204,161,816,418,1283,237,1307
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,670,2657,1386,186,940,481,1477,272,1505
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,707,2808,1464,196,993,508,1560,288,1590
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,732,2904,1514,203,1027,525,1614,298,1644
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,734,2913,1519,204,1030,527,1619,298,1649
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,734,2911,1518,204,1030,527,1618,298,1648
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,762,3023,1576,211,1069,547,1680,310,1712
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,783,3110,1621,217,1100,563,1728,319,1761
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,793,3148,1642,220,1113,570,1750,323,1783
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,771,3062,1596,214,1083,554,1701,314,1733
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,722,2865,1494,200,1013,518,1592,294,1622
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,738,2929,1527,205,1036,530,1628,300,1659
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,757,3005,1567,210,1063,544,1670,308,1701
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,745,2957,1542,207,1046,535,1643,303,1674
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,721,2862,1493,200,1012,518,1591,293,1621
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,706,2804,1462,196,992,507,1558,287,1587
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,670,2658,1386,186,940,481,1477,272,1505
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,633,2512,1310,176,888,454,1396,257,1422
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,614,2438,1271,171,862,441,1355,250,1380
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,595,2360,1230,165,835,427,1311,242,1336
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,580,2302,1200,161,814,416,1279,236,1303
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,575,2282,1190,160,807,413,1268,234,1292
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,591,2348,1224,164,830,425,1304,241,1329
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,590,2342,1221,164,828,424,1302,240,1326
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,605,2401,1252,168,849,435,1334,246,1360
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,671,2662,1388,186,942,482,1479,273,1507
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,705,2799,1460,196,990,507,1556,287,1585
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,734,2913,1519,204,1030,527,1619,299,1649
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,733,2911,1518,204,1030,527,1618,298,1648
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,725,2877,1500,201,1018,521,1599,295,1629
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,757,3005,1567,210,1063,544,1670,308,1701
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,780,3095,1614,216,1095,560,1720,317,1753
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,791,3140,1637,220,1110,568,1745,322,1778
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,761,3021,1575,211,1068,547,1679,310,1711
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,721,2861,1492,200,1012,518,1590,293,1620
,,,,,,,,,573,11,7,21,2023-11-07T19:00:00+08:00,733,2908,1516,203,1028,526,1616,298,1646
,,,,,,,,,574,11,7,22,2023-11-07T20:00:00+08:00,742,2944,1535,206,1041,533,1636,302,1667
,,,,,,,,,575,11,7,23,2023-11-07T21:00:00+08:00,732,2907,1516,203,1028,526,1615,298,1646
,,,,,,,,,576,11,7,24,2023-11-07T22:00:00+08:00,708,2812,1466,197,994,509,1563,288,1592
,,,,,,,,,577,11,8,1,2023-11-07T23:00:00+08:00,687,2725,1421,191,964,493,1514,279,1543
,,,,,,,,,578,11,8,2,2023-11-08T00:00:00+08:00,656,2602,1357,182,920,471,1446,267,1474
,,,,,,,,,579,11,8,3,2023-11-08T01:00:00+08:00,625,2479,1293,173,877,449,1378,254,1404
,,,,,,,,,580,11,8,4,2023-11-08T02:00:00+08:00,603,2392,1247,167,846,433,1329,245,1354
,,,,,,,,,581,11,8,5,2023-11-08T03:00:00+08:00,587,2330,1215,163,824,422,1295,239,1319
,,,,,,,,,582,11,8,6,2023-11-08T04:00:00+08:00,570,2260,1179,158,799,409,1256,232,1280
,,,,,,,,,583,11,8,7,2023-11-08T05:00:00+08:00,571,2264,1181,158,801,410,1258,232,1282
,,,,,,,,,584,11,8,8,2023-11-08T06:00:00+08:00,585,2321,1210,162,821,420,1290,238,1314
,,,,,,,,,585,11,8,9,2023-11-08T07:00:00+08:00,583,2315,1207,162,819,419,1287,237,1311
,,,,,,,,,586,11,8,10,2023-11-08T08:00:00+08:00,600,2380,1241,166,842,431,1322,244,1347
,,,,,,,,,587,11,8,11,2023-11-08T09:00:00+08:00,664,2636,1374,184,932,477,1465,270,1492
,,,,,,,,,588,11,8,12,2023-11-08T10:00:00+08:00,698,2771,1445,194,980,501,1540,284,1569
,,,,,,,,,589,11,8,13,2023-11-08T11:00:00+08:00,729,2892,1508,202,1023,523,1607,296,1637
,,,,,,,,,590,11,8,14,2023-11-08T12:00:00+08:00,726,2883,1503,202,1020,522,1602,295,1632
,,,,,,,,,591,11,8,15,2023-11-08T13:00:00+08:00,717,2844,1483,199,1006,515,1581,291,1611
,,,,,,,,,592,11,8,16,2023-11-08T14:00:00+08:00,754,2992,1560,209,1058,541,1662,307,1694
,,,,,,,,,593,11,8,17,2023-11-08T15:00:00+08:00,775,3077,1604,215,1088,557,1710,315,1742
,,,,,,,,,594,11,8,18,2023-11-08T16:00:00+08:00,780,3097,1615,217,1095,560,1721,317,1754
,,,,,,,,,595,11,8,19,2023-11-08T17:00:00+08:00,765,3037,1584,212,1074,550,1688,311,1720
,,,,,,,,,596,11,8,20,2023-11-08T18:00:00+08:00,718,2851,1487,199,1008,516,1584,292,1614
,,,,,,,,,597,11,8,21,2023-11-08T19:00:00+08:00,737,2924,1524,204,1034,529,1625,300,1655
,,,,,,,,,598,11,8,22,2023-11-08T20:00:00+08:00,760,3014,1572,211,1066,545,1675,309,1707
,,,,,,,,,599,11,8,23,2023-11-08T21:00:00+08:00,750,2977,1552,208,1053,539,1654,305,1685
,,,,,,,,,600,11,8,24,2023-11-08T22:00:00+08:00,733,2910,1517,204,1029,526,1617,298,1648
,,,,,,,,,601,11,9,1,2023-11-08T23:00:00+08:00,711,2824,1472,197,999,511,1569,289,1599
,,,,,,,,,602,11,9,2,2023-11-09T00:00:00+08:00,679,2693,1404,188,952,487,1496,276,1525
,,,,,,,,,603,11,9,3,2023-11-09T01:00:00+08:00,643,2553,1331,179,903,462,1419,262,1445
,,,,,,,,,604,11,9,4,2023-11-09T02:00:00+08:00,624,2478,1292,173,876,448,1377,254,1403
,,,,,,,,,605,11,9,5,2023-11-09T03:00:00+08:00,603,2394,1248,167,847,433,1330,245,1355
,,,,,,,,,606,11,9,6,2023-11-09T04:00:00+08:00,586,2326,1213,163,823,421,1293,238,1317
,,,,,,,,,607,11,9,7,2023-11-09T05:00:00+08:00,580,2303,1201,161,815,417,1280,236,1304
,,,,,,,,,608,11,9,8,2023-11-09T06:00:00+08:00,594,2357,1229,165,834,427,1310,242,1335
,,,,,,,,,609,11,9,9,2023-11-09T07:00:00+08:00,594,2357,1229,165,834,427,1310,242,1335
,,,,,,,,,610,11,9,10,2023-11-09T08:00:00+08:00,610,2422,1263,169,856,438,1346,248,1371
,,,,,,,,,611,11,9,11,2023-11-09T09:00:00+08:00,681,2703,1409,189,956,489,1502,277,1530
,,,,,,,,,612,11,9,12,2023-11-09T10:00:00+08:00,712,2826,1473,198,999,511,1570,290,1600
,,,,,,,,,613,11,9,13,2023-11-09T11:00:00+08:00,728,2889,1506,202,1022,523,1605,296,1636
,,,,,,,,,614,11,9,14,2023-11-09T12:00:00+08:00,723,2870,1497,201,1015,519,1595,294,1625
,,,,,,,,,615,11,9,15,2023-11-09T13:00:00+08:00,714,2834,1478,198,1002,513,1575,290,1605
,,,,,,,,,616,11,9,16,2023-11-09T14:00:00+08:00,753,2988,1558,209,1057,541,1660,306,1692
,,,,,,,,,617,11,9,17,2023-11-09T15:00:00+08:00,768,3048,1589,213,1078,552,1694,312,1726
,,,,,,,,,618,11,9,18,2023-11-09T16:00:00+08:00,764,3033,1582,212,1073,549,1686,311,1717
,,,,,,,,,619,11,9,19,2023-11-09T17:00:00+08:00,749,2974,1551,208,1052,538,1653,305,1684
,,,,,,,,,620,11,9,20,2023-11-09T18:00:00+08:00,712,2824,1473,198,999,511,1569,289,1599
,,,,,,,,,621,11,9,21,2023-11-09T19:00:00+08:00,734,2911,1518,204,1030,527,1618,298,1648
,,,,,,,,,622,11,9,22,2023-11-09T20:00:00+08:00,749,2974,1551,208,1052,538,1653,305,1684
,,,,,,,,,623,11,9,23,2023-11-09T21:00:00+08:00,737,2924,1525,205,1034,529,1625,300,1656
,,,,,,,,,624,11,9,24,2023-11-09T22:00:00+08:00,712,2828,1474,198,1000,512,1571,290,1601
,,,,,,,,,625,11,10,1,2023-11-09T23:00:00+08:00,696,2761,1440,193,977,500,1534,283,1563
,,,,,,,,,626,11,10,2,2023-11-10T00:00:00+08:00,662,2627,1370,184,929,475,1460,269,1488
,,,,,,,,,627,11,10,3,2023-11-10T01:00:00+08:00,631,2503,1305,175,885,453,1391,257,1417
,,,,,,,,,628,11,10,4,2023-11-10T02:00:00+08:00,609,2418,1261,169,855,438,1344,248,1369
,,,,,,,,,629,11,10,5,2023-11-10T03:00:00+08:00,593,2352,1226,164,832,426,1307,241,1332
,,,,,,,,,630,11,10,6,2023-11-10T04:00:00+08:00,581,2308,1203,161,816,418,1282,237,1307
,,,,,,,,,631,11,10,7,2023-11-10T05:00:00+08:00,567,2249,1172,157,795,407,1250,230,1273
,,,,,,,,,632,11,10,8,2023-11-10T06:00:00+08:00,579,2297,1198,161,812,416,1276,235,1300
,,,,,,,,,633,11,10,9,2023-11-10T07:00:00+08:00,583,2313,1206,162,818,419,1285,237,1310
,,,,,,,,,634,11,10,10,2023-11-10T08:00:00+08:00,590,2342,1221,164,828,424,1302,240,1326
,,,,,,,,,635,11,10,11,2023-11-10T09:00:00+08:00,651,2584,1347,181,914,467,1436,265,1463
,,,,,,,,,636,11,10,12,2023-11-10T10:00:00+08:00,684,2716,1416,190,961,491,1509,278,1538
,,,,,,,,,637,11,10,13,2023-11-10T11:00:00+08:00,705,2798,1459,196,990,506,1555,287,1585
,,,,,,,,,638,11,10,14,2023-11-10T12:00:00+08:00,708,2809,1465,196,993,508,1561,288,1591
,,,,,,,,,639,11,10,15,2023-11-10T13:00:00+08:00,695,2758,1438,193,975,499,1533,283,1562
,,,,,,,,,640,11,10,16,2023-11-10T14:00:00+08:00,712,2827,1474,198,1000,511,1571,290,1600
,,,,,,,,,641,11,10,17,2023-11-10T15:00:00+08:00,747,2963,1545,207,1048,536,1647,304,1678
,,,,,,,,,642,11,10,18,2023-11-10T16:00:00+08:00,752,2986,1557,209,1056,540,1660,306,1691
,,,,,,,,,643,11,10,19,2023-11-10T17:00:00+08:00,738,2931,1528,205,1036,530,1629,300,1659
,,,,,,,,,644,11,10,20,2023-11-10T18:00:00+08:00,700,2780,1449,194,983,503,1545,285,1574
,,,,,,,,,645,11,10,21,2023-11-10T19:00:00+08:00,724,2874,1498,201,1016,520,1597,294,1627
,,,,,,,,,646,11,10,22,2023-11-10T20:00:00+08:00,740,2937,1531,205,1039,531,1632,301,1663
,,,,,,,,,647,11,10,23,2023-11-10T21:00:00+08:00,725,2879,1501,201,1018,521,1600,295,1630
,,,,,,,,,648,11,10,24,2023-11-10T22:00:00+08:00,705,2797,1458,196,989,506,1554,287,1584
,,,,,,,,,649,11,11,1,2023-11-10T23:00:00+08:00,693,2749,1433,192,972,497,1527,282,1556
,,,,,,,,,650,11,11,2,2023-11-11T00:00:00+08:00,670,2659,1386,186,940,481,1477,272,1505
,,,,,,,,,651,11,11,3,2023-11-11T01:00:00+08:00,635,2520,1314,176,891,456,1401,258,1427
,,,,,,,,,652,11,11,4,2023-11-11T02:00:00+08:00,615,2441,1273,171,863,442,1356,250,1382
,,,,,,,,,653,11,11,5,2023-11-11T03:00:00+08:00,593,2353,1227,165,832,426,1307,241,1332
,,,,,,,,,654,11,11,6,2023-11-11T04:00:00+08:00,578,2293,1196,160,811,415,1274,235,1298
,,,,,,,,,655,11,11,7,2023-11-11T05:00:00+08:00,567,2248,1172,157,795,407,1249,230,1273
,,,,,,,,,656,11,11,8,2023-11-11T06:00:00+08:00,569,2260,1178,158,799,409,1256,232,1280
,,,,,,,,,657,11,11,9,2023-11-11T07:00:00+08:00,561,2227,1161,156,788,403,1238,228,1261
,,,,,,,,,658,11,11,10,2023-11-11T08:00:00+08:00,537,2131,1111,149,754,386,1184,218,1207
,,,,,,,,,659,11,11,11,2023-11-11T09:00:00+08:00,582,2308,1204,161,816,418,1283,237,1307
,,,,,,,,,660,11,11,12,2023-11-11T10:00:00+08:00,610,2422,1263,169,856,438,1346,248,1371
,,,,,,,,,661,11,11,13,2023-11-11T11:00:00+08:00,627,2490,1298,174,880,450,1383,255,1410
,,,,,,,,,662,11,11,14,2023-11-11T12:00:00+08:00,624,2476,1291,173,876,448,1376,254,1402
,,,,,,,,,663,11,11,15,2023-11-11T13:00:00+08:00,619,2458,1282,172,869,445,1366,252,1392
,,,,,,,,,664,11,11,16,2023-11-11T14:00:00+08:00,638,2530,1319,177,895,458,1406,259,1433
,,,,,,,,,665,11,11,17,2023-11-11T15:00:00+08:00,661,2624,1368,184,928,475,1458,269,1486
,,,,,,,,,666,11,11,18,2023-11-11T16:00:00+08:00,667,2649,1381,185,937,479,1472,271,1500
,,,,,,,,,667,11,11,19,2023-11-11T17:00:00+08:00,662,2627,1370,184,929,475,1460,269,1487
,,,,,,,,,668,11,11,20,2023-11-11T18:00:00+08:00,657,2606,1359,182,922,471,1448,267,1475
,,,,,,,,,669,11,11,21,2023-11-11T19:00:00+08:00,689,2733,1425,191,967,495,1519,280,1548
,,,,,,,,,670,11,11,22,2023-11-11T20:00:00+08:00,703,2790,1455,195,987,505,1550,286,1580
,,,,,,,,,671,11,11,23,2023-11-11T21:00:00+08:00,691,2742,1430,192,970,496,1524,281,1552
,,,,,,,,,672,11,11,24,2023-11-11T22:00:00+08:00,677,2686,1400,188,950,486,1493,275,1521
,,,,,,,,,673,2,19,1,2023-02-18T23:50:00+08:00,636,2522,1315,176,892,456,1402,258,1428
,,,,,,,,,674,2,19,2,2023-02-19T00:50:00+08:00,610,2421,1262,169,856,438,1345,248,1371
,,,,,,,,,675,2,19,3,2023-02-19T01:50:00+08:00,590,2342,1221,164,828,424,1301,240,1326
,,,,,,,,,676,2,19,4,2023-02-19T02:50:00+08:00,565,2241,1168,157,792,405,1245,230,1269
,,,,,,,,,677,2,19,5,2023-02-19T03:50:00+08:00,547,2170,1131,152,767,393,1206,222,1229
,,,,,,,,,678,2,19,6,2023-02-19T04:50:00+08:00,540,2145,1118,150,759,388,1192,220,1215
,,,,,,,,,679,2,19,7,2023-02-19T05:50:00+08:00,537,2130,1111,149,753,385,1184,218,1206
,,,,,,,,,680,2,19,8,2023-02-19T06:50:00+08:00,528,2096,1093,147,741,379,1165,215,1187
,,,,,,,,,681,2,19,9,2023-02-19T07:50:00+08:00,499,1979,1032,138,700,358,1100,203,1121
,,,,,,,,,682,2,19,10,2023-02-19T08:50:00+08:00,514,2040,1064,143,722,369,1134,209,1155
,,,,,,,,,683,2,19,11,2023-02-19T09:50:00+08:00,535,2123,1107,148,751,384,1179,218,1202
,,,,,,,,,684,2,19,12,2023-02-19T10:50:00+08:00,554,2199,1146,154,778,398,1222,225,1245
,,,,,,,,,685,2,19,13,2023-02-19T11:50:00+08:00,558,2213,1154,155,783,400,1230,227,1253
,,,,,,,,,686,2,19,14,2023-02-19T12:50:00+08:00,560,2221,1158,155,786,402,1234,228,1258
,,,,,,,,,687,2,19,15,2023-02-19T13:50:00+08:00,580,2303,1201,161,814,417,1280,236,1304
,,,,,,,,,688,2,19,16,2023-02-19T14:50:00+08:00,595,2363,1232,165,836,428,1313,242,1338
,,,,,,,,,689,2,19,17,2023-02-19T15:50:00+08:00,598,2374,1238,166,839,429,1319,243,1344
,,,,,,,,,690,2,19,18,2023-02-19T16:50:00+08:00,602,2389,1246,167,845,432,1328,245,1353
,,,,,,,,,691,2,19,19,2023-02-19T17:50:00+08:00,589,2336,1218,163,826,423,1298,239,1323
,,,,,,,,,692,2,19,20,2023-02-19T18:50:00+08:00,592,2349,1225,164,831,425,1305,241,1330
,,,,,,,,,693,2,19,21,2023-02-19T19:50:00+08:00,655,2599,1355,182,919,470,1444,266,1471
,,,,,,,,,694,2,19,22,2023-02-19T20:50:00+08:00,658,2612,1362,183,924,473,1451,268,1479
,,,,,,,,,695,2,19,23,2023-02-19T21:50:00+08:00,651,2585,1348,181,914,468,1436,265,1464
,,,,,,,,,696,2,19,24,2023-02-19T22:50:00+08:00,640,2540,1324,178,898,460,1411,260,1438
,,,,,,,,,697,2,20,1,2023-02-19T23:50:00+08:00,617,2451,1278,171,867,443,1362,251,1388
,,,,,,,,,698,2,20,2,2023-02-20T00:50:00+08:00,584,2318,1208,162,820,419,1288,238,1312
,,,,,,,,,699,2,20,3,2023-02-20T01:50:00+08:00,559,2218,1156,155,784,401,1232,227,1256
,,,,,,,,,700,2,20,4,2023-02-20T02:50:00+08:00,543,2155,1124,151,762,390,1198,221,1220
,,,,,,,,,701,2,20,5,2023-02-20T03:50:00+08:00,531,2109,1100,148,746,382,1172,216,1194
,,,,,,,,,702,2,20,6,2023-02-20T04:50:00+08:00,525,2084,1087,146,737,377,1158,214,1180
,,,,,,,,,703,2,20,7,2023-02-20T05:50:00+08:00,530,2103,1097,147,744,381,1169,216,1191
,,,,,,,,,704,2,20,8,2023-02-20T06:50:00+08:00,546,2165,1129,151,766,392,1203,222,1226
,,,,,,,,,705,2,20,9,2023-02-20T07:50:00+08:00,569,2257,1177,158,798,408,1254,231,1278
,,,,,,,,,706,2,20,10,2023-02-20T08:50:00+08:00,640,2540,1325,178,898,460,1412,260,1438
,,,,,,,,,707,2,20,11,2023-02-20T09:50:00+08:00,680,2699,1407,189,954,488,1500,277,1528
,,,,,,,,,708,2,20,12,2023-02-20T10:50:00+08:00,702,2787,1453,195,986,504,1549,286,1578
,,,,,,,,,709,2,20,13,2023-02-20T11:50:00+08:00,707,2805,1462,196,992,507,1559,287,1588
,,,,,,,,,710,2,20,14,2023-02-20T12:50:00+08:00,698,2770,1444,194,980,501,1539,284,1569
,,,,,,,,,711,2,20,15,2023-02-20T13:50:00+08:00,720,2859,1491,200,1011,517,1589,293,1619
,,,,,,,,,712,2,20,16,2023-02-20T14:50:00+08:00,745,2958,1542,207,1046,535,1644,303,1675
,,,,,,,,,713,2,20,17,2023-02-20T15:50:00+08:00,746,2959,1543,207,1047,535,1644,303,1676
,,,,,,,,,714,2,20,18,2023-02-20T16:50:00+08:00,741,2940,1533,206,1040,532,1634,301,1665
,,,,,,,,,715,2,20,19,2023-02-20T17:50:00+08:00,694,2756,1437,193,975,499,1531,282,1560
,,,,,,,,,716,2,20,20,2023-02-20T18:50:00+08:00,676,2684,1400,188,949,486,1492,275,1520
,,,,,,,,,717,2,20,21,2023-02-20T19:50:00+08:00,721,2862,1492,200,1012,518,1590,293,1620
,,,,,,,,,718,2,20,22,2023-02-20T20:50:00+08:00,720,2859,1491,200,1011,517,1589,293,1619
,,,,,,,,,719,2,20,23,2023-02-20T21:50:00+08:00,698,2772,1445,194,980,502,1540,284,1569
,,,,,,,,,720,2,20,24,2023-02-20T22:50:00+08:00,677,2685,1400,188,950,486,1492,275,1520
,,,,,,,,,721,2,21,1,2023-02-20T23:50:00+08:00,652,2587,1349,181,915,468,1438,265,1465
,,,,,,,,,722,2,21,2,2023-02-21T00:50:00+08:00,618,2453,1279,172,867,444,1363,251,1389
,,,,,,,,,723,2,21,3,2023-02-21T01:50:00+08:00,593,2353,1227,165,832,426,1308,241,1332
,,,,,,,,,724,2,21,4,2023-02-21T02:50:00+08:00,577,2290,1194,160,810,414,1272,235,1296
,,,,,,,,,725,2,21,5,2023-02-21T03:50:00+08:00,558,2214,1154,155,783,401,1230,227,1253
,,,,,,,,,726,2,21,6,2023-02-21T04:50:00+08:00,550,2184,1139,153,772,395,1214,224,1237
,,,,,,,,,727,2,21,7,2023-02-21T05:50:00+08:00,554,2200,1147,154,778,398,1222,225,1245
,,,,,,,,,728,2,21,8,2023-02-21T06:50:00+08:00,569,2257,1177,158,798,408,1254,231,1278
,,,,,,,,,729,2,21,9,2023-02-21T07:50:00+08:00,577,2292,1195,160,810,415,1273,235,1298
,,,,,,,,,730,2,21,10,2023-02-21T08:50:00+08:00,645,2560,1335,179,905,463,1422,262,1449
,,,,,,,,,731,2,21,11,2023-02-21T09:50:00+08:00,680,2698,1407,189,954,488,1499,276,1527
,,,,,,,,,732,2,21,12,2023-02-21T10:50:00+08:00,699,2776,1447,194,982,502,1543,285,1572
,,,,,,,,,733,2,21,13,2023-02-21T11:50:00+08:00,700,2778,1448,194,982,503,1543,285,1573
,,,,,,,,,734,2,21,14,2023-02-21T12:50:00+08:00,692,2746,1432,192,971,497,1526,281,1555
,,,,,,,,,735,2,21,15,2023-02-21T13:50:00+08:00,715,2839,1480,199,1004,514,1577,291,1607
,,,,,,,,,736,2,21,16,2023-02-21T14:50:00+08:00,743,2951,1539,206,1044,534,1640,302,1671
,,,,,,,,,737,2,21,17,2023-02-21T15:50:00+08:00,752,2983,1555,209,1055,540,1657,306,1689
,,,,,,,,,738,2,21,18,2023-02-21T16:50:00+08:00,743,2950,1538,206,1043,534,1639,302,1670
,,,,,,,,,739,2,21,19,2023-02-21T17:50:00+08:00,696,2764,1441,193,978,500,1536,283,1565
,,,,,,,,,740,2,21,20,2023-02-21T18:50:00+08:00,680,2698,1407,189,954,488,1499,276,1527
,,,,,,,,,741,2,21,21,2023-02-21T19:50:00+08:00,727,2886,1505,202,1021,522,1604,296,1634
,,,,,,,,,742,2,21,22,2023-02-21T20:50:00+08:00,724,2872,1498,201,1016,520,1596,294,1626
,,,,,,,,,743,2,21,23,2023-02-21T21:50:00+08:00,702,2788,1454,195,986,504,1549,286,1578
,,,,,,,,,744,2,21,24,2023-02-21T22:50:00+08:00,689,2733,1425,191,966,494,1519,280,1547
,,,,,,,,,745,2,22,1,2023-02-21T23:50:00+08:00,658,2611,1361,183,923,472,1451,268,1478
,,,,,,,,,746,2,22,2,2023-02-22T00:50:00+08:00,621,2466,1286,172,872,446,1371,253,1396
,,,,,,,,,747,2,22,3,2023-02-22T01:50:00+08:00,597,2371,1236,166,838,429,1317,243,1342
,,,,,,,,,748,2,22,4,2023-02-22T02:50:00+08:00,575,2280,1189,159,806,413,1267,234,1291
,,,,,,,,,749,2,22,5,2023-02-22T03:50:00+08:00,565,2244,1170,157,793,406,1247,230,1270
,,,,,,,,,750,2,22,6,2023-02-22T04:50:00+08:00,558,2215,1155,155,783,401,1231,227,1254
,,,,,,,,,751,2,22,7,2023-02-22T05:50:00+08:00,562,2231,1163,156,789,404,1239,229,1263
,,,,,,,,,752,2,22,8,2023-02-22T06:50:00+08:00,574,2276,1187,159,805,412,1265,233,1289
,,,,,,,,,753,2,22,9,2023-02-22T07:50:00+08:00,581,2304,1202,161,815,417,1281,236,1305
,,,,,,,,,754,2,22,10,2023-02-22T08:50:00+08:00,644,2555,1332,179,904,462,1420,262,1447
,,,,,,,,,755,2,22,11,2023-02-22T09:50:00+08:00,679,2695,1405,189,953,488,1498,276,1526
,,,,,,,,,756,2,22,12,2023-02-22T10:50:00+08:00,694,2755,1437,193,974,499,1531,282,1560
,,,,,,,,,757,2,22,13,2023-02-22T11:50:00+08:00,701,2783,1451,195,984,504,1546,285,1576
,,,,,,,,,758,2,22,14,2023-02-22T12:50:00+08:00,684,2714,1415,190,960,491,1508,278,1537
