Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6,demand_z7,demand_z8,demand_z9
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,618,2452,1279,172,867,444,1363,251,1389
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,596,2365,1233,165,836,428,1314,242,1339
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,573,2273,1185,159,804,411,1263,233,1287
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,558,2214,1154,155,783,401,1230,227,1254
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,551,2185,1139,153,773,395,1214,224,1237
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,556,2207,1151,154,780,399,1226,226,1250
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,575,2282,1190,160,807,413,1268,234,1292
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,567,2250,1173,157,796,407,1250,231,1274
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,621,2465,1285,172,872,446,1370,253,1396
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,659,2617,1364,183,925,473,1454,268,1482
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,691,2741,1429,192,969,496,1523,281,1552
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,699,2774,1446,194,981,502,1542,284,1571
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,681,2702,1409,189,956,489,1502,277,1530
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,692,2745,1431,192,971,497,1526,281,1554
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,723,2871,1497,201,1015,519,1595,294,1625
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,727,2886,1505,202,1021,522,1604,296,1634
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,727,2885,1504,202,1020,522,1603,296,1633
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,687,2727,1422,191,964,493,1515,279,1544
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,667,2646,1380,185,936,479,1471,271,1498
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,720,2856,1489,200,1010,517,1587,293,1617
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,712,2826,1474,198,999,511,1570,290,1600
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,696,2763,1440,193,977,500,1535,283,1564
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,682,2706,1411,189,957,490,1504,277,1532
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,657,2606,1359,182,922,472,1448,267,1476
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,621,2465,1285,172,872,446,1370,253,1396
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,592,2348,1224,164,831,425,1305,241,1330
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,575,2281,1189,160,807,413,1268,234,1292
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,560,2224,1159,156,786,402,1236,228,1259
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,550,2181,1137,153,771,395,1212,224,1235
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,549,2177,1135,152,770,394,1210,223,1233
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,558,2216,1155,155,784,401,1231,227,1255
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,562,2230,1163,156,789,404,1239,229,1263
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,610,2422,1263,169,857,438,1346,248,1372
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,643,2553,1331,179,903,462,1419,262,1446
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,667,2646,1380,185,936,479,1471,271,1498
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,677,2686,1401,188,950,486,1493,275,1521
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,665,2641,1377,185,934,478,1467,271,1495
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,658,2611,1362,183,924,473,1451,268,1479
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,678,2692,1404,188,952,487,1496,276,1524
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,686,2723,1420,190,963,493,1513,279,1542
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,683,2710,1413,190,958,490,1506,278,1534
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,654,2597,1354,182,919,470,1443,266,1471
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,638,2530,1319,177,895,458,1406,259,1433
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,683,2709,1413,189,958,490,1506,278,1534
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,680,2697,1406,189,954,488,1499,276,1527
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,664,2637,1375,184,933,477,1465,270,1493
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,651,2586,1348,181,914,468,1437,265,1464
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,633,2514,1311,176,889,455,1397,258,1423
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,607,2408,1255,168,851,436,1338,247,1363
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,582,2309,1204,161,817,418,1283,237,1307
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,563,2236,1166,156,791,405,1242,229,1266
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,541,2147,1119,150,759,388,1193,220,1215
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,532,2111,1101,148,747,382,1173,216,1195
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,523,2076,1082,145,734,376,1153,213,1175
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,527,2090,1090,146,739,378,1162,214,1184
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,509,2021,1054,141,715,366,1123,207,1144
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,518,2058,1073,144,728,372,1143,211,1165
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,540,2145,1118,150,759,388,1192,220,1214
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,562,2232,1164,156,789,404,1240,229,1264
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,558,2215,1155,155,783,401,1231,227,1254
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,541,2146,1119,150,759,388,1193,220,1215
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,543,2156,1124,151,762,390,1198,221,1221
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,551,2188,1141,153,774,396,1216,224,1239
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,549,2180,1137,152,771,394,1211,223,1234
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,554,2198,1146,154,777,398,1222,225,1245
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,552,2193,1143,153,775,397,1218,225,1241
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,565,2242,1169,157,793,406,1246,230,1270
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,615,2439,1272,171,863,441,1355,250,1381
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,607,2410,1257,169,852,436,1339,247,1365
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,595,2363,1232,165,836,428,1313,242,1338
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,588,2333,1216,163,825,422,1296,239,1321
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,572,2272,1185,159,804,411,1263,233,1286
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,550,2181,1137,153,771,395,1212,224,1235
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,534,2117,1104,148,749,383,1177,217,1199
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,508,2017,1052,141,713,365,1121,207,1142
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,498,1978,1031,138,700,358,1099,203,1120
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,483,1918,1000,134,678,347,1066,197,1086
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,479,1899,990,133,672,344,1055,195,1075
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,475,1887,984,132,667,341,1048,193,1068
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,454,1801,939,126,637,326,1001,185,1020
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,455,1805,941,126,639,327,1003,185,1022
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,473,1878,979,131,664,340,1044,192,1063
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,481,1908,995,133,675,345,1060,196,1080
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,478,1898,990,133,671,343,1055,194,1075
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,475,1883,982,132,666,341,1047,193,1066
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,476,1889,985,132,668,342,1050,194,1069
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,477,1892,987,132,669,342,1052,194,1072
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,476,1889,985,132,668,342,1050,194,1070
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,482,1912,997,134,676,346,1062,196,1082
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,492,1951,1017,136,690,353,1084,200,1105
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,508,2016,1051,141,713,365,1121,207,1142
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,561,2227,1161,156,788,403,1237,228,1261
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,559,2217,1156,155,784,401,1232,227,1255
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,548,2173,1133,152,769,393,1208,223,1231
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,536,2127,1109,149,752,385,1182,218,1205
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,521,2068,1078,145,731,374,1149,212,1171
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,502,1994,1040,139,705,361,1108,204,1129
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,487,1933,1008,135,684,350,1074,198,1094
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,469,1863,971,130,659,337,1035,191,1055
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,456,1811,944,127,640,328,1006,186,1025
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,451,1791,934,125,633,324,995,184,1014
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,451,1789,933,125,633,324,994,183,1013
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,455,1806,942,126,639,327,1004,185,1023
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,438,1739,907,122,615,315,966,178,985
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,448,1777,926,124,628,321,987,182,1006
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,462,1832,955,128,648,331,1018,188,1037
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,479,1900,991,133,672,344,1056,195,1076
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,477,1892,987,132,669,342,1051,194,1071
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,472,1875,978,131,663,339,1042,192,1062
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,485,1926,1004,135,681,349,1070,197,1091
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,489,1941,1012,136,686,351,1078,199,1099
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,496,1967,1026,138,696,356,1093,202,1114
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,503,1998,1042,140,706,361,1110,205,1131
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,509,2020,1053,141,714,365,1122,207,1143
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,527,2090,1090,146,739,378,1161,214,1183
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,571,2266,1182,159,802,410,1259,232,1283
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,565,2244,1170,157,794,406,1247,230,1271
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,554,2197,1146,154,777,398,1221,225,1244
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,546,2167,1130,152,766,392,1204,222,1227
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,531,2106,1098,147,745,381,1170,216,1192
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,512,2033,1060,142,719,368,1130,208,1151
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,492,1953,1018,137,691,353,1085,200,1106
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,478,1897,989,133,671,343,1054,194,1074
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,467,1853,966,130,655,335,1030,190,1049
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,458,1819,948,127,643,329,1011,186,1030
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,458,1816,947,127,642,329,1009,186,1028
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,464,1843,961,129,652,334,1024,189,1044
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,455,1804,941,126,638,326,1003,185,1021
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,473,1879,980,131,664,340,1044,193,1064
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,499,1980,1032,138,700,358,1100,203,1121
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,511,2027,1057,142,717,367,1126,208,1147
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,509,2019,1053,141,714,365,1122,207,1143
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,506,2009,1047,140,710,363,1116,206,1137
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,511,2027,1057,142,717,367,1126,208,1148
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,512,2033,1060,142,719,368,1130,208,1151
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,512,2032,1060,142,719,368,1129,208,1151
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,515,2043,1065,143,722,370,1135,209,1157
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,511,2028,1058,142,717,367,1127,208,1148
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,528,2096,1093,147,741,379,1165,215,1187
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,576,2286,1192,160,808,414,1270,234,1294
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,569,2256,1177,158,798,408,1254,231,1278
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,556,2207,1151,154,781,399,1226,226,1250
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,545,2163,1128,151,765,391,1202,222,1224
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,522,2073,1081,145,733,375,1152,212,1174
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,499,1982,1033,139,701,359,1101,203,1122
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,486,1928,1005,135,682,349,1071,198,1092
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,470,1864,972,130,659,337,1036,191,1055
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,458,1817,947,127,643,329,1010,186,1029
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,456,1811,944,127,641,328,1007,186,1026
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,470,1867,974,131,660,338,1038,191,1057
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,490,1944,1014,136,688,352,1080,199,1101
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,509,2018,1052,141,714,365,1122,207,1143
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,560,2224,1159,156,786,402,1236,228,1259
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,588,2333,1217,163,825,422,1297,239,1321
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,608,2411,1257,169,853,436,1340,247,1365
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,610,2421,1262,169,856,438,1345,248,1371
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,597,2368,1235,166,838,429,1316,243,1341
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,601,2385,1244,167,844,432,1325,244,1351
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,615,2440,1272,171,863,441,1356,250,1381
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,610,2422,1263,169,857,438,1346,248,1371
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,604,2398,1251,168,848,434,1333,246,1358
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,580,2304,1201,161,815,417,1280,236,1304
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,588,2333,1217,163,825,422,1297,239,1321
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,632,2510,1309,176,888,454,1395,257,1421
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,625,2482,1294,174,878,449,1379,254,1405
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,606,2404,1253,168,850,435,1336,246,1361
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,592,2351,1226,164,832,425,1307,241,1331
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,567,2251,1173,157,796,407,1251,231,1274
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,537,2129,1110,149,753,385,1183,218,1206
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,518,2057,1073,144,728,372,1143,211,1165
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,503,1998,1042,140,707,361,1110,205,1131
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,493,1958,1021,137,692,354,1088,201,1108
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,490,1943,1013,136,687,352,1080,199,1100
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,508,2017,1052,141,713,365,1121,207,1142
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,525,2082,1085,146,736,377,1157,213,1179
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,533,2114,1102,148,748,383,1175,217,1197
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,581,2305,1202,161,815,417,1281,236,1305
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,608,2413,1258,169,853,437,1341,247,1366
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,624,2476,1291,173,876,448,1376,254,1402
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,623,2472,1289,173,874,447,1373,253,1399
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,612,2429,1266,170,859,439,1350,249,1375
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,628,2492,1299,174,881,451,1385,255,1411
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,640,2538,1323,178,898,459,1410,260,1437
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,643,2551,1330,178,902,462,1417,261,1444
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,644,2556,1333,179,904,462,1420,262,1447
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,620,2461,1283,172,870,445,1367,252,1393
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,618,2451,1278,171,867,444,1362,251,1388
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,666,2642,1378,185,934,478,1468,271,1496
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,656,2605,1358,182,921,471,1448,267,1475
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,638,2532,1320,177,896,458,1407,260,1434
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,621,2463,1284,172,871,446,1369,252,1394
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,595,2363,1232,165,836,427,1313,242,1338
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,563,2236,1166,156,791,405,1242,229,1266
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,544,2157,1125,151,763,390,1199,221,1221
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,524,2078,1084,145,735,376,1155,213,1177
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,512,2032,1059,142,719,368,1129,208,1150
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,510,2024,1055,142,716,366,1125,207,1146
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,515,2042,1065,143,722,370,1135,209,1156
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,537,2131,1111,149,753,385,1184,218,1206
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,540,2143,1117,150,758,388,1191,220,1213
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,593,2355,1228,165,833,426,1309,241,1334
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,628,2494,1300,174,882,451,1386,256,1412
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,646,2565,1337,179,907,464,1425,263,1452
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,650,2581,1346,181,913,467,1434,265,1461
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,636,2523,1316,176,892,457,1402,259,1429
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,643,2551,1330,178,902,462,1418,261,1445
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,671,2663,1389,186,942,482,1480,273,1508
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,683,2712,1414,190,959,491,1507,278,1536
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,680,2700,1408,189,955,489,1500,277,1529
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,647,2568,1339,180,908,465,1427,263,1454
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,636,2522,1315,176,892,456,1402,258,1428
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,674,2676,1395,187,946,484,1487,274,1515
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,665,2640,1377,185,934,478,1467,271,1495
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,644,2557,1333,179,904,463,1421,262,1448
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,633,2512,1310,176,888,455,1396,257,1422
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,612,2427,1266,170,858,439,1349,249,1374
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,603,2392,1247,167,846,433,1329,245,1354
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,575,2281,1189,159,807,413,1267,234,1291
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,554,2200,1147,154,778,398,1223,225,1246
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,540,2142,1117,150,758,388,1190,220,1213
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,525,2086,1087,146,738,377,1159,214,1181
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,517,2053,1070,144,726,371,1141,210,1162
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,524,2079,1084,145,735,376,1155,213,1177
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,525,2085,1087,146,737,377,1158,214,1180
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,518,2055,1072,144,727,372,1142,211,1164
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,558,2213,1154,155,783,400,1230,227,1253
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,584,2319,1209,162,820,420,1289,238,1313
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,597,2369,1235,166,838,429,1317,243,1341
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,593,2354,1227,165,833,426,1308,241,1333
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,577,2291,1195,160,810,415,1273,235,1297
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,588,2335,1218,163,826,423,1298,239,1322
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,590,2343,1222,164,829,424,1302,240,1327
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,595,2363,1232,165,836,428,1313,242,1338
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,595,2363,1232,165,836,428,1313,242,1338
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,587,2329,1214,163,824,421,1294,239,1319
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,603,2393,1248,167,846,433,1330,245,1355
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,640,2540,1324,178,898,460,1412,260,1438
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,631,2503,1305,175,885,453,1391,257,1418
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,613,2435,1269,170,861,441,1353,250,1379
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,688,2732,1425,191,966,494,1518,280,1547
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,662,2627,1370,184,929,475,1460,269,1487
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,632,2509,1308,175,887,454,1394,257,1420
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,611,2425,1264,170,858,439,1348,249,1373
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,578,2294,1196,160,811,415,1275,235,1299
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,564,2237,1166,156,791,405,1243,229,1267
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,551,2186,1140,153,773,396,1215,224,1238
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,549,2178,1136,152,770,394,1211,223,1233
