r_id,jinchuan_group_wprka_power_station_unit_1,jinchuan_group_wprka_power_station_unit_2,jinchuan_group_wprka_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_unit_1,xinxing_ductile_iron_pipes_power_station_unit_2,xinxing_ductile_iron_pipes_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_4,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_5,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_6,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_7,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_8,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,weda_bay_power_station_unit_1314,weda_bay_power_station_unit_1315,weda_bay_power_station_unit_1,weda_bay_power_station_unit_2,weda_bay_power_station_unit_3,weda_bay_power_station_unit_4,weda_bay_power_station_unit_9,weda_bay_power_station_unit_5,weda_bay_power_station_unit_6,weda_bay_power_station_unit_7,weda_bay_power_station_unit_8,weda_bay_power_station_unit_10,weda_bay_power_station_unit_11,weda_bay_power_station_unit_12,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar
47,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
48,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
49,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
50,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
51,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
52,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
53,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
54,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
55,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053
56,1,1,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137
57,1,1,1,1,1,1,1,1,1,1,1,0.232,0.232,0.232,0.232,0.232,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232,0.232,0.232,0.232,0.232,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232,0.232,0.232,0.232,0.232
58,1,1,1,1,1,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31
59,1,1,1,1,1,1,1,1,1,1,1,0.34,0.34,0.34,0.34,0.34,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.34,0.34,0.34,0.34,0.34,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.34,0.34,0.34,0.34,0.34
60,1,1,1,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336
61,1,1,1,1,1,1,1,1,1,1,1,0.314,0.314,0.314,0.314,0.314,0.019,0.019,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.314,0.314,0.314,0.314,0.314,0.019,0.019,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.314,0.314,0.314,0.314,0.314
62,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,0.278,0.278,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,0.278,0.278,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,0.278,0.278
63,1,1,1,1,1,1,1,1,1,1,1,0.212,0.212,0.212,0.212,0.212,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.212,0.212,0.212,0.212,0.212,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.212,0.212,0.212,0.212,0.212
64,1,1,1,1,1,1,1,1,1,1,1,0.124,0.124,0.124,0.124,0.124,0.07,0.07,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.124,0.124,0.124,0.124,0.124,0.07,0.07,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.124,0.124,0.124,0.124,0.124
65,1,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0.04,0.04,0.04,0.099,0.099,0.099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0.04,0.04,0.04,0.099,0.099,0.099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0.04,0.04,0.04
66,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.126,0.126,0.126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.126,0.126,0.126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
67,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.146,0.146,0.146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.146,0.146,0.146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
68,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.161,0.161,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.161,0.161,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
69,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.179,0.179,0.179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.179,0.179,0.179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
70,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.199,0.199,0.199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.199,0.199,0.199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
71,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.217,0.217,0.217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.217,0.217,0.217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
72,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.221,0.221,0.221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.221,0.221,0.221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
73,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.219,0.219,0.219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.219,0.219,0.219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
74,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.215,0.215,0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.215,0.215,0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
75,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.211,0.211,0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.211,0.211,0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
76,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.22,0.22,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.22,0.22,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
77,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.223,0.223,0.223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.223,0.223,0.223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
78,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.21,0.21,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.21,0.21,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
79,1,1,1,1,1,1,1,1,1,1,1,0.038,0.038,0.038,0.038,0.038,0.181,0.181,0.181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038,0.038,0.038,0.038,0.038,0.181,0.181,0.181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038,0.038,0.038,0.038,0.038
80,1,1,1,1,1,1,1,1,1,1,1,0.128,0.128,0.128,0.128,0.128,0.152,0.152,0.152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.128,0.128,0.128,0.128,0.128,0.152,0.152,0.152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.128,0.128,0.128,0.128,0.128
81,1,1,1,1,1,1,1,1,1,1,1,0.224,0.224,0.224,0.224,0.224,0.133,0.133,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.224,0.224,0.224,0.224,0.224,0.133,0.133,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.224,0.224,0.224,0.224,0.224
82,1,1,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.118,0.118,0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.118,0.118,0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321
83,1,1,1,1,1,1,1,1,1,1,1,0.386,0.386,0.386,0.386,0.386,0.111,0.111,0.111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.386,0.386,0.386,0.386,0.386,0.111,0.111,0.111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.386,0.386,0.386,0.386,0.386
84,1,1,1,1,1,1,1,1,1,1,1,0.412,0.412,0.412,0.412,0.412,0.117,0.117,0.117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.412,0.412,0.412,0.412,0.412,0.117,0.117,0.117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.412,0.412,0.412,0.412,0.412
85,1,1,1,1,1,1,1,1,1,1,1,0.404,0.404,0.404,0.404,0.404,0.137,0.137,0.137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.404,0.404,0.404,0.404,0.404,0.137,0.137,0.137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.404,0.404,0.404,0.404,0.404
86,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.161,0.161,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.161,0.161,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357
87,1,1,1,1,1,1,1,1,1,1,1,0.279,0.279,0.279,0.279,0.279,0.178,0.178,0.178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.279,0.279,0.279,0.279,0.279,0.178,0.178,0.178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.279,0.279,0.279,0.279,0.279
88,1,1,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.181,0.181,0.181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.181,0.181,0.181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177
89,1,1,1,1,1,1,1,1,1,1,1,0.063,0.063,0.063,0.063,0.063,0.174,0.174,0.174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063,0.063,0.063,0.063,0.063,0.174,0.174,0.174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063,0.063,0.063,0.063,0.063
90,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.158,0.158,0.158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.158,0.158,0.158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.133,0.133,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.133,0.133,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
92,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.097,0.097,0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.097,0.097,0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.063,0.063,0.063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.063,0.063,0.063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
94,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038,0.038,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038,0.038,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
95,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.027,0.027,0.027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.027,0.027,0.027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
96,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.028,0.028,0.028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.028,0.028,0.028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
97,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
98,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.046,0.046,0.046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.046,0.046,0.046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
99,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047,0.047,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047,0.047,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
100,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047,0.047,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.047,0.047,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
101,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
102,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.061,0.061,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.061,0.061,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002
103,1,1,1,1,1,1,1,1,1,1,1,0.079,0.079,0.079,0.079,0.079,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.079,0.079,0.079,0.079,0.079,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.079,0.079,0.079,0.079,0.079
104,1,1,1,1,1,1,1,1,1,1,1,0.203,0.203,0.203,0.203,0.203,0.065,0.065,0.065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.203,0.203,0.203,0.203,0.203,0.065,0.065,0.065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.203,0.203,0.203,0.203,0.203
105,1,1,1,1,1,1,1,1,1,1,1,0.324,0.324,0.324,0.324,0.324,0.08,0.08,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.324,0.324,0.324,0.324,0.324,0.08,0.08,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.324,0.324,0.324,0.324,0.324
106,1,1,1,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41,0.084,0.084,0.084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41,0.084,0.084,0.084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41
107,1,1,1,1,1,1,1,1,1,1,1,0.454,0.454,0.454,0.454,0.454,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.454,0.454,0.454,0.454,0.454,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.454,0.454,0.454,0.454,0.454
108,1,1,1,1,1,1,1,1,1,1,1,0.463,0.463,0.463,0.463,0.463,0.096,0.096,0.096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.463,0.463,0.463,0.463,0.463,0.096,0.096,0.096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.463,0.463,0.463,0.463,0.463
109,1,1,1,1,1,1,1,1,1,1,1,0.439,0.439,0.439,0.439,0.439,0.116,0.116,0.116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.439,0.439,0.439,0.439,0.439,0.116,0.116,0.116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.439,0.439,0.439,0.439,0.439
110,1,1,1,1,1,1,1,1,1,1,1,0.372,0.372,0.372,0.372,0.372,0.127,0.127,0.127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.372,0.372,0.372,0.372,0.372,0.127,0.127,0.127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.372,0.372,0.372,0.372,0.372
111,1,1,1,1,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,0.13,0.13,0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,0.13,0.13,0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271
112,1,1,1,1,1,1,1,1,1,1,1,0.154,0.154,0.154,0.154,0.154,0.128,0.128,0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.154,0.154,0.154,0.154,0.154,0.128,0.128,0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.154,0.154,0.154,0.154,0.154
113,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,0.12,0.12,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,0.12,0.12,0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053
114,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.113,0.113,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.113,0.113,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
115,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.101,0.101,0.101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.101,0.101,0.101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
116,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.085,0.085,0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.085,0.085,0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
117,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073,0.073,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073,0.073,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
118,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.056,0.056,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.056,0.056,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
119,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.034,0.034,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.034,0.034,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
120,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
121,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.011,0.011,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.011,0.011,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
122,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
