Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
99.89869838151951,4.226341747999997,0.0,1.896414939648002,29.96041333284054,35.60018581870152,23.58826942204036,3.5737512793318094,0.014853249514285714,0.0,0.0,0.0,0.0,1.0384685914285714,0.0
