r_id,pltu_kalbar_1,pltu_p_baru_ftp_2,pltu_sintang,mpp_kalbar,pltu_ipp_ketapang,pltu_ketapang,kalbar_1,kalbarpontianak_relokasi_,khatulistiwa_kuota_tersebar,lisdes_kalbar,air_upas,kendawangan,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,nanga_tayap,dedieselisasi,sei_melayu,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,kalbar,khatulistiwa_kuota_tersebar,pantai_kurakura_ftp_1,parit_baru_ftpi,dedieselisasi,tepuai,khatulistiwa_kuota_tersebar,kalbar,nanga_pinoh,pltu_kalsel_ftp2,pltbg_sukadamai,plta_riam_kanan,pltg_trisakti,pltd_trisakti,pltu_asam_asam_ftp_1_34,pltu_asam_asam_12,kalsel_kuota_tersebar,kalselteng_2,dedieselisasi,kaisel_relokasi_,tanah_laut,kotabaru,dedieselisasi,kaisel_1,pltmg_bangkanai_ftp2,pltu_kalselteng_1,pltd_sampit,pltu_pangkalan_bun,pltu_pulang_pisau_ftp_1,bangkanai_ftp2,dedieselisasi,kalteng_relokasi_,lisdes_kalteng,dedieselisasi,sampit,pltg_samberag,pltu_tj_redep_,pltmg_bontang,pltu_kaltim_ftp_2,pltg_katlim_peaking,mpp_kaltim_,pltgu_tanjung_batu,pltu_embalut_eksp,pltu_kaltlim_4,pltu_katlim_mt,pltg_senipah,pltg_senipah_st,pltu_kaltimteluk_balikpapan_ftp_1,lisdes_kaltim,lisdes_kaltim,dedieselisasi,kaltim_peaker_2,lisdes_kaltim,plth_kaltim_peaker_2,tanah_grogot,lisdes_kaltim,kalseltengtimra_kuota_tersebar,kalseltengtimra_kuota_tersebar,kelai,lambakan,kaltim_add_on_blok_2,tabang,pltd_malinau,pltd_tidang_pale,pltu_malinau,pltd_bulungan,pltmg_tj_selor,lisdes_kaltara,malinau,nunukan_2,tanjung_selor,bunyu,lisdes_kaltara,dedieselisasi,lisdes_kaltara,kalseltengtimr_a_kuota_tersebar,lisdes_kaltara,kalseltengtimra_kuota_tersebar,kalseltengtimr_a_kuota_tersebar,sei_menggaris,kalseltengtimra_kuota_tersebar,sesayap,kaltimra,kaltimra,kaltimra_eks_tarakan,plta_kalseltengtimra_kuota_tersebar,plta_kalseltengtimra_kuota_tersebar,plta_muara_juloi,plta_muara_juloi,west_kalimantan_geothermal_potential_ruen,south_kalimantan_geothermal_potential_ruen,central_kalimantan_geothermal_potential_ruen,east_kalimantan_geothermal_potential_ruen,north_kalimantan_geothermal_potential_ruen,west_kalimantan_hydropower_potential_ruen,south_kalimantan_hydropower_potential_ruen,central_kalimantan_hydropower_potential_ruen,east_kalimantan_hydropower_potential_ruen,north_kalimantan_hydropower_potential_ruen,west_kalimantan_hydropower_mini_potential_ruen,south_kalimantan_hydropower_mini_potential_ruen,central_kalimantan_hydropower_mini_potential_ruen,east_kalimantan_hydropower_mini_potential_ruen,north_kalimantan_hydropower_mini_potential_ruen,west_kalimantan_biomass_potential_ruen,south_kalimantan_biomass_potential_ruen,central_kalimantan_biomass_potential_ruen,east_kalimantan_biomass_potential_ruen,north_kalimantan_biomass_potential_ruen,west_kalimantan_biogas_potential_ruen,south_kalimantan_biogas_potential_ruen,central_kalimantan_biogas_potential_ruen,east_kalimantan_biogas_potential_ruen,north_kalimantan_biogas_potential_ruen,west_kalimantan_solar_potential_ruen,south_kalimantan_solar_potential_ruen,central_kalimantan_solar_potential_ruen,east_kalimantan_solar_potential_ruen,north_kalimantan_solar_potential_ruen,west_kalimantan_wind_potential_ruen,south_kalimantan_wind_potential_ruen,central_kalimantan_wind_potential_ruen,east_kalimantan_wind_potential_ruen,north_kalimantan_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
342,1,1,1,1,1,1,1,1,1,0.4,1,1,1,1,1,1,1,1,0.4,1,0.4,1,0.5,1,0.4,0.4,0.5,1,1,0.4,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.49,1,0.49,1,0.007,1,0.49,1,1,1,1,1,1,1,0.488,1,0.488,0.488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.591,0.591,0.591,1,0.591,0.591,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.484,0.484,0.484,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.4,0.49,0.488,0.591,0.484,0.002,0.007,0.003,0,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,1,1,1,1,1,1,1,1,1,0.355,1,1,1,1,1,1,1,1,0.355,1,0.355,1,0.5,1,0.355,0.355,0.5,1,1,0.355,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.408,1,0.408,1,0.002,1,0.408,1,1,1,1,1,1,1,0.42,1,0.42,0.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.447,0.447,0.447,1,0.447,0.447,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.361,0.361,0.361,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.355,0.408,0.42,0.447,0.361,0,0.002,0.001,0,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,1,1,1,1,1,1,1,1,1,0.258,1,1,1,1,1,1,1,1,0.258,1,0.258,1,0.5,1,0.258,0.258,0.5,1,1,0.258,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.29,1,0.29,1,0,1,0.29,1,1,1,1,1,1,1,0.331,1,0.331,0.331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.286,0.286,0.286,1,0.286,0.286,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.248,0.248,0.248,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.258,0.29,0.331,0.286,0.248,0,0,0,0.001,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,1,1,1,1,1,1,1,1,1,0.165,1,1,1,1,1,1,1,1,0.165,1,0.165,1,0.5,1,0.165,0.165,0.5,1,1,0.165,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.153,1,0.153,1,0,1,0.153,1,1,1,1,1,1,1,0.21,1,0.21,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142,0.142,0.142,1,0.142,0.142,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.136,0.136,0.136,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.165,0.153,0.21,0.142,0.136,0,0,0,0.001,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,1,1,1,1,1,1,1,1,1,0.073,1,1,1,1,1,1,1,1,0.073,1,0.073,1,0.5,1,0.073,0.073,0.5,1,1,0.073,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.04,1,0.04,1,0,1,0.04,1,1,1,1,1,1,1,0.067,1,0.067,0.067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035,0.035,0.035,1,0.035,0.035,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.033,0.033,0.033,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.073,0.04,0.067,0.035,0.033,0,0,0,0.001,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,1,1,1,1,1,1,1,1,1,0.003,1,1,1,1,1,1,1,1,0.003,1,0.003,1,0.5,1,0.003,0.003,0.5,1,1,0.003,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.003,1,0,1,1,1,1,1,1,1,0.001,1,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.003,0,0.001,0,0,0.001,0.003,0,0.003,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.03,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.03,0,0.008,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013,0.05,0,0.035,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.048,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017,0.048,0,0.051,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.046,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013,0.046,0.001,0.042,0.016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.035,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.035,0.004,0.025,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.026,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.026,0.01,0.015,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.025,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017,0.025,0.017,0.015,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.022,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035,0.022,0.027,0.019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.016,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025,0.016,0.023,0.039,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.003,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.003,0.001,0.039,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.001,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.001,0,0.029,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.006,1,0.006,1,0.001,1,0.006,1,1,1,1,1,1,1,0.002,1,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.023,0.023,0.023,1,0.023,0.023,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.014,0.014,0.014,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0.006,0.002,0.023,0.014,0,0.001,0,0.038,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,1,1,1,1,1,1,1,1,1,0.026,1,1,1,1,1,1,1,1,0.026,1,0.026,1,0.5,1,0.026,0.026,0.5,1,1,0.026,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.071,1,0.071,1,0.006,1,0.071,1,1,1,1,1,1,1,0.064,1,0.064,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.192,0.192,0.192,1,0.192,0.192,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.155,0.155,0.155,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.026,0.071,0.064,0.192,0.155,0,0.006,0.001,0.016,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,1,1,1,1,1,1,1,1,1,0.087,1,1,1,1,1,1,1,1,0.087,1,0.087,1,0.5,1,0.087,0.087,0.5,1,1,0.087,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.187,1,0.187,1,0.033,1,0.187,1,1,1,1,1,1,1,0.153,1,0.153,0.153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.364,0.364,0.364,1,0.364,0.364,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.087,0.187,0.153,0.364,0.357,0,0.033,0.007,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,1,1,1,1,1,1,1,1,1,0.143,1,1,1,1,1,1,1,1,0.143,1,0.143,1,0.5,1,0.143,0.143,0.5,1,1,0.143,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.314,1,0.314,1,0.034,1,0.314,1,1,1,1,1,1,1,0.236,1,0.236,0.236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.51,0.51,0.51,1,0.51,0.51,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.54,0.54,0.54,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.143,0.314,0.236,0.51,0.54,0,0.034,0.008,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,1,1,1,1,1,1,1,1,1,0.212,1,1,1,1,1,1,1,1,0.212,1,0.212,1,0.5,1,0.212,0.212,0.5,1,1,0.212,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.406,1,0.406,1,0.036,1,0.406,1,1,1,1,1,1,1,0.282,1,0.282,0.282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594,0.594,0.594,1,0.594,0.594,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.626,0.626,0.626,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.212,0.406,0.282,0.594,0.626,0,0.036,0.008,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
