R_ID,Zone,System,Province,Resource,technology,Existing_Cap_MW,Existing_Cap_MWh,cod,status,owner,quota_allocation,New_Build,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,capex_mw,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Max_Cap_MW,Min_Power_MW,Ramp_Up_Percentage,Ramp_Dn_Percentage,Commit,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Up_Time,Down_Time,Eff_Up,Eff_Down,THERM,VRE,STOR,JETP,post_JETP,JETP_r,RE,priority
79,4,kalimantan,east_kalimantan,plth_kaltim_peaker_2,solar,1,0,2023,committed,pln,,0,560000,0,0,10000,0,0,1,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
80,4,kalimantan,east_kalimantan,tanah_grogot,coal,14,0,2023,construction,ipp,,0,1600000,0,0,43900,0,0.12,14,0.25,0.035,0.035,1,110,13.7,8.97,coal,24,24,1,1,1,0,0,0,,,0,
81,4,kalimantan,east_kalimantan,lisdes_kaltim,solar,3.2,0,2024,plan,pln,,1,560000,0,0,10000,0,0,3.2,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
82,4,kalimantan,east_kalimantan,kalseltengtimra_kuota_tersebar,solar,50,0,2025,plan,ipp,,1,560000,0,0,10000,0,0,50,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
83,4,kalimantan,east_kalimantan,kalseltengtimra_kuota_tersebar,biomass,10,0,2025,plan,ipp,,1,2150000,0,0,89200,0,0.1,10,0.3,0.2,0.2,1,0,0,0,biogas,0,0,1,1,0,0,0,1,,,0,
84,4,kalimantan,east_kalimantan,kelai,hydropower,55,0,2025,plan,pln,,1,2200000,0,0,40200,0,0.48,55,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,0,
85,4,kalimantan,east_kalimantan,lambakan,hydropower,18.2,0,2025,plan,pln,,1,2200000,0,0,40200,0,0.48,18.2,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,0,
86,4,kalimantan,east_kalimantan,kaltim_add_on_blok_2,ccgt,80,0,2026,plan,pln,,1,660000,0,0,22800,0,2.23,80,0.3,0.2,0.2,1,80,2,5.78,gas,6,6,1,1,1,0,0,0,,,0,
87,4,kalimantan,east_kalimantan,tabang,hydropower,90,0,2028,plan,pln,,1,2200000,0,0,40200,0,0.48,90,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,0,
88,5,kalimantan,north_kalimantan,pltd_malinau,diesel,14,0,,operating,pln,,-1,800000,0,0,8000,0,6,14,0.06,0.25,0.25,1,0,2,7.42,diesel,0.5,0.5,1,1,1,0,0,0,,,0,
89,5,kalimantan,north_kalimantan,pltd_tidang_pale,diesel,3.12,0,,operating,pln,,-1,800000,0,0,8000,0,6,3.12,0.06,0.25,0.25,1,0,2,7.42,diesel,0.5,0.5,1,1,1,0,0,0,,,0,
90,5,kalimantan,north_kalimantan,pltu_malinau,coal,3,0,,operating,pln,,-1,1600000,0,0,43900,0,0.12,3,0.25,0.035,0.035,1,110,13.7,8.97,coal,24,24,1,1,1,0,0,0,,,0,
91,5,kalimantan,north_kalimantan,pltd_bulungan,diesel,17,0,,operating,pln,,-1,800000,0,0,8000,0,6,17,0.06,0.25,0.25,1,0,2,7.42,diesel,0.5,0.5,1,1,1,0,0,0,,,0,
92,5,kalimantan,north_kalimantan,pltmg_tj_selor,gas,15,0,,operating,pln,,-1,730000,0,0,22500,0,2.23,15,0.3,0.2,0.2,1,24,13.7,9.75,gas,1,1,1,1,1,0,0,0,,,0,
93,5,kalimantan,north_kalimantan,lisdes_kaltara,solar,1.43,0,2021,plan,pln,,1,560000,0,0,10000,0,0,1.43,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
94,5,kalimantan,north_kalimantan,malinau,coal,3,0,2021,construction,pln,,0,1600000,0,0,43900,0,0.12,3,0.25,0.035,0.035,1,110,13.7,8.97,coal,24,24,1,1,1,0,0,0,,,0,
95,5,kalimantan,north_kalimantan,nunukan_2,gas,10,0,2021,construction,pln,,0,730000,0,0,22500,0,2.23,10,0.3,0.2,0.2,1,24,13.7,9.75,gas,1,1,1,1,1,0,0,0,,,0,
96,5,kalimantan,north_kalimantan,tanjung_selor,coal,14,0,2021,construction,pln,,0,1600000,0,0,43900,0,0.12,14,0.25,0.035,0.035,1,110,13.7,8.97,coal,24,24,1,1,1,0,0,0,,,0,
97,5,kalimantan,north_kalimantan,bunyu,gas,3,0,2022,plan,pln,,1,730000,0,0,22500,0,2.23,3,0.3,0.2,0.2,1,24,13.7,9.75,gas,1,1,1,1,1,0,0,0,,,0,
98,5,kalimantan,north_kalimantan,lisdes_kaltara,solar,1.19,0,2022,plan,pln,,1,560000,0,0,10000,0,0,1.19,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
99,5,kalimantan,north_kalimantan,dedieselisasi,solar,4.55,0,2023,plan,ipp,,1,560000,0,0,10000,0,0,4.55,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
100,5,kalimantan,north_kalimantan,lisdes_kaltara,solar,2.07,0,2023,plan,pln,,1,560000,0,0,10000,0,0,2.07,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
101,5,kalimantan,north_kalimantan,kalseltengtimr_a_kuota_tersebar,biomass,10,0,2024,plan,ipp,,1,2150000,0,0,89200,0,0.1,10,0.3,0.2,0.2,1,0,0,0,biogas,0,0,1,1,0,0,0,1,,,0,
102,5,kalimantan,north_kalimantan,lisdes_kaltara,solar,1.01,0,2024,plan,pln,,1,560000,0,0,10000,0,0,1.01,0,1,1,0,0,0,0,None,0,0,0,0,0,1,0,0,,,1,
103,5,kalimantan,north_kalimantan,kalseltengtimra_kuota_tersebar,hydropower,200,0,2025,plan,ipp,,1,2200000,0,0,40200,0,0.48,200,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,1,
104,5,kalimantan,north_kalimantan,kalseltengtimr_a_kuota_tersebar,hydropower,100,0,2026,plan,ipp,,1,2200000,0,0,40200,0,0.48,100,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,1,
105,5,kalimantan,north_kalimantan,sei_menggaris,gas,40,0,2026,plan,pln,,1,730000,0,0,22500,0,2.23,40,0.3,0.2,0.2,1,24,13.7,9.75,gas,1,1,1,1,1,0,0,0,,,0,
106,5,kalimantan,north_kalimantan,kalseltengtimra_kuota_tersebar,hydropower,200,0,2027,plan,ipp,,1,2200000,0,0,40200,0,0.48,200,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,1,
107,5,kalimantan,north_kalimantan,sesayap,hydropower,90,0,2028,plan,pln,,1,2200000,0,0,40200,0,0.48,90,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,0,
108,5,kalimantan,north_kalimantan,kaltimra,hydropower,200,0,2029,plan,pln,,1,2200000,0,0,40200,0,0.48,200,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,1,
109,5,kalimantan,north_kalimantan,kaltimra,hydropower,100,0,2030,plan,pln,,1,2200000,0,0,40200,0,0.48,100,0,0.5,0.5,0,0,0,10.34,None,0,0,1,1,0,0,0,1,,,1,
110,5,kalimantan,north_kalimantan,kaltimra_eks_tarakan,gas,40,0,2030,plan,pln,,1,730000,0,0,22500,0,2.23,40,0.3,0.2,0.2,1,24,13.7,9.75,gas,1,1,1,1,1,0,0,0,,,0,
