Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,765,841,405,1341,274
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,775,851,410,1356,276
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,770,846,408,1349,275
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,738,811,391,1293,264
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,719,790,381,1260,257
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,770,846,408,1349,275
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,767,842,406,1343,274
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,750,823,396,1312,268
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,735,807,389,1287,263
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,715,785,378,1251,255
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,684,752,363,1199,244
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,657,721,348,1150,234
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,636,698,336,1113,227
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,610,670,323,1069,218
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,601,660,318,1051,214
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,590,648,313,1033,211
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,594,653,315,1041,212
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,574,631,304,1006,205
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,585,643,310,1025,209
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,610,670,322,1068,218
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,634,697,336,1111,226
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,630,691,333,1103,225
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,610,670,323,1068,218
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,613,673,324,1074,219
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,622,683,330,1089,223
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,620,681,328,1086,221
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,625,686,331,1094,224
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,624,685,330,1091,223
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,638,700,337,1116,227
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,694,761,367,1214,248
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,685,753,363,1200,245
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,672,738,356,1176,240
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,663,729,351,1162,237
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,646,709,342,1131,231
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,621,681,329,1086,221
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,602,662,319,1054,215
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,574,630,303,1004,205
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,562,618,298,984,201
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,545,599,289,955,195
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,540,593,285,946,193
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,537,589,284,940,192
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,512,563,271,897,183
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,514,564,272,899,183
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,534,586,282,935,190
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,542,596,288,950,194
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,540,593,285,945,193
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,536,588,283,937,192
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,537,589,284,941,192
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,538,590,284,942,192
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,537,589,284,941,192
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,543,597,288,952,194
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,555,610,294,971,198
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,573,630,303,1004,205
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,633,696,335,1109,226
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,630,692,334,1104,225
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,618,679,327,1082,220
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,605,665,320,1059,215
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,588,646,311,1029,209
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,567,622,300,993,202
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,550,603,291,962,196
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,529,582,280,928,189
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,515,565,273,901,183
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,509,560,270,892,182
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,509,559,270,891,182
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,514,564,272,899,183
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,494,543,262,865,176
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,505,554,267,885,181
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,521,572,276,912,186
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,540,594,286,946,193
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,538,590,284,942,192
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,533,585,282,933,190
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,547,601,290,959,195
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,552,606,292,966,198
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,559,614,296,980,200
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,568,623,300,994,202
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,574,631,304,1005,205
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,594,653,315,1041,212
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,644,707,341,1128,230
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,638,701,338,1117,227
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,625,686,331,1094,223
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,616,676,327,1079,220
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,598,657,317,1049,214
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,578,635,307,1013,206
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,555,610,294,972,199
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,539,593,285,945,193
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,527,579,279,922,188
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,517,568,274,906,184
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,517,567,274,905,184
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,524,576,278,918,187
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,512,563,272,898,183
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,534,586,283,935,190
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,562,618,298,985,201
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,576,633,305,1009,206
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,574,631,304,1005,205
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,571,628,302,1001,203
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,576,633,305,1009,206
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,578,635,305,1012,206
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,578,635,305,1012,206
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,580,638,308,1017,207
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,577,633,305,1009,206
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,596,654,316,1044,213
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,650,714,345,1138,232
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,642,704,339,1124,228
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,627,689,332,1099,224
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,615,675,326,1077,219
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,589,647,312,1032,211
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,563,619,298,986,201
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,549,602,291,960,195
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,531,582,280,928,189
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,517,567,274,905,184
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,515,566,273,901,184
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,531,583,281,930,189
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,553,607,293,968,198
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,574,630,303,1005,205
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,632,695,335,1107,226
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,663,729,351,1162,237
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,685,753,363,1200,245
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,689,756,365,1206,245
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,674,739,356,1179,240
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,678,744,359,1188,242
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,694,761,367,1214,248
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,689,756,365,1206,246
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,682,749,361,1195,244
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,655,719,347,1147,234
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,663,729,351,1162,237
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,714,784,377,1249,255
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,706,775,373,1236,252
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,683,751,361,1197,244
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,668,734,354,1171,239
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,640,703,338,1121,228
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,606,665,320,1061,217
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,585,643,310,1025,209
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,568,623,301,995,202
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,557,612,295,974,199
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,553,606,293,967,198
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,574,630,303,1004,205
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,592,650,313,1037,212
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,601,661,318,1053,214
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,656,720,347,1148,234
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,686,753,364,1201,245
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,703,773,373,1233,251
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,702,772,372,1231,251
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,691,758,366,1209,246
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,709,778,375,1240,253
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,721,792,382,1263,258
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,726,797,384,1270,259
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,727,799,385,1272,259
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,699,769,370,1225,250
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,697,766,369,1221,249
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,751,825,397,1316,268
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,741,813,392,1297,264
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,720,791,382,1261,257
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,700,769,371,1226,250
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,672,738,355,1176,240
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,636,698,336,1113,227
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,613,673,324,1074,219
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,591,649,313,1034,211
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,577,634,305,1012,206
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,575,632,304,1008,206
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,580,637,308,1017,207
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,606,665,320,1061,217
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,609,669,322,1067,218
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,669,735,354,1173,239
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,709,778,375,1242,253
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,729,801,386,1277,261
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,734,806,389,1285,262
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,717,788,379,1256,256
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,726,797,384,1270,259
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,758,832,401,1325,270
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,771,846,408,1351,275
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,768,843,406,1344,274
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,730,802,387,1279,261
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,717,788,379,1256,256
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,761,836,403,1332,271
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,751,824,397,1315,268
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,727,799,385,1273,259
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,714,785,378,1250,255
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,690,758,366,1209,246
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,680,747,360,1191,243
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,648,713,344,1136,232
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,626,687,331,1095,224
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,609,669,322,1067,218
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,593,651,314,1039,212
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,584,641,309,1022,208
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,591,649,313,1036,211
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,593,651,314,1038,212
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,585,641,310,1024,208
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,629,691,333,1102,225
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,659,724,349,1154,236
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,674,740,356,1179,240
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,669,735,354,1172,239
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,651,716,345,1141,232
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,664,730,352,1163,237
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,666,732,353,1166,238
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,672,738,355,1176,240
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,672,738,356,1176,240
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,662,727,351,1160,237
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,680,748,360,1191,243
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,723,793,383,1264,258
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,712,782,376,1247,255
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,692,760,367,1212,248
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,777,853,411,1360,277
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,747,820,395,1308,267
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,713,784,377,1249,255
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,690,757,365,1208,246
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,653,717,346,1142,233
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,636,699,337,1114,227
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,622,683,329,1088,221
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,620,681,328,1085,221
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,597,656,316,1046,213
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,578,635,307,1013,206
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,597,656,316,1046,213
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,627,688,332,1098,224
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,654,718,346,1145,233
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,655,719,347,1146,233
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,660,725,350,1156,236
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,682,749,361,1195,244
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,702,771,372,1230,251
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,714,784,377,1249,255
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,712,782,377,1247,255
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,706,774,373,1235,252
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,744,818,394,1304,265
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,781,857,413,1367,278
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,779,855,412,1364,278
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,768,844,407,1345,275
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,751,825,397,1316,268
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,716,787,379,1255,256
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,682,749,361,1194,244
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,656,720,347,1148,234
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,637,699,337,1114,227
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,613,673,324,1074,219
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,613,673,324,1074,219
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,634,697,336,1112,226
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,636,698,336,1112,227
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,657,721,348,1149,234
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,755,829,400,1323,270
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,798,877,423,1397,286
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,825,907,437,1445,295
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,829,909,439,1450,295
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,828,909,439,1450,295
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,859,944,455,1505,307
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,884,971,468,1548,315
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,895,983,474,1567,320
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,870,956,461,1524,311
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,815,894,431,1427,290
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,833,914,441,1458,298
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,854,938,452,1495,305
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,840,924,445,1473,300
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,814,894,431,1426,290
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,797,875,422,1396,284
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,755,829,400,1323,270
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,714,785,378,1250,255
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,693,761,367,1214,248
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,671,737,355,1175,239
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,655,719,347,1146,233
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,649,713,344,1136,232
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,667,733,353,1168,238
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,666,732,353,1166,238
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,683,750,361,1196,244
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,756,832,401,1325,270
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,796,874,422,1394,284
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,829,909,439,1451,295
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,828,909,439,1450,295
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,818,898,433,1432,292
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,854,938,452,1495,305
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,880,966,466,1541,314
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,892,980,472,1563,319
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,859,943,455,1504,307
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,814,893,430,1425,290
,,,,,,,,,573,11,7,21,2023-11-07T19:00:00+08:00,827,908,438,1448,295
,,,,,,,,,574,11,7,22,2023-11-07T20:00:00+08:00,837,920,443,1466,299
,,,,,,,,,575,11,7,23,2023-11-07T21:00:00+08:00,827,908,438,1448,295
,,,,,,,,,576,11,7,24,2023-11-07T22:00:00+08:00,800,878,423,1400,286
,,,,,,,,,577,11,8,1,2023-11-07T23:00:00+08:00,775,851,410,1357,276
,,,,,,,,,578,11,8,2,2023-11-08T00:00:00+08:00,740,812,392,1296,264
,,,,,,,,,579,11,8,3,2023-11-08T01:00:00+08:00,705,774,373,1234,251
,,,,,,,,,580,11,8,4,2023-11-08T02:00:00+08:00,680,747,360,1191,243
,,,,,,,,,581,11,8,5,2023-11-08T03:00:00+08:00,662,727,351,1160,237
,,,,,,,,,582,11,8,6,2023-11-08T04:00:00+08:00,643,706,340,1126,230
,,,,,,,,,583,11,8,7,2023-11-08T05:00:00+08:00,644,707,340,1127,230
,,,,,,,,,584,11,8,8,2023-11-08T06:00:00+08:00,660,724,350,1155,236
,,,,,,,,,585,11,8,9,2023-11-08T07:00:00+08:00,658,723,349,1153,236
,,,,,,,,,586,11,8,10,2023-11-08T08:00:00+08:00,677,743,358,1185,242
,,,,,,,,,587,11,8,11,2023-11-08T09:00:00+08:00,749,823,396,1312,268
,,,,,,,,,588,11,8,12,2023-11-08T10:00:00+08:00,787,866,418,1379,281
,,,,,,,,,589,11,8,13,2023-11-08T11:00:00+08:00,822,903,435,1440,294
,,,,,,,,,590,11,8,14,2023-11-08T12:00:00+08:00,819,901,434,1436,293
,,,,,,,,,591,11,8,15,2023-11-08T13:00:00+08:00,808,888,428,1416,289
,,,,,,,,,592,11,8,16,2023-11-08T14:00:00+08:00,851,935,450,1489,303
,,,,,,,,,593,11,8,17,2023-11-08T15:00:00+08:00,875,961,463,1531,312
,,,,,,,,,594,11,8,18,2023-11-08T16:00:00+08:00,881,967,466,1542,314
,,,,,,,,,595,11,8,19,2023-11-08T17:00:00+08:00,864,948,458,1512,308
,,,,,,,,,596,11,8,20,2023-11-08T18:00:00+08:00,811,890,429,1419,289
,,,,,,,,,597,11,8,21,2023-11-08T19:00:00+08:00,831,913,440,1455,296
,,,,,,,,,598,11,8,22,2023-11-08T20:00:00+08:00,857,941,453,1501,306
,,,,,,,,,599,11,8,23,2023-11-08T21:00:00+08:00,847,929,448,1482,302
,,,,,,,,,600,11,8,24,2023-11-08T22:00:00+08:00,828,909,438,1449,295
,,,,,,,,,601,11,9,1,2023-11-08T23:00:00+08:00,803,881,425,1406,287
,,,,,,,,,602,11,9,2,2023-11-09T00:00:00+08:00,766,841,405,1341,274
,,,,,,,,,603,11,9,3,2023-11-09T01:00:00+08:00,726,798,385,1271,259
,,,,,,,,,604,11,9,4,2023-11-09T02:00:00+08:00,705,774,373,1234,251
,,,,,,,,,605,11,9,5,2023-11-09T03:00:00+08:00,680,748,360,1191,243
,,,,,,,,,606,11,9,6,2023-11-09T04:00:00+08:00,661,726,350,1159,236
,,,,,,,,,607,11,9,7,2023-11-09T05:00:00+08:00,655,719,347,1147,233
,,,,,,,,,608,11,9,8,2023-11-09T06:00:00+08:00,671,736,355,1174,239
,,,,,,,,,609,11,9,9,2023-11-09T07:00:00+08:00,671,736,355,1174,239
,,,,,,,,,610,11,9,10,2023-11-09T08:00:00+08:00,689,756,365,1206,246
,,,,,,,,,611,11,9,11,2023-11-09T09:00:00+08:00,768,844,407,1346,275
,,,,,,,,,612,11,9,12,2023-11-09T10:00:00+08:00,803,883,425,1407,287
