Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4
,,,,,,,,,638,11,10,14,2023-11-10T12:00:00+08:00,20,15,297,602
,,,,,,,,,639,11,10,15,2023-11-10T13:00:00+08:00,20,15,297,602
,,,,,,,,,640,11,10,16,2023-11-10T14:00:00+08:00,20,15,297,602
,,,,,,,,,641,11,10,17,2023-11-10T15:00:00+08:00,20,15,297,602
,,,,,,,,,642,11,10,18,2023-11-10T16:00:00+08:00,20,15,297,602
,,,,,,,,,643,11,10,19,2023-11-10T17:00:00+08:00,16,12,237,481
,,,,,,,,,644,11,10,20,2023-11-10T18:00:00+08:00,16,12,237,481
,,,,,,,,,645,11,10,21,2023-11-10T19:00:00+08:00,16,12,237,481
,,,,,,,,,646,11,10,22,2023-11-10T20:00:00+08:00,16,12,237,481
,,,,,,,,,647,11,10,23,2023-11-10T21:00:00+08:00,16,12,237,481
,,,,,,,,,648,11,10,24,2023-11-10T22:00:00+08:00,16,12,237,481
,,,,,,,,,649,11,11,1,2023-11-10T23:00:00+08:00,12,9,178,361
,,,,,,,,,650,11,11,2,2023-11-11T00:00:00+08:00,12,9,178,361
,,,,,,,,,651,11,11,3,2023-11-11T01:00:00+08:00,12,9,178,361
,,,,,,,,,652,11,11,4,2023-11-11T02:00:00+08:00,12,9,178,361
,,,,,,,,,653,11,11,5,2023-11-11T03:00:00+08:00,12,9,178,361
,,,,,,,,,654,11,11,6,2023-11-11T04:00:00+08:00,12,9,178,361
,,,,,,,,,655,11,11,7,2023-11-11T05:00:00+08:00,20,15,297,602
,,,,,,,,,656,11,11,8,2023-11-11T06:00:00+08:00,20,15,297,602
,,,,,,,,,657,11,11,9,2023-11-11T07:00:00+08:00,20,15,297,602
,,,,,,,,,658,11,11,10,2023-11-11T08:00:00+08:00,20,15,297,602
,,,,,,,,,659,11,11,11,2023-11-11T09:00:00+08:00,20,15,297,602
,,,,,,,,,660,11,11,12,2023-11-11T10:00:00+08:00,20,15,297,602
,,,,,,,,,661,11,11,13,2023-11-11T11:00:00+08:00,20,15,297,602
,,,,,,,,,662,11,11,14,2023-11-11T12:00:00+08:00,20,15,297,602
,,,,,,,,,663,11,11,15,2023-11-11T13:00:00+08:00,20,15,297,602
,,,,,,,,,664,11,11,16,2023-11-11T14:00:00+08:00,20,15,297,602
,,,,,,,,,665,11,11,17,2023-11-11T15:00:00+08:00,20,15,297,602
,,,,,,,,,666,11,11,18,2023-11-11T16:00:00+08:00,20,15,297,602
,,,,,,,,,667,11,11,19,2023-11-11T17:00:00+08:00,16,12,237,481
,,,,,,,,,668,11,11,20,2023-11-11T18:00:00+08:00,16,12,237,481
,,,,,,,,,669,11,11,21,2023-11-11T19:00:00+08:00,16,12,237,481
,,,,,,,,,670,11,11,22,2023-11-11T20:00:00+08:00,16,12,237,481
,,,,,,,,,671,11,11,23,2023-11-11T21:00:00+08:00,16,12,237,481
,,,,,,,,,672,11,11,24,2023-11-11T22:00:00+08:00,16,12,237,481
,,,,,,,,,673,2,19,1,2023-02-18T23:50:00+08:00,12,9,178,361
,,,,,,,,,674,2,19,2,2023-02-19T00:50:00+08:00,12,9,178,361
,,,,,,,,,675,2,19,3,2023-02-19T01:50:00+08:00,12,9,178,361
,,,,,,,,,676,2,19,4,2023-02-19T02:50:00+08:00,12,9,178,361
,,,,,,,,,677,2,19,5,2023-02-19T03:50:00+08:00,12,9,178,361
,,,,,,,,,678,2,19,6,2023-02-19T04:50:00+08:00,12,9,178,361
,,,,,,,,,679,2,19,7,2023-02-19T05:50:00+08:00,20,15,297,602
,,,,,,,,,680,2,19,8,2023-02-19T06:50:00+08:00,20,15,297,602
,,,,,,,,,681,2,19,9,2023-02-19T07:50:00+08:00,20,15,297,602
,,,,,,,,,682,2,19,10,2023-02-19T08:50:00+08:00,20,15,297,602
,,,,,,,,,683,2,19,11,2023-02-19T09:50:00+08:00,20,15,297,602
,,,,,,,,,684,2,19,12,2023-02-19T10:50:00+08:00,20,15,297,602
,,,,,,,,,685,2,19,13,2023-02-19T11:50:00+08:00,20,15,297,602
,,,,,,,,,686,2,19,14,2023-02-19T12:50:00+08:00,20,15,297,602
,,,,,,,,,687,2,19,15,2023-02-19T13:50:00+08:00,20,15,297,602
,,,,,,,,,688,2,19,16,2023-02-19T14:50:00+08:00,20,15,297,602
,,,,,,,,,689,2,19,17,2023-02-19T15:50:00+08:00,20,15,297,602
,,,,,,,,,690,2,19,18,2023-02-19T16:50:00+08:00,20,15,297,602
,,,,,,,,,691,2,19,19,2023-02-19T17:50:00+08:00,16,12,237,481
,,,,,,,,,692,2,19,20,2023-02-19T18:50:00+08:00,16,12,237,481
,,,,,,,,,693,2,19,21,2023-02-19T19:50:00+08:00,16,12,237,481
,,,,,,,,,694,2,19,22,2023-02-19T20:50:00+08:00,16,12,237,481
,,,,,,,,,695,2,19,23,2023-02-19T21:50:00+08:00,16,12,237,481
,,,,,,,,,696,2,19,24,2023-02-19T22:50:00+08:00,16,12,237,481
,,,,,,,,,697,2,20,1,2023-02-19T23:50:00+08:00,12,9,178,361
,,,,,,,,,698,2,20,2,2023-02-20T00:50:00+08:00,12,9,178,361
,,,,,,,,,699,2,20,3,2023-02-20T01:50:00+08:00,12,9,178,361
,,,,,,,,,700,2,20,4,2023-02-20T02:50:00+08:00,12,9,178,361
,,,,,,,,,701,2,20,5,2023-02-20T03:50:00+08:00,12,9,178,361
,,,,,,,,,702,2,20,6,2023-02-20T04:50:00+08:00,12,9,178,361
,,,,,,,,,703,2,20,7,2023-02-20T05:50:00+08:00,20,15,297,602
,,,,,,,,,704,2,20,8,2023-02-20T06:50:00+08:00,20,15,297,602
,,,,,,,,,705,2,20,9,2023-02-20T07:50:00+08:00,20,15,297,602
,,,,,,,,,706,2,20,10,2023-02-20T08:50:00+08:00,20,15,297,602
,,,,,,,,,707,2,20,11,2023-02-20T09:50:00+08:00,20,15,297,602
,,,,,,,,,708,2,20,12,2023-02-20T10:50:00+08:00,20,15,297,602
,,,,,,,,,709,2,20,13,2023-02-20T11:50:00+08:00,20,15,297,602
,,,,,,,,,710,2,20,14,2023-02-20T12:50:00+08:00,20,15,297,602
,,,,,,,,,711,2,20,15,2023-02-20T13:50:00+08:00,20,15,297,602
,,,,,,,,,712,2,20,16,2023-02-20T14:50:00+08:00,20,15,297,602
,,,,,,,,,713,2,20,17,2023-02-20T15:50:00+08:00,20,15,297,602
,,,,,,,,,714,2,20,18,2023-02-20T16:50:00+08:00,20,15,297,602
,,,,,,,,,715,2,20,19,2023-02-20T17:50:00+08:00,16,12,237,481
,,,,,,,,,716,2,20,20,2023-02-20T18:50:00+08:00,16,12,237,481
,,,,,,,,,717,2,20,21,2023-02-20T19:50:00+08:00,16,12,237,481
,,,,,,,,,718,2,20,22,2023-02-20T20:50:00+08:00,16,12,237,481
,,,,,,,,,719,2,20,23,2023-02-20T21:50:00+08:00,16,12,237,481
,,,,,,,,,720,2,20,24,2023-02-20T22:50:00+08:00,16,12,237,481
,,,,,,,,,721,2,21,1,2023-02-20T23:50:00+08:00,12,9,178,361
,,,,,,,,,722,2,21,2,2023-02-21T00:50:00+08:00,12,9,178,361
,,,,,,,,,723,2,21,3,2023-02-21T01:50:00+08:00,12,9,178,361
,,,,,,,,,724,2,21,4,2023-02-21T02:50:00+08:00,12,9,178,361
,,,,,,,,,725,2,21,5,2023-02-21T03:50:00+08:00,12,9,178,361
,,,,,,,,,726,2,21,6,2023-02-21T04:50:00+08:00,12,9,178,361
,,,,,,,,,727,2,21,7,2023-02-21T05:50:00+08:00,20,15,297,602
,,,,,,,,,728,2,21,8,2023-02-21T06:50:00+08:00,20,15,297,602
,,,,,,,,,729,2,21,9,2023-02-21T07:50:00+08:00,20,15,297,602
,,,,,,,,,730,2,21,10,2023-02-21T08:50:00+08:00,20,15,297,602
,,,,,,,,,731,2,21,11,2023-02-21T09:50:00+08:00,20,15,297,602
,,,,,,,,,732,2,21,12,2023-02-21T10:50:00+08:00,20,15,297,602
,,,,,,,,,733,2,21,13,2023-02-21T11:50:00+08:00,20,15,297,602
,,,,,,,,,734,2,21,14,2023-02-21T12:50:00+08:00,20,15,297,602
,,,,,,,,,735,2,21,15,2023-02-21T13:50:00+08:00,20,15,297,602
,,,,,,,,,736,2,21,16,2023-02-21T14:50:00+08:00,20,15,297,602
,,,,,,,,,737,2,21,17,2023-02-21T15:50:00+08:00,20,15,297,602
,,,,,,,,,738,2,21,18,2023-02-21T16:50:00+08:00,20,15,297,602
,,,,,,,,,739,2,21,19,2023-02-21T17:50:00+08:00,16,12,237,481
,,,,,,,,,740,2,21,20,2023-02-21T18:50:00+08:00,16,12,237,481
,,,,,,,,,741,2,21,21,2023-02-21T19:50:00+08:00,16,12,237,481
,,,,,,,,,742,2,21,22,2023-02-21T20:50:00+08:00,16,12,237,481
,,,,,,,,,743,2,21,23,2023-02-21T21:50:00+08:00,16,12,237,481
,,,,,,,,,744,2,21,24,2023-02-21T22:50:00+08:00,16,12,237,481
,,,,,,,,,745,2,22,1,2023-02-21T23:50:00+08:00,12,9,178,361
,,,,,,,,,746,2,22,2,2023-02-22T00:50:00+08:00,12,9,178,361
,,,,,,,,,747,2,22,3,2023-02-22T01:50:00+08:00,12,9,178,361
,,,,,,,,,748,2,22,4,2023-02-22T02:50:00+08:00,12,9,178,361
,,,,,,,,,749,2,22,5,2023-02-22T03:50:00+08:00,12,9,178,361
,,,,,,,,,750,2,22,6,2023-02-22T04:50:00+08:00,12,9,178,361
,,,,,,,,,751,2,22,7,2023-02-22T05:50:00+08:00,20,15,297,602
,,,,,,,,,752,2,22,8,2023-02-22T06:50:00+08:00,20,15,297,602
,,,,,,,,,753,2,22,9,2023-02-22T07:50:00+08:00,20,15,297,602
,,,,,,,,,754,2,22,10,2023-02-22T08:50:00+08:00,20,15,297,602
,,,,,,,,,755,2,22,11,2023-02-22T09:50:00+08:00,20,15,297,602
,,,,,,,,,756,2,22,12,2023-02-22T10:50:00+08:00,20,15,297,602
,,,,,,,,,757,2,22,13,2023-02-22T11:50:00+08:00,20,15,297,602
,,,,,,,,,758,2,22,14,2023-02-22T12:50:00+08:00,20,15,297,602
,,,,,,,,,759,2,22,15,2023-02-22T13:50:00+08:00,20,15,297,602
,,,,,,,,,760,2,22,16,2023-02-22T14:50:00+08:00,20,15,297,602
,,,,,,,,,761,2,22,17,2023-02-22T15:50:00+08:00,20,15,297,602
,,,,,,,,,762,2,22,18,2023-02-22T16:50:00+08:00,20,15,297,602
,,,,,,,,,763,2,22,19,2023-02-22T17:50:00+08:00,16,12,237,481
,,,,,,,,,764,2,22,20,2023-02-22T18:50:00+08:00,16,12,237,481
,,,,,,,,,765,2,22,21,2023-02-22T19:50:00+08:00,16,12,237,481
,,,,,,,,,766,2,22,22,2023-02-22T20:50:00+08:00,16,12,237,481
,,,,,,,,,767,2,22,23,2023-02-22T21:50:00+08:00,16,12,237,481
,,,,,,,,,768,2,22,24,2023-02-22T22:50:00+08:00,16,12,237,481
,,,,,,,,,769,2,23,1,2023-02-22T23:50:00+08:00,12,9,178,361
,,,,,,,,,770,2,23,2,2023-02-23T00:50:00+08:00,12,9,178,361
,,,,,,,,,771,2,23,3,2023-02-23T01:50:00+08:00,12,9,178,361
,,,,,,,,,772,2,23,4,2023-02-23T02:50:00+08:00,12,9,178,361
,,,,,,,,,773,2,23,5,2023-02-23T03:50:00+08:00,12,9,178,361
,,,,,,,,,774,2,23,6,2023-02-23T04:50:00+08:00,12,9,178,361
,,,,,,,,,775,2,23,7,2023-02-23T05:50:00+08:00,20,15,297,602
,,,,,,,,,776,2,23,8,2023-02-23T06:50:00+08:00,20,15,297,602
,,,,,,,,,777,2,23,9,2023-02-23T07:50:00+08:00,20,15,297,602
,,,,,,,,,778,2,23,10,2023-02-23T08:50:00+08:00,20,15,297,602
,,,,,,,,,779,2,23,11,2023-02-23T09:50:00+08:00,20,15,297,602
,,,,,,,,,780,2,23,12,2023-02-23T10:50:00+08:00,20,15,297,602
,,,,,,,,,781,2,23,13,2023-02-23T11:50:00+08:00,20,15,297,602
,,,,,,,,,782,2,23,14,2023-02-23T12:50:00+08:00,20,15,297,602
,,,,,,,,,783,2,23,15,2023-02-23T13:50:00+08:00,20,15,297,602
,,,,,,,,,784,2,23,16,2023-02-23T14:50:00+08:00,20,15,297,602
,,,,,,,,,785,2,23,17,2023-02-23T15:50:00+08:00,20,15,297,602
,,,,,,,,,786,2,23,18,2023-02-23T16:50:00+08:00,20,15,297,602
,,,,,,,,,787,2,23,19,2023-02-23T17:50:00+08:00,16,12,237,481
,,,,,,,,,788,2,23,20,2023-02-23T18:50:00+08:00,16,12,237,481
,,,,,,,,,789,2,23,21,2023-02-23T19:50:00+08:00,16,12,237,481
,,,,,,,,,790,2,23,22,2023-02-23T20:50:00+08:00,16,12,237,481
,,,,,,,,,791,2,23,23,2023-02-23T21:50:00+08:00,16,12,237,481
,,,,,,,,,792,2,23,24,2023-02-23T22:50:00+08:00,16,12,237,481
,,,,,,,,,793,2,24,1,2023-02-23T23:50:00+08:00,12,9,178,361
,,,,,,,,,794,2,24,2,2023-02-24T00:50:00+08:00,12,9,178,361
,,,,,,,,,795,2,24,3,2023-02-24T01:50:00+08:00,12,9,178,361
,,,,,,,,,796,2,24,4,2023-02-24T02:50:00+08:00,12,9,178,361
,,,,,,,,,797,2,24,5,2023-02-24T03:50:00+08:00,12,9,178,361
,,,,,,,,,798,2,24,6,2023-02-24T04:50:00+08:00,12,9,178,361
,,,,,,,,,799,2,24,7,2023-02-24T05:50:00+08:00,20,15,297,602
,,,,,,,,,800,2,24,8,2023-02-24T06:50:00+08:00,20,15,297,602
,,,,,,,,,801,2,24,9,2023-02-24T07:50:00+08:00,20,15,297,602
,,,,,,,,,802,2,24,10,2023-02-24T08:50:00+08:00,20,15,297,602
,,,,,,,,,803,2,24,11,2023-02-24T09:50:00+08:00,20,15,297,602
,,,,,,,,,804,2,24,12,2023-02-24T10:50:00+08:00,20,15,297,602
,,,,,,,,,805,2,24,13,2023-02-24T11:50:00+08:00,20,15,297,602
,,,,,,,,,806,2,24,14,2023-02-24T12:50:00+08:00,20,15,297,602
,,,,,,,,,807,2,24,15,2023-02-24T13:50:00+08:00,20,15,297,602
,,,,,,,,,808,2,24,16,2023-02-24T14:50:00+08:00,20,15,297,602
,,,,,,,,,809,2,24,17,2023-02-24T15:50:00+08:00,20,15,297,602
,,,,,,,,,810,2,24,18,2023-02-24T16:50:00+08:00,20,15,297,602
,,,,,,,,,811,2,24,19,2023-02-24T17:50:00+08:00,16,12,237,481
,,,,,,,,,812,2,24,20,2023-02-24T18:50:00+08:00,16,12,237,481
,,,,,,,,,813,2,24,21,2023-02-24T19:50:00+08:00,16,12,237,481
,,,,,,,,,814,2,24,22,2023-02-24T20:50:00+08:00,16,12,237,481
,,,,,,,,,815,2,24,23,2023-02-24T21:50:00+08:00,16,12,237,481
,,,,,,,,,816,2,24,24,2023-02-24T22:50:00+08:00,16,12,237,481
,,,,,,,,,817,2,25,1,2023-02-24T23:50:00+08:00,12,9,178,361
,,,,,,,,,818,2,25,2,2023-02-25T00:50:00+08:00,12,9,178,361
,,,,,,,,,819,2,25,3,2023-02-25T01:50:00+08:00,12,9,178,361
,,,,,,,,,820,2,25,4,2023-02-25T02:50:00+08:00,12,9,178,361
,,,,,,,,,821,2,25,5,2023-02-25T03:50:00+08:00,12,9,178,361
,,,,,,,,,822,2,25,6,2023-02-25T04:50:00+08:00,12,9,178,361
,,,,,,,,,823,2,25,7,2023-02-25T05:50:00+08:00,20,15,297,602
,,,,,,,,,824,2,25,8,2023-02-25T06:50:00+08:00,20,15,297,602
,,,,,,,,,825,2,25,9,2023-02-25T07:50:00+08:00,20,15,297,602
,,,,,,,,,826,2,25,10,2023-02-25T08:50:00+08:00,20,15,297,602
,,,,,,,,,827,2,25,11,2023-02-25T09:50:00+08:00,20,15,297,602
,,,,,,,,,828,2,25,12,2023-02-25T10:50:00+08:00,20,15,297,602
,,,,,,,,,829,2,25,13,2023-02-25T11:50:00+08:00,20,15,297,602
,,,,,,,,,830,2,25,14,2023-02-25T12:50:00+08:00,20,15,297,602
,,,,,,,,,831,2,25,15,2023-02-25T13:50:00+08:00,20,15,297,602
,,,,,,,,,832,2,25,16,2023-02-25T14:50:00+08:00,20,15,297,602
,,,,,,,,,833,2,25,17,2023-02-25T15:50:00+08:00,20,15,297,602
,,,,,,,,,834,2,25,18,2023-02-25T16:50:00+08:00,20,15,297,602
,,,,,,,,,835,2,25,19,2023-02-25T17:50:00+08:00,16,12,237,481
,,,,,,,,,836,2,25,20,2023-02-25T18:50:00+08:00,16,12,237,481
,,,,,,,,,837,2,25,21,2023-02-25T19:50:00+08:00,16,12,237,481
,,,,,,,,,838,2,25,22,2023-02-25T20:50:00+08:00,16,12,237,481
,,,,,,,,,839,2,25,23,2023-02-25T21:50:00+08:00,16,12,237,481
,,,,,,,,,840,2,25,24,2023-02-25T22:50:00+08:00,16,12,237,481
,,,,,,,,,841,11,12,1,2023-11-11T23:00:00+08:00,12,9,178,361
,,,,,,,,,842,11,12,2,2023-11-12T00:00:00+08:00,12,9,178,361
,,,,,,,,,843,11,12,3,2023-11-12T01:00:00+08:00,12,9,178,361
,,,,,,,,,844,11,12,4,2023-11-12T02:00:00+08:00,12,9,178,361
,,,,,,,,,845,11,12,5,2023-11-12T03:00:00+08:00,12,9,178,361
,,,,,,,,,846,11,12,6,2023-11-12T04:00:00+08:00,12,9,178,361
,,,,,,,,,847,11,12,7,2023-11-12T05:00:00+08:00,20,15,297,602
,,,,,,,,,848,11,12,8,2023-11-12T06:00:00+08:00,20,15,297,602
,,,,,,,,,849,11,12,9,2023-11-12T07:00:00+08:00,20,15,297,602
,,,,,,,,,850,11,12,10,2023-11-12T08:00:00+08:00,20,15,297,602
,,,,,,,,,851,11,12,11,2023-11-12T09:00:00+08:00,20,15,297,602
,,,,,,,,,852,11,12,12,2023-11-12T10:00:00+08:00,20,15,297,602
,,,,,,,,,853,11,12,13,2023-11-12T11:00:00+08:00,20,15,297,602
,,,,,,,,,854,11,12,14,2023-11-12T12:00:00+08:00,20,15,297,602
,,,,,,,,,855,11,12,15,2023-11-12T13:00:00+08:00,20,15,297,602
,,,,,,,,,856,11,12,16,2023-11-12T14:00:00+08:00,20,15,297,602
,,,,,,,,,857,11,12,17,2023-11-12T15:00:00+08:00,20,15,297,602
,,,,,,,,,858,11,12,18,2023-11-12T16:00:00+08:00,20,15,297,602
,,,,,,,,,859,11,12,19,2023-11-12T17:00:00+08:00,16,12,237,481
,,,,,,,,,860,11,12,20,2023-11-12T18:00:00+08:00,16,12,237,481
,,,,,,,,,861,11,12,21,2023-11-12T19:00:00+08:00,16,12,237,481
,,,,,,,,,862,11,12,22,2023-11-12T20:00:00+08:00,16,12,237,481
,,,,,,,,,863,11,12,23,2023-11-12T21:00:00+08:00,16,12,237,481
,,,,,,,,,864,11,12,24,2023-11-12T22:00:00+08:00,16,12,237,481
,,,,,,,,,865,11,13,1,2023-11-12T23:00:00+08:00,12,9,178,361
,,,,,,,,,866,11,13,2,2023-11-13T00:00:00+08:00,12,9,178,361
,,,,,,,,,867,11,13,3,2023-11-13T01:00:00+08:00,12,9,178,361
,,,,,,,,,868,11,13,4,2023-11-13T02:00:00+08:00,12,9,178,361
,,,,,,,,,869,11,13,5,2023-11-13T03:00:00+08:00,12,9,178,361
,,,,,,,,,870,11,13,6,2023-11-13T04:00:00+08:00,12,9,178,361
,,,,,,,,,871,11,13,7,2023-11-13T05:00:00+08:00,20,15,297,602
,,,,,,,,,872,11,13,8,2023-11-13T06:00:00+08:00,20,15,297,602
,,,,,,,,,873,11,13,9,2023-11-13T07:00:00+08:00,20,15,297,602
,,,,,,,,,874,11,13,10,2023-11-13T08:00:00+08:00,20,15,297,602
,,,,,,,,,875,11,13,11,2023-11-13T09:00:00+08:00,20,15,297,602
,,,,,,,,,876,11,13,12,2023-11-13T10:00:00+08:00,20,15,297,602
,,,,,,,,,877,11,13,13,2023-11-13T11:00:00+08:00,20,15,297,602
,,,,,,,,,878,11,13,14,2023-11-13T12:00:00+08:00,20,15,297,602
,,,,,,,,,879,11,13,15,2023-11-13T13:00:00+08:00,20,15,297,602
,,,,,,,,,880,11,13,16,2023-11-13T14:00:00+08:00,20,15,297,602
,,,,,,,,,881,11,13,17,2023-11-13T15:00:00+08:00,20,15,297,602
,,,,,,,,,882,11,13,18,2023-11-13T16:00:00+08:00,20,15,297,602
,,,,,,,,,883,11,13,19,2023-11-13T17:00:00+08:00,16,12,237,481
,,,,,,,,,884,11,13,20,2023-11-13T18:00:00+08:00,16,12,237,481
,,,,,,,,,885,11,13,21,2023-11-13T19:00:00+08:00,16,12,237,481
,,,,,,,,,886,11,13,22,2023-11-13T20:00:00+08:00,16,12,237,481
,,,,,,,,,887,11,13,23,2023-11-13T21:00:00+08:00,16,12,237,481
,,,,,,,,,888,11,13,24,2023-11-13T22:00:00+08:00,16,12,237,481
,,,,,,,,,889,11,14,1,2023-11-13T23:00:00+08:00,12,9,178,361
,,,,,,,,,890,11,14,2,2023-11-14T00:00:00+08:00,12,9,178,361
,,,,,,,,,891,11,14,3,2023-11-14T01:00:00+08:00,12,9,178,361
,,,,,,,,,892,11,14,4,2023-11-14T02:00:00+08:00,12,9,178,361
,,,,,,,,,893,11,14,5,2023-11-14T03:00:00+08:00,12,9,178,361
,,,,,,,,,894,11,14,6,2023-11-14T04:00:00+08:00,12,9,178,361
,,,,,,,,,895,11,14,7,2023-11-14T05:00:00+08:00,20,15,297,602
,,,,,,,,,896,11,14,8,2023-11-14T06:00:00+08:00,20,15,297,602
,,,,,,,,,897,11,14,9,2023-11-14T07:00:00+08:00,20,15,297,602
,,,,,,,,,898,11,14,10,2023-11-14T08:00:00+08:00,20,15,297,602
,,,,,,,,,899,11,14,11,2023-11-14T09:00:00+08:00,20,15,297,602
,,,,,,,,,900,11,14,12,2023-11-14T10:00:00+08:00,20,15,297,602
,,,,,,,,,901,11,14,13,2023-11-14T11:00:00+08:00,20,15,297,602
,,,,,,,,,902,11,14,14,2023-11-14T12:00:00+08:00,20,15,297,602
,,,,,,,,,903,11,14,15,2023-11-14T13:00:00+08:00,20,15,297,602
,,,,,,,,,904,11,14,16,2023-11-14T14:00:00+08:00,20,15,297,602
,,,,,,,,,905,11,14,17,2023-11-14T15:00:00+08:00,20,15,297,602
,,,,,,,,,906,11,14,18,2023-11-14T16:00:00+08:00,20,15,297,602
,,,,,,,,,907,11,14,19,2023-11-14T17:00:00+08:00,16,12,237,481
,,,,,,,,,908,11,14,20,2023-11-14T18:00:00+08:00,16,12,237,481
,,,,,,,,,909,11,14,21,2023-11-14T19:00:00+08:00,16,12,237,481
,,,,,,,,,910,11,14,22,2023-11-14T20:00:00+08:00,16,12,237,481
,,,,,,,,,911,11,14,23,2023-11-14T21:00:00+08:00,16,12,237,481
,,,,,,,,,912,11,14,24,2023-11-14T22:00:00+08:00,16,12,237,481
,,,,,,,,,913,11,15,1,2023-11-14T23:00:00+08:00,12,9,178,361
,,,,,,,,,914,11,15,2,2023-11-15T00:00:00+08:00,12,9,178,361
,,,,,,,,,915,11,15,3,2023-11-15T01:00:00+08:00,12,9,178,361
,,,,,,,,,916,11,15,4,2023-11-15T02:00:00+08:00,12,9,178,361
,,,,,,,,,917,11,15,5,2023-11-15T03:00:00+08:00,12,9,178,361
,,,,,,,,,918,11,15,6,2023-11-15T04:00:00+08:00,12,9,178,361
,,,,,,,,,919,11,15,7,2023-11-15T05:00:00+08:00,20,15,297,602
,,,,,,,,,920,11,15,8,2023-11-15T06:00:00+08:00,20,15,297,602
,,,,,,,,,921,11,15,9,2023-11-15T07:00:00+08:00,20,15,297,602
,,,,,,,,,922,11,15,10,2023-11-15T08:00:00+08:00,20,15,297,602
,,,,,,,,,923,11,15,11,2023-11-15T09:00:00+08:00,20,15,297,602
,,,,,,,,,924,11,15,12,2023-11-15T10:00:00+08:00,20,15,297,602
,,,,,,,,,925,11,15,13,2023-11-15T11:00:00+08:00,20,15,297,602
,,,,,,,,,926,11,15,14,2023-11-15T12:00:00+08:00,20,15,297,602
,,,,,,,,,927,11,15,15,2023-11-15T13:00:00+08:00,20,15,297,602
,,,,,,,,,928,11,15,16,2023-11-15T14:00:00+08:00,20,15,297,602
,,,,,,,,,929,11,15,17,2023-11-15T15:00:00+08:00,20,15,297,602
,,,,,,,,,930,11,15,18,2023-11-15T16:00:00+08:00,20,15,297,602
,,,,,,,,,931,11,15,19,2023-11-15T17:00:00+08:00,16,12,237,481
,,,,,,,,,932,11,15,20,2023-11-15T18:00:00+08:00,16,12,237,481
,,,,,,,,,933,11,15,21,2023-11-15T19:00:00+08:00,16,12,237,481
,,,,,,,,,934,11,15,22,2023-11-15T20:00:00+08:00,16,12,237,481
,,,,,,,,,935,11,15,23,2023-11-15T21:00:00+08:00,16,12,237,481
,,,,,,,,,936,11,15,24,2023-11-15T22:00:00+08:00,16,12,237,481
,,,,,,,,,937,11,16,1,2023-11-15T23:00:00+08:00,12,9,178,361
,,,,,,,,,938,11,16,2,2023-11-16T00:00:00+08:00,12,9,178,361
,,,,,,,,,939,11,16,3,2023-11-16T01:00:00+08:00,12,9,178,361
,,,,,,,,,940,11,16,4,2023-11-16T02:00:00+08:00,12,9,178,361
,,,,,,,,,941,11,16,5,2023-11-16T03:00:00+08:00,12,9,178,361
,,,,,,,,,942,11,16,6,2023-11-16T04:00:00+08:00,12,9,178,361
,,,,,,,,,943,11,16,7,2023-11-16T05:00:00+08:00,20,15,297,602
,,,,,,,,,944,11,16,8,2023-11-16T06:00:00+08:00,20,15,297,602
,,,,,,,,,945,11,16,9,2023-11-16T07:00:00+08:00,20,15,297,602
,,,,,,,,,946,11,16,10,2023-11-16T08:00:00+08:00,20,15,297,602
,,,,,,,,,947,11,16,11,2023-11-16T09:00:00+08:00,20,15,297,602
,,,,,,,,,948,11,16,12,2023-11-16T10:00:00+08:00,20,15,297,602
,,,,,,,,,949,11,16,13,2023-11-16T11:00:00+08:00,20,15,297,602
,,,,,,,,,950,11,16,14,2023-11-16T12:00:00+08:00,20,15,297,602
,,,,,,,,,951,11,16,15,2023-11-16T13:00:00+08:00,20,15,297,602
,,,,,,,,,952,11,16,16,2023-11-16T14:00:00+08:00,20,15,297,602
,,,,,,,,,953,11,16,17,2023-11-16T15:00:00+08:00,20,15,297,602
,,,,,,,,,954,11,16,18,2023-11-16T16:00:00+08:00,20,15,297,602
,,,,,,,,,955,11,16,19,2023-11-16T17:00:00+08:00,16,12,237,481
,,,,,,,,,956,11,16,20,2023-11-16T18:00:00+08:00,16,12,237,481
,,,,,,,,,957,11,16,21,2023-11-16T19:00:00+08:00,16,12,237,481
,,,,,,,,,958,11,16,22,2023-11-16T20:00:00+08:00,16,12,237,481
,,,,,,,,,959,11,16,23,2023-11-16T21:00:00+08:00,16,12,237,481
,,,,,,,,,960,11,16,24,2023-11-16T22:00:00+08:00,16,12,237,481
,,,,,,,,,961,11,17,1,2023-11-16T23:00:00+08:00,12,9,178,361
,,,,,,,,,962,11,17,2,2023-11-17T00:00:00+08:00,12,9,178,361
,,,,,,,,,963,11,17,3,2023-11-17T01:00:00+08:00,12,9,178,361
,,,,,,,,,964,11,17,4,2023-11-17T02:00:00+08:00,12,9,178,361
,,,,,,,,,965,11,17,5,2023-11-17T03:00:00+08:00,12,9,178,361
,,,,,,,,,966,11,17,6,2023-11-17T04:00:00+08:00,12,9,178,361
,,,,,,,,,967,11,17,7,2023-11-17T05:00:00+08:00,20,15,297,602
