Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,16,12,237,481
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,16,12,237,481
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,16,12,237,481
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,16,12,237,481
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,16,12,237,481
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,12,9,178,361
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,12,9,178,361
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,12,9,178,361
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,12,9,178,361
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,12,9,178,361
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,12,9,178,361
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,20,15,297,602
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,20,15,297,602
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,20,15,297,602
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,20,15,297,602
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,20,15,297,602
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,20,15,297,602
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,20,15,297,602
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,20,15,297,602
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,20,15,297,602
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,20,15,297,602
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,20,15,297,602
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,20,15,297,602
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,16,12,237,481
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,16,12,237,481
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,16,12,237,481
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,16,12,237,481
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,16,12,237,481
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,16,12,237,481
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,12,9,178,361
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,12,9,178,361
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,12,9,178,361
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,12,9,178,361
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,12,9,178,361
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,12,9,178,361
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,20,15,297,602
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,20,15,297,602
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,20,15,297,602
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,20,15,297,602
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,20,15,297,602
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,20,15,297,602
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,20,15,297,602
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,20,15,297,602
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,20,15,297,602
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,20,15,297,602
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,20,15,297,602
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,20,15,297,602
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,16,12,237,481
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,16,12,237,481
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,16,12,237,481
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,16,12,237,481
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,16,12,237,481
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,16,12,237,481
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,12,9,178,361
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,12,9,178,361
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,12,9,178,361
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,12,9,178,361
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,12,9,178,361
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,12,9,178,361
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,20,15,297,602
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,20,15,297,602
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,20,15,297,602
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,20,15,297,602
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,20,15,297,602
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,20,15,297,602
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,20,15,297,602
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,20,15,297,602
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,20,15,297,602
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,20,15,297,602
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,20,15,297,602
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,20,15,297,602
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,16,12,237,481
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,16,12,237,481
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,16,12,237,481
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,16,12,237,481
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,16,12,237,481
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,16,12,237,481
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,12,9,178,361
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,12,9,178,361
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,12,9,178,361
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,12,9,178,361
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,12,9,178,361
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,12,9,178,361
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,20,15,297,602
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,20,15,297,602
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,20,15,297,602
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,20,15,297,602
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,20,15,297,602
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,20,15,297,602
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,20,15,297,602
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,20,15,297,602
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,20,15,297,602
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,20,15,297,602
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,20,15,297,602
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,20,15,297,602
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,16,12,237,481
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,16,12,237,481
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,16,12,237,481
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,16,12,237,481
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,16,12,237,481
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,16,12,237,481
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,12,9,178,361
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,12,9,178,361
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,12,9,178,361
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,12,9,178,361
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,12,9,178,361
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,12,9,178,361
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,20,15,297,602
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,20,15,297,602
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,20,15,297,602
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,20,15,297,602
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,20,15,297,602
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,20,15,297,602
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,20,15,297,602
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,20,15,297,602
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,20,15,297,602
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,20,15,297,602
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,20,15,297,602
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,20,15,297,602
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,16,12,237,481
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,16,12,237,481
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,16,12,237,481
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,16,12,237,481
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,16,12,237,481
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,16,12,237,481
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,12,9,178,361
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,12,9,178,361
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,12,9,178,361
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,12,9,178,361
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,12,9,178,361
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,12,9,178,361
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,20,15,297,602
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,20,15,297,602
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,20,15,297,602
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,20,15,297,602
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,20,15,297,602
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,20,15,297,602
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,20,15,297,602
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,20,15,297,602
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,20,15,297,602
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,20,15,297,602
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,20,15,297,602
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,20,15,297,602
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,16,12,237,481
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,16,12,237,481
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,16,12,237,481
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,16,12,237,481
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,16,12,237,481
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,16,12,237,481
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,12,9,178,361
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,12,9,178,361
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,12,9,178,361
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,12,9,178,361
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,12,9,178,361
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,12,9,178,361
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,20,15,297,602
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,20,15,297,602
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,20,15,297,602
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,20,15,297,602
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,20,15,297,602
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,20,15,297,602
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,20,15,297,602
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,20,15,297,602
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,20,15,297,602
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,20,15,297,602
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,20,15,297,602
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,20,15,297,602
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,16,12,237,481
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,16,12,237,481
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,16,12,237,481
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,16,12,237,481
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,16,12,237,481
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,16,12,237,481
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,12,9,178,361
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,12,9,178,361
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,12,9,178,361
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,12,9,178,361
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,12,9,178,361
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,12,9,178,361
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,20,15,297,602
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,20,15,297,602
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,20,15,297,602
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,20,15,297,602
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,20,15,297,602
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,20,15,297,602
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,20,15,297,602
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,20,15,297,602
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,20,15,297,602
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,20,15,297,602
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,20,15,297,602
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,20,15,297,602
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,16,12,237,481
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,16,12,237,481
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,16,12,237,481
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,16,12,237,481
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,16,12,237,481
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,16,12,237,481
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,12,9,178,361
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,12,9,178,361
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,12,9,178,361
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,12,9,178,361
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,12,9,178,361
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,12,9,178,361
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,20,15,297,602
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,20,15,297,602
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,20,15,297,602
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,20,15,297,602
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,20,15,297,602
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,20,15,297,602
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,20,15,297,602
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,20,15,297,602
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,20,15,297,602
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,20,15,297,602
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,20,15,297,602
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,20,15,297,602
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,16,12,237,481
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,16,12,237,481
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,16,12,237,481
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,16,12,237,481
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,16,12,237,481
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,16,12,237,481
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,12,9,178,361
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,12,9,178,361
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,12,9,178,361
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,12,9,178,361
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,12,9,178,361
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,12,9,178,361
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,20,15,297,602
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,20,15,297,602
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,20,15,297,602
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,20,15,297,602
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,20,15,297,602
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,20,15,297,602
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,20,15,297,602
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,20,15,297,602
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,20,15,297,602
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,20,15,297,602
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,20,15,297,602
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,20,15,297,602
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,16,12,237,481
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,16,12,237,481
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,16,12,237,481
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,16,12,237,481
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,16,12,237,481
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,16,12,237,481
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,12,9,178,361
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,12,9,178,361
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,12,9,178,361
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,12,9,178,361
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,12,9,178,361
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,12,9,178,361
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,20,15,297,602
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,20,15,297,602
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,20,15,297,602
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,20,15,297,602
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,20,15,297,602
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,20,15,297,602
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,20,15,297,602
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,20,15,297,602
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,20,15,297,602
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,20,15,297,602
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,20,15,297,602
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,20,15,297,602
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,16,12,237,481
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,16,12,237,481
,,,,,,,,,573,11,7,21,2023-11-07T19:00:00+08:00,16,12,237,481
,,,,,,,,,574,11,7,22,2023-11-07T20:00:00+08:00,16,12,237,481
,,,,,,,,,575,11,7,23,2023-11-07T21:00:00+08:00,16,12,237,481
,,,,,,,,,576,11,7,24,2023-11-07T22:00:00+08:00,16,12,237,481
,,,,,,,,,577,11,8,1,2023-11-07T23:00:00+08:00,12,9,178,361
,,,,,,,,,578,11,8,2,2023-11-08T00:00:00+08:00,12,9,178,361
,,,,,,,,,579,11,8,3,2023-11-08T01:00:00+08:00,12,9,178,361
,,,,,,,,,580,11,8,4,2023-11-08T02:00:00+08:00,12,9,178,361
,,,,,,,,,581,11,8,5,2023-11-08T03:00:00+08:00,12,9,178,361
,,,,,,,,,582,11,8,6,2023-11-08T04:00:00+08:00,12,9,178,361
,,,,,,,,,583,11,8,7,2023-11-08T05:00:00+08:00,20,15,297,602
,,,,,,,,,584,11,8,8,2023-11-08T06:00:00+08:00,20,15,297,602
,,,,,,,,,585,11,8,9,2023-11-08T07:00:00+08:00,20,15,297,602
,,,,,,,,,586,11,8,10,2023-11-08T08:00:00+08:00,20,15,297,602
,,,,,,,,,587,11,8,11,2023-11-08T09:00:00+08:00,20,15,297,602
,,,,,,,,,588,11,8,12,2023-11-08T10:00:00+08:00,20,15,297,602
,,,,,,,,,589,11,8,13,2023-11-08T11:00:00+08:00,20,15,297,602
,,,,,,,,,590,11,8,14,2023-11-08T12:00:00+08:00,20,15,297,602
,,,,,,,,,591,11,8,15,2023-11-08T13:00:00+08:00,20,15,297,602
,,,,,,,,,592,11,8,16,2023-11-08T14:00:00+08:00,20,15,297,602
,,,,,,,,,593,11,8,17,2023-11-08T15:00:00+08:00,20,15,297,602
,,,,,,,,,594,11,8,18,2023-11-08T16:00:00+08:00,20,15,297,602
,,,,,,,,,595,11,8,19,2023-11-08T17:00:00+08:00,16,12,237,481
,,,,,,,,,596,11,8,20,2023-11-08T18:00:00+08:00,16,12,237,481
,,,,,,,,,597,11,8,21,2023-11-08T19:00:00+08:00,16,12,237,481
,,,,,,,,,598,11,8,22,2023-11-08T20:00:00+08:00,16,12,237,481
,,,,,,,,,599,11,8,23,2023-11-08T21:00:00+08:00,16,12,237,481
,,,,,,,,,600,11,8,24,2023-11-08T22:00:00+08:00,16,12,237,481
,,,,,,,,,601,11,9,1,2023-11-08T23:00:00+08:00,12,9,178,361
,,,,,,,,,602,11,9,2,2023-11-09T00:00:00+08:00,12,9,178,361
,,,,,,,,,603,11,9,3,2023-11-09T01:00:00+08:00,12,9,178,361
,,,,,,,,,604,11,9,4,2023-11-09T02:00:00+08:00,12,9,178,361
,,,,,,,,,605,11,9,5,2023-11-09T03:00:00+08:00,12,9,178,361
,,,,,,,,,606,11,9,6,2023-11-09T04:00:00+08:00,12,9,178,361
,,,,,,,,,607,11,9,7,2023-11-09T05:00:00+08:00,20,15,297,602
,,,,,,,,,608,11,9,8,2023-11-09T06:00:00+08:00,20,15,297,602
,,,,,,,,,609,11,9,9,2023-11-09T07:00:00+08:00,20,15,297,602
,,,,,,,,,610,11,9,10,2023-11-09T08:00:00+08:00,20,15,297,602
,,,,,,,,,611,11,9,11,2023-11-09T09:00:00+08:00,20,15,297,602
,,,,,,,,,612,11,9,12,2023-11-09T10:00:00+08:00,20,15,297,602
,,,,,,,,,613,11,9,13,2023-11-09T11:00:00+08:00,20,15,297,602
,,,,,,,,,614,11,9,14,2023-11-09T12:00:00+08:00,20,15,297,602
,,,,,,,,,615,11,9,15,2023-11-09T13:00:00+08:00,20,15,297,602
,,,,,,,,,616,11,9,16,2023-11-09T14:00:00+08:00,20,15,297,602
,,,,,,,,,617,11,9,17,2023-11-09T15:00:00+08:00,20,15,297,602
,,,,,,,,,618,11,9,18,2023-11-09T16:00:00+08:00,20,15,297,602
,,,,,,,,,619,11,9,19,2023-11-09T17:00:00+08:00,16,12,237,481
,,,,,,,,,620,11,9,20,2023-11-09T18:00:00+08:00,16,12,237,481
,,,,,,,,,621,11,9,21,2023-11-09T19:00:00+08:00,16,12,237,481
,,,,,,,,,622,11,9,22,2023-11-09T20:00:00+08:00,16,12,237,481
,,,,,,,,,623,11,9,23,2023-11-09T21:00:00+08:00,16,12,237,481
,,,,,,,,,624,11,9,24,2023-11-09T22:00:00+08:00,16,12,237,481
,,,,,,,,,625,11,10,1,2023-11-09T23:00:00+08:00,12,9,178,361
,,,,,,,,,626,11,10,2,2023-11-10T00:00:00+08:00,12,9,178,361
,,,,,,,,,627,11,10,3,2023-11-10T01:00:00+08:00,12,9,178,361
,,,,,,,,,628,11,10,4,2023-11-10T02:00:00+08:00,12,9,178,361
,,,,,,,,,629,11,10,5,2023-11-10T03:00:00+08:00,12,9,178,361
,,,,,,,,,630,11,10,6,2023-11-10T04:00:00+08:00,12,9,178,361
,,,,,,,,,631,11,10,7,2023-11-10T05:00:00+08:00,20,15,297,602
,,,,,,,,,632,11,10,8,2023-11-10T06:00:00+08:00,20,15,297,602
,,,,,,,,,633,11,10,9,2023-11-10T07:00:00+08:00,20,15,297,602
,,,,,,,,,634,11,10,10,2023-11-10T08:00:00+08:00,20,15,297,602
,,,,,,,,,635,11,10,11,2023-11-10T09:00:00+08:00,20,15,297,602
,,,,,,,,,636,11,10,12,2023-11-10T10:00:00+08:00,20,15,297,602
,,,,,,,,,637,11,10,13,2023-11-10T11:00:00+08:00,20,15,297,602
