Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,2000.0,1.807075477062889e-13,5.414431091478991e-10,7.973491656731762e-14
2,1,1800.0,2.0113458962944178e-13,5.958151270913191e-10,8.774194120401136e-14
3,1,1100.0,3.5701042703427114e-13,9.887921863398433e-10,1.4561319767149705e-13
4,1,400.0,1.577687833364329e-12,2.9990672820514463e-9,4.4165374990269544e-13
