ID,Resource,Zone,Village,technology,Total_MW,Start_MW,Change_in_MW,Electricity_GWh
1,pltd_bel1,1,1,diesel,0.13786874499581583,0.2773,-0.13943125500418416,0.5043082987244563
2,plts_bel1,1,1,solar,0.45301764279629225,0.0,0.45301764279629225,0.6352630334448947
3,batt_bel1,1,1,battery,0.19279615385587695,0.0,0.19279615385587695,0.12504658045422518
4,pltd_bel2,1,2,diesel,0.4530268507803449,0.846,-0.3929731492196551,1.622075536615864
5,plts_bel2,1,2,solar,1.345968489972626,0.0,1.345968489972626,1.8456066935305089
6,batt_bel2,1,2,battery,0.5080704864116269,0.0,0.5080704864116269,0.33041452058425214
7,pltd_bel3,1,3,diesel,0.4508821885838354,0.842,-0.3911178114161646,1.6143953620823566
8,plts_bel3,1,3,solar,1.3395979528325095,0.0,1.3395979528325095,1.836870375692189
9,batt_bel3,1,3,battery,0.5056661081970997,0.0,0.5056661081970997,0.32885090169465375
10,pltd_bel4,1,4,diesel,0.2083671074658305,0.3891,-0.1807328925341695,0.746062065812382
11,plts_bel4,1,4,solar,0.6190660903380447,0.0,0.6190660903380447,0.8488696520489677
12,batt_bel4,1,4,battery,0.23368058054550658,0.0,0.23368058054550658,0.15196998631267694
13,pltd_bel5,1,5,diesel,0.23459714193455397,0.4381,-0.20350285806544602,0.839982026680044
14,plts_bel5,1,5,solar,0.6970021057304913,0.0,0.6970021057304913,0.9557370970710432
15,batt_bel5,1,5,battery,0.2631017627307571,0.0,0.2631017627307571,0.17110350683628275
16,pltd_bel6,1,6,diesel,0.19148302355180266,0.3851,-0.19361697644819734,0.7004255249321613
17,plts_bel6,1,6,solar,0.6291934125933997,0.0,0.6291934125933997,0.8823123214715208
18,batt_bel6,1,6,battery,0.2677757717339843,0.0,0.2677757717339843,0.1736780360540502
19,pltd_bel7,1,7,diesel,0.19203207061699812,0.3586,-0.16656792938300186,0.6875769820141149
20,plts_bel7,1,7,solar,0.5705442216233365,0.0,0.5705442216233365,0.7823359950660279
21,batt_bel7,1,7,battery,0.21536909668055423,0.0,0.21536909668055423,0.14006142774902633
22,pltd_bel8,1,8,diesel,0.37272183435280687,0.7089,-0.3361781656471931,1.3444718772750963
23,plts_bel8,1,8,solar,1.1299523412004924,0.0,1.1299523412004924,1.5627359653417008
24,batt_bel8,1,8,battery,0.44020212756436217,0.0,0.44020212756436217,0.2850094057434332
25,pltd_bel9,1,9,diesel,0.36589271421563374,0.6833,-0.3174072857843663,1.3003191738599051
26,plts_bel9,1,9,solar,1.0989477693859009,0.0,1.0989477693859009,1.5006874123927945
27,batt_bel9,1,9,battery,0.4060401122225458,0.0,0.4060401122225458,0.2673765260238379
28,pltd_bel10,1,10,diesel,0.21249081303780437,0.3968,-0.18430918696219561,0.7608281382730946
29,plts_bel10,1,10,solar,0.6313210124609105,0.0,0.6313210124609105,0.8656737918542798
30,batt_bel10,1,10,battery,0.23830766592911412,0.0,0.23830766592911412,0.15497912884115556
31,pltd_bel11,1,11,diesel,0.3535444310746617,0.6602,-0.3066555689253383,1.2658775344961288
32,plts_bel11,1,11,solar,1.0504074584226488,0.0,1.0504074584226488,1.4403296354087132
33,batt_bel11,1,11,battery,0.39650563835703306,0.0,0.39650563835703306,0.2578603889085373
34,pltd_bel12,1,12,diesel,0.15210910573797073,0.284,-0.13189089426202924,0.5446305043960562
35,plts_bel12,1,12,solar,0.45192310969200983,0.0,0.45192310969200983,0.6196816166033099
36,batt_bel12,1,12,battery,0.1705891999216189,0.0,0.1705891999216189,0.11093965229586332
37,pltd_bel13,1,13,diesel,0.05180313583266489,0.2672,-0.2153968641673351,0.09631623582710488
38,plts_bel13,1,13,solar,1.1920950575087288,0.0,1.1920950575087288,1.7266886547151719
39,batt_bel13,1,13,battery,1.1652028192850987,0.0,1.1652028192850987,0.7378050818352974
40,pltd_bel14,1,14,diesel,0.10217531227804258,0.2055,-0.10332468772195741,0.37374751639712783
41,plts_bel14,1,14,solar,0.3357375297784233,0.0,0.3357375297784233,0.4708016114827682
42,batt_bel14,1,14,battery,0.14288484055132988,0.0,0.14288484055132988,0.0926744323866191
43,pltd_bel15,1,15,diesel,0.03391494958424821,0.1749,-0.1409850504157518,0.06305760235851153
44,plts_bel15,1,15,solar,0.780450387386913,0.0,0.780450387386913,1.1304428687508687
45,batt_bel15,1,15,battery,0.7628441460034947,0.0,0.7628441460034947,0.4830321551177633
46,pltd_bel16,1,16,diesel,0.2628086457133273,0.4908,-0.22799135428667272,0.9409927776017092
47,plts_bel16,1,16,solar,0.7808186170221276,0.0,0.7808186170221276,1.0706667408382597
48,batt_bel16,1,16,battery,0.29473982336607063,0.0,0.29473982336607063,0.19167877387981333
49,pltd_bel17,1,17,diesel,0.043505775000666366,0.2234,-0.1798942249993336,0.08181006882006708
50,plts_bel17,1,17,solar,1.0110917159013046,0.0,1.0110917159013046,1.4425705303954757
51,batt_bel17,1,17,battery,0.9723159941613332,0.0,0.9723159941613332,0.6172305522488434
52,pltd_bel18,1,18,diesel,0.06819462791228958,0.1297,-0.061505372087710425,0.24598962392230034
53,plts_bel18,1,18,solar,0.20674106763702793,0.0,0.20674106763702793,0.28592486055463884
54,batt_bel18,1,18,battery,0.08054157203598063,0.0,0.08054157203598063,0.05214674072999667
55,pltd_bel19,1,19,diesel,0.1087189429240554,0.203,-0.09428105707594461,0.38927233089502383
56,plts_bel19,1,19,solar,0.3230150202562709,0.0,0.3230150202562709,0.44292114395523735
57,batt_bel19,1,19,battery,0.12193191615927577,0.0,0.12193191615927577,0.0792962521794835
58,pltd_bel20,1,20,diesel,0.024530726486019862,0.0444,-0.01986927351398014,0.08687645518341773
59,plts_bel20,1,20,solar,0.0701470589685849,0.0,0.0701470589685849,0.09475587554085578
60,batt_bel20,1,20,battery,0.024944388567606262,0.0,0.024944388567606262,0.016152995106515904
61,pltd_bel21,1,21,diesel,0.09198665081073991,0.1664,-0.07441334918926008,0.3257804959204021
62,plts_bel21,1,21,solar,0.26305590498074727,0.0,0.26305590498074727,0.3553398636844767
63,batt_bel21,1,21,battery,0.09354782243092959,0.0,0.09354782243092959,0.06057811785709217
