Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1
,,,,,,,,,83,6,14,11,2023-06-14T09:40:00+08:00,254
,,,,,,,,,84,6,14,12,2023-06-14T10:40:00+08:00,266
,,,,,,,,,85,6,14,13,2023-06-14T11:40:00+08:00,269
,,,,,,,,,86,6,14,14,2023-06-14T12:40:00+08:00,262
,,,,,,,,,87,6,14,15,2023-06-14T13:40:00+08:00,266
,,,,,,,,,88,6,14,16,2023-06-14T14:40:00+08:00,279
,,,,,,,,,89,6,14,17,2023-06-14T15:40:00+08:00,283
,,,,,,,,,90,6,14,18,2023-06-14T16:40:00+08:00,283
,,,,,,,,,91,6,14,19,2023-06-14T17:40:00+08:00,267
,,,,,,,,,92,6,14,20,2023-06-14T18:40:00+08:00,257
,,,,,,,,,93,6,14,21,2023-06-14T19:40:00+08:00,272
,,,,,,,,,94,6,14,22,2023-06-14T20:40:00+08:00,269
,,,,,,,,,95,6,14,23,2023-06-14T21:40:00+08:00,265
,,,,,,,,,96,6,14,24,2023-06-14T22:40:00+08:00,253
,,,,,,,,,97,6,15,1,2023-06-14T23:40:00+08:00,244
,,,,,,,,,98,6,15,2,2023-06-15T00:40:00+08:00,229
,,,,,,,,,99,6,15,3,2023-06-15T01:40:00+08:00,221
,,,,,,,,,100,6,15,4,2023-06-15T02:40:00+08:00,214
,,,,,,,,,101,6,15,5,2023-06-15T03:40:00+08:00,209
,,,,,,,,,102,6,15,6,2023-06-15T04:40:00+08:00,206
,,,,,,,,,103,6,15,7,2023-06-15T05:40:00+08:00,206
,,,,,,,,,104,6,15,8,2023-06-15T06:40:00+08:00,217
,,,,,,,,,105,6,15,9,2023-06-15T07:40:00+08:00,214
,,,,,,,,,106,6,15,10,2023-06-15T08:40:00+08:00,236
,,,,,,,,,107,6,15,11,2023-06-15T09:40:00+08:00,252
,,,,,,,,,108,6,15,12,2023-06-15T10:40:00+08:00,261
,,,,,,,,,109,6,15,13,2023-06-15T11:40:00+08:00,269
,,,,,,,,,110,6,15,14,2023-06-15T12:40:00+08:00,262
,,,,,,,,,111,6,15,15,2023-06-15T13:40:00+08:00,266
,,,,,,,,,112,6,15,16,2023-06-15T14:40:00+08:00,279
,,,,,,,,,113,6,15,17,2023-06-15T15:40:00+08:00,280
,,,,,,,,,114,6,15,18,2023-06-15T16:40:00+08:00,281
,,,,,,,,,115,6,15,19,2023-06-15T17:40:00+08:00,269
,,,,,,,,,116,6,15,20,2023-06-15T18:40:00+08:00,257
,,,,,,,,,117,6,15,21,2023-06-15T19:40:00+08:00,275
,,,,,,,,,118,6,15,22,2023-06-15T20:40:00+08:00,277
,,,,,,,,,119,6,15,23,2023-06-15T21:40:00+08:00,271
,,,,,,,,,120,6,15,24,2023-06-15T22:40:00+08:00,263
