Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5
,,,,,,,,,930,11,15,18,2023-11-15T16:00:00+08:00,824,904,438,1405,262
,,,,,,,,,931,11,15,19,2023-11-15T17:00:00+08:00,809,888,430,1379,258
,,,,,,,,,932,11,15,20,2023-11-15T18:00:00+08:00,759,833,404,1294,242
,,,,,,,,,933,11,15,21,2023-11-15T19:00:00+08:00,780,856,415,1330,248
,,,,,,,,,934,11,15,22,2023-11-15T20:00:00+08:00,794,871,422,1354,253
,,,,,,,,,935,11,15,23,2023-11-15T21:00:00+08:00,783,860,416,1336,249
,,,,,,,,,936,11,15,24,2023-11-15T22:00:00+08:00,764,839,406,1303,243
,,,,,,,,,937,11,16,1,2023-11-15T23:00:00+08:00,746,818,396,1271,237
,,,,,,,,,938,11,16,2,2023-11-16T00:00:00+08:00,704,772,374,1200,224
,,,,,,,,,939,11,16,3,2023-11-16T01:00:00+08:00,669,735,356,1141,213
,,,,,,,,,940,11,16,4,2023-11-16T02:00:00+08:00,645,708,343,1100,205
,,,,,,,,,941,11,16,5,2023-11-16T03:00:00+08:00,628,689,334,1071,200
,,,,,,,,,942,11,16,6,2023-11-16T04:00:00+08:00,611,671,325,1042,195
,,,,,,,,,943,11,16,7,2023-11-16T05:00:00+08:00,609,668,323,1038,194
,,,,,,,,,944,11,16,8,2023-11-16T06:00:00+08:00,627,688,333,1068,200
,,,,,,,,,945,11,16,9,2023-11-16T07:00:00+08:00,622,683,331,1060,198
,,,,,,,,,946,11,16,10,2023-11-16T08:00:00+08:00,642,705,341,1095,204
,,,,,,,,,947,11,16,11,2023-11-16T09:00:00+08:00,715,785,380,1220,228
,,,,,,,,,948,11,16,12,2023-11-16T10:00:00+08:00,754,827,401,1285,240
,,,,,,,,,949,11,16,13,2023-11-16T11:00:00+08:00,777,853,413,1325,247
,,,,,,,,,950,11,16,14,2023-11-16T12:00:00+08:00,774,849,411,1319,246
,,,,,,,,,951,11,16,15,2023-11-16T13:00:00+08:00,764,839,406,1303,243
,,,,,,,,,952,11,16,16,2023-11-16T14:00:00+08:00,800,878,425,1364,255
,,,,,,,,,953,11,16,17,2023-11-16T15:00:00+08:00,830,911,441,1415,264
,,,,,,,,,954,11,16,18,2023-11-16T16:00:00+08:00,832,913,442,1418,265
,,,,,,,,,955,11,16,19,2023-11-16T17:00:00+08:00,814,893,432,1387,259
,,,,,,,,,956,11,16,20,2023-11-16T18:00:00+08:00,770,845,409,1312,245
,,,,,,,,,957,11,16,21,2023-11-16T19:00:00+08:00,785,861,417,1338,250
,,,,,,,,,958,11,16,22,2023-11-16T20:00:00+08:00,803,881,427,1369,256
,,,,,,,,,959,11,16,23,2023-11-16T21:00:00+08:00,791,868,420,1348,252
,,,,,,,,,960,11,16,24,2023-11-16T22:00:00+08:00,768,843,408,1309,244
,,,,,,,,,961,11,17,1,2023-11-16T23:00:00+08:00,749,822,398,1277,238
,,,,,,,,,962,11,17,2,2023-11-17T00:00:00+08:00,716,785,380,1220,228
,,,,,,,,,963,11,17,3,2023-11-17T01:00:00+08:00,679,746,361,1158,216
,,,,,,,,,964,11,17,4,2023-11-17T02:00:00+08:00,658,722,350,1122,210
,,,,,,,,,965,11,17,5,2023-11-17T03:00:00+08:00,637,699,339,1086,203
,,,,,,,,,966,11,17,6,2023-11-17T04:00:00+08:00,622,683,331,1060,198
,,,,,,,,,967,11,17,7,2023-11-17T05:00:00+08:00,615,675,327,1049,196
,,,,,,,,,968,11,17,8,2023-11-17T06:00:00+08:00,611,670,324,1041,194
,,,,,,,,,969,11,17,9,2023-11-17T07:00:00+08:00,618,678,328,1053,197
,,,,,,,,,970,11,17,10,2023-11-17T08:00:00+08:00,632,694,336,1078,201
,,,,,,,,,971,11,17,11,2023-11-17T09:00:00+08:00,700,768,372,1194,223
,,,,,,,,,972,11,17,12,2023-11-17T10:00:00+08:00,734,805,390,1251,234
,,,,,,,,,973,11,17,13,2023-11-17T11:00:00+08:00,762,837,405,1300,243
,,,,,,,,,974,11,17,14,2023-11-17T12:00:00+08:00,763,837,405,1300,243
,,,,,,,,,975,11,17,15,2023-11-17T13:00:00+08:00,748,821,398,1276,238
,,,,,,,,,976,11,17,16,2023-11-17T14:00:00+08:00,771,846,410,1314,245
,,,,,,,,,977,11,17,17,2023-11-17T15:00:00+08:00,808,887,429,1378,257
,,,,,,,,,978,11,17,18,2023-11-17T16:00:00+08:00,811,890,431,1383,258
,,,,,,,,,979,11,17,19,2023-11-17T17:00:00+08:00,797,875,424,1359,254
,,,,,,,,,980,11,17,20,2023-11-17T18:00:00+08:00,758,831,403,1292,241
,,,,,,,,,981,11,17,21,2023-11-17T19:00:00+08:00,777,852,413,1324,247
,,,,,,,,,982,11,17,22,2023-11-17T20:00:00+08:00,793,871,422,1353,253
,,,,,,,,,983,11,17,23,2023-11-17T21:00:00+08:00,779,855,414,1328,248
,,,,,,,,,984,11,17,24,2023-11-17T22:00:00+08:00,757,831,402,1291,241
,,,,,,,,,985,11,18,1,2023-11-17T23:00:00+08:00,738,810,392,1258,235
,,,,,,,,,986,11,18,2,2023-11-18T00:00:00+08:00,712,781,378,1213,227
,,,,,,,,,987,11,18,3,2023-11-18T01:00:00+08:00,677,743,360,1155,216
,,,,,,,,,988,11,18,4,2023-11-18T02:00:00+08:00,657,721,349,1120,209
,,,,,,,,,989,11,18,5,2023-11-18T03:00:00+08:00,639,701,339,1089,203
,,,,,,,,,990,11,18,6,2023-11-18T04:00:00+08:00,618,678,328,1053,197
,,,,,,,,,991,11,18,7,2023-11-18T05:00:00+08:00,611,671,325,1042,195
,,,,,,,,,992,11,18,8,2023-11-18T06:00:00+08:00,613,673,326,1046,195
,,,,,,,,,993,11,18,9,2023-11-18T07:00:00+08:00,602,661,320,1026,192
,,,,,,,,,994,11,18,10,2023-11-18T08:00:00+08:00,591,649,314,1008,188
,,,,,,,,,995,11,18,11,2023-11-18T09:00:00+08:00,641,703,341,1092,204
,,,,,,,,,996,11,18,12,2023-11-18T10:00:00+08:00,673,738,357,1147,214
,,,,,,,,,997,11,18,13,2023-11-18T11:00:00+08:00,699,767,371,1191,222
,,,,,,,,,998,11,18,14,2023-11-18T12:00:00+08:00,698,766,371,1190,222
,,,,,,,,,999,11,18,15,2023-11-18T13:00:00+08:00,689,756,366,1175,219
,,,,,,,,,1000,11,18,16,2023-11-18T14:00:00+08:00,706,774,375,1203,225
,,,,,,,,,1001,11,18,17,2023-11-18T15:00:00+08:00,711,780,378,1212,226
,,,,,,,,,1002,11,18,18,2023-11-18T16:00:00+08:00,716,785,380,1220,228
,,,,,,,,,1003,11,18,19,2023-11-18T17:00:00+08:00,713,782,379,1215,227
,,,,,,,,,1004,11,18,20,2023-11-18T18:00:00+08:00,701,769,372,1194,223
,,,,,,,,,1005,11,18,21,2023-11-18T19:00:00+08:00,734,805,390,1251,234
,,,,,,,,,1006,11,18,22,2023-11-18T20:00:00+08:00,755,828,401,1286,240
,,,,,,,,,1007,11,18,23,2023-11-18T21:00:00+08:00,744,817,395,1269,237
,,,,,,,,,1008,11,18,24,2023-11-18T22:00:00+08:00,727,798,386,1239,231
,,,,,,,,,1009,9,24,1,2023-09-23T23:00:00+08:00,717,787,381,1223,228
,,,,,,,,,1010,9,24,2,2023-09-24T00:00:00+08:00,689,756,366,1175,219
,,,,,,,,,1011,9,24,3,2023-09-24T01:00:00+08:00,659,723,350,1123,210
,,,,,,,,,1012,9,24,4,2023-09-24T02:00:00+08:00,631,693,336,1076,201
,,,,,,,,,1013,9,24,5,2023-09-24T03:00:00+08:00,610,670,324,1040,194
,,,,,,,,,1014,9,24,6,2023-09-24T04:00:00+08:00,599,657,318,1021,191
,,,,,,,,,1015,9,24,7,2023-09-24T05:00:00+08:00,586,643,311,998,186
,,,,,,,,,1016,9,24,8,2023-09-24T06:00:00+08:00,588,645,312,1002,187
,,,,,,,,,1017,9,24,9,2023-09-24T07:00:00+08:00,573,629,305,977,183
,,,,,,,,,1018,9,24,10,2023-09-24T08:00:00+08:00,550,604,292,938,175
,,,,,,,,,1019,9,24,11,2023-09-24T09:00:00+08:00,571,627,304,974,182
,,,,,,,,,1020,9,24,12,2023-09-24T10:00:00+08:00,599,657,318,1020,191
,,,,,,,,,1021,9,24,13,2023-09-24T11:00:00+08:00,606,665,322,1033,193
,,,,,,,,,1022,9,24,14,2023-09-24T12:00:00+08:00,605,663,321,1031,192
,,,,,,,,,1023,9,24,15,2023-09-24T13:00:00+08:00,608,667,323,1036,194
,,,,,,,,,1024,9,24,16,2023-09-24T14:00:00+08:00,628,689,333,1070,200
,,,,,,,,,1025,9,24,17,2023-09-24T15:00:00+08:00,638,700,339,1088,203
,,,,,,,,,1026,9,24,18,2023-09-24T16:00:00+08:00,640,702,340,1091,204
,,,,,,,,,1027,9,24,19,2023-09-24T17:00:00+08:00,634,695,337,1080,202
,,,,,,,,,1028,9,24,20,2023-09-24T18:00:00+08:00,634,695,337,1080,202
,,,,,,,,,1029,9,24,21,2023-09-24T19:00:00+08:00,669,735,356,1141,213
,,,,,,,,,1030,9,24,22,2023-09-24T20:00:00+08:00,725,796,386,1237,231
,,,,,,,,,1031,9,24,23,2023-09-24T21:00:00+08:00,724,795,385,1234,231
,,,,,,,,,1032,9,24,24,2023-09-24T22:00:00+08:00,716,786,381,1221,228
,,,,,,,,,1033,9,25,1,2023-09-24T23:00:00+08:00,696,764,370,1187,222
,,,,,,,,,1034,9,25,2,2023-09-25T00:00:00+08:00,660,725,351,1126,210
,,,,,,,,,1035,9,25,3,2023-09-25T01:00:00+08:00,632,693,336,1077,201
,,,,,,,,,1036,9,25,4,2023-09-25T02:00:00+08:00,607,666,323,1035,193
,,,,,,,,,1037,9,25,5,2023-09-25T03:00:00+08:00,590,647,313,1005,188
,,,,,,,,,1038,9,25,6,2023-09-25T04:00:00+08:00,574,630,305,979,183
,,,,,,,,,1039,9,25,7,2023-09-25T05:00:00+08:00,571,626,303,973,182
,,,,,,,,,1040,9,25,8,2023-09-25T06:00:00+08:00,590,647,314,1006,188
,,,,,,,,,1041,9,25,9,2023-09-25T07:00:00+08:00,600,658,319,1022,191
,,,,,,,,,1042,9,25,10,2023-09-25T08:00:00+08:00,635,697,337,1082,202
,,,,,,,,,1043,9,25,11,2023-09-25T09:00:00+08:00,719,789,382,1226,229
,,,,,,,,,1044,9,25,12,2023-09-25T10:00:00+08:00,755,829,401,1288,240
,,,,,,,,,1045,9,25,13,2023-09-25T11:00:00+08:00,779,855,414,1328,248
,,,,,,,,,1046,9,25,14,2023-09-25T12:00:00+08:00,763,838,406,1301,243
,,,,,,,,,1047,9,25,15,2023-09-25T13:00:00+08:00,745,817,396,1269,237
,,,,,,,,,1048,9,25,16,2023-09-25T14:00:00+08:00,772,847,410,1316,246
,,,,,,,,,1049,9,25,17,2023-09-25T15:00:00+08:00,793,870,422,1352,253
,,,,,,,,,1050,9,25,18,2023-09-25T16:00:00+08:00,799,876,424,1362,254
,,,,,,,,,1051,9,25,19,2023-09-25T17:00:00+08:00,791,868,420,1348,252
,,,,,,,,,1052,9,25,20,2023-09-25T18:00:00+08:00,750,823,399,1279,239
,,,,,,,,,1053,9,25,21,2023-09-25T19:00:00+08:00,762,836,405,1299,243
,,,,,,,,,1054,9,25,22,2023-09-25T20:00:00+08:00,798,876,424,1361,254
,,,,,,,,,1055,9,25,23,2023-09-25T21:00:00+08:00,787,864,418,1342,251
,,,,,,,,,1056,9,25,24,2023-09-25T22:00:00+08:00,765,839,407,1304,244
,,,,,,,,,1057,9,26,1,2023-09-25T23:00:00+08:00,743,816,395,1267,237
,,,,,,,,,1058,9,26,2,2023-09-26T00:00:00+08:00,708,777,376,1206,225
,,,,,,,,,1059,9,26,3,2023-09-26T01:00:00+08:00,671,737,357,1144,214
,,,,,,,,,1060,9,26,4,2023-09-26T02:00:00+08:00,649,712,345,1106,206
,,,,,,,,,1061,9,26,5,2023-09-26T03:00:00+08:00,630,691,335,1073,200
,,,,,,,,,1062,9,26,6,2023-09-26T04:00:00+08:00,613,673,326,1045,195
,,,,,,,,,1063,9,26,7,2023-09-26T05:00:00+08:00,605,664,322,1031,193
,,,,,,,,,1064,9,26,8,2023-09-26T06:00:00+08:00,622,683,331,1061,198
,,,,,,,,,1065,9,26,9,2023-09-26T07:00:00+08:00,627,688,333,1068,199
,,,,,,,,,1066,9,26,10,2023-09-26T08:00:00+08:00,649,712,345,1107,207
,,,,,,,,,1067,9,26,11,2023-09-26T09:00:00+08:00,720,790,383,1227,229
,,,,,,,,,1068,9,26,12,2023-09-26T10:00:00+08:00,757,830,402,1290,241
,,,,,,,,,1069,9,26,13,2023-09-26T11:00:00+08:00,779,855,414,1328,248
,,,,,,,,,1070,9,26,14,2023-09-26T12:00:00+08:00,774,849,411,1320,246
,,,,,,,,,1071,9,26,15,2023-09-26T13:00:00+08:00,760,834,404,1295,242
,,,,,,,,,1072,9,26,16,2023-09-26T14:00:00+08:00,785,861,417,1338,250
,,,,,,,,,1073,9,26,17,2023-09-26T15:00:00+08:00,799,877,425,1362,254
,,,,,,,,,1074,9,26,18,2023-09-26T16:00:00+08:00,811,890,431,1383,258
,,,,,,,,,1075,9,26,19,2023-09-26T17:00:00+08:00,794,871,422,1353,253
,,,,,,,,,1076,9,26,20,2023-09-26T18:00:00+08:00,758,832,403,1293,241
,,,,,,,,,1077,9,26,21,2023-09-26T19:00:00+08:00,768,843,408,1309,245
,,,,,,,,,1078,9,26,22,2023-09-26T20:00:00+08:00,809,888,430,1379,258
,,,,,,,,,1079,9,26,23,2023-09-26T21:00:00+08:00,800,878,425,1363,255
,,,,,,,,,1080,9,26,24,2023-09-26T22:00:00+08:00,781,857,415,1332,249
,,,,,,,,,1081,9,27,1,2023-09-26T23:00:00+08:00,758,832,403,1293,241
,,,,,,,,,1082,9,27,2,2023-09-27T00:00:00+08:00,717,787,381,1223,228
,,,,,,,,,1083,9,27,3,2023-09-27T01:00:00+08:00,680,747,362,1160,217
,,,,,,,,,1084,9,27,4,2023-09-27T02:00:00+08:00,658,722,349,1121,209
,,,,,,,,,1085,9,27,5,2023-09-27T03:00:00+08:00,633,694,336,1078,201
,,,,,,,,,1086,9,27,6,2023-09-27T04:00:00+08:00,616,676,327,1050,196
,,,,,,,,,1087,9,27,7,2023-09-27T05:00:00+08:00,607,666,323,1035,193
,,,,,,,,,1088,9,27,8,2023-09-27T06:00:00+08:00,622,683,331,1060,198
,,,,,,,,,1089,9,27,9,2023-09-27T07:00:00+08:00,621,681,330,1059,198
,,,,,,,,,1090,9,27,10,2023-09-27T08:00:00+08:00,646,709,343,1101,206
,,,,,,,,,1091,9,27,11,2023-09-27T09:00:00+08:00,711,780,378,1212,226
,,,,,,,,,1092,9,27,12,2023-09-27T10:00:00+08:00,746,819,396,1272,237
,,,,,,,,,1093,9,27,13,2023-09-27T11:00:00+08:00,767,841,407,1307,244
,,,,,,,,,1094,9,27,14,2023-09-27T12:00:00+08:00,765,839,407,1304,244
,,,,,,,,,1095,9,27,15,2023-09-27T13:00:00+08:00,755,828,401,1287,240
,,,,,,,,,1096,9,27,16,2023-09-27T14:00:00+08:00,791,868,420,1349,252
,,,,,,,,,1097,9,27,17,2023-09-27T15:00:00+08:00,821,901,436,1400,261
,,,,,,,,,1098,9,27,18,2023-09-27T16:00:00+08:00,836,918,444,1426,266
,,,,,,,,,1099,9,27,19,2023-09-27T17:00:00+08:00,824,904,438,1404,262
,,,,,,,,,1100,9,27,20,2023-09-27T18:00:00+08:00,775,850,412,1320,247
,,,,,,,,,1101,9,27,21,2023-09-27T19:00:00+08:00,781,857,415,1332,249
,,,,,,,,,1102,9,27,22,2023-09-27T20:00:00+08:00,816,896,434,1391,260
,,,,,,,,,1103,9,27,23,2023-09-27T21:00:00+08:00,803,881,427,1368,256
,,,,,,,,,1104,9,27,24,2023-09-27T22:00:00+08:00,783,860,416,1335,249
,,,,,,,,,1105,9,28,1,2023-09-27T23:00:00+08:00,768,842,408,1309,244
,,,,,,,,,1106,9,28,2,2023-09-28T00:00:00+08:00,735,807,391,1253,234
,,,,,,,,,1107,9,28,3,2023-09-28T01:00:00+08:00,704,772,374,1200,224
,,,,,,,,,1108,9,28,4,2023-09-28T02:00:00+08:00,677,743,360,1154,216
,,,,,,,,,1109,9,28,5,2023-09-28T03:00:00+08:00,651,714,346,1109,207
,,,,,,,,,1110,9,28,6,2023-09-28T04:00:00+08:00,631,692,335,1075,201
,,,,,,,,,1111,9,28,7,2023-09-28T05:00:00+08:00,617,677,328,1051,196
,,,,,,,,,1112,9,28,8,2023-09-28T06:00:00+08:00,616,676,327,1050,196
,,,,,,,,,1113,9,28,9,2023-09-28T07:00:00+08:00,602,660,320,1026,192
,,,,,,,,,1114,9,28,10,2023-09-28T08:00:00+08:00,586,643,312,1000,187
,,,,,,,,,1115,9,28,11,2023-09-28T09:00:00+08:00,623,683,331,1062,198
,,,,,,,,,1116,9,28,12,2023-09-28T10:00:00+08:00,655,718,348,1116,208
,,,,,,,,,1117,9,28,13,2023-09-28T11:00:00+08:00,674,740,358,1149,215
,,,,,,,,,1118,9,28,14,2023-09-28T12:00:00+08:00,672,738,357,1146,214
,,,,,,,,,1119,9,28,15,2023-09-28T13:00:00+08:00,675,741,359,1150,215
,,,,,,,,,1120,9,28,16,2023-09-28T14:00:00+08:00,708,777,376,1207,225
,,,,,,,,,1121,9,28,17,2023-09-28T15:00:00+08:00,729,800,387,1243,232
,,,,,,,,,1122,9,28,18,2023-09-28T16:00:00+08:00,749,822,398,1276,238
,,,,,,,,,1123,9,28,19,2023-09-28T17:00:00+08:00,749,822,398,1276,238
,,,,,,,,,1124,9,28,20,2023-09-28T18:00:00+08:00,730,801,388,1244,232
,,,,,,,,,1125,9,28,21,2023-09-28T19:00:00+08:00,750,823,398,1278,239
,,,,,,,,,1126,9,28,22,2023-09-28T20:00:00+08:00,803,881,427,1369,256
,,,,,,,,,1127,9,28,23,2023-09-28T21:00:00+08:00,796,873,423,1356,253
,,,,,,,,,1128,9,28,24,2023-09-28T22:00:00+08:00,783,859,416,1334,249
,,,,,,,,,1129,9,29,1,2023-09-28T23:00:00+08:00,779,855,414,1328,248
,,,,,,,,,1130,9,29,2,2023-09-29T00:00:00+08:00,749,821,398,1276,238
,,,,,,,,,1131,9,29,3,2023-09-29T01:00:00+08:00,709,778,377,1209,226
,,,,,,,,,1132,9,29,4,2023-09-29T02:00:00+08:00,679,745,361,1157,216
,,,,,,,,,1133,9,29,5,2023-09-29T03:00:00+08:00,654,717,347,1114,208
,,,,,,,,,1134,9,29,6,2023-09-29T04:00:00+08:00,636,698,338,1084,202
,,,,,,,,,1135,9,29,7,2023-09-29T05:00:00+08:00,623,683,331,1062,198
,,,,,,,,,1136,9,29,8,2023-09-29T06:00:00+08:00,627,688,333,1068,199
,,,,,,,,,1137,9,29,9,2023-09-29T07:00:00+08:00,622,683,331,1061,198
,,,,,,,,,1138,9,29,10,2023-09-29T08:00:00+08:00,642,705,341,1095,204
,,,,,,,,,1139,9,29,11,2023-09-29T09:00:00+08:00,713,783,379,1216,227
,,,,,,,,,1140,9,29,12,2023-09-29T10:00:00+08:00,744,817,396,1269,237
,,,,,,,,,1141,9,29,13,2023-09-29T11:00:00+08:00,769,844,409,1311,245
,,,,,,,,,1142,9,29,14,2023-09-29T12:00:00+08:00,768,843,408,1309,245
,,,,,,,,,1143,9,29,15,2023-09-29T13:00:00+08:00,758,831,403,1292,241
,,,,,,,,,1144,9,29,16,2023-09-29T14:00:00+08:00,784,860,417,1337,250
,,,,,,,,,1145,9,29,17,2023-09-29T15:00:00+08:00,827,908,440,1410,263
,,,,,,,,,1146,9,29,18,2023-09-29T16:00:00+08:00,838,919,445,1428,267
,,,,,,,,,1147,9,29,19,2023-09-29T17:00:00+08:00,821,901,437,1400,261
,,,,,,,,,1148,9,29,20,2023-09-29T18:00:00+08:00,774,849,411,1319,246
,,,,,,,,,1149,9,29,21,2023-09-29T19:00:00+08:00,779,855,414,1329,248
,,,,,,,,,1150,9,29,22,2023-09-29T20:00:00+08:00,802,879,426,1366,255
,,,,,,,,,1151,9,29,23,2023-09-29T21:00:00+08:00,788,864,419,1343,251
,,,,,,,,,1152,9,29,24,2023-09-29T22:00:00+08:00,770,845,409,1313,245
,,,,,,,,,1153,9,30,1,2023-09-29T23:00:00+08:00,761,835,404,1297,242
,,,,,,,,,1154,9,30,2,2023-09-30T00:00:00+08:00,735,806,390,1253,234
,,,,,,,,,1155,9,30,3,2023-09-30T01:00:00+08:00,708,777,376,1207,225
,,,,,,,,,1156,9,30,4,2023-09-30T02:00:00+08:00,679,745,361,1157,216
,,,,,,,,,1157,9,30,5,2023-09-30T03:00:00+08:00,656,720,349,1118,209
,,,,,,,,,1158,9,30,6,2023-09-30T04:00:00+08:00,638,700,339,1088,203
,,,,,,,,,1159,9,30,7,2023-09-30T05:00:00+08:00,626,686,332,1066,199
,,,,,,,,,1160,9,30,8,2023-09-30T06:00:00+08:00,619,680,329,1056,197
,,,,,,,,,1161,9,30,9,2023-09-30T07:00:00+08:00,607,666,323,1035,193
,,,,,,,,,1162,9,30,10,2023-09-30T08:00:00+08:00,592,650,315,1010,189
,,,,,,,,,1163,9,30,11,2023-09-30T09:00:00+08:00,633,694,336,1078,201
,,,,,,,,,1164,9,30,12,2023-09-30T10:00:00+08:00,661,725,351,1127,210
,,,,,,,,,1165,9,30,13,2023-09-30T11:00:00+08:00,678,744,360,1155,216
,,,,,,,,,1166,9,30,14,2023-09-30T12:00:00+08:00,677,742,360,1153,215
,,,,,,,,,1167,9,30,15,2023-09-30T13:00:00+08:00,664,729,353,1132,211
,,,,,,,,,1168,9,30,16,2023-09-30T14:00:00+08:00,686,752,364,1169,218
,,,,,,,,,1169,9,30,17,2023-09-30T15:00:00+08:00,709,778,377,1209,226
,,,,,,,,,1170,9,30,18,2023-09-30T16:00:00+08:00,723,793,384,1233,230
,,,,,,,,,1171,9,30,19,2023-09-30T17:00:00+08:00,713,782,379,1216,227
,,,,,,,,,1172,9,30,20,2023-09-30T18:00:00+08:00,699,767,371,1192,223
,,,,,,,,,1173,9,30,21,2023-09-30T19:00:00+08:00,717,787,381,1222,228
,,,,,,,,,1174,9,30,22,2023-09-30T20:00:00+08:00,760,834,404,1295,242
,,,,,,,,,1175,9,30,23,2023-09-30T21:00:00+08:00,755,829,401,1287,240
,,,,,,,,,1176,9,30,24,2023-09-30T22:00:00+08:00,736,807,391,1254,234
,,,,,,,,,1177,1,29,1,2023-01-28T23:00:00+08:00,635,697,337,1082,202
,,,,,,,,,1178,1,29,2,2023-01-29T00:00:00+08:00,610,669,324,1040,194
,,,,,,,,,1179,1,29,3,2023-01-29T01:00:00+08:00,586,643,311,999,187
,,,,,,,,,1180,1,29,4,2023-01-29T02:00:00+08:00,563,617,299,959,179
,,,,,,,,,1181,1,29,5,2023-01-29T03:00:00+08:00,549,602,292,936,175
,,,,,,,,,1182,1,29,6,2023-01-29T04:00:00+08:00,535,587,284,911,170
,,,,,,,,,1183,1,29,7,2023-01-29T05:00:00+08:00,527,578,280,898,168
,,,,,,,,,1184,1,29,8,2023-01-29T06:00:00+08:00,530,582,282,903,169
,,,,,,,,,1185,1,29,9,2023-01-29T07:00:00+08:00,529,581,281,902,169
,,,,,,,,,1186,1,29,10,2023-01-29T08:00:00+08:00,512,562,272,873,163
,,,,,,,,,1187,1,29,11,2023-01-29T09:00:00+08:00,530,582,282,904,169
,,,,,,,,,1188,1,29,12,2023-01-29T10:00:00+08:00,551,605,293,939,175
,,,,,,,,,1189,1,29,13,2023-01-29T11:00:00+08:00,565,620,300,963,180
,,,,,,,,,1190,1,29,14,2023-01-29T12:00:00+08:00,562,616,298,957,179
,,,,,,,,,1191,1,29,15,2023-01-29T13:00:00+08:00,562,616,299,958,179
,,,,,,,,,1192,1,29,16,2023-01-29T14:00:00+08:00,577,633,306,983,184
,,,,,,,,,1193,1,29,17,2023-01-29T15:00:00+08:00,585,642,311,997,186
,,,,,,,,,1194,1,29,18,2023-01-29T16:00:00+08:00,585,642,311,997,186
,,,,,,,,,1195,1,29,19,2023-01-29T17:00:00+08:00,583,640,310,994,186
,,,,,,,,,1196,1,29,20,2023-01-29T18:00:00+08:00,586,643,312,999,187
,,,,,,,,,1197,1,29,21,2023-01-29T19:00:00+08:00,608,667,323,1036,193
,,,,,,,,,1198,1,29,22,2023-01-29T20:00:00+08:00,665,730,353,1134,212
,,,,,,,,,1199,1,29,23,2023-01-29T21:00:00+08:00,663,727,352,1130,211
,,,,,,,,,1200,1,29,24,2023-01-29T22:00:00+08:00,642,705,341,1095,205
,,,,,,,,,1201,1,30,1,2023-01-29T23:00:00+08:00,629,690,334,1073,200
,,,,,,,,,1202,1,30,2,2023-01-30T00:00:00+08:00,595,653,316,1015,190
,,,,,,,,,1203,1,30,3,2023-01-30T01:00:00+08:00,576,632,306,982,183
,,,,,,,,,1204,1,30,4,2023-01-30T02:00:00+08:00,563,618,299,959,179
,,,,,,,,,1205,1,30,5,2023-01-30T03:00:00+08:00,547,600,291,933,174
,,,,,,,,,1206,1,30,6,2023-01-30T04:00:00+08:00,532,584,283,907,169
,,,,,,,,,1207,1,30,7,2023-01-30T05:00:00+08:00,530,582,282,904,169
,,,,,,,,,1208,1,30,8,2023-01-30T06:00:00+08:00,546,599,290,931,174
,,,,,,,,,1209,1,30,9,2023-01-30T07:00:00+08:00,567,622,301,966,180
,,,,,,,,,1210,1,30,10,2023-01-30T08:00:00+08:00,595,653,316,1014,189
,,,,,,,,,1211,1,30,11,2023-01-30T09:00:00+08:00,668,733,355,1138,213
,,,,,,,,,1212,1,30,12,2023-01-30T10:00:00+08:00,701,769,373,1195,223
,,,,,,,,,1213,1,30,13,2023-01-30T11:00:00+08:00,720,790,383,1227,229
,,,,,,,,,1214,1,30,14,2023-01-30T12:00:00+08:00,716,786,381,1221,228
,,,,,,,,,1215,1,30,15,2023-01-30T13:00:00+08:00,702,771,373,1197,224
,,,,,,,,,1216,1,30,16,2023-01-30T14:00:00+08:00,725,796,385,1236,231
,,,,,,,,,1217,1,30,17,2023-01-30T15:00:00+08:00,735,806,390,1253,234
,,,,,,,,,1218,1,30,18,2023-01-30T16:00:00+08:00,735,806,390,1252,234
,,,,,,,,,1219,1,30,19,2023-01-30T17:00:00+08:00,722,792,384,1231,230
,,,,,,,,,1220,1,30,20,2023-01-30T18:00:00+08:00,685,751,364,1167,218
,,,,,,,,,1221,1,30,21,2023-01-30T19:00:00+08:00,686,753,365,1170,218
,,,,,,,,,1222,1,30,22,2023-01-30T20:00:00+08:00,726,797,386,1238,231
,,,,,,,,,1223,1,30,23,2023-01-30T21:00:00+08:00,715,785,380,1219,228
,,,,,,,,,1224,1,30,24,2023-01-30T22:00:00+08:00,694,762,369,1183,221
,,,,,,,,,1225,1,31,1,2023-01-30T23:00:00+08:00,673,738,358,1147,214
,,,,,,,,,1226,1,31,2,2023-01-31T00:00:00+08:00,636,698,338,1085,203
,,,,,,,,,1227,1,31,3,2023-01-31T01:00:00+08:00,609,668,324,1038,194
,,,,,,,,,1228,1,31,4,2023-01-31T02:00:00+08:00,588,646,313,1003,187
,,,,,,,,,1229,1,31,5,2023-01-31T03:00:00+08:00,570,625,303,972,181
,,,,,,,,,1230,1,31,6,2023-01-31T04:00:00+08:00,562,617,299,958,179
,,,,,,,,,1231,1,31,7,2023-01-31T05:00:00+08:00,556,610,295,947,177
,,,,,,,,,1232,1,31,8,2023-01-31T06:00:00+08:00,578,634,307,985,184
