ID,Zone,Village,Resource,Total_Storage_MWh,Start_Storage_MWh,Change_in_Storage_MWh
3,1,1,batt_bel1,0.009363051086956498,0.0,0.009363051086956498
6,1,2,batt_bel2,0.6690165249933188,0.0,0.6690165249933188
9,1,3,batt_bel3,0.6548375999999998,0.0,0.6548375999999998
12,1,4,batt_bel4,0.011533695652173893,0.0,0.011533695652173893
15,1,5,batt_bel5,0.34078180000000013,0.0,0.34078180000000013
18,1,6,batt_bel6,0.009988586956521757,0.0,0.009988586956521757
21,1,7,batt_bel7,0.27958260869565216,0.0,0.27958260869565216
24,1,8,batt_bel8,0.5526184782608696,0.0,0.5526184782608696
27,1,9,batt_bel9,0.5315254,0.0,0.5315254
30,1,10,batt_bel10,0.011763043478260848,0.0,0.011763043478260848
33,1,11,batt_bel11,0.513567,0.0,0.513567
36,1,12,batt_bel12,0.005614130434782609,0.0,0.005614130434782609
39,1,13,batt_bel13,0.23469016,0.0,0.23469016
42,1,14,batt_bel14,0.007106521739130422,0.0,0.007106521739130422
45,1,15,batt_bel15,0.012955046027957717,0.0,0.012955046027957717
48,1,16,batt_bel16,0.00848869527541249,0.0,0.00848869527541249
51,1,17,batt_bel17,0.018636822366178085,0.0,0.018636822366178085
54,1,18,batt_bel18,0.0043796690217391245,0.0,0.0043796690217391245
57,1,19,batt_bel19,0.0525608695652174,0.0,0.0525608695652174
60,1,20,batt_bel20,0.27116391502095466,0.0,0.27116391502095466
63,1,21,batt_bel21,0.2459299551966771,0.0,0.2459299551966771
66,1,22,batt_bel22,0.2885147467956734,0.0,0.2885147467956734
69,1,23,batt_bel23,0.0029664070152964858,0.0,0.0029664070152964858
72,1,24,batt_bel24,0.31322103899729514,0.0,0.31322103899729514
75,1,25,batt_bel25,0.2993880540752281,0.0,0.2993880540752281
78,1,26,batt_bel26,0.3263410888308256,0.0,0.3263410888308256
81,1,27,batt_bel27,0.16122497064426175,0.0,0.16122497064426175
84,1,28,batt_bel28,0.22147159890705376,0.0,0.22147159890705376
87,1,29,batt_bel29,0.21812112361969044,0.0,0.21812112361969044
90,1,30,batt_bel30,0.31068026187942455,0.0,0.31068026187942455
93,1,31,batt_bel31,0.25675372085686265,0.0,0.25675372085686265
96,1,32,batt_bel32,0.22953403795275917,0.0,0.22953403795275917
99,1,33,batt_bel33,0.22389877421099894,0.0,0.22389877421099894
102,1,34,batt_bel34,0.23926575164966277,0.0,0.23926575164966277
105,1,35,batt_bel35,0.19298375624501674,0.0,0.19298375624501674
108,1,36,batt_bel36,0.26144389240518273,0.0,0.26144389240518273
111,1,37,batt_bel37,0.18933577026267567,0.0,0.18933577026267567
114,1,38,batt_bel38,0.041076086956521755,0.0,0.041076086956521755
117,1,39,batt_bel39,0.06905652173913042,0.0,0.06905652173913042
120,1,40,batt_bel40,0.1555374764697177,0.0,0.1555374764697177
123,1,41,batt_bel41,0.16427039192605086,0.0,0.16427039192605086
126,1,42,batt_bel42,0.02255434782608695,0.0,0.02255434782608695
129,1,43,batt_bel43,0.21992846828157536,0.0,0.21992846828157536
132,1,44,batt_bel44,0.2470467227798969,0.0,0.2470467227798969
135,1,45,batt_bel45,0.206318184703008,0.0,0.206318184703008
138,1,46,batt_bel46,0.19721773411205068,0.0,0.19721773411205068
141,1,47,batt_bel47,0.002934617775600959,0.0,0.002934617775600959
144,1,48,batt_bel48,0.26747470471154866,0.0,0.26747470471154866
147,1,49,batt_bel49,0.05808478260869576,0.0,0.05808478260869576
150,1,50,batt_bel50,0.04221739130434781,0.0,0.04221739130434781
153,1,51,batt_bel51,0.270630095144492,0.0,0.270630095144492
156,1,52,batt_bel52,0.2335562477425316,0.0,0.2335562477425316
