Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4,demand_ip5,demand_ip6,demand_ip7,demand_ip8,demand_ip9,demand_ip10,demand_ip11,demand_ip12,demand_ip13,demand_ip14,demand_ip15,demand_ip16,demand_ip17,demand_ip18,demand_ip19
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,5,9,27,11,5
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,14,7,22,5,30,29,280,0,22,3,24,32,78,4,4,7,27,11,5
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,3,6,27,9,4
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,13,6,20,4,30,29,280,0,17,3,23,32,78,4,5,9,27,9,4
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,4,5,9,27,14,6
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,16,10,23,5,30,29,280,0,28,3,26,32,78,7,5,9,27,14,6
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,16,10,26,6,30,29,280,0,28,3,29,32,78,7,5,9,27,14,6
