Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Transmission,Fixed_Costs_Storage,Fixed_Costs_Village,Fixed_Costs_Village_Storage,Variable_Costs_Grid,Variable_Costs_Village,NSE_Costs,VILNSECosts,VILNSEHeatCosts,Grid_Import_Costs,Village_Export_Revenue,StartCostsGrid,StartCostsVIL
77.75872554171681,6.589335539596751,0.0,5.794692212114778e-13,1.7152414482477865,0.9729990237869973,32.06196775066417,0.07641275795824606,0.0015272592347591975,0.0076684884360235794,0.0,0.0,0.0,0.0003832739430357498,0.0
