ID,Zone,Connected,Total_Import_MWh,Total_Export_MWh
1,1,1,2212.8749094216455,1095.0508505897567
2,1,1,10069.476292304405,6604.0284625413715
3,1,1,10025.558432135962,6573.9387610476415
4,1,1,3227.568865880378,1658.6713355612924
5,1,1,5211.641736272975,3415.6700690534053
6,1,1,3115.4895160934443,1563.2299292871596
7,1,1,4263.794360817072,2794.33725557961
8,1,1,8430.285565753937,5524.250480047441
9,1,1,8133.386586165174,5331.921768568281
10,1,1,3269.7303350272887,1670.1420647341329
11,1,1,7861.626182882097,5154.855273850807
12,1,1,2306.463179407083,1161.644797168293
13,1,1,3174.973572446533,1466.4065318336395
14,1,1,1601.4906975729964,773.9805090602034
15,1,1,1362.1753215856752,255.022619472019
16,1,1,4014.712710649126,2036.9211707275308
17,1,1,1728.821028830503,314.64913839942835
18,1,1,1035.4512641818,512.5637439041184
19,1,1,1158.5495952281988,346.05640860478917
20,1,0,0.0,0.0
21,1,1,631.1335864212666,8.029211551763836
22,1,1,248.89725528989578,11.01837694962368
23,1,1,853.9191920216412,395.8766623757068
24,1,1,47.459626656540614,5.548195144528127
25,1,0,0.0,0.0
26,1,1,300.8611528778484,14.216638961314606
27,1,1,504.03539651218244,13.833339727731913
28,1,1,200.82116026558353,6.759617564973407
29,1,1,101.89904981612169,4.538279447862711
30,1,0,0.0,0.0
31,1,1,215.01993807107348,6.4957917443683035
32,1,1,588.1045290190507,6.360898147978094
33,1,1,190.819623462875,6.7443171979486
34,1,1,117.66417464505845,6.109378572116259
35,1,1,155.3651853678503,7.082453067622458
36,1,1,3.8744437177027367,1.2501278583434638
37,1,1,163.25511126161683,7.58446663051442
38,1,1,968.4538977697101,333.5955562877915
39,1,1,328.46828344968213,41.638809525866655
40,1,1,137.25434461285667,5.061574055652434
41,1,1,149.50576682703465,5.865681106976046
42,1,1,461.8015105655331,152.0511334058881
43,1,1,469.8053223876319,6.1998265446126375
44,1,1,250.07164360199664,6.241971514460273
45,1,1,166.36878492532864,7.830092217882561
46,1,1,339.3926553194045,5.168955618077823
47,1,1,844.7564465417198,391.468648550105
48,1,1,229.82305236731386,9.700495216240665
49,1,1,1108.8137921972898,309.5197188801811
50,1,1,1489.4281421140172,549.117720243468
51,1,1,449.6356819977645,8.385291279893144
52,1,1,614.7884999198861,10.050234146906279
53,1,1,300.8321567033715,13.760245008006718
54,1,1,272.3243458812483,15.56701102215268
55,1,1,872.7170378743713,38.97437876188339
56,1,1,566.7425980102523,6.049445589606538
57,1,1,792.8709946363552,94.04590150978096
58,1,1,1482.9863096069105,491.47748668822146
59,1,1,154.8206857587865,8.043267950431295
60,1,1,3252.596694100994,1551.6704532928482
61,1,1,11.024478946079302,2.158599354166682
62,1,1,2213.465262392998,1060.5468521373407
63,1,1,844.7457201231069,391.3630718504969
64,1,1,237.88011590632075,7.4102553941148965
65,1,1,103.43837532943465,4.211077330460699
66,1,1,3619.1449994737886,1816.0497495558702
67,1,1,2793.728650966365,1340.573639827326
68,1,1,1113.0774013519308,384.4193949963235
69,1,1,2791.1177695230476,1402.808266098629
70,1,1,147.65402949916793,3.8129840514378412
71,1,1,1085.291346308913,491.0966015015636
72,1,1,964.9775781506826,448.1848391310409
73,1,1,381.4791434988863,4.404980172658307
