Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2
,,,,,,,,,38,6,12,14,2023-06-12T12:40:00+08:00,226,118
,,,,,,,,,39,6,12,15,2023-06-12T13:40:00+08:00,229,119
,,,,,,,,,40,6,12,16,2023-06-12T14:40:00+08:00,237,123
,,,,,,,,,41,6,12,17,2023-06-12T15:40:00+08:00,243,126
,,,,,,,,,42,6,12,18,2023-06-12T16:40:00+08:00,246,128
,,,,,,,,,43,6,12,19,2023-06-12T17:40:00+08:00,240,125
,,,,,,,,,44,6,12,20,2023-06-12T18:40:00+08:00,239,124
,,,,,,,,,45,6,12,21,2023-06-12T19:40:00+08:00,264,137
,,,,,,,,,46,6,12,22,2023-06-12T20:40:00+08:00,268,139
,,,,,,,,,47,6,12,23,2023-06-12T21:40:00+08:00,265,138
,,,,,,,,,48,6,12,24,2023-06-12T22:40:00+08:00,260,135
,,,,,,,,,49,6,13,1,2023-06-12T23:40:00+08:00,253,131
,,,,,,,,,50,6,13,2,2023-06-13T00:40:00+08:00,240,124
,,,,,,,,,51,6,13,3,2023-06-13T01:40:00+08:00,229,119
,,,,,,,,,52,6,13,4,2023-06-13T02:40:00+08:00,220,115
,,,,,,,,,53,6,13,5,2023-06-13T03:40:00+08:00,212,110
,,,,,,,,,54,6,13,6,2023-06-13T04:40:00+08:00,210,109
,,,,,,,,,55,6,13,7,2023-06-13T05:40:00+08:00,212,110
,,,,,,,,,56,6,13,8,2023-06-13T06:40:00+08:00,221,115
,,,,,,,,,57,6,13,9,2023-06-13T07:40:00+08:00,219,114
,,,,,,,,,58,6,13,10,2023-06-13T08:40:00+08:00,247,129
,,,,,,,,,59,6,13,11,2023-06-13T09:40:00+08:00,269,140
,,,,,,,,,60,6,13,12,2023-06-13T10:40:00+08:00,278,145
,,,,,,,,,61,6,13,13,2023-06-13T11:40:00+08:00,285,148
,,,,,,,,,62,6,13,14,2023-06-13T12:40:00+08:00,283,147
,,,,,,,,,63,6,13,15,2023-06-13T13:40:00+08:00,285,148
,,,,,,,,,64,6,13,16,2023-06-13T14:40:00+08:00,298,155
,,,,,,,,,65,6,13,17,2023-06-13T15:40:00+08:00,304,158
,,,,,,,,,66,6,13,18,2023-06-13T16:40:00+08:00,304,158
,,,,,,,,,67,6,13,19,2023-06-13T17:40:00+08:00,289,150
,,,,,,,,,68,6,13,20,2023-06-13T18:40:00+08:00,277,144
,,,,,,,,,69,6,13,21,2023-06-13T19:40:00+08:00,292,152
,,,,,,,,,70,6,13,22,2023-06-13T20:40:00+08:00,292,152
,,,,,,,,,71,6,13,23,2023-06-13T21:40:00+08:00,286,149
,,,,,,,,,72,6,13,24,2023-06-13T22:40:00+08:00,279,145
,,,,,,,,,73,6,14,1,2023-06-13T23:40:00+08:00,267,139
,,,,,,,,,74,6,14,2,2023-06-14T00:40:00+08:00,252,131
,,,,,,,,,75,6,14,3,2023-06-14T01:40:00+08:00,242,126
,,,,,,,,,76,6,14,4,2023-06-14T02:40:00+08:00,234,122
,,,,,,,,,77,6,14,5,2023-06-14T03:40:00+08:00,227,118
,,,,,,,,,78,6,14,6,2023-06-14T04:40:00+08:00,224,116
,,,,,,,,,79,6,14,7,2023-06-14T05:40:00+08:00,224,116
,,,,,,,,,80,6,14,8,2023-06-14T06:40:00+08:00,235,122
,,,,,,,,,81,6,14,9,2023-06-14T07:40:00+08:00,232,121
,,,,,,,,,82,6,14,10,2023-06-14T08:40:00+08:00,256,133
,,,,,,,,,83,6,14,11,2023-06-14T09:40:00+08:00,273,142
,,,,,,,,,84,6,14,12,2023-06-14T10:40:00+08:00,286,148
,,,,,,,,,85,6,14,13,2023-06-14T11:40:00+08:00,289,150
,,,,,,,,,86,6,14,14,2023-06-14T12:40:00+08:00,281,146
,,,,,,,,,87,6,14,15,2023-06-14T13:40:00+08:00,286,149
,,,,,,,,,88,6,14,16,2023-06-14T14:40:00+08:00,300,156
,,,,,,,,,89,6,14,17,2023-06-14T15:40:00+08:00,304,158
,,,,,,,,,90,6,14,18,2023-06-14T16:40:00+08:00,304,158
,,,,,,,,,91,6,14,19,2023-06-14T17:40:00+08:00,287,149
,,,,,,,,,92,6,14,20,2023-06-14T18:40:00+08:00,276,143
,,,,,,,,,93,6,14,21,2023-06-14T19:40:00+08:00,292,152
,,,,,,,,,94,6,14,22,2023-06-14T20:40:00+08:00,289,150
,,,,,,,,,95,6,14,23,2023-06-14T21:40:00+08:00,284,148
,,,,,,,,,96,6,14,24,2023-06-14T22:40:00+08:00,272,141
,,,,,,,,,97,6,15,1,2023-06-14T23:40:00+08:00,262,136
,,,,,,,,,98,6,15,2,2023-06-15T00:40:00+08:00,246,128
,,,,,,,,,99,6,15,3,2023-06-15T01:40:00+08:00,237,123
,,,,,,,,,100,6,15,4,2023-06-15T02:40:00+08:00,230,120
,,,,,,,,,101,6,15,5,2023-06-15T03:40:00+08:00,224,116
,,,,,,,,,102,6,15,6,2023-06-15T04:40:00+08:00,221,115
,,,,,,,,,103,6,15,7,2023-06-15T05:40:00+08:00,221,115
,,,,,,,,,104,6,15,8,2023-06-15T06:40:00+08:00,233,121
,,,,,,,,,105,6,15,9,2023-06-15T07:40:00+08:00,230,120
,,,,,,,,,106,6,15,10,2023-06-15T08:40:00+08:00,254,132
,,,,,,,,,107,6,15,11,2023-06-15T09:40:00+08:00,271,141
,,,,,,,,,108,6,15,12,2023-06-15T10:40:00+08:00,281,146
,,,,,,,,,109,6,15,13,2023-06-15T11:40:00+08:00,288,150
,,,,,,,,,110,6,15,14,2023-06-15T12:40:00+08:00,282,146
,,,,,,,,,111,6,15,15,2023-06-15T13:40:00+08:00,286,149
,,,,,,,,,112,6,15,16,2023-06-15T14:40:00+08:00,300,156
,,,,,,,,,113,6,15,17,2023-06-15T15:40:00+08:00,300,156
,,,,,,,,,114,6,15,18,2023-06-15T16:40:00+08:00,301,157
,,,,,,,,,115,6,15,19,2023-06-15T17:40:00+08:00,289,150
,,,,,,,,,116,6,15,20,2023-06-15T18:40:00+08:00,276,143
,,,,,,,,,117,6,15,21,2023-06-15T19:40:00+08:00,296,154
,,,,,,,,,118,6,15,22,2023-06-15T20:40:00+08:00,297,155
,,,,,,,,,119,6,15,23,2023-06-15T21:40:00+08:00,291,151
,,,,,,,,,120,6,15,24,2023-06-15T22:40:00+08:00,283,147
,,,,,,,,,121,6,16,1,2023-06-15T23:40:00+08:00,271,141
,,,,,,,,,122,6,16,2,2023-06-16T00:40:00+08:00,257,133
,,,,,,,,,123,6,16,3,2023-06-16T01:40:00+08:00,246,128
,,,,,,,,,124,6,16,4,2023-06-16T02:50:00+08:00,238,123
,,,,,,,,,125,6,16,5,2023-06-16T03:50:00+08:00,230,119
,,,,,,,,,126,6,16,6,2023-06-16T04:50:00+08:00,227,118
,,,,,,,,,127,6,16,7,2023-06-16T05:50:00+08:00,226,117
,,,,,,,,,128,6,16,8,2023-06-16T06:50:00+08:00,235,122
,,,,,,,,,129,6,16,9,2023-06-16T07:50:00+08:00,231,120
,,,,,,,,,130,6,16,10,2023-06-16T08:50:00+08:00,251,130
,,,,,,,,,131,6,16,11,2023-06-16T09:50:00+08:00,269,140
,,,,,,,,,132,6,16,12,2023-06-16T10:50:00+08:00,279,145
,,,,,,,,,133,6,16,13,2023-06-16T11:50:00+08:00,286,148
,,,,,,,,,134,6,16,14,2023-06-16T12:50:00+08:00,281,146
,,,,,,,,,135,6,16,15,2023-06-16T13:50:00+08:00,281,146
,,,,,,,,,136,6,16,16,2023-06-16T14:50:00+08:00,293,152
,,,,,,,,,137,6,16,17,2023-06-16T15:50:00+08:00,300,156
,,,,,,,,,138,6,16,18,2023-06-16T16:50:00+08:00,300,156
,,,,,,,,,139,6,16,19,2023-06-16T17:50:00+08:00,288,150
,,,,,,,,,140,6,16,20,2023-06-16T18:50:00+08:00,277,144
,,,,,,,,,141,6,16,21,2023-06-16T19:50:00+08:00,293,152
,,,,,,,,,142,6,16,22,2023-06-16T20:50:00+08:00,292,152
,,,,,,,,,143,6,16,23,2023-06-16T21:50:00+08:00,285,148
,,,,,,,,,144,6,16,24,2023-06-16T22:50:00+08:00,276,144
,,,,,,,,,145,6,17,1,2023-06-16T23:50:00+08:00,268,139
,,,,,,,,,146,6,17,2,2023-06-17T00:50:00+08:00,254,132
,,,,,,,,,147,6,17,3,2023-06-17T01:50:00+08:00,243,126
,,,,,,,,,148,6,17,4,2023-06-17T02:50:00+08:00,235,122
,,,,,,,,,149,6,17,5,2023-06-17T03:50:00+08:00,228,118
,,,,,,,,,150,6,17,6,2023-06-17T04:50:00+08:00,224,117
,,,,,,,,,151,6,17,7,2023-06-17T05:50:00+08:00,222,115
,,,,,,,,,152,6,17,8,2023-06-17T06:50:00+08:00,225,117
,,,,,,,,,153,6,17,9,2023-06-17T07:50:00+08:00,221,115
,,,,,,,,,154,6,17,10,2023-06-17T08:50:00+08:00,232,121
,,,,,,,,,155,6,17,11,2023-06-17T09:50:00+08:00,246,128
,,,,,,,,,156,6,17,12,2023-06-17T10:50:00+08:00,257,133
,,,,,,,,,157,6,17,13,2023-06-17T11:50:00+08:00,259,134
,,,,,,,,,158,6,17,14,2023-06-17T12:50:00+08:00,254,132
,,,,,,,,,159,6,17,15,2023-06-17T13:50:00+08:00,255,133
,,,,,,,,,160,6,17,16,2023-06-17T14:50:00+08:00,260,135
,,,,,,,,,161,6,17,17,2023-06-17T15:50:00+08:00,262,136
,,,,,,,,,162,6,17,18,2023-06-17T16:50:00+08:00,262,136
,,,,,,,,,163,6,17,19,2023-06-17T17:50:00+08:00,257,134
,,,,,,,,,164,6,17,20,2023-06-17T18:50:00+08:00,257,134
,,,,,,,,,165,6,17,21,2023-06-17T19:50:00+08:00,276,144
,,,,,,,,,166,6,17,22,2023-06-17T20:50:00+08:00,277,144
,,,,,,,,,167,6,17,23,2023-06-17T21:50:00+08:00,273,142
,,,,,,,,,168,6,17,24,2023-06-17T22:50:00+08:00,265,138
,,,,,,,,,169,1,15,1,2023-01-14T23:30:00+08:00,259,134
,,,,,,,,,170,1,15,2,2023-01-15T00:30:00+08:00,246,128
,,,,,,,,,171,1,15,3,2023-01-15T01:30:00+08:00,236,123
,,,,,,,,,172,1,15,4,2023-01-15T02:30:00+08:00,228,119
,,,,,,,,,173,1,15,5,2023-01-15T03:30:00+08:00,220,114
,,,,,,,,,174,1,15,6,2023-01-15T04:30:00+08:00,215,112
,,,,,,,,,175,1,15,7,2023-01-15T05:30:00+08:00,213,111
,,,,,,,,,176,1,15,8,2023-01-15T06:30:00+08:00,217,112
,,,,,,,,,177,1,15,9,2023-01-15T07:30:00+08:00,206,107
,,,,,,,,,178,1,15,10,2023-01-15T08:30:00+08:00,209,108
,,,,,,,,,179,1,15,11,2023-01-15T09:30:00+08:00,216,112
,,,,,,,,,180,1,15,12,2023-01-15T10:30:00+08:00,225,117
,,,,,,,,,181,1,15,13,2023-01-15T11:30:00+08:00,229,119
,,,,,,,,,182,1,15,14,2023-01-15T12:30:00+08:00,227,118
,,,,,,,,,183,1,15,15,2023-01-15T13:30:00+08:00,231,120
,,,,,,,,,184,1,15,16,2023-01-15T14:30:00+08:00,236,123
,,,,,,,,,185,1,15,17,2023-01-15T15:30:00+08:00,240,125
,,,,,,,,,186,1,15,18,2023-01-15T16:30:00+08:00,239,124
,,,,,,,,,187,1,15,19,2023-01-15T17:30:00+08:00,237,123
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,239,124
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,263,136
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,268,139
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,266,138
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,260,135
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,252,131
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,236,122
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,226,117
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,219,114
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,214,111
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,211,109
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,213,111
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,225,117
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,225,117
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,254,132
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,273,142
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,284,147
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,290,151
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,282,147
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,288,150
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,301,157
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,303,158
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,305,158
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,293,152
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,280,146
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,299,155
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,300,156
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,295,153
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,285,148
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,273,142
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,260,135
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,250,130
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,240,125
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,232,120
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,228,119
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,229,119
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,240,125
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,236,122
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,259,135
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,276,143
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,287,149
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,293,152
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,282,147
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,286,148
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,295,153
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,298,155
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,301,157
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,289,150
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,278,144
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,297,154
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,298,155
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,291,151
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,283,147
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,272,141
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,258,134
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,245,127
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,238,123
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,229,119
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,226,117
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,227,118
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,238,124
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,236,123
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,257,133
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,276,144
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,284,147
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,288,150
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,281,146
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,287,149
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,299,155
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,301,157
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,302,157
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,288,150
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,277,144
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,296,154
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,295,153
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,289,150
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,280,146
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,269,140
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,252,131
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,242,126
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,234,122
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,229,119
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,225,117
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,228,118
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,236,123
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,234,122
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,256,133
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,273,142
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,285,148
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,290,151
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,284,148
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,290,151
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,304,158
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,306,159
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,309,160
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,297,154
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,284,148
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,302,157
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,302,157
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,296,154
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,288,150
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,277,144
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,260,135
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,249,129
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,241,125
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,234,121
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,230,119
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,231,120
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,236,122
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,235,122
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,255,132
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,272,141
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,282,147
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,287,149
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,283,147
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,282,147
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,291,151
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,298,155
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,299,155
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,288,150
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,278,145
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,296,154
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,297,154
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,290,151
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,284,147
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,276,143
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,261,136
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,250,130
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,243,126
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,234,122
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,229,119
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,228,118
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,229,119
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,225,117
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,234,122
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,250,130
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,260,135
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,264,137
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,257,134
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,261,135
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,270,140
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,271,141
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,271,141
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,265,138
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,264,137
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,285,148
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,285,148
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,282,146
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,275,143
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,268,139
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,255,132
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,245,127
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,236,122
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,228,119
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,221,115
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,220,114
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,222,115
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,213,111
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,214,111
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,222,115
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,233,121
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,236,123
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,236,123
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,239,124
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,244,127
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,245,127
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,248,129
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,243,126
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,244,126
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,268,139
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,274,142
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,272,141
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,266,138
