r_id,plts_likupang,pltd_bitung,pltd_lopana,pltu_amurang,pltu_amurang_sawa,pltp_lahendong_iii,pltp_lahendong_iiiiv,pltp_lahendong_vvi_ftp_2,pltd_kotamobagu,pltu_gorontalo_ftp1,plts_isimu_gorontalo,pltd_talaga,pltu_molotabu,pltg_gorontalo_peaker,pltd_silae,pltu_tawaeli_ekpansi,pltu_ampana,plta_poso_2,pltg_tello,plta_bakaru_1,pltb_sidrap,pltu_sulsel_barru,pltg_sengkang_gt_22,pltgu_sengkang_st_28,pltu_punagay_ftp_2,pltb_jeneponto,pltgu_jeneponto_2,pltu_jeneponto_1,pltu_kendari_ekspansi,pltu_kendarinii_tanasa,mpp_sultra_kendari,pltu_kendari_3,pltmg_baubau,pltu_baubau,pltu_mamuju,lisdes,sangihe,sulut_3,tahuna,talaud,dedieselisasi,tahuna_2,dominanga,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sawangan,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,tahuna_3,sulbagut_kuota_tersebar,minahasa,sulut_1,sulbagut_1,bone_bolango,iya,lisdes,luwuk,poso_peaker,tomata,lisdes,koro_kabalo,dedieselisasi,lisdes,palu_3,koro_yaentu,lisdes,sulbagsel_kuota_tersebar,buleleng,biak_i,biak_ii,biak_iii,sulbagut_kuota_tersebar,sulbagsel_kuota_tersebar,halulai,alani,lisdes,sulsel_barru_2,malea_ftp_2,sulbagsel_kuota_tersebar,ussu_malili,selayar,selayar,bungin_111,madong,dedieselisasi,makassar,selayar_2,lisdes,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,dedieselisasi,bakaru_2,belaj_en,poko,sulbagsel_kuota_tersebar,buttu_batu,sulbagsel_kuota_tersebar,lisdes,lisdes,lisdes,dedieselisasi,mpp_sulselbar,lisdes,sulbagsel,dedieselisasi,lapai_1,lapai_2,riorita,watunohu,konawe_bendungan_pelosika_pupr,baubau_2,sulbagsel_kuota_tersebar,lisdes,lisdes,bonehau,pltp_kotamobagu_1,pltp_kotamobagu_2,pltp_kotamobagu_3,pltp_kotamobagu_4,pltp_marana,pltp_lainea,pltp_sipaholon_riaria,pltp_borapulu,pltp_pentadio,pltp_suwawa,pltm_riorita,pltm_riorita,plta_sulbagut_kuota_tersebar,plta_sulbagut_kuota_tersebar,plta_sulbagut,plta_sulbagsel_kuota_tersebar,plta_sulbagsel_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_pokko,plta_watunohu,plta_konawe_bendung_piipr,pltm_dominanga,pltm_lapa_1,pltm_lapa_1,pltm_lapa_2,pltm_lapa_2,pltm_riorita,pltm_riorita,pltsa_makassar,plts_dedieselisasi,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,north_sulawesi_geothermal_potential_ruen,gorontalo_geothermal_potential_ruen,central_sulawesi_geothermal_potential_ruen,south_sulawesi_geothermal_potential_ruen,southeast_sulawesi_geothermal_potential_ruen,west_sulawesi_geothermal_potential_ruen,north_sulawesi_hydropower_potential_ruen,gorontalo_hydropower_potential_ruen,central_sulawesi_hydropower_potential_ruen,south_sulawesi_hydropower_potential_ruen,southeast_sulawesi_hydropower_potential_ruen,west_sulawesi_hydropower_potential_ruen,north_sulawesi_hydropower_mini_potential_ruen,gorontalo_hydropower_mini_potential_ruen,central_sulawesi_hydropower_mini_potential_ruen,south_sulawesi_hydropower_mini_potential_ruen,southeast_sulawesi_hydropower_mini_potential_ruen,west_sulawesi_hydropower_mini_potential_ruen,north_sulawesi_biomass_potential_ruen,gorontalo_biomass_potential_ruen,central_sulawesi_biomass_potential_ruen,south_sulawesi_biomass_potential_ruen,southeast_sulawesi_biomass_potential_ruen,west_sulawesi_biomass_potential_ruen,north_sulawesi_biogas_potential_ruen,gorontalo_biogas_potential_ruen,central_sulawesi_biogas_potential_ruen,south_sulawesi_biogas_potential_ruen,southeast_sulawesi_biogas_potential_ruen,west_sulawesi_biogas_potential_ruen,north_sulawesi_solar_potential_ruen,gorontalo_solar_potential_ruen,central_sulawesi_solar_potential_ruen,south_sulawesi_solar_potential_ruen,southeast_sulawesi_solar_potential_ruen,west_sulawesi_solar_potential_ruen,north_sulawesi_wind_potential_ruen,gorontalo_wind_potential_ruen,central_sulawesi_wind_potential_ruen,south_sulawesi_wind_potential_ruen,southeast_sulawesi_wind_potential_ruen,west_sulawesi_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
745,0.23,1,1,1,1,1,1,1,1,1,0.212,1,1,1,1,1,1,0.5,1,0.5,0.057,1,1,1,1,0.057,1,1,1,1,1,1,1,1,1,0.23,0.23,1,1,1,0.23,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.156,1,0.5,0.5,0.156,0.5,0.156,0.156,1,0.5,0.156,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.276,1,0.5,0.5,0.5,0.276,1,0.5,0.5,0.276,1,1,0.276,1,0.5,0.057,0.276,0.5,0.5,0.5,0.057,0.5,0.5,0.237,0.237,0.237,0.237,1,0.237,1,0.237,0.5,0.5,0.5,0.5,0.5,1,1,0.262,0.262,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.156,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.23,0.212,0.156,0.276,0.237,0.262,0.044,0.036,0,0.057,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,0.31,1,1,1,1,1,1,1,1,1,0.293,1,1,1,1,1,1,0.5,1,0.5,0.065,1,1,1,1,0.065,1,1,1,1,1,1,1,1,1,0.31,0.31,1,1,1,0.31,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.258,1,0.5,0.5,0.258,0.5,0.258,0.258,1,0.5,0.258,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.404,1,0.5,0.5,0.5,0.404,1,0.5,0.5,0.404,1,1,0.404,1,0.5,0.065,0.404,0.5,0.5,0.5,0.065,0.5,0.5,0.338,0.338,0.338,0.338,1,0.338,1,0.338,0.5,0.5,0.5,0.5,0.5,1,1,0.338,0.338,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.258,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.31,0.293,0.258,0.404,0.338,0.338,0.058,0.039,0,0.065,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,0.355,1,1,1,1,1,1,1,1,1,0.336,1,1,1,1,1,1,0.5,1,0.5,0.078,1,1,1,1,0.078,1,1,1,1,1,1,1,1,1,0.355,0.355,1,1,1,0.355,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.344,1,0.5,0.5,0.344,0.5,0.344,0.344,1,0.5,0.344,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.515,1,0.5,0.5,0.5,0.515,1,0.5,0.5,0.515,1,1,0.515,1,0.5,0.078,0.515,0.5,0.5,0.5,0.078,0.5,0.5,0.412,0.412,0.412,0.412,1,0.412,1,0.412,0.5,0.5,0.5,0.5,0.5,1,1,0.382,0.382,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.344,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.355,0.336,0.344,0.515,0.412,0.382,0.069,0.041,0,0.078,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,0.348,1,1,1,1,1,1,1,1,1,0.35,1,1,1,1,1,1,0.5,1,0.5,0.087,1,1,1,1,0.087,1,1,1,1,1,1,1,1,1,0.348,0.348,1,1,1,0.348,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.398,1,0.5,0.5,0.398,0.5,0.398,0.398,1,0.5,0.398,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.562,1,0.5,0.5,0.5,0.562,1,0.5,0.5,0.562,1,1,0.562,1,0.5,0.087,0.562,0.5,0.5,0.5,0.087,0.5,0.5,0.483,0.483,0.483,0.483,1,0.483,1,0.483,0.5,0.5,0.5,0.5,0.5,1,1,0.409,0.409,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.398,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.348,0.35,0.398,0.562,0.483,0.409,0.08,0.046,0,0.087,0,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,0.351,1,1,1,1,1,1,1,1,1,0.39,1,1,1,1,1,1,0.5,1,0.5,0.09,1,1,1,1,0.09,1,1,1,1,1,1,1,1,1,0.351,0.351,1,1,1,0.351,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.418,1,0.5,0.5,0.418,0.5,0.418,0.418,1,0.5,0.418,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.525,1,0.5,0.5,0.5,0.525,1,0.5,0.5,0.525,1,1,0.525,1,0.5,0.09,0.525,0.5,0.5,0.5,0.09,0.5,0.5,0.483,0.483,0.483,0.483,1,0.483,1,0.483,0.5,0.5,0.5,0.5,0.5,1,1,0.435,0.435,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.418,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.351,0.39,0.418,0.525,0.483,0.435,0.077,0.048,0.003,0.09,0,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,0.328,1,1,1,1,1,1,1,1,1,0.397,1,1,1,1,1,1,0.5,1,0.5,0.093,1,1,1,1,0.093,1,1,1,1,1,1,1,1,1,0.328,0.328,1,1,1,0.328,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.384,1,0.5,0.5,0.384,0.5,0.384,0.384,1,0.5,0.384,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.43,1,0.5,0.5,0.5,0.43,1,0.5,0.5,0.43,1,1,0.43,1,0.5,0.093,0.43,0.5,0.5,0.5,0.093,0.5,0.5,0.413,0.413,0.413,0.413,1,0.413,1,0.413,0.5,0.5,0.5,0.5,0.5,1,1,0.449,0.449,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.384,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.328,0.397,0.384,0.43,0.413,0.449,0.07,0.054,0.008,0.093,0,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,0.27,1,1,1,1,1,1,1,1,1,0.326,1,1,1,1,1,1,0.5,1,0.5,0.097,1,1,1,1,0.097,1,1,1,1,1,1,1,1,1,0.27,0.27,1,1,1,0.27,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.296,1,0.5,0.5,0.296,0.5,0.296,0.296,1,0.5,0.296,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.322,1,0.5,0.5,0.5,0.322,1,0.5,0.5,0.322,1,1,0.322,1,0.5,0.097,0.322,0.5,0.5,0.5,0.097,0.5,0.5,0.293,0.293,0.293,0.293,1,0.293,1,0.293,0.5,0.5,0.5,0.5,0.5,1,1,0.412,0.412,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.296,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.27,0.326,0.296,0.322,0.293,0.412,0.07,0.061,0.012,0.097,0.001,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,0.181,1,1,1,1,1,1,1,1,1,0.223,1,1,1,1,1,1,0.5,1,0.5,0.082,1,1,1,1,0.082,1,1,1,1,1,1,1,1,1,0.181,0.181,1,1,1,0.181,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.19,1,0.5,0.5,0.19,0.5,0.19,0.19,1,0.5,0.19,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.212,1,0.5,0.5,0.5,0.212,1,0.5,0.5,0.212,1,1,0.212,1,0.5,0.082,0.212,0.5,0.5,0.5,0.082,0.5,0.5,0.18,0.18,0.18,0.18,1,0.18,1,0.18,0.5,0.5,0.5,0.5,0.5,1,1,0.322,0.322,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.19,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.181,0.223,0.19,0.212,0.18,0.322,0.063,0.066,0.012,0.082,0.004,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,0.086,1,1,1,1,1,1,1,1,1,0.095,1,1,1,1,1,1,0.5,1,0.5,0.045,1,1,1,1,0.045,1,1,1,1,1,1,1,1,1,0.086,0.086,1,1,1,0.086,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.085,1,0.5,0.5,0.085,0.5,0.085,0.085,1,0.5,0.085,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.104,1,0.5,0.5,0.5,0.104,1,0.5,0.5,0.104,1,1,0.104,1,0.5,0.045,0.104,0.5,0.5,0.5,0.045,0.5,0.5,0.077,0.077,0.077,0.077,1,0.077,1,0.077,0.5,0.5,0.5,0.5,0.5,1,1,0.183,0.183,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.085,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.095,0.085,0.104,0.077,0.183,0.052,0.065,0.007,0.045,0.003,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,0.008,1,1,1,1,1,1,1,1,1,0.009,1,1,1,1,1,1,0.5,1,0.5,0.048,1,1,1,1,0.048,1,1,1,1,1,1,1,1,1,0.008,0.008,1,1,1,0.008,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.011,1,0.5,0.5,0.011,0.5,0.011,0.011,1,0.5,0.011,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.019,1,0.5,0.5,0.5,0.019,1,0.5,0.5,0.019,1,1,0.019,1,0.5,0.048,0.019,0.5,0.5,0.5,0.048,0.5,0.5,0.01,0.01,0.01,0.01,1,0.01,1,0.01,0.5,0.5,0.5,0.5,0.5,1,1,0.042,0.042,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.011,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.008,0.009,0.011,0.019,0.01,0.042,0.031,0.058,0.002,0.048,0.004,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.085,1,1,1,1,0.085,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.085,0,0.5,0.5,0.5,0.085,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.018,0.051,0.004,0.085,0.009,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.102,1,1,1,1,0.102,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.102,0,0.5,0.5,0.5,0.102,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.016,0.046,0.005,0.102,0.009,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.108,1,1,1,1,0.108,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.108,0,0.5,0.5,0.5,0.108,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.016,0.041,0.002,0.108,0.008,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.09,1,1,1,1,0.09,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.09,0,0.5,0.5,0.5,0.09,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.018,0.035,0.001,0.09,0.01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
