Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,442,311,129,1380,315,102
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,429,302,125,1341,306,99
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,418,295,122,1307,298,97
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,410,289,120,1282,293,95
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,410,289,120,1279,292,95
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,417,294,122,1302,297,97
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,420,296,122,1311,299,97
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,456,321,133,1424,325,106
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,480,339,140,1501,343,111
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,498,351,145,1555,355,115
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,505,356,147,1579,360,117
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,497,350,145,1552,354,115
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,491,346,143,1535,350,114
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,506,357,148,1582,361,117
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,512,361,149,1600,365,119
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,510,359,149,1592,364,118
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,489,344,143,1526,348,113
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,476,335,139,1487,339,110
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,510,359,149,1592,364,118
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,507,358,148,1585,362,118
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,496,350,145,1550,354,115
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,486,343,142,1520,347,113
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,473,333,138,1477,337,110
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,453,319,132,1415,323,105
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,434,306,127,1357,310,101
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,421,296,123,1314,300,97
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,404,285,118,1262,288,94
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,397,280,116,1241,283,92
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,390,275,114,1220,278,90
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,393,277,115,1228,280,91
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,380,268,111,1187,271,88
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,387,273,113,1209,276,90
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,403,284,118,1261,288,93
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,420,296,122,1311,299,97
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,417,294,122,1302,297,97
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,404,285,118,1261,288,94
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,406,286,118,1267,289,94
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,412,290,120,1286,294,95
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,410,289,120,1281,293,95
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,414,291,121,1292,295,96
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,412,291,120,1289,294,96
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,422,297,123,1318,301,98
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,459,323,134,1433,327,106
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,453,320,132,1416,323,105
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,445,313,130,1389,317,103
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,439,309,128,1371,313,102
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,427,301,125,1335,305,99
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,410,289,120,1282,293,95
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,398,281,116,1244,284,92
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,379,267,111,1186,271,88
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,372,262,109,1162,265,86
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,361,254,105,1127,257,84
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,357,252,104,1116,255,83
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,355,250,104,1109,253,82
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,339,239,99,1058,242,78
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,340,239,99,1061,242,79
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,353,249,103,1104,252,82
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,359,253,105,1121,256,83
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,357,252,104,1115,255,83
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,354,250,103,1107,253,82
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,355,250,104,1110,253,82
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,356,251,104,1112,254,82
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,355,250,104,1110,253,82
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,360,253,105,1124,256,83
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,367,259,107,1147,262,85
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,379,267,111,1185,271,88
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,419,295,122,1309,299,97
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,417,294,122,1303,297,97
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,409,288,119,1277,292,95
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,400,282,117,1250,285,93
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,389,274,113,1215,277,90
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,375,264,109,1172,268,87
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,364,256,106,1136,259,84
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,351,247,102,1095,250,81
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,341,240,99,1064,243,79
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,337,237,98,1052,240,78
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,337,237,98,1052,240,78
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,340,239,99,1061,242,79
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,327,231,95,1022,233,76
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,334,236,98,1044,238,77
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,345,243,101,1077,246,80
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,357,252,104,1117,255,83
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,356,251,104,1112,254,82
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,353,249,103,1102,252,82
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,362,255,106,1132,258,84
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,365,257,107,1141,260,85
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,370,261,108,1156,264,86
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,376,265,110,1174,268,87
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,380,268,111,1187,271,88
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,393,277,115,1228,280,91
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,426,301,124,1332,304,99
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,422,298,123,1319,301,98
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,413,291,121,1291,295,96
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,408,287,119,1274,291,94
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,396,279,116,1238,283,92
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,383,270,112,1195,273,89
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,367,259,107,1148,262,85
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,357,252,104,1115,255,83
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,349,246,102,1089,249,81
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,342,241,100,1069,244,79
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,342,241,100,1067,244,79
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,347,244,101,1083,247,80
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,339,239,99,1060,242,79
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,353,249,103,1104,252,82
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,372,262,109,1163,266,86
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,381,269,111,1191,272,88
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,380,268,111,1187,271,88
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,378,266,110,1181,270,88
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,381,269,111,1191,272,88
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,382,270,112,1195,273,89
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,382,269,112,1194,273,89
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,384,271,112,1200,274,89
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,382,269,111,1192,272,88
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,394,278,115,1232,281,91
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,430,303,125,1343,307,100
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,424,299,124,1326,303,98
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,415,293,121,1297,296,96
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,407,287,119,1271,290,94
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,390,275,114,1218,278,90
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,373,263,109,1165,266,86
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,363,256,106,1133,259,84
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,351,247,102,1095,250,81
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,342,241,100,1068,244,79
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,341,240,99,1065,243,79
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,351,248,102,1097,251,81
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,366,258,107,1143,261,85
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,380,268,111,1186,271,88
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,418,295,122,1307,298,97
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,439,309,128,1371,313,102
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,454,320,132,1417,324,105
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,455,321,133,1423,325,105
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,446,314,130,1392,318,103
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,449,316,131,1402,320,104
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,459,324,134,1434,327,106
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,456,321,133,1423,325,106
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,451,318,132,1410,322,104
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,433,305,126,1354,309,100
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,439,309,128,1371,313,102
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,472,333,138,1475,337,109
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,467,329,136,1459,333,108
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,452,319,132,1413,323,105
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,442,312,129,1382,315,102
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,423,298,124,1323,302,98
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,401,282,117,1251,286,93
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,387,273,113,1209,276,90
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,376,265,110,1174,268,87
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,368,260,107,1150,263,85
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,365,258,107,1142,261,85
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,379,267,111,1186,271,88
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,392,276,114,1223,279,91
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,398,280,116,1242,284,92
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,434,306,127,1355,309,100
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,454,320,132,1418,324,105
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,466,328,136,1455,332,108
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,465,328,136,1453,332,108
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,457,322,133,1427,326,106
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,469,330,137,1464,334,109
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,477,337,139,1492,341,111
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,480,338,140,1499,342,111
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,481,339,140,1502,343,111
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,463,326,135,1446,330,107
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,461,325,135,1441,329,107
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,497,350,145,1553,354,115
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,490,345,143,1531,350,113
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,476,336,139,1488,340,110
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,463,327,135,1447,330,107
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,444,313,130,1389,317,103
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,421,296,123,1314,300,97
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,406,286,118,1268,289,94
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,391,276,114,1221,279,91
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,382,269,112,1194,273,89
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,381,268,111,1190,272,88
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,384,271,112,1200,274,89
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,401,283,117,1252,286,93
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,403,284,118,1259,287,93
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,443,312,129,1384,316,103
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,469,331,137,1465,335,109
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,483,340,141,1508,344,112
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,486,342,142,1517,346,112
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,475,335,139,1483,339,110
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,480,338,140,1499,342,111
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,501,353,146,1565,357,116
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,510,360,149,1594,364,118
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,508,358,148,1587,362,118
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,483,340,141,1509,344,112
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,475,334,138,1482,338,110
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,503,355,147,1572,359,117
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,497,350,145,1552,354,115
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,481,339,140,1503,343,111
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,473,333,138,1476,337,109
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,457,322,133,1427,326,106
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,450,317,131,1406,321,104
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,429,302,125,1340,306,99
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,414,292,121,1293,295,96
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,403,284,118,1259,287,93
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,392,277,114,1226,280,91
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,386,272,113,1206,275,89
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,391,276,114,1222,279,91
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,392,276,114,1225,280,91
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,387,273,113,1208,276,90
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,416,293,121,1301,297,96
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,436,308,127,1363,311,101
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,446,314,130,1392,318,103
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,443,312,129,1384,316,103
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,431,304,126,1347,307,100
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,439,310,128,1372,313,102
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,441,311,129,1377,314,102
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,445,313,130,1389,317,103
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,445,313,130,1389,317,103
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,438,309,128,1369,312,101
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,450,317,131,1407,321,104
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,478,337,139,1493,341,111
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,471,332,137,1471,336,109
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,458,323,134,1431,327,106
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,514,362,150,1606,367,119
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,494,348,144,1544,352,114
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,472,333,138,1474,337,109
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,456,322,133,1425,325,106
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,432,304,126,1348,308,100
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,421,297,123,1315,300,97
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,411,290,120,1285,293,95
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,410,289,120,1280,292,95
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,395,279,115,1235,282,92
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,383,270,112,1195,273,89
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,395,279,115,1235,282,92
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,415,292,121,1295,296,96
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,433,305,126,1351,309,100
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,433,305,126,1353,309,100
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,437,308,127,1365,312,101
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,451,318,132,1410,322,105
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,465,327,136,1451,331,108
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,472,333,138,1475,337,109
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,471,332,137,1471,336,109
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,467,329,136,1458,333,108
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,492,347,144,1538,351,114
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,517,364,151,1614,368,120
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,515,363,150,1610,368,119
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,508,358,148,1588,363,118
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,497,350,145,1552,354,115
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,474,334,138,1480,338,110
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,451,318,132,1409,322,104
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,434,306,127,1355,309,100
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,421,297,123,1315,300,98
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,405,286,118,1267,289,94
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,406,286,118,1268,289,94
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,420,296,123,1312,299,97
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,420,296,123,1313,300,97
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,434,306,127,1357,310,101
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,500,352,146,1562,357,116
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,528,372,154,1650,377,122
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,546,385,159,1706,390,127
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,548,386,160,1712,391,127
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,548,386,160,1711,391,127
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,569,401,166,1777,406,132
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,585,412,171,1827,417,135
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,592,417,173,1850,422,137
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,576,406,168,1799,411,133
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,539,380,157,1684,384,125
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,551,388,161,1721,393,128
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,565,398,165,1766,403,131
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,556,392,162,1738,397,129
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,538,380,157,1682,384,125
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,527,372,154,1648,376,122
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,500,352,146,1562,357,116
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,473,333,138,1476,337,109
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,459,323,134,1433,327,106
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,444,313,130,1387,317,103
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,433,305,126,1353,309,100
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,429,303,125,1341,306,99
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,442,311,129,1380,315,102
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,441,311,129,1377,314,102
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,452,318,132,1411,322,105
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,501,353,146,1565,357,116
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,527,371,154,1645,376,122
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,548,386,160,1712,391,127
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,548,386,160,1711,391,127
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,541,382,158,1691,386,125
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,565,398,165,1766,403,131
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,582,410,170,1819,415,135
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,591,416,172,1845,421,137
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,568,401,166,1775,405,132
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,538,379,157,1682,384,125
,,,,,,,,,573,11,7,21,2023-11-07T19:00:00+08:00,547,386,160,1709,390,127
,,,,,,,,,574,11,7,22,2023-11-07T20:00:00+08:00,554,390,162,1730,395,128
,,,,,,,,,575,11,7,23,2023-11-07T21:00:00+08:00,547,385,160,1708,390,127
,,,,,,,,,576,11,7,24,2023-11-07T22:00:00+08:00,529,373,154,1653,377,123
,,,,,,,,,577,11,8,1,2023-11-07T23:00:00+08:00,513,361,150,1601,366,119
,,,,,,,,,578,11,8,2,2023-11-08T00:00:00+08:00,490,345,143,1529,349,113
,,,,,,,,,579,11,8,3,2023-11-08T01:00:00+08:00,466,329,136,1457,333,108
,,,,,,,,,580,11,8,4,2023-11-08T02:00:00+08:00,450,317,131,1406,321,104
,,,,,,,,,581,11,8,5,2023-11-08T03:00:00+08:00,438,309,128,1369,313,102
,,,,,,,,,582,11,8,6,2023-11-08T04:00:00+08:00,425,300,124,1328,303,98
,,,,,,,,,583,11,8,7,2023-11-08T05:00:00+08:00,426,300,124,1331,304,99
,,,,,,,,,584,11,8,8,2023-11-08T06:00:00+08:00,437,308,127,1364,311,101
