Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,1,2000.0,6.203547504196065e-14,5.136487662209387e-10,7.530099254358777e-14
2,1,1800.0,6.950816846368739e-14,5.776532376425842e-10,8.468405844820735e-14
3,1,1100.0,1.198466054763143e-13,9.631526210324674e-10,1.411983306575425e-13
4,1,400.0,4.2507652235963873e-13,2.7629864419201237e-9,4.0505426108931643e-13
