ID,Zone,Total_Import_MWh,Peak_Import_MW
1,1,2236.399241050785,0.25804550000000004
2,1,10055.712134495327,1.1536
3,1,10035.217903977962,1.1481
4,1,3194.2747436250042,0.371409
5,1,5209.162551134659,0.5974
6,1,3108.797661171854,0.35916096447140383
7,1,4270.341781050974,0.489
8,1,8419.546125041443,0.9666
9,1,8124.1583802505465,0.9318
10,1,3253.190996767848,0.378761
11,1,7864.3140257833165,0.9003
12,1,2338.024760535711,0.271132
13,1,3172.8519257996372,0.3644
14,1,1657.4326709669613,0.1912405
15,1,1382.204719319182,0.16326823593590178
16,1,4024.884086803563,0.468452
17,1,1760.249887913346,0.2085241997954313
18,1,1046.036430347125,0.120708
19,1,1289.903531082803,0.1550330000000001
20,1,0.0,0.0
21,1,685.8151377952162,0.08120689520741647
22,1,266.9804868494583,0.033877
23,1,888.2723809593716,0.102424
24,1,119.64076153926183,0.016027
25,1,0.0,0.0
26,1,433.732661751217,0.052344
27,1,551.3935712005424,0.06914244097807758
28,1,209.40641779189423,0.026643
29,1,140.29255106961418,0.017891509355133856
30,1,0.0,0.0
31,1,222.50843502390626,0.028100439281455426
32,1,618.4444584498798,0.07289384758803297
33,1,197.90490089817365,0.024989623587892907
34,1,147.61275373523753,0.018870903822505117
35,1,163.32193343581383,0.02059083550913406
36,1,36.78363707592339,0.005823450203357476
37,1,167.63606424641313,0.021128481137856522
38,1,1023.2581985332142,0.12115699999999999
39,1,327.5975391576093,0.040758
40,1,137.89854370169135,0.017355590702814835
41,1,166.03042216981402,0.021352620834700554
42,1,494.1732389049409,0.059284
43,1,542.2453009224087,0.06397015743959497
44,1,337.90211563965045,0.040817
45,1,176.00495082557146,0.02192759976952482
46,1,420.04423154360626,0.049535832390036984
47,1,878.684398625003,0.1013195
48,1,238.80370122572722,0.029855125370613925
49,1,1267.1494358833324,0.15268100000000007
50,1,1709.0929866072147,0.196071
51,1,565.5396651842386,0.06669895337466236
52,1,655.9455308795913,0.07811814168076403
53,1,310.8946169580913,0.039346
54,1,281.96022911856375,0.036171
55,1,965.8322970682522,0.118216
56,1,640.7609814642448,0.07527032569912921
57,1,808.1823384427845,0.09916
58,1,1572.5571093364456,0.18914499999999992
59,1,169.57107337752453,0.021189159010583998
60,1,3320.4566481407987,0.38329
61,1,58.124455366560355,0.009351760960951454
62,1,2250.758990139832,0.25981
63,1,878.6936934537745,0.1013195
64,1,333.63628093994777,0.040346
65,1,111.36781043393748,0.014007183837469387
66,1,3611.904404089295,0.4172015
67,1,2857.8599888515596,0.3300638352
68,1,1178.3165642812244,0.139036
69,1,2784.1820974697666,0.3212337296360485
70,1,234.25116115541644,0.02773038546136186
71,1,1109.7194633928593,0.12756699999999999
72,1,1004.612324668575,0.115884732
73,1,433.5358812621323,0.05280705578664058
74,1,5855.203897607135,0.679006
75,1,1200.7382082207334,0.138565
76,1,267.98566774958965,0.031507404955426935
77,1,2539.616378569593,0.2930255
78,1,402.59518810559854,0.04755125408549083
79,1,290.9593444532543,0.036524752388982576
80,1,837.9996212739998,0.096626
81,1,1349.9592206451703,0.155688
82,1,5495.116418232159,0.637248
83,1,2963.3371335054703,0.3419212781629116
84,1,3900.2263508832293,0.4505314601386482
85,1,424.79100111042555,0.05145400000000001
86,1,3778.4612190364155,0.43645297053726173
87,1,3455.3408596549953,0.3990999835355286
88,1,1594.59667348037,0.18407250000000003
89,1,7759.602678732125,0.899852
90,1,2437.6411654888175,0.28127
91,1,2308.514028208952,0.2663605
92,1,1945.1173008903165,0.22449950000000002
93,1,12855.852403053508,1.4703
94,1,1244.234074512475,0.143594
95,1,411.8413217028268,0.047485
96,1,222.77383271470424,0.026751518727106655
97,1,788.2551030168547,0.09093340320000001
98,1,115.27104805420566,0.01489378868044244
99,1,436.2209309934429,0.0503152454923717
100,1,1813.9842801893267,0.209304
101,1,260.2217024301841,0.03334329354915742
102,1,654.210214864499,0.08086436200112426
103,1,1046.8992794295891,0.125835
104,1,1329.4872629661108,0.15997400000000003
105,1,261.72157035886585,0.03315830817011808
106,1,170.06011198195307,0.02150539193705668
107,1,316.4171330388661,0.03716711105302912
108,1,885.9376915032884,0.102148
109,1,618.3130812290369,0.07587
110,1,202.40095504610537,0.025431456384617634
111,1,1159.578860552237,0.1330295
112,1,1337.4862652249226,0.15389797504159736
113,1,2044.410079291193,0.23596850000000003
114,1,922.8373774685722,0.10601200000000002
115,1,929.6611501607143,0.10678399999999999
116,1,840.9359721782038,0.099984
117,1,1510.0855597432267,0.174324
118,1,1063.0420152857162,0.12257749999999999
119,1,837.7241225145809,0.0962345
120,1,648.4952678464432,0.079399
121,1,1431.8608237327467,0.16483634922010398
122,1,923.632770706821,0.10939400000000009
123,1,1003.9752385462219,0.11546528162911614
124,1,1021.988546721913,0.117427
125,1,1518.563702420857,0.1750315
126,1,965.8145503711537,0.11433400000000003
127,1,2022.136479573876,0.23322972122052701
128,1,1736.6425286019994,0.2001545
129,1,1510.6931512053538,0.1742035
130,1,722.2774704092632,0.089279
131,1,1055.4694846912996,0.127356
132,1,859.2202835950201,0.103884
133,1,269.91931178746603,0.03430073240103053
134,1,1489.3355365446375,0.1717185
135,1,2224.7415059797013,0.25658073300970874
136,1,647.6047622970575,0.079399
137,1,267.8793168965779,0.033806719786396856
138,1,0.0,0.0
139,1,476.52415553418183,0.05902
140,1,0.0,0.0
141,1,0.0,0.0
142,1,228.92128698830535,0.029039
143,1,354.8464477922586,0.04343071878771702
144,1,115.75479138211905,0.01762920887083097
145,1,117.09010791806571,0.017565137500769518
146,1,0.7649976272686319,0.00012266527830857523
147,1,0.0,0.0
148,1,0.0,0.0
149,1,77.0612175308006,0.011713239825752234
150,1,383.66332699245754,0.048032783016250656
151,1,140.24475512474723,0.019114
152,1,1176.4568070682635,0.135772
153,1,276.28843397090685,0.034486579258010124
154,1,224.4637166762974,0.028126462227113274
155,1,273.71259888089753,0.03435879318106849
156,1,89.7661290842389,0.013710783407815704
157,1,606.1454454963173,0.07142622534058916
158,1,0.0,0.0
159,1,0.0,0.0
160,1,397.6096699640232,0.048459993992736566
161,1,367.3778612144461,0.045530736776944705
162,1,163.05407307812533,0.022232
163,1,0.0,0.0
164,1,0.0,0.0
165,1,0.0,0.0
166,1,0.0,0.0
167,1,0.0,0.0
168,1,2.600821921201948,0.0004166098978890817
169,1,2801.9424310198915,0.3232450554592721
170,1,2062.0157551304155,0.2379755
171,1,1763.6360121451494,0.20348542163661582
172,1,299.25604156575974,0.0367
173,1,1477.0987287024698,0.17038616204506066
174,1,1434.197006518709,0.1655950256
175,1,1129.2146347762748,0.12979881195840554
176,1,726.9660270805891,0.08361248266897747
177,1,2505.582621597223,0.289144
178,1,778.2439448168691,0.092691
179,1,228.73987045119313,0.028780080976450653
180,1,306.0569977751531,0.038111
181,1,277.23030331795684,0.03489681699389461
182,1,1404.641224509148,0.16891300000000004
183,1,359.606822480108,0.04432819135540556
184,1,197.83945984108257,0.024919396444062034
185,1,1513.3052950685023,0.17447949999999998
186,1,441.80491259338385,0.05173939720692971
187,1,151.3136283013083,0.018908758763326997
188,1,12533.709602317089,1.433584177427343
189,1,8134.901818553584,0.943374
190,1,37288.02500267112,4.2934
191,1,4845.945033482145,0.561966
192,1,1436.679940585983,0.1658763296
193,1,1095.7796970317434,0.1264830388349515
194,1,783.0304102857156,0.0899855
195,1,2537.0724630940213,0.2927385
196,1,270.4053139995057,0.03397667790893761
197,1,387.0536033003976,0.047463
198,1,1644.544208838045,0.189807
199,1,2791.982849777736,0.3220961013864818
200,1,3397.780999675525,0.392491924610052
201,1,1557.3873505687848,0.1797715
202,1,326.2926100007428,0.040405000000000066
